N	2gram	Vygotskiy_	Narrotol
129	что у	8	6
130	на то	17	6
131	слова в	5	6
132	в конечном	6	6
133	все что	4	6
134	таким образом	38	6
135	в слове	3	6
136	имеем дело	2	6
137	на самом	6	5
138	том как	2	5
139	и у	6	5
140	не всегда	2	5
141	точку зрения	3	5
142	дело с	10	5
143	и о	4	5
144	к нему	3	5
145	может служить	3	5
146	точка зрения	6	5
147	исходя из	4	5
148	было бы	14	5
149	мы не	15	5
150	свою очередь	3	5
151	и здесь	3	5
152	и то	4	5
153	по поводу	3	5
154	и от	4	5
155	что это	12	5
156	или не	2	5
157	с ними	2	5
158	бы и	5	5
159	с ее	3	5
160	и даже	11	5
161	стало быть	3	5
162	только что	3	5
163	подобно тому	7	5
164	для того	12	5
165	вследствие этого	2	5
166	в какой	6	5
167	его жизни	3	5
168	их в	4	5
169	в своих	12	5
170	из них	4	5
171	тому как	10	5
172	в одном	4	5
173	не было	5	5
174	и уже	2	5
175	и сам	3	5
176	как будто	10	5
177	начала и	2	5
178	даже в	2	4
179	и ее	4	4
180	роль в	4	4
181	а на	4	4
182	в виду	6	4
183	как он	4	4
184	в области	12	4
185	только на	7	4
186	из нас	2	4
187	по своему	2	4
188	в них	4	4
189	тому что	7	4
190	она не	6	4
191	на том	2	4
192	что на	4	4
193	не будет	4	4
194	представить себе	5	4
195	и когда	5	4
196	и по	7	4
197	не на	2	4
198	что они	7	4
199	который в	3	4
200	как мы	2	4
201	в основе	13	4
202	хотя бы	4	4
203	к этому	5	4
204	конечном счете	6	4
205	сводятся к	2	4
206	и как	9	4
207	которая не	2	4
208	не имеет	3	4
209	со всеми	5	4
210	ли не	2	4
211	для себя	2	4
212	во сне	2	4
213	зависит от	2	4
214	что я	4	4
215	оно не	2	4
216	и с	5	4
217	не существует	4	4
218	для нас	5	4
219	по себе	21	4
220	несмотря на	8	4
221	всяком случае	7	4
222	которой он	2	4
223	к жизни	2	4
224	во всяком	9	4
225	в себя	3	4
226	не к	2	4
227	вместе с	10	4
228	до конца	9	3
229	ее и	2	3
230	и потому	2	3
231	идет о	2	3
232	так же	29	3
233	но как	4	3
234	с таким	18	3
235	при такой	2	3
236	как к	2	3
237	должен быть	2	3
238	с этой	8	3
239	а как	2	3
240	к чему	2	3
241	и составляет	3	3
242	и вот	5	3
243	его не	3	3
244	а с	2	3
245	одно из	2	3
246	к ним	4	3
247	в него	4	3
248	и это	6	3
249	между ними	2	3
250	точно так	6	3
251	что не	2	3
252	же как	8	3
253	все эти	7	3
254	той же	9	3
255	связи с	2	3
256	и тогда	3	3
257	в связи	3	3
258	заключает в	3	3
259	и т	36	3
260	интерес к	2	3
261	речь идет	4	3
262	о его	2	3
263	в зависимости	6	3
264	произведения как	3	3
265	все время	6	3
266	того или	2	3
267	но это	3	3
268	можно было	4	3
269	дело в	2	3
270	что она	11	3
271	если она	2	3
272	в которой	6	3
273	зависимости от	7	3
274	каждого из	3	3
275	в этих	6	3
276	сих пор	8	3
277	на этот	2	3
278	обращается к	2	3
279	приводит к	3	3
280	могли бы	3	3
281	всякий раз	10	3
282	что мы	9	3
283	только не	4	3
284	как она	4	3
285	с точки	12	3
286	говорит о	4	3
287	и что	28	3
288	она в	2	3
289	и только	5	3
290	как на	6	3
291	что именно	4	3
292	же самое	8	3
293	наряду с	3	3
294	тем же	4	3
295	но он	3	3
296	до сих	8	3
297	в нее	2	2
298	в каком	3	2
299	это означает	2	2
300	к одному	5	2
301	очевидно что	7	2
302	в действительности	4	2
303	которое может	2	2
304	в которых	5	2
305	случае в	3	2
306	с той	2	2
307	наконец в	2	2
308	или менее	3	2
309	говоря о	2	2
310	слов в	2	2
311	что с	5	2
312	столько же	4	2
313	в их	4	2
314	казалось бы	4	2
315	как можно	3	2
316	это все	3	2
317	потому не	4	2
318	к своему	2	2
319	так что	8	2
320	т п	24	2
321	который она	2	2
322	людей и	2	2
323	в детской	2	2
324	представления о	2	2
325	утверждает что	5	2
326	быть в	2	2
327	на основании	7	2
328	они и	2	2
329	только потому	2	2
330	в произведении	7	2
331	указывает на	6	2
332	только с	2	2
333	в общем	2	2
334	он говорит	4	2
335	более или	3	2
336	те же	9	2
337	могут быть	15	2
338	быть может	2	2
339	мы его	2	2
340	в процессе	7	2
341	можно ли	2	2
342	все остальное	2	2
343	что же	4	2
344	мере в	2	2
345	живет в	2	2
346	и другого	4	2
347	тем или	2	2
348	именно к	2	2
349	когда она	6	2
350	и во	3	2
351	по выражению	2	2
352	в сущности	15	2
353	и личного	3	2
354	людей а	2	2
355	могут служить	3	2
356	вовсе не	7	2
357	жизни с	4	2
358	если в	2	2
359	и вообще	3	2
360	все то	4	2
361	и мы	6	2
362	обратиться к	3	2
363	время в	2	2
364	другой стороны	7	2
365	это в	4	2
366	нас в	2	2
367	должно быть	2	2
368	по мнению	2	2
369	на это	2	2
370	бы в	3	2
371	намек на	2	2
372	который не	2	2
373	первый раз	2	2
374	мы можем	6	2
375	то чтобы	4	2
376	целый ряд	12	2
377	которые могут	2	2
378	тот кто	2	2
379	принадлежат к	4	2
380	все это	11	2
381	тем что	7	2
382	та же	4	2
383	не есть	4	2
384	в особенности	3	2
385	и наконец	2	2
386	одного и	2	2
387	и есть	5	2
388	от сознания	2	2
389	себе не	4	2
390	что иное	2	2
391	его и	4	2
392	смысл и	2	2
393	себе и	2	2
394	как говорит	5	2
395	во всех	4	2
396	должна быть	3	2
397	и более	3	2
398	отношение к	3	2
399	сами по	4	2
400	есть в	7	2
401	иначе как	3	2
402	точек зрения	3	2
403	без которого	2	2
404	тот самый	3	2
405	когда он	11	2
406	того же	3	2
407	будто бы	2	2
408	зрения на	2	2
409	или иным	2	2
410	у меня	3	2
411	из которых	5	2
412	таком случае	3	2
413	иное как	2	2
414	еще более	2	2
415	в других	3	2
416	чем это	2	2
417	это и	3	2
418	и делает	2	2
419	как только	3	2
420	если же	3	2
421	один и	2	2
422	и вновь	2	2
423	этих двух	4	2
424	и всякий	2	2
425	мы будем	2	2
426	не можем	3	2
427	а потому	5	2
428	ясно что	22	2
