N	2gram	Bakhtin_Fr	RusskieA
281	говорит о	2	3
282	здесь не	5	3
283	и его	26	3
284	же и	4	3
285	как на	3	3
286	в большинстве	3	3
287	быть и	2	3
288	до сих	6	3
289	во все	3	2
290	следовательно и	2	2
291	в заключение	4	2
292	имеет и	2	2
293	и следовательно	3	2
294	в себе	5	2
295	на эту	2	2
296	в приведенном	5	2
297	и вообще	3	2
298	перед нами	4	2
299	в духе	11	2
300	в развитии	2	2
301	но даже	2	2
302	в конце	8	2
303	отношение к	11	2
304	и наконец	5	2
305	за счет	3	2
306	одним из	2	2
307	же к	2	2
308	между ними	4	2
309	только во	3	2
310	в частности	4	2
311	и за	3	2
312	самом деле	5	2
313	в один	2	2
314	образом в	3	2
315	чем объяснить	2	2
316	не так	3	2
317	всем этим	3	2
318	к этой	3	2
319	в ту	8	2
320	они не	4	2
321	ко всему	2	2
322	в более	4	2
323	не дает	4	2
324	одной стороны	4	2
325	он так	2	2
326	с нею	2	2
327	здесь в	6	2
328	не были	3	2
329	и свои	3	2
330	мы видим	9	2
331	трав и	3	2
332	в числе	3	2
333	под влиянием	2	2
334	в праздничные	2	2
335	в дальнейшем	4	2
336	можно сказать	2	2
337	значение в	4	2
338	который в	2	2
339	для него	7	2
340	относится к	2	2
341	в риме	3	2
342	с его	6	2
343	сказать что	3	2
344	к борьбе	2	2
345	все то	2	2
346	он не	11	2
347	право на	2	2
348	месяца в	2	2
349	поближе к	2	2
350	другой стороны	5	2
351	и он	2	2
352	в начале	5	2
353	огонь и	2	2
354	дело в	4	2
355	особенно в	6	2
356	в прошлом	2	2
357	и даже	7	2
358	со смехом	4	2
359	женщин и	2	2
360	принадлежат к	2	2
361	этом отношении	4	2
362	как по	2	2
363	по всему	2	2
364	нас в	2	2
365	как известно	3	2
366	и так	5	2
367	в чем	3	2
368	к новому	2	2
369	и если	2	2
370	смехом и	2	2
371	в другой	2	2
372	равно как	2	2
373	раз и	2	2
374	это значение	2	2
375	характер этого	4	2
376	из этого	3	2
377	что эта	2	2
378	особое значение	2	2
379	этой же	2	2
380	и особенно	2	2
381	у него	14	2
382	как его	2	2
383	но оно	2	2
384	в нашем	5	2
385	все в	2	2
386	старого года	2	2
387	эту игру	2	2
