N	2gram	Losev_Dial	Stilisti
254	только тогда	9	2
255	в жизни	3	2
256	в мире	3	2
257	только потому	4	2
258	но не	9	2
259	в душе	8	2
260	в него	2	2
261	также и	7	2
262	к нему	12	2
263	тому же	3	2
264	но мы	3	2
265	гораздо более	3	2
266	связанные с	3	2
267	еще более	3	2
268	почему же	2	2
269	даже и	3	2
270	не есть	67	2
271	где и	2	2
272	в которых	2	2
273	и он	6	2
274	о чем	4	2
275	не было	7	2
276	как не	4	2
277	и когда	5	2
278	но это	12	2
279	и жизнь	2	2
280	в своей	9	2
281	как нечто	5	2
282	и тогда	4	2
283	в нас	2	2
284	или в	2	2
285	в связи	3	2
286	он не	5	2
287	природы и	2	2
288	друг другу	4	2
289	в дальнейшем	6	2
290	эти вопросы	3	2
291	с ним	9	2
292	для всякого	2	2
293	вовсе не	19	2
294	как с	2	2
295	ясно что	11	2
