N	2gram	Bakhtin_fo	Komedia
477	для него	5	2
478	почти все	4	2
479	в жизни	6	2
480	его жизни	11	2
481	и является	2	2
482	не понимающего	4	2
483	на своей	2	2
484	его к	2	2
485	ее в	2	2
486	от всех	2	2
487	см например	3	2
488	нашей эры	2	2
489	отсюда и	3	2
490	в смысле	5	2
491	имеем в	3	2
492	каждом из	2	2
493	вещей и	7	2
494	за другом	2	2
495	сказать в	2	2
496	места в	2	2
497	и людей	2	2
498	как она	3	2
499	случая и	3	2
500	место во	2	2
501	которой он	3	2
502	к жизни	2	2
503	в стороне	2	2
504	к другому	2	2
505	мы уже	17	2
506	на первый	2	2
507	по всем	3	2
508	и только	3	2
509	в форме	5	2
510	на фоне	3	2
511	же и	2	2
512	первый план	2	2
513	одних и	2	2
514	них не	2	2
515	они с	3	2
