N	2gram	Bakhtin_Pr	Psycholo
315	нет и	3	5
316	оно может	2	5
317	в лучшем	2	5
318	дано в	3	5
319	ни одна	2	5
320	отношения к	6	5
321	высшей степени	5	4
322	материал и	2	4
323	также и	3	4
324	произведение как	4	4
325	к своему	2	4
326	форм и	2	4
327	может и	4	4
328	художественную форму	4	4
329	при восприятии	2	4
330	понятий и	2	4
331	в истории	2	4
332	в применении	3	4
333	не с	4	4
334	дает нам	2	4
335	применении к	3	4
336	не на	5	4
337	можно сделать	2	4
338	или как	3	4
339	или иное	2	4
340	с помощью	7	4
341	в каких	2	4
342	по отношению	21	4
343	не остается	2	4
344	эстетический объект	37	4
345	может стать	3	4
346	эстетики и	3	4
347	художественного впечатления	2	4
348	себя как	5	4
349	здесь не	4	4
350	с ними	4	4
351	в связи	2	4
352	ли мы	3	4
353	произведения как	8	4
354	одной из	3	4
355	значение имеет	3	4
356	в пределах	6	4
357	в мире	3	4
358	и содержания	3	4
359	произведения и	2	4
360	форму и	2	4
361	в корне	2	4
362	в некоторых	2	4
363	природы и	3	4
364	же время	3	4
365	основе своей	3	4
366	в слове	3	4
367	ни было	3	3
368	значение для	3	3
369	что содержание	2	3
370	в более	4	3
371	как форма	7	3
372	как нечто	3	3
373	связаны с	2	3
374	следует что	2	3
375	именно поэтому	2	3
376	и должно	3	3
377	его как	3	3
378	из важнейших	3	3
379	к себе	2	3
380	на первый	2	3
381	творчества и	5	3
382	кроме того	3	3
383	ни к	2	3
384	быть только	5	3
385	на почве	3	3
386	и понять	2	3
387	не более	2	3
388	но с	3	3
389	формы она	2	3
390	связь и	2	3
391	и прежде	5	3
392	вопроса о	3	3
393	и сделать	3	3
394	как таковой	2	3
395	слово в	2	3
396	оно было	2	3
397	и проч	28	3
398	здесь нет	2	3
399	не больше	3	3
400	творчества в	3	3
401	дело идет	2	3
402	художественная форма	10	3
403	здесь же	2	3
404	на ее	3	3
405	на них	3	3
406	и др	8	3
407	случае не	2	3
408	художника и	5	3
409	преодолевает его	2	3
410	организма и	2	3
411	с другими	3	3
412	а к	2	3
413	души и	2	3
414	в таких	2	3
415	которые могут	2	3
416	отношению к	19	3
417	и содержание	3	3
418	тенденцию к	2	3
419	первый план	2	3
420	без всякой	2	3
421	к чему-то	2	3
422	все и	2	3
423	их и	2	3
424	автор как	2	3
425	совершенно невозможно	3	3
426	то ни	3	3
427	можем сказать	2	3
428	имеем дело	3	3
429	в форме	4	3
430	в высшей	5	3
431	переходим к	2	3
432	на основе	6	3
433	материала для	2	2
434	другими словами	2	2
435	к художественному	4	2
436	не совпадает	2	2
437	форму как	5	2
438	произведения но	2	2
439	случае мы	2	2
440	от ее	2	2
441	как вещь	4	2
442	произведение в	6	2
443	находит свое	2	2
444	цели и	2	2
445	и художественного	3	2
446	отметить что	7	2
447	сказать и	3	2
448	дело только	3	2
449	вне искусства	6	2
450	эстетического объекта	37	2
451	и должна	3	2
452	как такового	3	2
453	в новый	2	2
454	можно только	6	2
455	действительности но	2	2
456	в значительной	2	2
457	словесного искусства	2	2
458	событие в	2	2
459	художественного восприятия	2	2
460	материал как	2	2
461	произведения это	2	2
462	чем не	2	2
463	связи и	3	2
464	есть лишь	3	2
465	вообще не	7	2
466	как момент	3	2
467	основных понятий	2	2
468	не вполне	2	2
469	поэт в	2	2
470	к содержанию	17	2
471	и должны	2	2
472	к произведению	3	2
473	и становится	7	2
474	можно определить	2	2
475	почти совершенно	3	2
476	а иногда	2	2
477	или иной	2	2
478	на содержание	5	2
479	форма как	2	2
480	произведение и	3	2
481	со словами	2	2
482	в лирике	2	2
483	не всегда	6	2
484	только она	2	2
485	же самом	2	2
486	узком смысле	2	2
487	имеют дело	3	2
488	и события	2	2
489	материал в	4	2
490	той или	2	2
491	в россии	2	2
492	понимать только	2	2
493	от них	2	2
494	в начале	2	2
495	для эстетики	2	2
496	но которые	2	2
497	нему и	2	2
498	человека как	2	2
499	и смысла	2	2
500	вследствие этого	3	2
501	здесь все	2	2
502	входят в	3	2
503	творчество и	3	2
504	и искусства	2	2
505	так называемый	2	2
506	это отношение	2	2
507	выше в	2	2
508	об искусстве	3	2
509	с миром	4	2
