N	2gram	Tiupa_Narr	KulturaY
116	должна быть	2	11
117	в нем	9	11
118	этом отношении	5	11
119	и здесь	3	11
120	и то	3	11
121	слова в	4	11
122	в какой	2	11
123	он не	8	11
124	тем самым	9	10
125	так же	2	10
126	в то	9	10
127	к этому	2	10
128	со стороны	14	10
129	они не	3	10
130	как и	15	10
131	речь идет	3	10
132	того или	3	10
133	тем более	2	10
134	бы в	2	10
135	в особенности	2	10
136	в речи	5	10
137	в первом	4	10
138	на фоне	2	10
139	не просто	2	10
140	ли не	3	9
141	в целом	5	9
142	здесь не	4	9
143	и для	4	9
144	в своей	8	9
145	можно сказать	11	9
146	или иного	3	9
147	а также	11	9
148	но это	2	9
149	в которой	2	9
150	но уже	2	9
151	и вот	2	9
152	не имеет	3	9
153	на то	4	9
154	но для	5	9
155	что мы	2	9
156	в частности	23	8
157	в своих	2	8
158	состоит в	19	8
159	а потому	2	8
160	что на	4	8
161	в чем	3	8
162	с одной	5	8
163	и о	4	8
164	с его	6	8
165	своего рода	17	8
166	да и	5	8
167	то и	3	8
168	и как	4	8
169	об этом	8	8
170	в этих	3	8
171	тому что	4	8
172	далеко не	6	8
173	что я	4	8
174	может служить	5	8
175	отнюдь не	6	8
176	в таком	4	8
177	тому же	9	8
178	же в	6	8
179	до конца	2	7
180	в свою	4	7
181	идет о	3	7
182	в процессе	2	7
183	казалось бы	2	7
184	как он	3	7
185	свою очередь	2	7
186	и потому	2	7
187	не знает	2	7
188	а с	2	7
189	она не	2	7
190	на том	2	7
191	одной стороны	5	7
192	с ними	5	7
193	например в	2	7
194	никак не	5	7
195	так сказать	4	7
196	не все	2	7
197	как о	2	7
198	все равно	2	7
199	а именно	2	7
200	не следует	3	7
201	что касается	3	7
202	и более	2	7
203	на этот	2	7
204	столь же	6	7
205	в котором	3	7
206	с ним	6	7
207	в одном	5	7
208	внимание на	7	7
209	сводится к	10	7
210	в слове	4	7
211	перед нами	9	6
212	слов в	2	6
213	данном случае	12	6
214	о них	5	6
215	в себе	14	6
216	как к	3	6
217	говоря о	2	6
218	роль в	4	6
219	не всегда	4	6
220	этого не	2	6
221	отличие от	6	6
222	на себя	5	6
223	в отличие	6	6
224	не столько	2	6
225	в соответствии	8	6
226	в ее	4	6
227	когда в	4	6
228	что с	2	6
229	той или	7	6
230	как будто	4	6
231	по поводу	3	6
232	дело не	3	6
233	мы не	5	6
234	или в	7	6
235	же время	7	6
236	я в	7	6
237	только что	4	6
238	оно не	4	6
239	соответствии с	7	6
240	приводит к	2	6
241	если не	4	6
242	что именно	2	6
243	в сфере	2	6
244	тем же	3	6
245	никогда не	8	5
246	в конечном	6	5
247	к его	5	5
248	и к	7	5
249	а на	2	5
250	в форме	7	5
251	к себе	11	5
252	в другом	5	5
253	в конце	4	5
254	и у	4	5
255	в современной	4	5
256	имеет смысл	2	5
257	или менее	2	5
258	по своему	3	5
259	о нем	5	5
260	более или	2	5
261	так в	4	5
262	всего лишь	8	5
263	но как	3	5
264	ни одного	2	5
265	и тогда	2	5
266	в двух	2	5
267	интерес к	3	5
268	и от	3	5
269	и он	8	5
270	и еще	2	5
271	и даже	4	5
272	могло бы	3	5
273	переход от	2	5
274	превращается в	2	5
275	одного и	2	5
276	у него	13	5
277	нас в	2	5
278	на протяжении	12	5
279	отношение к	2	5
280	и является	2	5
281	о котором	4	5
282	или иначе	2	5
283	говорить и	2	5
284	только не	2	5
285	и того	5	5
286	точка зрения	5	5
287	и только	2	5
288	быть не	3	5
289	не о	2	4
290	через посредство	3	4
291	о чем	6	4
292	еще раз	3	4
293	собственно и	3	4
294	не говорит	4	4
295	первом случае	3	4
296	в виде	2	4
297	с языком	2	4
298	точку зрения	3	4
299	связано с	2	4
300	быть в	2	4
301	характер и	3	4
302	одно из	2	4
303	и все	7	4
304	к нему	5	4
305	это уже	3	4
306	себе и	2	4
307	во втором	6	4
308	одного из	6	4
309	между ними	3	4
310	однако в	4	4
311	в известном	4	4
312	свидетельствует о	4	4
313	точно так	2	4
314	же как	2	4
315	иначе говоря	14	4
316	для обозначения	2	4
317	как известно	3	4
318	в году	2	4
319	то в	4	4
320	однако и	5	4
321	конечном счете	4	4
322	который не	2	4
323	как можно	2	4
324	в данной	2	4
325	и по	3	4
326	мы можем	2	4
327	по словам	2	4
328	и прочих	2	4
329	ли в	2	4
330	не к	4	4
331	а то	2	4
332	будто бы	2	4
333	зрения на	2	4
334	из них	4	4
335	если же	2	4
336	но он	2	4
337	мы и	2	4
338	подчеркнуть что	2	4
339	не мог	7	4
340	эта фраза	2	3
341	том как	3	3
342	каждый из	3	3
343	с той	2	3
344	наряду с	2	3
345	в прозе	4	3
346	который в	2	3
347	всю свою	2	3
348	а как	2	3
349	так называемая	2	3
350	за ними	3	3
351	в романе	3	3
352	все время	2	3
353	его и	2	3
354	смысловом отношении	2	3
355	в него	2	3
356	на него	4	3
357	она была	2	3
358	к ним	2	3
359	своей собственной	2	3
360	как именно	2	3
361	представить себе	3	3
362	в начале	4	3
363	о его	3	3
364	и дело	2	3
365	во время	2	3
366	ряде случаев	2	3
367	но зато	4	3
368	также не	2	3
369	если в	2	3
370	тогда как	23	3
371	меньшей степени	2	3
372	известном смысле	4	3
373	по аналогии	2	3
374	также в	2	3
375	по мере	2	3
376	по своим	2	3
377	та же	2	3
378	в других	2	3
379	одним из	2	3
380	как у	6	3
381	более чем	2	3
382	не по	5	3
383	она может	2	3
384	не могло	3	3
385	только с	2	3
386	при отсутствии	2	3
387	для него	8	3
388	что у	6	3
389	все что	4	3
390	или иным	2	3
391	себя внимание	3	3
392	в следующем	2	3
393	большей или	2	3
394	со своей	3	3
395	давно уже	2	3
396	раз и	2	3
397	к жизни	3	3
398	и уже	4	3
399	или даже	3	3
400	и сами	2	3
401	в противовес	3	3
402	в ходе	4	2
403	начиная с	3	2
404	в действительности	2	2
405	он уже	3	2
406	для нее	2	2
407	такова что	3	2
408	эти два	2	2
409	идет по	2	2
410	и через	2	2
411	является его	2	2
412	в принципе	6	2
413	быть и	3	2
414	обращает на	3	2
415	достоевского и	2	2
416	к своему	2	2
417	о роли	2	2
418	в москве	2	2
419	и составляет	2	2
420	зрения как	2	2
421	одной из	2	2
422	собственно говоря	3	2
423	следует подчеркнуть	3	2
424	которая в	2	2
425	ответ на	6	2
426	не могла	2	2
427	когда она	2	2
428	них как	2	2
429	к другому	2	2
430	для них	2	2
431	смысле можно	2	2
432	тем или	2	2
433	жизни и	7	2
434	и когда	3	2
435	по большей	5	2
436	могут служить	2	2
437	вслед за	4	2
438	большей части	5	2
439	не столь	2	2
440	одна из	5	2
441	вследствие того	2	2
442	на своего	2	2
443	было как	5	2
444	и иных	3	2
445	исключительно в	3	2
446	я сам	2	2
447	в строгом	3	2
448	я уже	2	2
449	сознания и	2	2
450	дело в	2	2
451	его как	2	2
452	только к	3	2
453	у нее	8	2
454	это было	3	2
455	от которого	3	2
456	имеет место	4	2
457	дело с	4	2
458	как правило	8	2
459	которая не	3	2
460	по его	3	2
461	не является	7	2
462	где в	3	2
463	может оказаться	2	2
464	то у	3	2
465	а теперь	2	2
466	ведет к	3	2
467	но они	4	2
468	в глазах	7	2
469	он является	4	2
470	едва ли	5	2
471	сами по	2	2
472	в жизни	9	2
473	в литературе	8	2
474	его жизни	5	2
475	не будет	2	2
476	точек зрения	2	2
477	событие и	4	2
478	зависит от	3	2
479	человек в	3	2
480	в ряде	2	2
481	а по	2	2
482	того кто	2	2
483	именно эта	2	2
484	видно что	2	2
485	всякий раз	2	2
486	он и	2	2
487	не можем	2	2
488	тому как	4	2
489	в случае	4	2
490	в русской	3	2
491	чем это	2	2
492	нас нет	2	2
493	и после	3	2
494	в себя	3	2
495	один и	2	2
