N	2gram	Berdyaev_M	Myshleni
529	и переходит	2	2
530	начала в	3	2
531	начинает с	2	2
532	на какой	2	2
533	ко второй	2	2
534	среды и	2	2
535	не быть	2	2
536	остается на	2	2
537	его собственной	2	2
538	на путь	2	2
539	и слишком	2	2
540	жизни он	3	2
541	основании что	2	2
542	же есть	4	2
543	доходит до	6	2
544	более чем	3	2
545	то все	2	2
546	теряет свою	4	2
547	толстой и	3	2
548	мир в	3	2
549	как то	2	2
550	свою противоположность	4	2
551	человека не	6	2
552	особенно в	3	2
553	в необходимости	2	2
554	к самым	2	2
555	показывает как	3	2
556	всегда остается	2	2
557	с началом	2	2
558	лишь как	3	2
559	этом он	4	2
560	в мире	12	2
561	на природу	4	2
562	он принадлежит	2	2
563	у самого	2	2
564	из самых	9	2
565	в первых	2	2
566	природы в	5	2
567	и возможно	2	2
568	он открывает	3	2
569	сам не	4	2
570	в иной	3	2
571	раз когда	2	2
572	не хочет	3	2
573	в любви	12	2
574	все еще	2	2
575	они были	2	2
576	понимал что	2	2
577	и она	5	2
578	не будет	3	2
579	и обнаруживает	2	2
580	хотел бы	5	2
581	я хочу	3	2
582	приходят к	3	2
583	его личности	4	2
584	его как	2	2
585	с самим	5	2
586	мысль о	2	2
587	же о	2	2
588	личности и	3	2
589	человеку и	5	2
590	эти пути	2	2
591	который был	4	2
592	во власть	2	2
593	к себе	3	2
594	и глубже	2	2
595	они и	3	2
596	нет ничего	9	2
597	этом пути	4	2
598	есть путь	6	2
599	и судьба	2	2
600	существует не	2	2
601	он был	18	2
602	но она	3	2
603	идет на	3	2
604	там и	6	2
605	он знал	5	2
606	и никогда	4	2
607	они стали	2	2
608	личности в	4	2
609	смысле в	2	2
610	и должно	3	2
611	я хотел	2	2
612	знает только	2	2
613	к новому	2	2
614	ни у	2	2
615	жизни а	3	2
616	ко всему	2	2
617	но когда	3	2
618	к какому	2	2
619	бы ни	2	2
620	же и	2	2
