N	2gram	Vygotskiy_	Myslijsy
371	как он	4	6
372	что ни	2	6
373	увидим что	3	6
374	на его	3	6
375	могло бы	5	6
376	указывают на	2	6
377	она есть	2	6
378	в обществе	3	6
379	слова то	2	6
380	в ее	7	6
381	в своей	6	6
382	должна быть	3	6
383	в этой	5	6
384	никак не	7	6
385	что поэзия	2	6
386	при таком	5	6
387	художественного произведения	22	6
388	у нас	4	6
389	после того	2	6
390	смотрит на	3	6
391	из виду	2	6
392	с таким	18	6
393	главным образом	3	6
394	образом и	4	6
395	каким образом	3	6
396	оно есть	3	6
397	и к	5	6
398	для всех	5	6
399	отдельных лиц	5	6
400	форма в	3	6
401	в их	4	6
402	может стать	3	6
403	его не	3	6
404	с а	2	6
405	что с	5	6
406	и до	2	6
407	в сущности	15	6
408	нас в	2	6
409	показывает что	6	6
410	как например	2	6
411	как оно	2	6
412	к ним	4	6
413	об этом	3	6
414	которые могут	2	6
415	ни было	2	6
416	что его	5	6
417	же самое	8	6
418	заключается в	15	6
419	явлений и	3	6
420	мысли которая	2	6
421	жизни и	5	6
422	и уже	2	6
423	же и	2	6
424	у него	4	6
425	но он	3	6
426	из того	2	5
427	в процессе	7	5
428	но даже	4	5
429	и таким	4	5
430	вообще и	2	5
431	всех остальных	3	5
432	были бы	2	5
433	оба эти	2	5
434	а с	2	5
435	можно было	4	5
436	с общим	2	5
437	состоит в	5	5
438	однако в	2	5
439	произведении искусства	4	5
440	из которого	6	5
441	уже и	2	5
442	это можно	3	5
443	если в	2	5
444	одна из	5	5
445	себе а	4	5
446	как не	2	5
447	но только	6	5
448	отношение к	3	5
449	том чтобы	9	5
450	формы в	6	5
451	если это	2	5
452	с понятием	2	5
453	этот вопрос	2	5
454	полагает что	2	5
455	что само	2	5
456	которое в	2	5
457	во внимание	4	5
458	на нас	2	5
459	чем в	2	5
460	даже в	2	5
461	понятие о	2	5
462	и у	6	5
463	в области	12	5
464	представлений в	2	5
465	как предмет	2	5
466	в произведении	7	5
467	на том	2	5
468	ответ на	2	5
469	мы его	2	5
470	что эти	3	5
471	все то	4	5
472	мы имеем	7	5
473	такие же	2	5
474	времени и	2	5
475	по мнению	2	5
476	том случае	3	5
477	что то	2	5
478	отношении к	3	5
479	в какой	6	5
480	и значение	2	5
481	время как	6	5
482	на этот	2	5
483	только при	4	5
484	и здесь	3	5
485	только из	9	5
486	в той	2	5
487	то на	2	5
488	конечно не	2	5
489	не к	2	5
490	бы мы	3	4
491	иное как	2	4
492	не что	2	4
493	от сознания	2	4
494	когда оно	2	4
495	к своему	2	4
496	в такой	2	4
497	том виде	2	4
498	приблизительно так	2	4
499	но так	2	4
500	в поэзии	5	4
501	с если	3	4
502	ту же	6	4
503	всеми остальными	2	4
504	как нечто	3	4
505	то ни	2	4
506	не на	2	4
507	был бы	6	4
508	том и	4	4
509	в применении	2	4
510	зависят от	2	4
511	что без	3	4
512	нам и	2	4
513	дело в	2	4
514	но совершенно	4	4
515	иначе как	3	4
516	та же	4	4
517	если оно	3	4
518	что иное	2	4
519	отказаться от	4	4
520	мы различаем	4	4
521	точке зрения	2	4
522	видели что	2	4
523	работа мысли	4	4
524	ни в	9	4
525	что бы	2	4
526	еще более	2	4
527	из самого	2	4
528	из этого	5	4
529	не дает	3	4
530	ничего не	4	4
531	не потому	3	4
532	сознании и	2	4
533	произведения и	2	4
534	в науке	2	4
535	по своему	2	4
536	говорит он	3	4
537	есть к	2	4
538	он в	2	4
539	образы и	2	4
540	этой точки	7	4
541	мы находим	2	4
542	по этому	3	4
543	должны будем	2	4
544	на другой	3	4
545	в поэтическом	2	4
546	и многие	3	4
547	в связи	3	4
548	к значению	2	4
549	это есть	6	4
550	образа в	2	4
551	бы то	3	4
552	имеет место	2	4
553	с его	3	4
554	имеет в	3	4
555	только о	3	4
556	только то	3	4
557	стороны и	3	4
558	этом отношении	7	4
559	такой же	9	4
560	к которым	4	4
561	и так	7	4
562	он говорит	4	4
563	без которого	2	4
564	этой теории	8	4
565	на этом	3	4
566	собственном смысле	3	4
567	взгляд на	2	4
568	вносит в	2	3
569	различие между	5	3
570	и ее	4	3
571	в отношении	3	3
572	и поэтому	3	3
573	что здесь	2	3
574	должен быть	2	3
575	и всегда	2	3
576	это только	4	3
577	искусство есть	7	3
578	от себя	4	3
579	с так	3	3
580	быть в	2	3
581	же мы	2	3
582	отличие от	6	3
583	идеи и	2	3
584	мы знаем	8	3
585	что этот	3	3
586	при восприятии	3	3
587	в известном	2	3
588	которой мы	2	3
589	звуков в	4	3
590	художественном произведении	8	3
591	и состоит	2	3
592	самое понятие	2	3
593	в нашей	4	3
594	время в	2	3
595	сводятся к	2	3
596	применении к	2	3
597	о влиянии	2	3
598	этих слов	2	3
599	которая не	2	3
600	ее от	4	3
601	и наконец	2	3
602	при объяснении	2	3
603	или как	2	3
604	себе и	2	3
605	и из	7	3
606	может считаться	3	3
607	чтобы понять	4	3
608	искусства и	24	3
609	художника и	3	3
610	что всякое	7	3
611	что речь	2	3
612	каждой из	3	3
613	с психологической	3	3
614	есть как	3	3
615	речь и	2	3
616	его жизни	3	3
617	у меня	3	3
618	на такой	2	3
619	теми же	2	3
620	что эта	4	3
621	мысли так	2	3
622	сходство с	3	3
623	как будто	10	3
624	в себя	3	3
625	мы будем	2	3
626	без всякого	2	3
627	ясно что	22	3
628	которое может	2	3
629	которые в	3	3
630	и говорить	2	3
631	в одной	3	3
632	указанием на	2	3
633	которых мы	4	3
634	что внутренняя	2	3
635	как это	8	3
636	удовольствие и	2	3
637	утверждает что	5	3
638	при чтении	2	3
639	как нельзя	5	3
640	дело с	10	3
641	к этой	2	3
642	в общем	2	3
643	человека то	2	3
644	и совершенно	7	3
645	совсем не	3	3
646	и когда	5	3
647	ему только	2	3
648	случае не	2	3
649	именно эти	3	3
650	каждое из	2	3
651	указывая на	2	3
652	с здесь	4	3
653	как во	2	3
654	это в	4	3
655	поэтического творчества	5	3
656	в результате	4	3
657	случае если	2	3
658	чувственному образу	2	3
659	мы увидим	4	3
660	в первый	3	3
661	возможны только	3	3
662	и которые	2	3
663	а слово	2	3
664	качество и	2	3
665	ничего кроме	2	3
666	в самых	3	3
667	пор пока	2	3
668	например когда	2	3
669	разницы между	3	3
670	чтобы показать	4	3
671	в разные	2	3
672	бы что	2	3
673	не значит	2	3
674	он все	2	2
675	выражения и	2	2
676	ее и	2	2
677	в полном	3	2
678	самое что	2	2
679	стал бы	2	2
680	во все	2	2
681	к более	2	2
682	роль в	4	2
683	состоит из	2	2
684	и эти	2	2
685	легко заметить	4	2
686	которое он	2	2
687	потому не	4	2
688	что самое	4	2
689	людей и	2	2
690	развития языка	2	2
691	выйти из	2	2
692	нуждаются в	4	2
693	это обстоятельство	3	2
694	которые должны	2	2
695	не составляет	2	2
696	все остальное	2	2
697	тому чтобы	3	2
698	и об	2	2
699	как форма	2	2
700	что те	3	2
701	формы и	11	2
702	исходя из	4	2
703	совершенно верно	3	2
704	первый раз	2	2
705	того и	3	2
706	а есть	2	2
707	мы получим	2	2
708	который в	3	2
709	этом не	2	2
710	быть объяснено	2	2
711	его частей	2	2
712	объяснить почему	2	2
713	не могли	4	2
714	тех же	2	2
715	художественные произведения	3	2
716	по выражению	2	2
717	лежит в	2	2
718	звуки в	2	2
719	удовольствие от	3	2
720	целый ряд	12	2
721	к чувственному	2	2
722	каждого из	3	2
723	принадлежат к	4	2
724	обнаруживается в	2	2
725	понятно что	3	2
726	должны были	2	2
727	есть по	3	2
728	произведение есть	2	2
729	от всех	3	2
730	тому же	4	2
731	мы получаем	4	2
732	им в	4	2
733	когда он	11	2
734	его действия	3	2
735	на другом	2	2
736	и другой	6	2
737	входящих в	2	2
738	имеет дело	2	2
739	и форма	2	2
740	поэзии в	2	2
741	всякое произведение	2	2
742	личного творчества	2	2
743	нуждается в	3	2
744	быть признано	2	2
745	с однако	3	2
746	с что	3	2
747	в глаза	2	2
748	с двумя	2	2
749	едва ли	5	2
750	пришел к	2	2
751	а на	4	2
752	это и	3	2
753	мы при	2	2
754	нас не	2	2
755	мы на	2	2
756	его от	2	2
757	о нем	2	2
758	при определении	2	2
759	их с	2	2
760	только с	2	2
761	может служить	3	2
762	к природе	2	2
763	и там	2	2
764	xviii в	2	2
765	и искусство	2	2
766	убедиться что	3	2
767	и другого	4	2
768	с теми	2	2
769	же как	8	2
770	о его	2	2
771	поэтическое мышление	2	2
772	объективное и	3	2
773	может показаться	2	2
774	из его	4	2
775	обращается к	2	2
776	и нет	2	2
777	человека не	3	2
778	силу того	3	2
779	показать что	12	2
780	ее на	2	2
781	если она	2	2
782	с ее	3	2
783	совершенно справедливо	5	2
784	и содержание	3	2
785	предмета с	2	2
786	то или	3	2
787	отличается от	4	2
788	знаем только	2	2
789	ни его	2	2
790	и сам	3	2
791	его и	4	2
792	произведением искусства	2	2
793	эту мысль	2	2
794	во сне	2	2
795	точек зрения	3	2
796	знаем что	4	2
797	внимание что	2	2
798	я думаю	2	2
799	и восприятие	3	2
800	к чему	2	2
801	произведения искусства	4	2
802	из которых	5	2
803	даже для	2	2
804	всякий раз	10	2
805	не понимает	2	2
806	зависимости от	7	2
807	смысле и	2	2
808	которой оно	2	2
809	пока мы	3	2
810	форму но	2	2
811	не найдем	2	2
812	я сказал	2	2
813	чтобы убедиться	2	2
814	этих двух	4	2
815	имеем дело	2	2
