N	2gram	Tiupa_Narr	FransuaR
227	картины мира	5	6
228	во времени	8	6
229	этого слова	2	6
230	хотя бы	4	6
231	как будто	3	6
232	основе своей	4	6
233	не столько	4	6
234	а иногда	2	6
235	ни для	7	6
236	говорить о	2	6
237	тем самым	6	5
238	к самому	2	5
239	и самого	3	5
240	в первом	3	5
241	должна быть	2	5
242	первом случае	2	5
243	тем более	2	5
244	когда он	3	5
245	не является	8	5
246	что мы	2	5
247	каждый из	2	5
248	была и	2	5
249	в произведении	3	5
250	и когда	2	5
251	ни было	3	5
252	он сам	2	5
253	и только	2	5
254	бы не	2	5
255	во втором	4	5
256	себя и	2	5
257	в собственном	2	5
258	то в	6	5
259	же как	3	5
260	независимо от	2	5
261	мы имеем	2	5
262	человека в	2	5
263	ему в	2	5
264	в область	2	4
265	одну из	2	4
266	в известном	2	4
267	у нее	2	4
268	прошлого и	2	4
269	при всех	2	4
270	дело с	2	4
271	что касается	2	4
272	при всем	2	4
273	точек зрения	2	4
274	и сейчас	2	4
275	в третьем	3	4
276	о своей	2	4
277	же не	4	4
278	который в	2	4
279	не случайно	2	4
280	его жизни	2	4
281	оно не	2	4
282	если в	3	4
283	и тем	4	4
284	картина мира	5	4
285	в культуре	2	4
286	обратимся к	3	4
287	не могло	2	4
288	по себе	5	4
289	в организации	2	4
290	при всей	4	3
291	которого он	2	3
292	она не	2	3
293	не что	2	3
294	не о	3	3
295	что иное	2	3
296	и того	2	3
297	совершенно иной	2	3
298	и после	2	3
299	чтобы стать	2	3
300	со стороны	9	3
301	не всегда	2	3
302	говорит и	2	3
303	выступает в	2	3
304	на другой	2	3
305	бы то	3	3
306	имеет место	4	3
307	ключ к	2	3
308	не существует	3	3
309	в прошлом	3	3
310	которая в	2	3
311	иное как	2	3
312	в силу	4	3
313	наряду с	2	3
314	приобщение к	2	3
315	между собой	2	3
316	а с	3	3
317	не будет	3	3
318	между двумя	5	3
319	то ни	3	3
320	во внешнем	2	3
321	по всей	2	3
322	третьей и	2	3
323	в общей	2	3
324	будто бы	3	3
325	эпизоды в	2	3
326	вокруг него	2	3
327	что именно	2	3
328	истории и	2	3
329	жизни но	2	3
330	всей своей	2	3
331	не есть	3	3
332	после смерти	2	3
333	именно это	2	3
334	приводит к	2	3
335	здесь совершенно	2	3
336	различие между	2	2
337	как ни	2	2
338	в пространстве	4	2
339	без исключения	2	2
340	главного героя	2	2
341	известном смысле	2	2
342	бы быть	3	2
343	что нет	2	2
344	переход от	4	2
345	он уже	2	2
346	всей его	2	2
347	в самую	2	2
348	если не	4	2
349	речевых жанров	4	2
350	вслед за	4	2
351	за собой	4	2
352	речь идет	4	2
353	быть может	2	2
354	том или	2	2
355	по мысли	3	2
356	хотя в	2	2
357	в двух	2	2
358	нет у	2	2
359	не от	2	2
360	в юности	2	2
361	и ей	2	2
362	они все	2	2
363	для своей	2	2
364	в какой	2	2
365	мог бы	3	2
366	точкой зрения	2	2
367	художественной литературы	3	2
368	не являются	2	2
369	или ином	2	2
370	существенным образом	2	2
371	на чем	2	2
372	другой день	2	2
373	в обоих	2	2
374	отличается от	4	2
375	в чужой	2	2
376	встречается в	2	2
377	но от	2	2
378	в конечном	3	2
379	героя в	8	2
380	это все	2	2
381	картину мира	2	2
382	себе самом	2	2
383	на свой	2	2
384	более не	2	2
385	не все	5	2
386	будто он	3	2
387	было как	4	2
388	конечном счете	2	2
389	только о	2	2
390	но без	2	2
391	не с	3	2
392	оно может	2	2
393	жизни а	2	2
394	вследствие чего	2	2
