N	2gram	Voloshinov	Freidism
262	и поэтому	3	2
263	бы в	6	2
264	за ними	2	2
265	и класс	2	2
266	его и	3	2
267	в конце	6	2
268	связанный с	2	2
269	словесное выражение	4	2
270	то мы	3	2
271	друг друга	2	2
272	мы никогда	5	2
273	должен быть	2	2
274	из всего	2	2
275	а на	2	2
276	конце концов	3	2
277	и тем	7	2
278	он должен	3	2
279	находятся в	2	2
280	в их	2	2
281	другого человека	2	2
282	к своему	4	2
283	останавливаться на	2	2
284	ничем не	2	2
285	для нас	3	2
286	конечно только	2	2
287	мы говорили	2	2
288	его не	2	2
289	и всего	2	2
290	подойти к	2	2
291	а с	5	2
292	в мире	2	2
293	больше и	2	2
294	эти три	2	2
295	сказать не	2	2
296	и этот	2	2
297	и так	6	2
298	в него	2	2
299	относится к	2	2
300	материал для	2	2
301	также и	2	2
302	не есть	2	2
303	речи и	6	2
304	заметить что	3	2
305	зависит от	2	2
306	еще более	2	2
307	только одна	2	2
308	социальной жизни	3	2
309	но все	5	2
310	речь и	4	2
311	свое выражение	3	2
312	обратное влияние	5	2
313	из которых	3	2
314	представляет собой	2	2
315	и их	5	2
316	но как	2	2
317	ведь если	3	2
318	равно как	2	2
319	то или	4	2
320	ли он	2	2
321	в предыдущей	2	2
322	и уже	3	2
323	человек не	2	2
324	в нас	2	2
325	связаны с	4	2
326	в качестве	4	2
327	художественное творчество	3	2
328	же самое	5	2
329	отношения к	3	2
330	в дальнейшем	2	2
331	не к	4	2
332	ничего что	2	2
333	или иное	4	2
334	в нашей	2	2
335	легче всего	2	2
336	мы показали	4	2
337	ясно что	2	2
