N	2gram	Bakhtin_Fr	Literetu
317	она не	2	2
318	в общем	4	2
319	о рабле	5	2
320	даже и	5	2
321	и без	4	2
322	книге о	2	2
323	жизнь и	3	2
324	для них	2	2
325	с ними	2	2
326	и по	3	2
327	своего существования	2	2
328	что они	2	2
329	и более	4	2
330	из своей	2	2
331	здесь мы	2	2
332	сказать что	12	2
333	по поводу	2	2
334	всего что	2	2
335	он как	2	2
336	бы в	2	2
337	значительной степени	4	2
338	культуре и	2	2
339	время в	3	2
340	из этих	7	2
341	так сказать	5	2
342	другом месте	2	2
343	бы быть	2	2
344	на это	2	2
345	в это	2	2
346	в значительной	9	2
347	культуры на	2	2
348	второй половине	2	2
349	та же	2	2
350	в xix	2	2
351	прошлое и	2	2
352	жизни этих	2	2
353	второй половины	3	2
354	но даже	2	2
355	xix веке	2	2
356	быть только	3	2
357	на протяжении	9	2
358	как известно	2	2
359	культуры и	11	2
360	что по	2	2
361	есть в	6	2
362	сила и	2	2
363	нет и	2	2
364	раз в	4	2
365	от всех	3	2
366	мир и	3	2
367	человек в	2	2
368	еще более	6	2
369	освободиться от	2	2
370	оно не	2	2
371	в большинстве	2	2
372	он пишет	2	2
373	на первом	4	2
374	которое в	2	2
375	раз и	2	2
376	в той	5	2
377	в ряду	3	2
378	вокруг себя	3	2
379	в таком	2	2
380	нового времени	17	2
381	на эту	2	2
382	жизни но	2	2
383	во всем	5	2
384	в совершенно	2	2
385	на границах	2	2
386	но он	5	2
387	xviii века	2	2
