N	2gram	Potebnia_M	VeschiIm
361	из этого	2	3
362	бы ни	8	3
363	из основных	2	3
364	перестает быть	3	3
365	или в	4	3
366	он есть	3	3
367	бы что	2	3
368	отношения к	2	3
369	мы будем	3	3
370	а так	4	3
371	но он	3	3
372	она еще	2	2
373	чтобы не	3	2
374	тем самым	6	2
375	следовательно и	2	2
376	значит то	3	2
377	помнить что	6	2
378	тому что	4	2
379	к этим	2	2
380	явлений в	3	2
381	когда же	2	2
382	для нее	4	2
383	именно так	2	2
384	со мною	2	2
385	не как	4	2
386	то есть	69	2
387	которые мы	7	2
388	и кто	2	2
389	в одно	5	2
390	очевидно что	5	2
391	звуков и	5	2
392	слово в	2	2
393	действительно есть	2	2
394	в виду	2	2
395	на все	5	2
396	от слова	4	2
397	тождественно с	3	2
398	как он	5	2
399	что если	7	2
400	на две	2	2
401	то она	3	2
402	на вопрос	3	2
403	его от	2	2
404	одно из	5	2
405	себе или	2	2
406	языка как	6	2
407	не так	6	2
408	но эти	4	2
409	зрения и	7	2
410	или по	2	2
411	вне себя	3	2
412	уже в	5	2
413	не из	3	2
414	и человек	3	2
415	понимание есть	2	2
416	нам не	2	2
417	а потому	14	2
418	по законам	3	2
419	так в	4	2
420	что на	9	2
421	нет ничего	2	2
422	всяком случае	7	2
423	чего не	3	2
424	не столько	3	2
425	и совершенно	2	2
426	нуждается в	2	2
427	явление не	3	2
428	например что	3	2
429	знать что	2	2
430	связи с	6	2
431	в связи	2	2
432	не на	3	2
433	в первом	5	2
434	в применении	3	2
435	бы только	2	2
436	и они	2	2
437	звуки и	4	2
438	на их	2	2
439	в состоянии	5	2
440	вопрос об	3	2
441	самого себя	4	2
442	взаимного понимания	2	2
443	все то	2	2
444	одном и	3	2
445	существует только	2	2
446	здесь не	2	2
447	в начале	2	2
448	сознания и	2	2
449	чего бы	2	2
450	к этому	3	2
451	о котором	4	2
452	это было	3	2
453	язык есть	17	2
454	бы даже	2	2
455	переход от	2	2
456	смысле что	2	2
457	стороны и	3	2
458	как не	4	2
459	человека в	3	2
460	находятся в	3	2
461	от одного	2	2
462	одного из	3	2
463	себе и	2	2
464	на нее	2	2
465	далеко не	4	2
466	именно в	2	2
467	зависит от	6	2
468	в слове	21	2
469	слова в	7	2
470	только от	2	2
471	но на	3	2
472	о которых	5	2
473	в более	4	2
474	действительности не	2	2
475	для нас	29	2
476	на такой	2	2
477	и на	8	2
478	она могла	2	2
479	не знаем	2	2
480	то он	2	2
481	in der	2	2
482	и того	6	2
483	из самого	3	2
484	от нее	6	2
485	только как	5	2
486	и уже	6	2
487	с но	4	2
488	есть для	2	2
489	только о	2	2
490	как будто	2	2
491	во всем	5	2
492	но с	3	2
493	этом смысле	4	2
494	той же	3	2
495	во втором	6	2
496	с другою	3	2
497	с его	3	2
498	тем же	4	2
