N	2gram	Tiupa_Hudo	Dialekti
284	или иного	4	3
285	не от	2	3
286	с другими	5	3
287	нас самих	2	3
288	по преимуществу	3	3
289	бы не	2	3
290	ни было	2	3
291	в какой	2	3
292	но на	2	3
293	на мир	2	3
294	данный момент	2	3
295	в слове	4	3
296	между тем	4	3
297	имеем дело	2	3
298	при всей	2	2
299	как к	5	2
300	на свою	2	2
301	роль в	2	2
302	из тех	2	2
303	свою очередь	2	2
304	своей жизни	2	2
305	и др	2	2
306	в аспекте	2	2
307	все прочие	3	2
308	во втором	4	2
309	однако все	2	2
310	в узком	3	2
311	однако в	4	2
312	своей природе	2	2
313	начало и	2	2
314	не сами	2	2
315	на деле	3	2
316	слова и	2	2
317	тот или	3	2
318	силу своей	4	2
319	было и	2	2
320	искусства и	3	2
321	но от	2	2
322	всей его	2	2
323	жизни но	2	2
324	строго говоря	2	2
325	не вполне	2	2
326	имеем в	3	2
327	в сторону	2	2
328	есть как	2	2
329	проявляет себя	2	2
330	в нашем	2	2
331	и состоит	3	2
332	в глаза	2	2
333	то есть	26	2
334	времени в	2	2
335	к которому	4	2
336	на котором	2	2
337	для понимания	2	2
338	для такого	2	2
339	человеческой жизни	3	2
340	этого термина	2	2
341	между ними	5	2
342	не предполагает	5	2
343	имеет место	3	2
344	могла бы	2	2
345	в пространстве	2	2
346	в целом	3	2
347	в порядке	2	2
348	художественное произведение	3	2
349	жизни в	2	2
350	может оказаться	2	2
351	а для	2	2
352	перед лицом	3	2
353	нечто в	2	2
354	всей своей	2	2
355	в акте	3	2
356	к его	3	2
357	или иным	4	2
358	на всех	2	2
359	жизни а	2	2
360	совпадает с	2	2
361	и сам	3	2
362	мира в	2	2
363	этих двух	2	2
364	в системе	3	2
