N	2gram	Losev_Prob	Tvorches
118	что и	11	5
119	в ее	6	5
120	в ту	2	5
121	мы не	15	5
122	и по	3	5
123	более не	2	5
124	что они	8	5
125	в истории	4	5
126	во всей	3	5
127	что это	3	5
128	все время	2	5
129	с этим	5	5
130	дело не	4	5
131	на него	3	5
132	и другие	4	5
133	в известной	3	5
134	в литературе	3	5
135	что у	3	5
136	с другой	14	5
137	если не	7	5
138	из них	4	5
139	не было	6	5
140	в таком	11	5
141	но с	2	5
142	перед нами	8	4
143	при помощи	13	4
144	и потому	13	4
145	крайней мере	9	4
146	не был	3	4
147	это и	11	4
148	только на	6	4
149	в частности	4	4
150	как это	4	4
151	отличие от	3	4
152	того что	10	4
153	что все	2	4
154	к нему	3	4
155	но только	10	4
156	с большим	2	4
157	точки зрения	14	4
158	что на	2	4
159	могут быть	2	4
160	сих пор	4	4
161	однако в	3	4
162	же не	2	4
163	же как	5	4
164	с ними	2	4
165	о его	3	4
166	в эпилоге	2	4
167	который в	2	4
168	в основе	3	4
169	и когда	4	4
170	тут же	12	4
171	нет ничего	6	4
172	дело в	6	4
173	особенно в	2	4
174	себя в	4	4
175	на свете	2	4
176	это значит	12	4
177	тем что	8	4
178	и наконец	2	4
179	и есть	9	4
180	с этой	3	4
181	времени и	4	4
182	что его	3	4
183	по крайней	9	4
184	в отличие	2	4
185	и более	6	4
186	связан с	2	4
187	не вполне	3	4
188	с собой	6	4
189	этот вопрос	3	4
190	в которых	3	4
191	с точки	9	4
192	говорить о	7	4
193	той же	2	4
194	и тут	3	4
195	до сих	4	4
196	заставляет нас	3	4
197	в античной	2	3
198	не есть	57	3
199	ее и	2	3
200	действия и	2	3
201	на самом	13	3
202	в процессе	2	3
203	от него	2	3
204	вплоть до	3	3
205	к другим	2	3
206	даже не	3	3
207	в другом	4	3
208	едва ли	8	3
209	для себя	6	3
210	друг друга	5	3
211	таком случае	7	3
212	в виду	20	3
213	и тем	16	3
214	в области	2	3
215	действительности и	2	3
216	с полным	4	3
217	но что	3	3
218	идеи и	4	3
219	в искусстве	4	3
220	мы находим	8	3
221	в него	2	3
222	в свете	4	3
223	только с	5	3
224	к тому	4	3
225	гораздо более	6	3
226	к самому	3	3
227	свидетельствует о	2	3
228	мифа в	2	3
229	в ней	12	3
230	другой стороны	11	3
231	что оно	4	3
232	всяком случае	8	3
233	не то	2	3
234	точно так	5	3
235	совсем не	4	3
236	переходит в	2	3
237	и до	3	3
238	никто не	5	3
239	эти слова	2	3
240	можно сказать	10	3
241	заключается в	8	3
242	как мы	12	3
243	да и	9	3
244	сказать что	24	3
245	бы он	2	3
246	то в	4	3
247	сами по	8	3
248	в начале	3	3
249	это в	2	3
250	и тогда	3	3
251	и еще	2	3
252	его как	3	3
253	к ней	2	3
254	с ее	5	3
255	отличается от	8	3
256	ни на	5	3
257	только что	4	3
258	кроме того	5	3
259	не является	19	3
260	ее в	2	3
261	для того	5	3
262	у нас	17	3
263	себе не	2	3
264	человека но	3	3
265	на этот	4	3
266	но уже	4	3
267	д в	2	3
268	что для	4	3
269	человеческих отношений	4	3
270	жизни не	2	3
271	образом и	2	3
272	и если	11	3
273	и к	9	3
274	но на	2	3
275	не существует	6	3
276	он и	3	3
277	в настоящем	3	3
278	по себе	36	3
279	как она	2	3
280	несмотря на	4	3
281	жизни и	7	3
282	но когда	3	3
283	и что	9	3
284	во всяком	14	3
285	и особенно	3	3
286	или в	7	3
287	и только	10	3
288	не считать	4	3
289	жизни но	2	3
290	в одном	4	3
291	данном случае	12	2
292	в нее	2	2
293	в отношении	4	2
294	и притом	7	2
295	в первую	3	2
296	в таких	3	2
297	во все	3	2
298	говорили что	3	2
299	представляет собою	2	2
300	но как	6	2
301	о чем	4	2
302	в тех	3	2
303	еще раз	2	2
304	такое изображение	2	2
305	и поэтому	3	2
306	эти два	2	2
307	нас и	2	2
308	но даже	7	2
309	классической литературы	2	2
310	сразу же	2	2
311	уже по	2	2
312	является в	3	2
313	который является	2	2
314	есть не	13	2
315	в стихотворении	2	2
316	а как	2	2
317	и всегда	2	2
318	относится и	3	2
319	в одно	4	2
320	всякого рода	9	2
321	нас не	6	2
322	а во	2	2
323	существуют в	2	2
324	и будет	2	2
325	и очень	6	2
326	из нас	2	2
327	образом в	2	2
328	но отнюдь	2	2
329	о нем	2	2
330	с тем	9	2
331	говорилось выше	2	2
332	их с	2	2
333	без всякой	3	2
334	тому что	5	2
335	не мешает	5	2
336	она не	3	2
337	ли в	3	2
338	на том	3	2
339	он в	3	2
340	тоже не	8	2
341	того же	2	2
342	была бы	2	2
343	жизнь в	3	2
344	и без	9	2
345	между прочим	4	2
346	настоящее время	4	2
347	в художественном	5	2
348	то это	13	2
349	между собой	3	2
350	в известном	3	2
351	что же	9	2
352	не будет	3	2
353	для них	4	2
354	него с	2	2
355	медном всаднике	2	2
356	для ее	3	2
357	когда она	2	2
358	того чтобы	4	2
359	когда в	4	2
360	у тургенева	2	2
361	пушкина и	3	2
362	было бы	14	2
363	же в	6	2
364	связи с	10	2
365	одновременно и	4	2
366	а может	3	2
367	первую очередь	3	2
368	в связи	9	2
369	в качестве	10	2
370	медный всадник	3	2
371	во время	3	2
372	значение в	3	2
373	образ и	4	2
374	здесь мы	5	2
375	содержит в	13	2
376	по поводу	3	2
377	себя но	2	2
378	кажется что	2	2
379	самого себя	4	2
380	и вообще	20	2
381	но она	2	2
382	всех этих	6	2
383	не могли	2	2
384	он как	2	2
385	вообще говоря	2	2
386	имеет в	2	2
387	что если	3	2
388	в эпоху	2	2
389	в данном	14	2
390	с другими	6	2
391	в нашей	4	2
392	только то	4	2
393	же это	2	2
394	а к	2	2
395	и нет	2	2
396	во всех	4	2
397	при таком	2	2
398	в медном	2	2
399	с самим	4	2
400	не нужно	2	2
401	тем не	23	2
402	но этот	2	2
403	гоголя и	5	2
404	даже если	4	2
405	у лермонтова	2	2
406	д и	5	2
407	художественное произведение	9	2
408	но ведь	2	2
409	как о	6	2
410	в результате	8	2
411	и о	8	2
412	указывает на	13	2
413	ни к	3	2
414	в целях	6	2
415	жизнь и	3	2
416	с одной	3	2
417	не стоит	2	2
418	то он	3	2
419	действительности но	3	2
420	от одной	2	2
421	очень много	4	2
422	не имеет	12	2
423	и является	6	2
424	ни в	17	2
425	и здесь	8	2
426	их в	2	2
427	входит в	3	2
428	из себя	5	2
429	но для	3	2
430	со своим	2	2
431	жизни а	4	2
432	на первом	2	2
433	произведения в	2	2
434	внимание на	2	2
435	своим собственным	4	2
436	с их	2	2
437	только как	3	2
438	мы все	5	2
439	из этого	5	2
440	конце концов	4	2
441	пока еще	3	2
442	представлений о	2	2
443	не говорит	2	2
444	или даже	6	2
445	своей собственной	3	2
446	не просто	36	2
447	как на	2	2
448	же и	7	2
449	самое время	10	2
450	если же	4	2
451	не к	2	2
452	о которой	2	2
453	не значит	3	2
454	как раз	11	2
455	и всякий	5	2
456	мы уже	4	2
457	нам представляется	4	2
458	ясно что	11	2
