N	2gram	Tiupa_Anal	Komedia
118	одной стороны	3	9
119	однако в	6	9
120	ответ на	3	9
121	о его	3	9
122	и по	3	9
123	в своей	12	9
124	а также	5	9
125	судя по	2	9
126	отношению к	9	9
127	все что	2	9
128	вовсе не	2	9
129	говорить о	6	9
130	только в	9	9
131	в ней	2	9
132	идет о	2	8
133	и ее	3	8
134	тех пор	2	8
135	такого рода	11	8
136	по своему	3	8
137	место в	4	8
138	не знает	2	8
139	а затем	2	8
140	да и	3	8
141	по поводу	5	8
142	другой стороны	7	8
143	можно было	2	8
144	что у	3	8
145	не было	3	8
146	во всех	4	8
147	в себе	7	7
148	в другом	3	7
149	со своим	2	7
150	и к	7	7
151	так или	5	7
152	что они	3	7
153	во всяком	6	7
154	если в	3	7
155	тех же	2	7
156	из этих	4	7
157	в результате	6	7
158	дело с	3	7
159	и вот	2	7
160	должен был	2	7
161	не является	5	7
162	в этих	2	7
163	или иначе	5	7
164	к его	2	7
165	отнюдь не	7	7
166	всяком случае	6	7
167	перед лицом	4	7
168	даже в	6	6
169	в силу	2	6
170	и тем	3	6
171	уже о	2	6
172	так в	4	6
173	о которых	2	6
174	могут быть	4	6
175	здесь в	2	6
176	что не	3	6
177	в сущности	5	6
178	в дальнейшем	2	6
179	и он	4	6
180	это было	2	6
181	тем не	3	6
182	и как	5	6
183	как правило	6	6
184	во второй	8	6
185	человека в	3	6
186	в отличие	5	6
187	в своих	3	6
188	когда он	2	6
189	на этом	2	6
190	представляет собой	7	6
191	с точки	2	6
192	то ли	2	6
193	или в	4	6
194	а не	16	6
195	не мог	4	6
196	никогда не	7	5
197	и если	2	5
198	этом отношении	3	5
199	это не	4	5
200	для всех	5	5
201	в каждом	4	5
202	ему и	2	5
203	в следующем	2	5
204	в ответ	2	5
205	роль в	5	5
206	любви к	2	5
207	не так	2	5
208	и без	3	5
209	мы имеем	5	5
210	что на	3	5
211	не могла	2	5
212	в ее	5	5
213	и я	3	5
214	в первом	2	5
215	в действительности	2	5
216	который в	4	5
217	сказать что	2	5
218	и от	3	5
219	себя в	6	5
220	в мире	17	5
221	в первой	10	5
222	за пределы	3	5
223	что по	4	5
224	восходит к	4	5
225	именно в	4	5
226	приводит к	5	5
227	он и	4	5
228	со своей	8	5
229	жизни и	2	5
230	здесь и	3	5
231	а на	2	5
232	той же	7	5
233	не о	2	4
234	или к	2	4
235	нуждается в	2	4
236	в глаза	2	4
237	не столько	4	4
238	наконец в	3	4
239	видеть в	2	4
240	к которому	2	4
241	в принципе	3	4
242	по своей	5	4
243	не всегда	4	4
244	может служить	2	4
245	все его	2	4
246	времени в	3	4
247	его не	3	4
248	не позволяет	2	4
249	между ними	3	4
250	к числу	4	4
251	например в	2	4
252	в основе	2	4
253	как известно	3	4
254	в состоянии	2	4
255	одна из	6	4
256	хотя в	2	4
257	одно из	3	4
258	каждый из	2	4
259	с их	3	4
260	я не	3	4
261	либо в	2	4
262	и их	3	4
263	такой же	2	4
264	в пределах	5	4
265	том чтобы	2	4
266	не случайно	13	4
267	далеко не	8	4
268	дома и	2	4
269	что мы	2	4
270	мог бы	3	4
271	ближе к	2	4
272	в той	3	4
273	перед ним	2	4
274	по его	4	4
275	не следует	5	4
276	в себя	6	4
277	в соответствии	5	3
278	своему происхождению	2	3
279	следует признать	3	3
280	и потому	3	3
281	не могут	2	3
282	путь к	4	3
283	указывает на	3	3
284	всего лишь	13	3
285	в одной	2	3
286	вплоть до	5	3
287	при всей	2	3
288	действующего лица	2	3
289	с той	3	3
290	как к	2	3
291	для себя	2	3
292	на пути	2	3
293	казалось бы	4	3
294	от своего	3	3
295	в году	5	3
296	из уст	2	3
297	пока же	2	3
298	а с	2	3
299	на две	3	3
300	на месте	2	3
301	в эту	2	3
302	она не	3	3
303	к этой	2	3
304	они не	2	3
305	состоит в	14	3
306	таким же	4	3
307	за исключением	2	3
308	с ними	2	3
309	одну из	3	3
310	и самого	7	3
311	принадлежит к	4	3
312	все еще	2	3
313	в рамках	10	3
314	могла бы	3	3
315	в финале	7	3
316	конечном счете	5	3
317	до этого	2	3
318	его за	2	3
319	и одновременно	6	3
320	для своего	3	3
321	как о	3	3
322	совершенно не	3	3
323	жизнь и	3	3
324	не с	3	3
325	отношения к	6	3
326	из наиболее	3	3
327	за пределами	2	3
328	сам автор	2	3
329	похож на	2	3
330	в большинстве	2	3
331	в диалоге	2	3
332	соответствии с	3	3
333	по себе	6	3
334	ко всему	2	3
335	не более	2	3
336	в таком	2	3
337	во всем	5	3
338	в нашем	4	3
339	один и	2	3
340	о которой	2	3
341	этих двух	2	3
342	однако не	2	3
343	еще и	4	2
344	перед нами	7	2
345	к одному	2	2
346	тем самым	8	2
347	те же	3	2
348	очевидно что	2	2
349	не для	2	2
350	человека и	2	2
351	своего героя	2	2
352	свою жизнь	4	2
353	не как	3	2
354	в конечном	5	2
355	его из	2	2
356	в свое	4	2
357	к ее	2	2
358	от себя	3	2
359	доказывает что	2	2
360	и был	2	2
361	мере в	2	2
362	того что	4	2
363	со всеми	2	2
364	как уже	4	2
365	и тех	2	2
366	к первому	2	2
367	в общем	4	2
368	гораздо более	3	2
369	жизнь в	2	2
370	соответственно и	2	2
371	во втором	4	2
372	нам не	2	2
373	в стихе	2	2
374	из трех	2	2
375	однако что	4	2
376	в известном	2	2
377	в состав	2	2
378	здесь не	8	2
379	от своей	2	2
380	в полном	2	2
381	и до	2	2
382	все эти	2	2
383	себя и	2	2
384	и может	2	2
385	известной степени	3	2
386	бы и	2	2
387	нашего времени	5	2
388	то в	4	2
389	а напротив	3	2
390	в сцене	2	2
391	в литературе	3	2
392	но это	3	2
393	однако и	3	2
394	в противоположность	3	2
395	о котором	2	2
396	дело не	3	2
397	этом что	2	2
398	а о	2	2
399	с ее	3	2
400	я и	6	2
401	превращается в	3	2
402	жизни в	4	2
403	где он	2	2
404	а для	3	2
405	но они	2	2
406	не должен	2	2
407	как сам	4	2
408	для него	8	2
409	в жизни	2	2
410	человека с	2	2
411	и является	3	2
412	отношений и	2	2
413	военную службу	2	2
414	подобно тому	4	2
415	ее в	2	2
416	от всех	2	2
417	не будет	3	2
418	отсюда и	2	2
419	представляется нам	2	2
420	поскольку он	3	2
421	каждом из	2	2
422	что между	2	2
423	ты не	2	2
424	к самому	2	2
425	тому как	3	2
426	в поход	2	2
427	к жизни	5	2
428	в случае	6	2
429	сводится к	5	2
430	говорит о	3	2
431	связь с	3	2
432	на примере	2	2
433	мы уже	2	2
434	после чего	2	2
435	основе своей	2	2
436	из многочисленных	2	2
437	в форме	2	2
438	на фоне	4	2
439	одних и	2	2
