N	2gram	Losev_Prob	Freidism
110	в корне	2	6
111	к тому	7	6
112	можно сказать	10	6
113	в свою	4	6
114	большинстве случаев	2	6
115	совсем не	4	6
116	здесь в	7	6
117	как раз	7	6
118	и что	9	6
119	учение о	4	6
120	по поводу	2	5
121	что это	4	5
122	ничего не	3	5
123	в заключение	3	5
124	что она	2	5
125	в которой	7	5
126	и по	2	5
127	другими словами	3	5
128	со всеми	5	5
129	в этих	3	5
130	чем не	2	5
131	как это	5	5
132	самого начала	3	5
133	что и	8	5
134	ее в	2	5
135	тому что	2	5
136	далеко не	6	5
137	в своих	3	5
138	это не	8	5
139	отнюдь не	14	5
140	того чтобы	3	5
141	не было	4	5
142	в ее	6	5
143	он сам	3	5
144	и до	2	5
145	в период	4	5
146	вместе с	15	5
147	данном случае	5	4
148	человека в	3	4
149	в мир	3	4
150	и вообще	11	4
151	в таких	2	4
152	все время	5	4
153	его к	2	4
154	так же	7	4
155	нисколько не	7	4
156	но это	7	4
157	в области	3	4
158	в другом	6	4
159	в этот	4	4
160	тем не	8	4
161	на него	3	4
162	этом отношении	4	4
163	если бы	2	4
164	таком случае	2	4
165	в виду	3	4
166	не всегда	5	4
167	ничего общего	6	4
168	свою очередь	2	4
169	только на	2	4
170	и за	2	4
171	у него	13	4
172	как в	3	4
173	к ней	2	4
174	в своем	16	4
175	борьбы с	2	4
176	по своему	3	4
177	едва ли	13	4
178	сам человек	2	4
179	а только	5	4
180	в котором	5	4
181	потому что	21	4
182	именно в	11	4
183	о себе	3	4
184	как с	2	4
185	что оно	2	4
186	из тех	3	4
187	мы находим	9	4
188	смысле слова	12	4
189	по себе	5	4
190	нет и	3	4
191	сам по	3	4
192	мы и	2	4
193	то ни	4	4
194	это и	4	4
195	в данном	6	4
196	и речи	2	4
197	я не	3	4
198	и то	6	3
199	и от	7	3
200	и притом	8	3
201	в силах	3	3
202	в эпоху	5	3
203	и чувств	2	3
204	в сознании	3	3
205	и дать	2	3
206	жизни в	7	3
207	нуждается в	2	3
208	этот мотив	4	3
209	не будем	3	3
210	в результате	11	3
211	и даже	24	3
212	тем же	4	3
213	иным как	3	3
214	и как	10	3
215	а как	2	3
216	он был	5	3
217	и при	2	3
218	у нас	17	3
219	этого не	2	3
220	в настоящей	2	3
221	и ни	4	3
222	сих пор	3	3
223	является по	2	3
224	в какой	5	3
225	не больше	2	3
226	и очень	3	3
227	в искусстве	2	3
228	об его	3	3
229	нет никакого	6	3
230	не так	4	3
231	ни на	2	3
232	сказать о	2	3
233	и является	6	3
234	на этой	2	3
235	о том	17	3
236	это уже	4	3
237	они не	3	3
238	при анализе	2	3
239	того же	7	3
240	к его	5	3
241	вторая часть	3	3
242	на себя	2	3
243	но для	2	3
244	для всех	2	3
245	разобраться в	2	3
246	в одном	6	3
247	что мы	4	3
248	в них	5	3
249	можно ли	2	3
250	уже в	4	3
251	на это	2	3
252	для них	3	3
253	раз и	2	3
254	говорит о	9	3
255	когда он	3	3
256	и есть	4	3
257	и сам	5	3
258	природы и	2	3
259	есть только	4	3
260	под влиянием	3	3
261	случае не	2	3
262	в нашем	5	3
263	до сих	3	3
264	во втором	2	3
265	между тем	2	3
266	бы то	4	3
267	да и	5	2
268	в отношении	8	2
269	вопрос о	2	2
270	о которых	2	2
271	или иной	4	2
272	а также	8	2
273	то в	4	2
274	но эти	2	2
275	и об	2	2
276	его с	2	2
277	время в	2	2
278	не входит	2	2
279	и сама	4	2
280	в одной	2	2
281	по преимуществу	2	2
282	дело в	4	2
283	и поэтому	2	2
284	бы в	2	2
285	такого рода	4	2
286	это было	2	2
287	не как	3	2
288	за ними	2	2
289	в науке	2	2
290	в глаза	3	2
291	материи и	2	2
292	в конце	10	2
293	и смерти	3	2
294	для себя	6	2
295	или же	2	2
296	должен быть	2	2
297	и которая	3	2
298	конце концов	7	2
299	и самое	2	2
300	но так	2	2
301	что такой	2	2
302	от матери	2	2
303	при помощи	12	2
304	и тем	4	2
305	он должен	2	2
306	в их	4	2
307	если и	4	2
308	только для	5	2
309	ни было	2	2
310	но именно	2	2
311	к своему	3	2
312	и другие	4	2
313	а именно	12	2
314	для нас	14	2
315	между собою	2	2
316	доказать что	2	2
317	по всему	2	2
318	его не	3	2
319	нас в	5	2
320	в такой	3	2
321	с одной	5	2
322	и всего	4	2
323	а с	4	2
324	очень много	3	2
325	от этого	4	2
326	и так	3	2
327	не имеет	3	2
328	также и	21	2
329	не есть	3	2
330	с другой	8	2
331	правда в	3	2
332	они и	2	2
333	он в	5	2
334	теперь уже	3	2
335	еще более	4	2
336	даже если	2	2
337	но все	6	2
338	а его	5	2
339	он и	5	2
340	не чем	3	2
341	одной стороны	5	2
342	является для	3	2
343	этом смысле	4	2
344	жизнь в	3	2
345	тогда когда	4	2
346	из которых	2	2
347	и их	7	2
348	но как	3	2
349	не то	4	2
350	обстоятельство что	2	2
351	мог бы	2	2
352	всем своем	2	2
353	равно как	2	2
354	ли он	2	2
355	из этого	6	2
356	и уже	2	2
357	и во	2	2
358	воли и	2	2
359	для всего	2	2
360	могли бы	2	2
361	в качестве	9	2
362	только о	3	2
363	всю эту	2	2
364	художественное творчество	5	2
365	это есть	2	2
366	же самое	2	2
367	в дальнейшем	7	2
368	не к	3	2
369	и они	3	2
370	жизни то	2	2
371	мира в	3	2
372	в нашей	3	2
373	будто бы	5	2
374	чем иным	3	2
375	еще больше	2	2
376	ясно что	11	2
377	художественный образ	4	2
