N	2gram	Tiupa_Anal	Freidism
171	это и	4	4
172	в данном	12	4
173	я не	3	4
174	сводится к	5	4
175	и то	2	3
176	и от	3	3
177	миф и	2	3
178	читателя в	3	3
179	жизни в	4	3
180	нуждается в	2	3
181	не будем	2	3
182	конечном счете	5	3
183	в результате	6	3
184	о своих	3	3
185	и даже	12	3
186	и как	5	3
187	этих двух	2	3
188	он был	3	3
189	такой же	2	3
190	на две	3	3
191	одной и	2	3
192	и той	2	3
193	является по	2	3
194	в искусстве	3	3
195	ведь и	2	3
196	не так	2	3
197	из наиболее	3	3
198	значение в	2	3
199	и является	3	3
200	от всех	2	3
201	о том	9	3
202	они не	2	3
203	при анализе	2	3
204	один и	2	3
205	того же	7	3
206	человека с	2	3
207	на почве	3	3
208	все его	2	3
209	в конечном	5	3
210	оно не	2	3
211	к его	2	3
212	на себя	5	3
213	ответ на	3	3
214	приводит к	5	3
215	для всех	5	3
216	в одном	4	3
217	что мы	2	3
218	в них	4	3
219	только не	3	3
220	уже в	5	3
221	себя в	6	3
222	говорит о	3	3
223	когда он	2	3
224	и сам	8	3
225	и тех	2	3
226	в нашем	4	3
227	о которой	2	3
228	во втором	4	3
229	между тем	8	3
230	представляется нам	2	3
231	себе самом	2	3
232	во сне	3	3
233	до последнего	2	2
234	да и	3	2
235	в одну	3	2
236	в отношении	2	2
237	роли в	6	2
238	к этой	2	2
239	о которых	2	2
240	или иной	9	2
241	когда мы	2	2
242	внешнего мира	3	2
243	нас к	2	2
244	а также	5	2
245	то в	4	2
246	время в	2	2
247	в одной	2	2
248	по преимуществу	3	2
249	по пути	4	2
250	для своего	3	2
251	бы и	2	2
252	дело в	3	2
253	в состоянии	2	2
254	превращается в	3	2
255	такого рода	11	2
256	дело не	3	2
257	это было	2	2
258	не как	3	2
259	в глаза	2	2
260	в отличие	5	2
261	в конце	6	2
262	как к	2	2
263	для себя	2	2
264	в следующем	2	2
265	однако и	3	2
266	а на	2	2
267	и тем	3	2
268	все они	2	2
269	в их	7	2
270	в составе	2	2
271	противоречие с	2	2
272	в момент	3	2
273	обратимся к	2	2
274	произведение искусства	4	2
275	отличие от	5	2
276	его не	3	2
277	с одной	3	2
278	а с	2	2
279	в мире	17	2
280	в прошлом	2	2
281	в эту	2	2
282	не есть	6	2
283	за пределами	2	2
284	с другой	10	2
285	входит в	4	2
286	на которой	2	2
287	он и	4	2
288	одной стороны	3	2
289	с таким	5	2
290	что между	2	2
291	не позволяет	2	2
292	жизнь в	2	2
293	из которых	2	2
294	представляет собой	7	2
295	и их	3	2
296	но как	4	2
297	мог бы	3	2
298	ко всему	2	2
299	жизни но	4	2
300	вступить в	2	2
301	там где	2	2
302	в нас	2	2
303	связаны с	2	2
304	могли бы	2	2
305	в качестве	22	2
306	не следует	5	2
307	в первом	2	2
308	отношения к	6	2
309	без исключения	3	2
310	в дальнейшем	2	2
311	что при	2	2
312	в глубине	3	2
313	на языке	3	2
314	отсюда и	2	2
315	мы могли	3	2
