N	2gram	Bakhtin_Pr	formyVre
200	вообще не	7	5
201	да и	3	5
202	он может	2	5
203	человек в	2	5
204	точка зрения	3	5
205	или в	2	5
206	и только	4	5
207	как его	3	5
208	мы будем	3	5
209	быть конечно	2	4
210	мы должны	2	4
211	от него	3	4
212	по отношению	21	4
213	его целом	5	4
214	в другом	2	4
215	которых мы	4	4
216	и при	2	4
217	что он	2	4
218	и о	5	4
219	оно было	2	4
220	о которых	2	4
221	мы здесь	4	4
222	и события	2	4
223	дело идет	2	4
224	в чем	2	4
225	что не	4	4
226	другой стороны	4	4
227	и те	2	4
228	формы и	5	4
229	связаны с	2	4
230	войти в	2	4
231	в корне	2	4
232	в данном	4	4
233	у нас	2	4
234	вследствие этого	3	4
235	лишь как	4	4
236	и более	2	4
237	в своих	2	4
238	их и	2	4
239	несмотря на	3	4
240	раз и	2	4
241	природы и	3	4
242	же самое	2	4
243	переходим к	2	4
244	во всем	2	4
245	в нашем	4	4
246	и становится	7	4
247	чем в	2	4
248	и которые	2	3
249	все стороны	2	3
250	том как	2	3
251	в тех	3	3
252	есть только	2	3
253	не будем	3	3
254	ни с	2	3
255	не входят	4	3
256	узком смысле	2	3
257	подхода к	2	3
258	все моменты	2	3
259	как это	2	3
260	значение для	3	3
261	но конечно	4	3
262	она не	2	3
263	в более	4	3
264	не входит	10	3
265	но это	3	3
266	и художественного	3	3
267	события и	2	3
268	как нечто	3	3
269	на этом	2	3
270	на материале	3	3
271	известной степени	4	3
272	в двух	2	3
273	миру и	2	3
274	одна из	2	3
275	но она	2	3
276	все то	3	3
277	не могли	2	3
278	довлеет себе	2	3
279	место и	2	3
280	дело в	2	3
281	менее всего	3	3
282	в значительной	2	3
283	в таких	2	3
284	и здесь	2	3
285	мы увидим	3	3
286	и весь	2	3
287	бы не	2	3
288	совершенно не	7	3
289	ни к	2	3
290	событие в	2	3
291	можно говорить	2	3
292	от всех	4	3
293	можно сказать	2	3
294	на почве	3	3
295	в свою	2	3
296	связь с	3	3
297	произведения в	5	3
298	момент его	2	3
299	мы в	3	3
300	и есть	2	3
301	не к	6	3
302	в слове	3	3
303	дано в	3	3
304	данном случае	4	2
305	в область	3	2
306	в плане	7	2
307	они лежат	2	2
308	в каждом	2	2
309	как явление	2	2
310	др в	2	2
311	произведение и	3	2
312	язык в	2	2
313	должен быть	2	2
314	где находится	2	2
315	и оценки	2	2
316	произведения как	8	2
317	самом деле	6	2
318	слова но	3	2
319	характерно для	2	2
320	его не	2	2
321	в искусстве	12	2
322	со всех	2	2
323	может иметь	5	2
324	от них	2	2
325	к нему	10	2
326	а только	2	2
327	была бы	2	2
328	значение но	2	2
329	форме и	2	2
330	и конец	2	2
331	но как	2	2
332	на ее	3	2
333	себя как	5	2
334	на них	3	2
335	в поэзии	9	2
336	его чисто	5	2
337	акта и	3	2
338	отметить что	7	2
339	говорить и	2	2
340	и пр	2	2
341	всех своих	2	2
342	и художественное	2	2
343	должны быть	4	2
344	строгом смысле	2	2
345	этот момент	2	2
346	ряд как	2	2
347	перестает быть	4	2
348	дело и	5	2
349	можно только	6	2
350	в строгом	2	2
351	и эта	2	2
352	его как	3	2
353	лишь что	2	2
354	себя в	2	2
355	всех сторон	2	2
356	о котором	2	2
357	отличается от	2	2
358	но лишь	2	2
359	которые могут	2	2
360	себя самого	4	2
361	начало и	3	2
362	себе не	2	2
363	нами в	2	2
364	к своему	2	2
365	должна быть	4	2
366	не можем	2	2
367	культуры и	3	2
368	и должно	3	2
369	как таковой	2	2
370	и этим	6	2
371	здесь совершенно	3	2
372	так называемый	2	2
373	на мир	2	2
374	я не	2	2
375	степени и	2	2
376	говорить о	3	2
377	высшей степени	5	2
378	как только	3	2
379	особенно часто	3	2
380	всех его	4	2
381	основе своей	3	2
382	ясно что	3	2
