N	2gram	Bakhtin_Pr	Istorich
240	на основе	4	10
241	не как	5	10
242	и других	12	10
243	связаны с	3	10
244	в которой	2	10
245	ни в	4	10
246	о чем	2	10
247	а на	2	10
248	от них	2	10
249	не было	5	10
250	друг с	6	10
251	и к	13	10
252	а как	4	9
253	в истории	4	9
254	тот же	2	9
255	в основе	6	9
256	за него	2	9
257	в себя	8	9
258	не могут	4	9
259	здесь нет	2	9
260	но эти	3	9
261	зависимости от	3	9
262	более или	3	9
263	но для	2	9
264	жизни и	13	9
265	героя и	3	9
266	с другом	6	9
267	что на	2	9
268	или менее	3	9
269	же не	2	9
270	только на	3	9
271	но здесь	2	9
272	с его	4	9
273	и так	4	9
274	в царстве	2	9
275	тем самым	2	8
276	здесь в	11	8
277	кажется что	3	8
278	для этого	2	8
279	именно в	3	8
280	во всяком	2	8
281	именно на	2	8
282	не дает	3	8
283	мы будем	3	8
284	смерть и	2	8
285	образом и	3	8
286	смысле этого	3	8
287	это положение	2	8
288	в жизни	14	8
289	большинстве случаев	9	8
290	в преисподнюю	3	8
291	но она	3	8
292	и потому	6	8
293	они должны	3	8
294	ту же	2	8
295	в зависимости	3	8
296	и из	3	8
297	но с	2	8
298	которые в	3	8
299	и стал	2	8
300	или по	3	8
301	его с	2	8
302	можно сказать	12	8
303	с другими	6	8
304	во сне	7	8
305	конечно не	11	8
306	на самом	2	7
307	в конце	5	7
308	иногда и	3	7
309	и о	3	7
310	с самого	4	7
311	а только	2	7
312	не то	3	7
313	если в	2	7
314	как у	5	7
315	себе и	2	7
316	героя но	2	7
317	о которых	2	7
318	вплоть до	5	7
319	эти два	3	7
320	но эта	2	7
321	в начале	2	7
322	что я	2	7
323	того же	5	7
324	если мы	5	7
325	между тем	2	7
326	совершенно не	4	7
327	и при	2	7
328	всякого рода	3	7
329	в эту	3	7
330	этого слова	3	7
331	во многих	2	7
332	в области	6	7
333	образом в	2	7
334	на них	2	7
335	и некоторые	2	7
336	здесь и	7	7
337	в большинстве	9	7
338	нам кажется	4	6
339	вступают в	3	6
340	почти не	2	6
341	в могиле	2	6
342	нет ничего	3	6
343	ничем не	3	6
344	характерно что	3	6
345	между ними	14	6
346	же он	2	6
347	это еще	2	6
348	что все	3	6
349	формы и	3	6
350	он является	2	6
351	в роли	2	6
352	и уже	2	6
353	уже на	4	6
354	самого начала	5	6
355	той же	6	6
356	быть и	2	6
357	его как	3	6
358	а я	3	6
359	также и	5	6
360	здесь на	3	6
361	близок к	2	6
362	в преисподней	8	6
363	не знают	2	6
364	они и	3	6
365	к жизни	2	6
366	этих двух	5	6
367	тому же	3	6
368	это конечно	3	6
369	все его	3	6
370	в область	2	5
371	его по	2	5
372	это уже	2	5
373	тоже не	2	5
374	и социальной	2	5
375	проникнуть в	2	5
376	это было	3	5
377	в своих	4	5
378	соответствии с	2	5
379	иногда в	2	5
380	по своей	12	5
381	в свое	4	5
382	xix века	2	5
383	по своему	6	5
384	том числе	15	5
385	мира и	3	5
386	для них	2	5
387	вступить в	2	5
388	но при	2	5
389	бы в	2	5
390	с ее	3	5
391	наших дней	3	5
392	в самых	2	5
393	или наоборот	3	5
394	несмотря на	3	5
395	мы в	2	5
396	в виду	3	5
397	в один	3	5
398	знает что	2	5
399	до наших	3	5
400	отличается от	2	5
401	живет на	6	5
402	античности и	5	5
403	еще более	6	5
404	со своей	2	5
405	этом мы	3	5
406	мы и	4	5
407	во все	5	5
408	на все	4	5
409	например у	3	5
410	да и	3	5
411	он как	2	5
412	которые не	2	5
413	но этот	2	5
414	в таком	3	5
415	можно назвать	2	5
416	всем мире	2	4
417	здесь как	3	4
418	людей и	6	4
419	и под	4	4
420	и во	6	4
421	из одного	2	4
422	и вообще	3	4
423	все время	2	4
424	время в	2	4
425	тем более	2	4
426	все они	2	4
427	быть только	2	4
428	достаточно чтобы	2	4
429	себя и	3	4
430	это один	2	4
431	чем в	2	4
432	правда в	5	4
433	так называемая	2	4
434	в разных	4	4
435	во всей	5	4
436	они могут	3	4
437	особенно в	7	4
438	в результате	2	4
439	теперь мы	4	4
440	близки к	2	4
441	для этой	2	4
442	ведет к	3	4
443	силы и	2	4
444	что касается	2	4
445	если же	5	4
446	слова в	3	4
447	как раз	6	4
448	он сам	5	4
449	что было	2	4
450	как человек	2	4
451	что уже	2	4
452	человека и	10	4
453	и формы	2	4
454	герой и	3	4
455	могло бы	3	4
456	здесь также	2	4
457	в литературе	8	4
458	по сравнению	6	4
459	живут в	2	4
460	здесь только	2	4
461	с точки	13	4
462	выходит из	2	4
463	все в	3	4
464	и через	5	4
465	а это	2	4
466	еще и	4	4
467	мне не	2	4
468	но конечно	3	4
469	войти в	3	4
470	другую сторону	2	4
471	дело в	3	4
472	и между	5	4
473	там и	2	4
474	мы найдем	4	4
475	уже у	3	4
476	и которые	2	4
477	есть в	7	4
478	человека с	3	4
479	с большой	3	4
480	в самом	7	4
481	перейти к	2	4
482	но на	2	4
483	не могу	3	4
484	по своим	2	4
485	что именно	2	4
486	нам уже	3	3
487	и поэтому	2	3
488	затем в	2	3
489	выше и	2	3
490	своей жизни	3	3
491	уже говорили	3	3
492	рассказ о	2	3
493	не могли	2	3
494	нельзя сказать	2	3
495	при всей	3	3
496	так сказать	8	3
497	могли быть	2	3
498	нет ни	2	3
499	причем в	2	3
500	и соответствующие	2	3
501	не случайное	2	3
502	здесь перед	3	3
503	а у	2	3
504	вряд ли	2	3
505	сравнению с	6	3
506	о себе	2	3
507	приходит на	2	3
508	в античной	3	3
509	оно и	2	3
510	казалось бы	4	3
511	и пусть	2	3
512	именно как	3	3
513	не превращается	2	3
514	мы находим	8	3
515	всех других	2	3
516	все то	4	3
517	в особом	2	3
518	должно быть	4	3
519	они все	2	3
520	в несколько	2	3
521	людям и	2	3
522	небом и	2	3
523	средние века	12	3
524	человек в	2	3
525	к самому	5	3
526	как его	2	3
527	в соответствии	3	3
528	начиная с	4	3
529	бога и	2	3
530	и могут	2	3
531	играют в	2	3
532	мире и	2	3
533	в формах	2	3
534	могли бы	2	3
535	отметить что	3	3
536	в гробу	2	3
537	каждого из	2	3
538	все равно	6	3
539	от всех	2	3
540	раз и	2	3
541	или три	2	3
542	необходимо указать	2	3
543	др все	2	3
544	к его	2	3
545	для всех	2	3
546	это все	2	3
547	в эпоху	12	3
548	даже и	3	3
549	это своего	2	3
550	еще одного	3	3
551	нам по	3	3
552	и до	6	3
553	находится на	2	3
554	и той	4	3
555	царстве мертвых	2	3
556	обычно в	3	3
557	говорили что	2	3
558	этот образ	2	3
559	в средние	11	3
560	не о	2	2
561	образов и	7	2
562	все более	2	2
563	в каждом	5	2
564	наконец в	3	2
565	особенно ярко	3	2
566	друг от	2	2
567	а во	3	2
568	совершается в	2	2
569	они играют	2	2
570	особое место	2	2
571	я видел	3	2
572	не простой	2	2
573	или меньшей	6	2
574	от своих	2	2
575	числе и	13	2
576	будем называть	2	2
577	очень важное	3	2
578	мы считаем	2	2
579	значение и	2	2
580	них в	3	2
581	в риме	2	2
582	только можно	2	2
583	необходимо еще	3	2
584	самом же	2	2
585	в центре	4	2
586	земли на	2	2
587	несколько подробнее	2	2
588	с человеком	3	2
589	приводило к	2	2
590	одному из	2	2
591	родство этих	2	2
592	и другой	4	2
593	на некоторых	5	2
594	от которых	2	2
595	напомним что	2	2
596	всем их	2	2
597	с помощью	4	2
598	даже когда	2	2
599	эти явления	3	2
600	для более	2	2
601	обе эти	3	2
602	смерть в	2	2
603	одновременно и	5	2
604	сюжета и	2	2
605	жизнь в	4	2
606	без другого	2	2
607	на ее	2	2
608	себя как	2	2
609	и самый	6	2
610	в сущности	15	2
611	не за	3	2
612	все остальные	2	2
613	это очень	5	2
614	и живой	2	2
615	и еще	2	2
616	и конечно	2	2
617	сама по	2	2
618	это позволяет	2	2
619	жизнь и	3	2
620	при всем	3	2
621	в мире	8	2
622	это также	2	2
623	не к	3	2
624	к одному	2	2
625	на время	2	2
626	предмет и	2	2
627	в процессе	4	2
628	со смертью	3	2
629	к другим	4	2
630	др в	3	2
631	и прежде	6	2
632	века и	6	2
633	здесь конечно	5	2
634	до ее	2	2
635	много и	3	2
636	с женой	2	2
637	этом не	2	2
638	по одному	2	2
639	которой мы	3	2
640	из самых	3	2
641	несколько слов	3	2
642	из своей	3	2
643	автор не	2	2
644	меньшей степени	6	2
645	которую они	2	2
646	не одного	2	2
647	а за	2	2
648	или точнее	2	2
649	он знал	2	2
650	всех его	3	2
651	которые мы	3	2
652	с земли	2	2
653	мы остановимся	5	2
654	сохраняется и	2	2
655	в самой	2	2
656	или иных	2	2
657	от друга	2	2
658	и жизни	3	2
659	остается в	2	2
660	античности в	3	2
661	в развитии	5	2
662	него как	4	2
663	силой и	2	2
664	между этими	2	2
665	и вся	4	2
666	здесь очень	2	2
667	и иногда	2	2
668	на свой	2	2
669	особенности этого	5	2
670	место в	3	2
671	и несколько	3	2
672	человек и	2	2
673	в сознании	2	2
674	жизни на	2	2
675	на свете	2	2
676	друга но	2	2
677	к миру	2	2
678	прямо на	2	2
679	а для	2	2
680	на кладбище	3	2
681	и перед	2	2
682	направлен на	2	2
683	нет и	3	2
684	всей своей	2	2
685	здесь гораздо	2	2
686	во многом	3	2
687	он часто	2	2
688	ни у	3	2
689	большей или	6	2
690	не боится	2	2
691	других и	2	2
692	же деле	2	2
693	смысле и	3	2
694	видел и	2	2
695	говорить о	2	2
696	земле и	2	2
697	в большей	5	2
698	подчеркнуть что	4	2
