N	2gram	Voloshinov	DiskursI
126	здесь не	2	6
127	в сущности	17	6
128	в истории	5	6
129	в ее	9	6
130	имеет место	2	6
131	и то	4	6
132	одна из	6	6
133	то в	3	6
134	во всех	13	6
135	с точки	31	6
136	и того	11	6
137	ничего не	9	5
138	в другом	5	5
139	общения в	5	5
140	в виду	2	5
141	в их	5	5
142	свою очередь	5	5
143	и потому	7	5
144	того что	5	5
145	стороны и	2	5
146	мира и	2	5
147	во втором	2	5
148	же касается	2	5
149	здесь в	5	5
150	принадлежит к	2	5
151	сказать что	7	5
152	значительной степени	3	5
153	но при	3	5
154	из этих	3	5
155	так сказать	19	5
156	подход к	3	5
157	для данного	2	5
158	за пределы	8	5
159	с ее	2	5
160	переход от	4	5
161	в значительной	3	5
162	одного и	9	5
163	но они	2	5
164	известной степени	2	5
165	на протяжении	2	5
166	в свою	6	5
167	в литературе	2	5
168	внутренней речи	13	5
169	в той	6	5
170	как раз	5	5
171	говорить о	2	5
172	же самое	9	5
173	не к	3	5
174	в ней	5	5
175	тем что	3	5
176	до конца	6	4
177	между которыми	2	4
178	не могут	4	4
179	одну из	2	4
180	общения и	5	4
181	и прежде	4	4
182	и тем	4	4
183	у них	2	4
184	и др	3	4
185	того или	2	4
186	как это	2	4
187	и это	6	4
188	более того	7	4
189	только на	7	4
190	что не	4	4
191	к жизни	2	4
192	между двумя	4	4
193	можно назвать	2	4
194	и до	4	4
195	и во	2	4
196	в первом	3	4
197	должны быть	4	4
198	во всяком	8	4
199	об одном	2	4
200	во внешнем	2	4
201	речевой акт	6	4
202	или иного	2	4
203	до известной	2	4
204	в результате	9	4
205	по преимуществу	5	4
206	этом случае	3	4
207	в данной	5	4
208	целого высказывания	4	4
209	по мере	6	4
210	тем не	3	4
211	связи с	22	4
212	в становлении	3	4
213	тот или	2	4
214	одним из	4	4
215	опирается на	2	4
216	к данному	2	4
217	в какой	5	4
218	в жизни	2	4
219	но уже	2	4
220	в самом	14	4
221	не есть	6	4
222	и к	3	4
223	из виду	2	4
224	зависит от	2	4
225	по себе	5	4
226	настоящего времени	7	4
227	к другому	7	4
228	высказывания и	11	4
229	точка зрения	8	4
230	или в	4	4
231	и есть	3	4
232	еще и	2	3
233	вопрос о	6	3
234	различие между	5	3
235	речи как	2	3
236	в форме	3	3
237	самого говорящего	3	3
238	ли не	2	3
239	это и	3	3
240	языка и	28	3
241	в области	3	3
242	здесь как	2	3
243	говорящего и	4	3
244	в действительности	3	3
245	как на	2	3
246	себя с	2	3
247	стремится к	2	3
248	они и	3	3
249	но как	3	3
250	бытия в	9	3
251	она не	2	3
252	они не	2	3
253	более или	3	3
254	жизненных ситуаций	2	3
255	в романе	2	3
256	между собой	3	3
257	и он	4	3
258	как целого	3	3
259	числе и	3	3
260	все эти	8	3
261	было бы	8	3
262	мы не	6	3
263	должна быть	6	3
264	и всякое	4	3
265	том числе	3	3
266	как мы	26	3
267	одно и	3	3
268	и от	6	3
269	значение так	2	3
270	с этим	6	3
271	данного высказывания	6	3
272	в начале	7	3
273	по аналогии	2	3
274	его как	2	3
275	с их	2	3
276	из важнейших	4	3
277	хотя бы	8	3
278	в которой	4	3
279	ориентировано на	2	3
280	бы это	2	3
281	не просто	2	3
282	на первый	2	3
283	интонации и	3	3
284	на смену	2	3
285	и более	6	3
286	имеет свою	4	3
287	или менее	3	3
288	но все	4	3
289	отношения к	2	3
290	не имеет	6	3
291	речи в	4	3
292	является в	5	3
293	входит в	5	3
294	на почве	14	3
295	уже в	3	3
296	всяком случае	4	3
297	и иные	2	3
298	в следующей	3	3
299	жизни и	4	3
300	слова в	8	3
301	то ни	12	3
302	имеет дело	2	3
303	или даже	2	3
304	место в	5	3
305	в лингвистике	5	3
306	момент в	3	3
307	в большинстве	7	3
308	жизни но	2	3
309	слова и	8	3
310	и что	2	3
311	однако не	3	3
312	тем же	4	3
313	вместе с	2	3
314	в широком	2	2
315	этом как	3	2
316	точкой зрения	2	2
317	от его	2	2
318	в отношении	7	2
319	к одному	5	2
320	не делает	2	2
321	ни о	2	2
322	его к	4	2
323	мы должны	4	2
324	для всех	2	2
325	социального взаимодействия	3	2
326	остается в	2	2
327	вступает в	2	2
328	не совпадает	2	2
329	не имеют	5	2
330	неотделим от	3	2
331	в каждом	8	2
332	взаимодействия с	3	2
333	должно было	2	2
334	как к	2	2
335	его из	3	2
336	мышления и	2	2
337	друг друга	10	2
338	быть и	9	2
339	исторические корни	2	2
340	ситуации и	3	2
341	в науке	6	2
342	от своего	2	2
343	высказывания как	7	2
344	и вне	3	2
345	и вся	2	2
346	и при	3	2
347	в основном	10	2
348	к своему	2	2
349	самом деле	18	2
350	одной и	2	2
351	в чем	2	2
352	его не	2	2
353	мы видели	5	2
354	так например	2	2
355	для понимания	4	2
356	в душе	3	2
357	установка на	2	2
358	не приходится	3	2
359	к нему	5	2
360	только с	3	2
361	с самого	9	2
362	что делает	3	2
363	а только	2	2
364	те же	5	2
365	стремясь к	2	2
366	науке о	3	2
367	возможно только	2	2
368	ответ на	3	2
369	на границе	4	2
370	большинстве случаев	7	2
371	мы его	2	2
372	понимания и	4	2
373	же не	2	2
374	не могло	3	2
375	самого начала	9	2
376	в собственном	2	2
377	себя и	2	2
378	все это	4	2
379	значение не	3	2
380	этого слова	7	2
381	же как	2	2
382	высказывание в	5	2
383	на язык	3	2
384	вовсе не	15	2
385	бы то	11	2
386	и вообще	3	2
387	могла бы	2	2
388	с другими	6	2
389	не сможет	3	2
390	необходимо чтобы	5	2
391	тем более	3	2
392	в первой	2	2
393	должно быть	4	2
394	в новое	2	2
395	это было	2	2
396	мысли и	7	2
397	говорили о	2	2
398	мы можем	6	2
399	целый ряд	3	2
400	себя самого	2	2
401	если бы	12	2
402	связаны с	3	2
403	и той	2	2
404	в языке	8	2
405	это делает	2	2
406	ни было	15	2
407	для того	8	2
408	и их	2	2
409	с этой	2	2
410	себе и	2	2
411	вне контекста	2	2
412	отношении к	8	2
413	языка с	3	2
414	к языку	2	2
415	речи и	6	2
416	на этот	3	2
417	у него	2	2
418	значение в	5	2
419	точке зрения	2	2
420	ее в	2	2
421	поэтому в	2	2
422	на то	4	2
423	то к	2	2
424	всех подобных	2	2
425	и с	4	2
426	и относительно	3	2
427	но для	4	2
428	из которых	2	2
429	до настоящего	7	2
430	чужой речи	3	2
431	определяется не	3	2
432	что было	2	2
433	является не	9	2
434	и только	2	2
435	в нашем	4	2
436	одним и	2	2
437	на собеседника	3	2
438	а как	7	2
439	на основе	4	2
440	он ни	2	2
441	с помощью	11	2
442	как с	2	2
