N	2gram	Medvedev_V	Analitik
255	можно было	2	3
256	должно быть	2	3
257	образом не	3	3
258	всех этих	3	3
259	а о	2	3
260	зависимости от	5	3
261	и может	2	3
262	только для	2	3
263	и наконец	2	3
264	в жизни	2	3
265	понимать как	2	3
266	сюжета и	2	3
267	они не	2	3
268	также и	2	3
269	что у	3	3
270	во сне	21	3
271	на то	2	3
272	но к	2	3
273	когда он	4	3
274	противном случае	2	3
275	тогда когда	2	3
276	а для	2	3
277	жизни и	3	3
278	он сам	2	3
279	в противном	2	3
280	пока еще	2	3
281	результате чего	2	3
282	как на	3	3
283	же самое	2	3
284	но с	2	3
285	писал в	3	3
286	произведения а	2	2
287	начиная с	2	2
288	при помощи	3	2
289	слова не	2	2
290	могло бы	2	2
291	представляет собою	11	2
292	так же	3	2
293	в процессе	17	2
294	этого рода	2	2
295	даже не	2	2
296	произведения и	7	2
297	вообще и	2	2
298	это только	4	2
299	том же	6	2
300	одном из	4	2
301	и при	5	2
302	или менее	6	2
303	что ни	2	2
304	то о	2	2
305	образом в	3	2
306	так например	2	2
307	от них	2	2
308	тому что	7	2
309	не приходится	2	2
310	только с	2	2
311	следует что	2	2
312	более или	6	2
313	все его	2	2
314	например как	2	2
315	этой точки	2	2
316	между прочим	2	2
317	получает в	2	2
318	по этому	10	2
319	с нею	2	2
320	и просто	2	2
321	художественное творчество	6	2
322	и др	10	2
323	что даже	2	2
324	по одному	2	2
325	следует понимать	5	2
326	во всей	2	2
327	который по	2	2
328	как от	2	2
329	по существу	4	2
330	дель арте	2	2
331	не столь	3	2
332	из многочисленных	2	2
333	по слову	2	2
334	в стихах	2	2
335	если они	2	2
336	т е	18	2
337	утверждать что	5	2
338	на это	2	2
339	каждом отдельном	2	2
340	наиболее существенные	2	2
341	за скобки	2	2
342	творчества и	3	2
343	в статье	4	2
344	это делает	3	2
345	имеет свою	3	2
346	у нас	3	2
347	не по	2	2
348	в течение	2	2
349	сих пор	2	2
350	до полного	2	2
351	моментов в	3	2
352	от его	2	2
353	по словам	8	2
354	нет и	3	2
355	представления об	2	2
356	частности в	2	2
357	он может	2	2
358	уже по	2	2
359	их в	7	2
360	к ним	2	2
361	зависит от	2	2
362	не вполне	2	2
363	что при	2	2
364	лица и	2	2
365	этот вопрос	3	2
366	может не	2	2
367	как об	2	2
368	в форме	3	2
369	них не	4	2
370	до сих	2	2
371	художественного творчества	19	2
372	в системе	2	2
