N	2gram	Vygotskiy_	Tvorches
174	в основе	9	4
175	говорит о	5	4
176	и когда	12	4
177	и мы	28	4
178	по преимуществу	2	4
179	дело в	4	4
180	в каждом	2	4
181	себя в	4	4
182	говорит что	13	4
183	это значит	2	4
184	превращается в	2	4
185	тем что	8	4
186	и наконец	5	4
187	и есть	7	4
188	с этой	5	4
189	времени и	5	4
190	такой же	2	4
191	его и	2	4
192	что его	2	4
193	в отличие	3	4
194	с самого	5	4
195	далеко не	4	4
196	с собой	3	4
197	этот вопрос	6	4
198	в которых	4	4
199	рассказывает о	2	4
200	представляет собой	2	4
201	еще в	2	4
202	к жизни	2	4
203	с точки	5	4
204	той же	6	4
205	но он	6	4
206	до сих	9	4
207	заставляет нас	6	4
208	не есть	4	3
209	части романа	2	3
210	во времени	2	3
211	трагедии в	5	3
212	действия и	5	3
213	на самом	9	3
214	от него	5	3
215	к другим	2	3
216	есть основа	4	3
217	в другом	3	3
218	едва ли	3	3
219	давно уже	2	3
220	критики и	2	3
221	в виду	5	3
222	на все	2	3
223	и тем	6	3
224	со стороны	3	3
225	в области	2	3
226	сам себя	2	3
227	но что	3	3
228	мы знаем	4	3
229	в искусстве	12	3
230	же самая	2	3
231	мы находим	2	3
232	так например	5	3
233	о котором	9	3
234	в него	5	3
235	мы узнаем	2	3
236	только с	3	3
237	к тому	12	3
238	гораздо более	3	3
239	от этой	3	3
240	к самому	3	3
241	в ней	5	3
242	другой стороны	8	3
243	что оно	12	3
244	не то	4	3
245	по этому	5	3
246	в образах	2	3
247	совсем не	3	3
248	и др	2	3
249	что с	8	3
250	и до	4	3
251	там где	6	3
252	никто не	4	3
253	можно сказать	4	3
254	заключается в	13	3
255	как мы	6	3
256	да и	4	3
257	сказать что	14	3
258	сами по	2	3
259	его с	2	3
260	из этих	4	3
261	это в	5	3
262	больше чем	3	3
263	не все	3	3
264	собой в	2	3
265	к ней	3	3
266	отличается от	4	3
267	ни на	3	3
268	мысль о	5	3
269	только что	11	3
270	и вот	7	3
271	был бы	8	3
272	не является	3	3
273	только для	2	3
274	ее в	2	3
275	для того	45	3
276	и их	3	3
277	дает ему	2	3
278	у нас	7	3
279	себе не	2	3
280	на протяжении	2	3
281	не с	2	3
282	в жизни	2	3
283	на этот	7	3
284	нет и	2	3
285	но уже	2	3
286	в себя	2	3
287	что для	6	3
288	образом и	3	3
289	и если	13	3
290	и к	5	3
291	на этом	11	3
292	не существует	3	3
293	по себе	13	3
294	как она	9	3
295	несмотря на	5	3
296	жизни и	8	3
297	перед ним	2	3
298	сводится к	7	3
299	и что	45	3
300	во всяком	2	3
301	нет ни	4	3
302	характера и	8	3
303	или в	6	3
304	и только	5	3
305	тому же	4	3
306	жизни но	3	3
307	в одном	5	3
308	он все	2	2
309	данном случае	4	2
310	в нее	3	2
311	которого он	2	2
312	в отношении	2	2
313	во все	4	2
314	что ему	4	2
315	видим в	2	2
316	не могут	4	2
317	но мы	4	2
318	но как	3	2
319	о чем	4	2
320	это очень	2	2
321	за этим	2	2
322	в тех	3	2
323	еще раз	2	2
324	вслед за	3	2
325	не потому	2	2
326	и поэтому	4	2
327	эти два	3	2
328	нас и	2	2
329	этого романа	2	2
330	у шекспира	8	2
331	в силу	3	2
332	является в	2	2
333	есть не	7	2
334	должен быть	3	2
335	фабулы и	3	2
336	и эту	3	2
337	а как	3	2
338	это действительно	2	2
339	одном из	2	2
340	характеров и	2	2
341	нас не	2	2
342	говорил что	2	2
343	знает что	2	2
344	и где	2	2
345	в руки	3	2
346	и очень	5	2
347	образом в	3	2
348	о нем	3	2
349	надо было	2	2
350	с тем	10	2
351	совершенно точно	2	2
352	действующих лиц	9	2
353	может и	2	2
354	тому что	11	2
355	на том	4	2
356	он в	3	2
357	того же	5	2
358	была бы	4	2
359	стремление к	2	2
360	так вот	2	2
361	точка зрения	4	2
362	ответ на	5	2
363	в художественном	4	2
364	в сюжете	2	2
365	смерти в	2	2
366	с героем	2	2
367	и та	5	2
368	то это	6	2
369	целом ряде	2	2
370	между собой	2	2
371	в известном	2	2
372	нуждается в	3	2
373	или вернее	4	2
374	не будет	3	2
375	с такой	5	2
376	для ее	4	2
377	когда она	3	2
378	того чтобы	43	2
379	когда в	2	2
380	героя а	3	2
381	было бы	15	2
382	указал на	2	2
383	представляют собой	2	2
384	же в	3	2
385	связи с	2	2
386	в сущности	14	2
387	он был	3	2
388	в качестве	2	2
389	во время	4	2
390	заключает в	7	2
391	в двух	9	2
392	рядом с	6	2
393	входят в	2	2
394	в действительности	2	2
395	и того	2	2
396	жизни с	3	2
397	здесь мы	2	2
398	по поводу	6	2
399	гамлета и	7	2
400	кажется что	2	2
401	и вообще	2	2
402	но она	3	2
403	всех этих	3	2
404	не могли	4	2
405	он как	2	2
406	что если	9	2
407	в данном	4	2
408	ли это	3	2
409	в нашей	5	2
410	вот что	2	2
411	так мы	4	2
412	во всех	6	2
413	при таком	4	2
414	из нее	2	2
415	в глаза	2	2
416	событий и	3	2
417	должен был	7	2
418	художественное произведение	5	2
419	но ведь	2	2
420	чем у	3	2
421	в комедии	3	2
422	в результате	6	2
423	и о	5	2
424	указывает на	8	2
425	думается что	4	2
426	жизнь и	2	2
427	в глазах	2	2
428	с одной	15	2
429	он изображает	2	2
430	в сферу	2	2
431	то он	2	2
432	не имеет	2	2
433	и является	2	2
434	ни в	5	2
435	столь же	3	2
436	и здесь	11	2
437	их в	4	2
438	на наших	2	2
439	к его	2	2
440	в прозе	2	2
441	в эту	2	2
442	со своим	2	2
443	с которым	5	2
444	к своей	3	2
445	жизни а	2	2
446	всякий раз	6	2
447	не из	2	2
448	мог бы	3	2
449	внимание на	4	2
450	влечет за	2	2
451	и теперь	2	2
452	в стороне	2	2
453	мы все	8	2
454	из этого	7	2
455	и уже	4	2
456	конце концов	6	2
457	не просто	6	2
458	как на	15	2
459	если же	3	2
460	за то	3	2
461	событий в	2	2
462	как раз	19	2
463	не дает	2	2
464	мы уже	7	2
465	нам представляется	2	2
466	по самому	2	2
467	ясно что	10	2
