N	2gram	Losev_Prob	Formalny
118	что они	8	11
119	для него	4	11
120	зависимости от	3	11
121	не о	2	10
122	не есть	57	10
123	действительности и	2	10
124	друг друга	5	10
125	каждый элемент	2	10
126	здесь и	4	10
127	в художественном	5	10
128	формы и	3	10
129	в зависимости	3	10
130	мы не	15	10
131	не было	6	10
132	по существу	2	10
133	бы то	5	10
134	мы видели	2	10
135	другой стороны	11	10
136	с ее	5	10
137	художественной структуры	3	10
138	не является	19	10
139	как о	6	10
140	и как	4	10
141	в своих	2	10
142	раз и	6	10
143	конечно не	3	10
144	он не	10	10
145	если же	4	10
146	в слове	4	10
147	тем же	2	10
148	быть и	3	9
149	ничего не	4	9
150	совсем не	4	9
151	здесь не	11	9
152	но это	13	9
153	и до	3	9
154	и может	4	9
155	или иного	5	9
156	и даже	21	9
157	но ведь	2	9
158	у нас	17	9
159	литературы и	2	9
160	еще более	3	9
161	ни было	5	9
162	говорить о	7	9
163	отношения к	3	9
164	в языке	4	9
165	это не	10	8
166	в других	2	8
167	была бы	2	8
168	между собой	3	8
169	до сих	4	8
170	одной стороны	2	8
171	в них	6	8
172	с одной	3	8
173	в области	2	8
174	же как	5	8
175	для этого	9	8
176	что это	3	8
177	с этим	5	8
178	в данном	14	8
179	всех этих	6	8
180	сих пор	4	8
181	из этого	5	8
182	и является	6	8
183	всего этого	2	8
184	мы ни	4	8
185	и к	9	8
186	для того	5	8
187	ясно что	11	8
188	том что	25	7
189	в художественную	2	7
190	в себе	23	7
191	как таковое	2	7
192	что именно	3	7
193	а вовсе	3	7
194	или менее	2	7
195	его от	3	7
196	стороны и	3	7
197	более или	2	7
198	даже и	33	7
199	произведение в	2	7
200	не на	2	7
201	значение и	7	7
202	художественном произведении	3	7
203	бы быть	5	7
204	сказать что	24	7
205	в содержании	2	7
206	к этому	2	7
207	того или	8	7
208	и наконец	2	7
209	и только	10	7
210	и более	6	7
211	но все	5	7
212	сами по	8	7
213	ничем не	2	7
214	только и	9	7
215	за счет	2	7
216	из них	4	7
217	он и	3	7
218	в той	8	7
219	же и	7	7
220	чем же	7	7
221	данном случае	12	6
222	тем самым	9	6
223	в которой	3	6
224	ее и	2	6
225	именно так	4	6
226	в конце	7	6
227	и тем	16	6
228	у них	2	6
229	в частности	4	6
230	и это	11	6
231	тому что	5	6
232	в этих	6	6
233	его не	2	6
234	на ее	2	6
235	нисколько не	2	6
236	этого слова	5	6
237	ее в	2	6
238	при таком	2	6
239	особенно в	2	6
240	за пределы	6	6
241	отличается от	8	6
242	кроме того	5	6
243	от его	4	6
244	но для	3	6
245	от нее	2	6
246	жизнь и	3	6
247	искусства и	3	6
248	о том	14	6
249	их в	2	6
250	в смысле	2	6
251	произведения искусства	2	6
252	уже в	5	6
253	только не	6	6
254	как она	2	6
255	сам по	11	6
256	с ним	11	6
257	той же	2	6
258	учение о	3	6
259	даже в	2	5
260	ни о	8	5
261	ни была	2	5
262	мы должны	13	5
263	могло бы	3	5
264	время и	2	5
265	не можем	5	5
266	что оно	4	5
267	от того	2	5
268	в виду	20	5
269	а как	2	5
270	мы уже	4	5
271	ни взяли	2	5
272	отличие от	3	5
273	и между	2	5
274	не так	8	5
275	в него	2	5
276	без всякой	3	5
277	а только	9	5
278	она есть	2	5
279	в отличие	2	5
280	то это	13	5
281	что не	4	5
282	в значительной	2	5
283	и самый	3	5
284	и по	3	5
285	даже не	3	5
286	можно сказать	10	5
287	хотя и	9	5
288	бы и	7	5
289	да и	9	5
290	и то	17	5
291	в эпоху	2	5
292	то в	4	5
293	не столько	2	5
294	то и	9	5
295	какой бы	2	5
296	его как	3	5
297	перестает быть	3	5
298	мы можем	11	5
299	значение в	3	5
300	как они	4	5
301	с этой	3	5
302	в условиях	7	5
303	для нас	23	5
304	к нему	3	5
305	то он	3	5
306	ни на	5	5
307	не имеет	12	5
308	ориентации в	2	5
309	в самой	4	5
310	учения о	2	5
311	в котором	3	5
312	в отношении	4	5
313	этом смысле	5	5
314	тому как	2	5
315	равно как	2	5
316	правда в	3	5
317	и что	9	5
318	же в	6	5
319	как на	2	5
320	в нашем	13	5
321	звука и	2	5
322	однако не	4	5
323	вопрос о	2	5
324	являются только	4	4
325	все дело	2	4
326	чтобы не	2	4
327	и притом	7	4
328	или даже	6	4
329	и следовательно	3	4
330	от него	2	4
331	к другим	2	4
332	но даже	7	4
333	и сами	3	4
334	является в	3	4
335	одним из	2	4
336	конце концов	4	4
337	входящих в	2	4
338	чисто художественной	2	4
339	как он	2	4
340	но именно	4	4
341	героя в	2	4
342	на котором	2	4
343	себе в	5	4
344	не являются	4	4
345	о нем	2	4
346	он в	3	4
347	к этой	2	4
348	того же	2	4
349	и непосредственно	3	4
350	бы она	2	4
351	ведь если	3	4
352	так чтобы	2	4
353	не будет	3	4
354	здесь в	3	4
355	и художественной	2	4
356	или в	7	4
357	содержания и	3	4
358	и во	5	4
359	со всем	2	4
360	и тогда	3	4
361	во всей	3	4
362	от тех	3	4
363	только как	3	4
364	он является	5	4
365	нет в	2	4
366	не значит	3	4
367	она ни	2	4
368	только то	4	4
369	а к	2	4
370	нам кажется	2	4
371	однако и	2	4
372	бы к	3	4
373	к ней	2	4
374	тем не	23	4
375	на него	3	4
376	едва ли	8	4
377	сама по	11	4
378	тот или	4	4
379	в таком	11	4
380	и другие	4	4
381	и о	8	4
382	в целях	6	4
383	но если	12	4
384	не к	2	4
385	а наоборот	3	4
386	подобно тому	3	4
387	что для	4	4
388	каждой из	2	4
389	слова как	3	4
390	один и	2	4
391	что такое	4	4
392	или иначе	2	4
393	этот вопрос	3	4
394	мы говорим	8	4
395	и действительно	2	4
396	к самому	3	4
397	только при	10	4
398	или иное	3	4
399	является не	2	4
400	но эта	4	4
401	все в	4	4
402	чем он	2	4
403	мы и	5	4
404	и если	11	3
405	в нее	2	3
406	все они	5	3
407	перед нами	8	3
408	во все	3	3
409	никакого отношения	4	3
410	или иной	20	3
411	всех других	2	3
412	для всех	3	3
413	а и	2	3
414	том как	4	3
415	для нее	2	3
416	в каком	9	3
417	есть только	5	3
418	представлять себе	2	3
419	в понятии	4	3
420	то мы	3	3
421	это понятие	3	3
422	вся эта	3	3
423	это только	2	3
424	и при	2	3
425	так что	21	3
426	действительность не	2	3
427	нас не	6	3
428	что является	2	3
429	том смысле	4	3
430	действительности как	2	3
431	совсем другое	5	3
432	может иметь	4	3
433	никак нельзя	4	3
434	как предмет	2	3
435	но как	6	3
436	и этот	3	3
437	говорить об	2	3
438	нам в	2	3
439	обойтись без	3	3
440	так или	2	3
441	ни одна	2	3
442	широком смысле	2	3
443	что на	2	3
444	этого термина	6	3
445	только тем	2	3
446	же касается	5	3
447	смысле слова	19	3
448	себе а	3	3
449	к проблеме	2	3
450	в качестве	10	3
451	это значит	12	3
452	не выходит	2	3
453	о каком	2	3
454	исторического развития	2	3
455	кажется что	2	3
456	уже как	3	3
457	никак не	13	3
458	если они	2	3
459	можно только	3	3
460	тем более	8	3
461	дело в	6	3
462	это то	3	3
463	самом же	7	3
464	в новое	3	3
465	это было	4	3
466	поэтому и	3	3
467	и тот	2	3
468	дело с	3	3
469	но уже	4	3
470	во всем	2	3
471	то или	5	3
472	на первый	6	3
473	имеет значение	6	3
474	бы не	2	3
475	находятся в	5	3
476	все те	2	3
477	в чем	5	3
478	в известной	3	3
479	в контексте	3	3
480	или другой	6	3
481	ничто не	2	3
482	она является	3	3
483	действительности но	3	3
484	вообще не	5	3
485	пришлось бы	2	3
486	поэтому в	2	3
487	на то	6	3
488	он может	2	3
489	когда он	2	3
490	сознания и	2	3
491	к одной	2	3
492	и очень	6	3
493	в которых	3	3
494	из себя	5	3
495	сливаются в	2	3
496	вещей и	2	3
497	целое и	4	3
498	в одном	4	3
499	а именно	12	3
500	но что	3	3
501	и прежде	3	3
502	же деле	7	3
503	внимание на	2	3
504	с их	2	3
505	и особенно	3	3
506	ровно ничего	2	3
507	не просто	36	3
508	не то	2	3
509	ничего общего	7	3
510	же самое	20	3
511	первый план	3	3
512	но оно	3	3
513	что при	5	3
514	но они	4	3
515	и именно	2	3
516	для всякого	2	3
517	является и	2	3
518	только тогда	2	2
519	смысле что	4	2
520	и почти	2	2
521	от всего	3	2
522	из того	3	2
523	конструктивных элементов	2	2
524	и сама	4	2
525	о чем	4	2
526	в тех	3	2
527	но отнюдь	2	2
528	от их	2	2
529	в другом	4	2
530	перестал бы	2	2
531	не был	3	2
532	таком понимании	2	2
533	есть не	13	2
534	не могли	2	2
535	с нею	2	2
536	были бы	5	2
537	относится и	3	2
538	что если	3	2
539	и вся	2	2
540	в виде	20	2
541	друг от	3	2
542	при помощи	13	2
543	связаны между	2	2
544	и ни	5	2
545	одной и	2	2
546	человеческого организма	2	2
547	в отдельности	2	2
548	этого понятия	2	2
549	от всякой	3	2
550	а с	2	2
551	от всякого	3	2
552	бы о	2	2
553	происходит в	3	2
554	только потому	3	2
555	на первом	2	2
556	общего с	3	2
557	только с	5	2
558	значение именно	2	2
559	это уже	4	2
560	или ином	3	2
561	и художественная	2	2
562	только к	4	2
563	возможно и	2	2
564	и без	9	2
565	мы имеем	7	2
566	говорим о	5	2
567	на отдельные	3	2
568	не говоря	2	2
569	этой точки	2	2
570	для чего	3	2
571	однако в	3	2
572	или иная	4	2
573	значит что	13	2
574	же не	2	2
575	том или	6	2
576	та или	4	2
577	мы в	6	2
578	с теми	2	2
579	с ними	2	2
580	к другой	3	2
581	ведь в	2	2
582	у тургенева	2	2
583	о ней	3	2
584	структуры как	2	2
585	заключается в	8	2
586	в природе	2	2
587	а ведь	4	2
588	под эту	2	2
589	произведения то	2	2
590	никто не	5	2
591	этом случае	8	2
592	выходит за	2	2
593	быть даже	4	2
594	существуют в	2	2
595	о необходимости	2	2
596	который в	2	2
597	является только	8	2
598	жизни а	4	2
599	нет никакого	4	2
600	ведь не	3	2
601	для самого	2	2
602	но она	2	2
603	и нет	2	2
604	одно и	4	2
605	этом понятии	2	2
606	глубоко и	4	2
607	же это	2	2
608	необходимо чтобы	2	2
609	ту или	3	2
610	это в	2	2
611	можно было	7	2
612	же такое	3	2
613	образ и	4	2
614	что она	5	2
615	сам предмет	2	2
616	себя в	4	2
617	дело не	4	2
618	мы только	4	2
619	той или	22	2
620	и вовсе	7	2
621	знака и	4	2
622	в общую	2	2
623	именно здесь	2	2
624	отдельности и	2	2
625	переходит в	2	2
626	это вполне	2	2
627	на какой-то	2	2
628	может существовать	3	2
629	и вполне	9	2
630	и нужно	2	2
631	времени и	4	2
632	говорят о	4	2
633	что такая	2	2
634	предполагает существование	2	2
635	нами в	2	2
636	что его	3	2
637	но только	10	2
638	ни к	3	2
639	все равно	6	2
640	рассматривать как	2	2
641	только так	2	2
642	именно потому	3	2
643	связан с	2	2
644	на этот	4	2
645	от одной	2	2
646	ни для	2	2
647	то чтобы	2	2
648	ни с	5	2
649	конечно и	2	2
650	очень много	4	2
651	мы еще	3	2
652	всей его	2	2
653	жизни но	2	2
654	или иных	7	2
655	на нем	3	2
656	и понятие	4	2
657	от друга	3	2
658	в эстетике	2	2
659	жизни не	2	2
660	имеем в	4	2
661	свое значение	3	2
662	и содержания	2	2
663	однако это	6	2
664	таком случае	7	2
665	иметь в	2	2
666	что мы	12	2
667	это можно	2	2
668	чисто художественные	2	2
669	и самой	4	2
670	несмотря на	4	2
671	то его	2	2
672	тех или	10	2
673	к какому	2	2
674	иной раз	5	2
675	и слишком	3	2
676	даже просто	3	2
677	так то	2	2
678	из него	2	2
679	на что-то	3	2
680	вещах и	2	2
681	что смысл	2	2
682	являются в	2	2
683	иначе и	2	2
684	и есть	9	2
685	а каждый	2	2
686	дело здесь	4	2
687	свое собственное	2	2
688	но с	2	2
689	и всякий	5	2
690	чем в	2	2
