N	2gram	Losev_Prob	VLabPisa
249	из которых	2	2
250	в образе	2	2
251	он и	5	2
252	значит что	3	2
253	что мы	4	2
254	смысле слова	12	2
255	можно ли	2	2
256	по себе	5	2
257	и просто	3	2
258	всяком случае	6	2
259	для них	3	2
260	внимание на	4	2
261	действительность в	2	2
262	человека в	3	2
263	он сам	3	2
264	по одному	2	2
265	и дальше	2	2
266	по его	2	2
267	только о	3	2
268	он не	4	2
269	и сам	5	2
270	остановимся на	2	2
271	в большей	2	2
272	который в	10	2
273	хотя и	10	2
274	том числе	2	2
275	во всяком	7	2
276	до сих	3	2
277	того как	5	2
