N	2gram	Losev_Prob	Psycholo
161	но это	11	17
162	и о	11	17
163	время как	2	17
164	так и	17	16
165	самого начала	2	16
166	не имеет	8	16
167	тому как	3	16
168	сводится к	3	16
169	говорит о	4	16
170	и к	2	16
171	от того	2	16
172	и тем	16	16
173	из которых	2	16
174	же как	2	16
175	то это	3	16
176	с самого	3	16
177	в таком	18	16
178	и потому	3	15
179	могли бы	2	15
180	в зависимости	2	15
181	еще не	18	15
182	не могут	6	15
183	далеко не	9	15
184	о которых	6	15
185	которых мы	2	15
186	только на	13	15
187	в частности	5	15
188	в них	8	15
189	во всех	9	15
190	в результате	6	15
191	для него	2	15
192	и так	2	15
193	не можем	2	15
194	о котором	4	15
195	не просто	30	15
196	что на	4	14
197	это только	4	14
198	не то	4	14
199	должна быть	2	14
200	хотя бы	15	14
201	что всякое	2	14
202	по существу	2	14
203	с ним	4	14
204	есть только	16	14
205	прежде всего	17	14
206	эта теория	4	14
207	это есть	10	14
208	в области	8	14
209	того как	3	14
210	и той	4	14
211	при таком	2	14
212	бы в	3	14
213	этом отношении	2	14
214	в жизни	3	14
215	всяком случае	11	14
216	то время	2	14
217	или в	5	14
218	этих двух	2	14
219	но он	3	14
220	как он	4	13
221	речь идет	2	13
222	именно в	5	13
223	этот вопрос	2	13
224	отнюдь не	15	13
225	едва ли	10	13
226	со стороны	2	13
227	знаем что	2	13
228	в той	2	13
229	но если	6	12
230	по самому	3	12
231	и этот	4	12
232	того же	3	12
233	что этот	2	12
234	в нашей	3	12
235	в этих	7	12
236	в самой	3	12
237	их в	6	12
238	конце концов	11	12
239	сам по	7	12
240	ничего не	20	12
241	совершенно правильно	3	12
242	и очень	3	12
243	не менее	26	12
244	тогда когда	4	12
245	что не	8	12
246	и до	3	12
247	и может	2	12
248	например в	2	12
249	что эти	2	12
250	это в	3	12
251	и уже	4	12
252	об этом	10	12
253	и другое	3	12
254	что его	4	12
255	и с	12	12
256	как только	3	12
257	образом и	3	11
258	и поэтому	2	11
259	бы мы	5	11
260	он должен	2	11
261	были бы	2	11
262	так например	2	11
263	подобно тому	2	11
264	и заключается	2	11
265	не будет	11	11
266	утверждать что	2	11
267	ли это	2	11
268	думать что	2	11
269	мы никогда	3	11
270	мы могли	2	11
271	его в	9	11
272	по поводу	6	11
273	этой теории	4	11
274	была бы	2	11
275	но мы	3	11
276	с его	3	11
277	есть в	9	11
278	на этот	3	11
279	уже в	6	11
280	не было	7	11
281	конечно не	3	11
282	данном случае	10	10
283	в тех	2	10
284	в состоянии	2	10
285	в другом	2	10
286	что ни	3	10
287	только тогда	4	10
288	тому чтобы	2	10
289	это было	3	10
290	отличается от	2	10
291	не является	12	10
292	и их	4	10
293	но как	11	10
294	в их	7	10
295	совсем не	9	10
296	нам кажется	2	10
297	в данном	16	10
298	должно быть	3	10
299	смысл и	3	10
300	именно на	3	10
301	сами по	5	10
302	ее в	2	10
303	и от	3	10
304	мы в	4	10
305	бы не	4	9
306	вопрос о	4	9
307	тем самым	11	9
308	и следовательно	6	9
309	и ее	9	9
310	оказывается что	4	9
311	в силу	2	9
312	которое мы	2	9
313	мы хотим	3	9
314	и та	2	9
315	на его	2	9
316	том случае	2	9
317	и по	3	9
318	внимание на	4	9
319	думается что	2	9
320	мысль о	3	9
321	и наконец	3	9
322	но все	5	9
323	не есть	49	9
324	роль в	2	9
325	во внимание	2	9
326	если же	4	9
327	мы говорили	5	9
328	мы будем	3	9
329	заставляет нас	3	9
330	в действительности	5	9
331	о чем	11	9
332	в виде	20	9
333	но что	3	9
334	в чем	3	9
335	по своему	14	9
336	в него	3	9
337	по этому	6	9
338	точно так	7	9
339	можно сказать	9	9
340	образом что	2	9
341	которые не	5	9
342	это совершенно	6	9
343	по его	3	9
344	в нее	2	8
345	гораздо более	6	8
346	большей частью	5	8
347	этому поводу	5	8
348	что же	18	8
349	и во	4	8
350	кажется что	2	8
351	в такой	3	8
352	чтобы понять	3	8
353	и тот	2	8
354	стороны и	3	8
355	себе и	2	8
356	и более	4	8
357	в сознании	5	8
358	тем же	2	8
359	представление о	6	8
360	том как	2	8
361	бы и	5	8
362	о нем	3	8
363	в общем	5	8
364	он в	2	8
365	место в	2	8
366	содержания и	2	8
367	это значит	4	8
368	относится к	6	8
369	только то	6	8
370	больше чем	2	8
371	по преимуществу	4	8
372	и конечно	2	8
373	уже давно	7	8
374	к нему	5	8
375	и значение	4	8
376	ни на	5	8
377	и вообще	13	8
378	будто бы	4	8
379	меньше всего	3	8
380	этом смысле	8	8
381	она есть	5	7
382	не как	2	7
383	что здесь	4	7
384	бы его	3	7
385	себе не	3	7
386	для чего	2	7
387	же мы	4	7
388	одно из	2	7
389	больше и	2	7
390	от этого	2	7
391	для всех	3	7
392	к самому	2	7
393	или вернее	3	7
394	если это	2	7
395	здесь в	4	7
396	должны быть	2	7
397	именно то	4	7
398	связи с	8	7
399	только один	3	7
400	который он	2	7
401	того или	8	7
402	дело в	3	7
403	для нашей	3	7
404	отказаться от	2	7
405	нас в	4	7
406	которые мы	3	7
407	нашего исследования	5	7
408	что такое	23	7
409	есть как	2	7
410	все что	2	7
411	представляет собой	2	7
412	же в	5	7
413	в нашем	3	7
414	и при	4	7
415	есть нечто	13	7
416	и те	2	7
417	в качестве	3	7
418	но при	2	7
419	случае если	2	7
420	до тех	4	7
421	мысли и	2	7
422	как они	3	7
423	со всеми	2	7
424	к этой	2	7
425	на том	5	7
426	это то	4	7
427	не существует	12	7
428	совпадает с	2	7
429	в отношении	7	6
430	находятся в	2	6
431	в плане	2	6
432	нисколько не	3	6
433	то мы	2	6
434	тот кто	2	6
435	а только	9	6
436	или его	4	6
437	и без	6	6
438	а потому	2	6
439	за пределы	6	6
440	из самых	3	6
441	слова и	5	6
442	не все	4	6
443	тем не	25	6
444	иное как	5	6
445	что иное	5	6
446	есть по	6	6
447	на нее	2	6
448	от всех	2	6
449	оно не	6	6
450	или менее	7	6
451	друг к	2	6
452	только после	3	6
453	без всякого	5	6
454	даже в	2	6
455	она должна	3	6
456	которые в	4	6
457	что под	3	6
458	не потому	2	6
459	не что	5	6
460	каждый из	3	6
461	после этого	4	6
462	ничем не	2	6
463	и ни	7	6
464	для понимания	2	6
465	только с	3	6
466	тех пор	4	6
467	гораздо больше	2	6
468	у пушкина	2	6
469	от других	3	6
470	смысле слова	11	6
471	о его	2	6
472	он был	2	6
473	да и	11	6
474	или иного	6	6
475	то и	7	6
476	независимо от	2	6
477	значит что	6	6
478	всех этих	11	6
479	сама по	6	6
480	к другу	2	6
481	никто не	2	6
482	и которые	6	6
483	одного и	2	6
484	нами в	3	6
485	бы что	3	6
486	более или	7	6
487	уже не	9	6
488	к его	2	6
489	только как	2	6
490	говорить о	14	6
491	это мы	2	6
492	одного из	2	5
493	еще и	9	5
494	в область	3	5
495	нет никакой	3	5
496	не имеют	6	5
497	на эту	2	5
498	по тому	2	5
499	вернее сказать	3	5
500	столько же	2	5
501	и всегда	3	5
502	все равно	7	5
503	и чем	2	5
504	в других	5	5
505	между собой	5	5
506	значение и	7	5
507	и чтобы	3	5
508	если в	2	5
509	смысла и	2	5
510	то в	6	5
511	идет речь	2	5
512	и самый	3	5
513	и часто	2	5
514	и является	9	5
515	все они	2	5
516	только для	3	5
517	но даже	3	5
518	указывают на	2	5
519	мы получаем	3	5
520	учения о	3	5
521	им в	2	5
522	имеет никакого	2	5
523	таком случае	14	5
524	или что	3	5
525	всей этой	3	5
526	значит ли	2	5
527	не знает	4	5
528	бы то	2	5
529	тем и	3	5
530	наше внимание	2	5
531	этой области	5	5
532	или не	5	5
533	и эту	2	5
534	нас не	5	5
535	который мы	2	5
536	для такого	2	5
537	именно как	7	5
538	что всякий	7	5
539	это будет	2	5
540	мы находим	2	5
541	можно ли	9	5
542	и больше	2	5
543	во всей	4	5
544	и еще	3	5
545	хотя и	8	5
546	конечно в	2	5
547	но она	3	5
548	на одном	2	5
549	все другие	4	5
550	русском языке	2	5
551	то или	3	5
552	но еще	2	5
553	не значит	4	5
554	только о	8	5
555	и сам	3	5
556	он является	2	5
557	нет и	5	5
558	а то	2	5
559	в смысле	2	5
560	в эту	2	5
561	чтобы он	2	5
562	однако не	3	5
563	и тогда	2	5
564	ни одна	2	5
565	отношения к	2	5
566	к другим	2	4
567	само собой	3	4
568	должны были	3	4
569	уже с	4	4
570	также и	22	4
571	к своему	2	4
572	но по	2	4
573	может и	3	4
574	точном смысле	2	4
575	никак нельзя	5	4
576	для своего	3	4
577	нам в	3	4
578	сама собой	4	4
579	к сожалению	6	4
580	однако в	2	4
581	ли он	2	4
582	указанием на	2	4
583	в истории	6	4
584	в первом	2	4
585	дает нам	2	4
586	без всяких	2	4
587	это вовсе	3	4
588	только ее	2	4
589	значение в	4	4
590	в языке	13	4
591	не на	4	4
592	если оно	2	4
593	себе что	4	4
594	или как	4	4
595	чем больше	4	4
596	исследования мы	3	4
597	говоря мы	2	4
598	все еще	5	4
599	бы нам	2	4
600	с собой	3	4
601	и другим	2	4
602	что между	2	4
603	мы говорим	3	4
604	если не	6	4
605	находится в	2	4
606	говорят что	2	4
607	и того	5	4
608	или иное	2	4
609	разница между	2	4
610	с самой	2	4
611	самое же	3	4
612	одним и	3	4
613	ясно и	2	4
614	в понимании	2	4
615	в настоящее	17	4
616	но для	3	4
617	те или	3	4
618	в это	2	4
619	на один	2	4
620	является в	3	4
621	но эта	3	4
622	что может	4	4
623	его от	4	4
624	только потому	4	4
625	составляющих его	4	4
626	говорили выше	2	4
627	не знаем	3	4
628	с которой	3	4
629	настоящее время	17	4
630	здесь не	9	4
631	не для	3	4
632	в связи	7	4
633	если взять	2	4
634	от той	2	4
635	литературы и	5	4
636	с которыми	4	4
637	т е	2	4
638	с этими	4	4
639	нашего сознания	3	4
640	в пределах	2	4
641	без которого	4	4
642	перейти к	4	4
643	основана на	2	4
644	в корне	2	4
645	ничего общего	14	4
646	не о	7	3
647	которого он	2	3
648	ни о	8	3
649	ничего подобного	2	3
650	как же	6	3
651	все прочие	2	3
652	имеет и	3	3
653	но ведь	6	3
654	одним из	2	3
655	скажем что	2	3
656	нам о	3	3
657	нас на	2	3
658	учению о	2	3
659	для себя	9	3
660	вообще и	6	3
661	в комедии	2	3
662	от нас	6	3
663	с первого	2	3
664	общего с	10	3
665	что тут	4	3
666	этот акт	3	3
667	как именно	5	3
668	мы называем	2	3
669	естественно что	2	3
670	однако уже	2	3
671	всем этом	2	3
672	о самой	2	3
673	иметь в	5	3
674	у древних	3	3
675	со всем	2	3
676	как нечто	10	3
677	а есть	4	3
678	уже и	6	3
679	она является	3	3
680	имел в	2	3
681	и должно	2	3
682	как нам	2	3
683	а также	6	3
684	однако и	4	3
685	его как	2	3
686	и нет	2	3
687	мы считаем	3	3
688	в теории	4	3
689	и ничего	4	3
690	этого романа	2	3
691	чистом виде	4	3
692	на первый	5	3
693	кроме того	7	3
694	быть только	3	3
695	может считаться	2	3
696	или на	3	3
697	то он	3	3
698	свой смысл	3	3
699	из отдельных	2	3
700	очень много	3	3
701	мы еще	3	3
702	о самом	2	3
703	на почве	2	3
704	поскольку он	2	3
705	отношения между	2	3
706	о них	3	3
707	еще в	2	3
708	при построении	2	3
709	увидим ниже	2	3
710	ближе к	2	3
711	которой он	4	3
712	пока еще	12	3
713	не быть	2	3
714	теории и	4	3
715	но с	2	3
716	на что	3	3
717	и всю	2	3
718	мы и	8	3
719	что их	4	3
720	вопроса о	3	3
721	такого рода	20	3
722	сознании и	4	3
723	даже не	3	3
724	вишневый сад	3	3
725	является то	3	3
726	обратить внимание	3	3
727	для построения	3	3
728	как таковой	4	3
729	слово в	2	3
730	здесь нет	3	3
731	мере в	2	3
732	не больше	3	3
733	что нет	3	3
734	в отдельности	4	3
735	с такими	3	3
736	определенным образом	4	3
737	нет ничего	12	3
738	есть еще	3	3
739	и др	2	3
740	тем более	13	3
741	и многие	2	3
742	случае не	6	3
743	этом случае	6	3
744	на язык	2	3
745	и можно	3	3
746	это возможно	2	3
747	здесь как	3	3
748	которая является	2	3
749	под этим	4	3
750	он сам	2	3
751	только мы	2	3
752	мышления и	6	3
753	с другими	6	3
754	хотя в	3	3
755	как говорят	3	3
756	в таких	5	3
757	это обстоятельство	3	3
758	слова как	2	3
759	каждый раз	3	3
760	первый план	3	3
761	нами как	2	3
762	без всякой	7	3
763	но уже	9	3
764	во что	2	3
765	или иначе	7	3
766	быть и	5	3
767	он и	8	3
768	в каком-то	3	3
769	но когда	2	3
770	которое было	2	3
771	то на	4	3
772	и который	3	3
773	то ни	3	3
774	же и	4	3
775	для этой	2	2
776	очень трудно	3	2
777	другими словами	8	2
778	для нашего	3	2
779	сознание которое	2	2
780	не совпадает	2	2
781	в голове	2	2
782	хотелось бы	3	2
783	как ее	2	2
784	а потом	2	2
785	для которого	4	2
786	с историей	2	2
787	что бы	2	2
788	не хочет	3	2
789	он будет	2	2
790	или хотя	2	2
791	вещи как	4	2
792	и эстетики	3	2
793	следовательно и	3	2
794	бы оно	3	2
795	но именно	5	2
796	они должны	2	2
797	настоящей работы	4	2
798	в какой-то	3	2
799	относятся к	3	2
800	о двух	2	2
801	оказалось бы	2	2
802	не являются	8	2
803	ведь и	2	2
804	от всякого	2	2
805	требует от	2	2
806	каком случае	6	2
807	на этой	4	2
808	если угодно	2	2
809	с большим	2	2
810	а если	2	2
811	времени в	2	2
812	является для	3	2
813	слова то	3	2
814	для них	5	2
815	исследования в	2	2
816	до наших	3	2
817	ли что	2	2
818	переходит в	2	2
819	что многие	2	2
820	то с	9	2
821	тем или	4	2
822	сказать и	3	2
823	значительной мере	2	2
824	говорят о	2	2
825	как для	2	2
826	является только	3	2
827	не ее	2	2
828	на чем	2	2
829	художественный образ	9	2
830	и понятия	2	2
831	на всю	2	2
832	как такового	4	2
833	во многих	4	2
834	бы он	2	2
835	и времени	2	2
836	широкое и	2	2
837	можно только	2	2
838	закон и	3	2
839	действительности но	4	2
840	время не	2	2
841	в значительной	2	2
842	другим и	2	2
843	а может	3	2
844	иной раз	3	2
845	д и	4	2
846	все прочее	2	2
847	в условиях	2	2
848	что такая	2	2
849	между собою	9	2
850	понимать как	2	2
851	по крайней	8	2
852	было и	2	2
853	эти последние	2	2
854	различие в	3	2
855	уже на	3	2
856	с целью	4	2
857	самого же	2	2
858	вообще не	5	2
859	который является	2	2
860	это содержание	2	2
861	с понятием	3	2
862	или иных	2	2
863	отношение и	2	2
864	не вполне	4	2
865	в общей	2	2
866	собой все	2	2
867	бы дать	2	2
868	мы вовсе	2	2
869	в окончательном	2	2
870	не важно	2	2
871	и хочет	2	2
872	и должны	3	2
873	этих вещей	2	2
874	ни от	2	2
875	нами теории	3	2
876	но никак	2	2
877	и делает	3	2
878	друг другу	2	2
879	от которых	2	2
880	и вовсе	7	2
881	для всякого	2	2
882	указание на	6	2
883	другом случае	2	2
884	просто в	2	2
885	чтобы не	3	2
886	никакого отношения	2	2
887	или иной	8	2
888	содержанием и	2	2
889	крайней мере	8	2
890	сказали что	2	2
891	есть ли	2	2
892	не раз	2	2
893	просто на	3	2
894	не был	4	2
895	который бы	3	2
896	понятия и	2	2
897	слова это	2	2
898	есть то	5	2
899	во всякой	2	2
900	ведь это	4	2
901	совершенно неверно	3	2
902	тут же	3	2
903	в науке	4	2
904	следовательно в	2	2
905	не годится	2	2
906	философии и	4	2
907	и свою	2	2
908	на такие	2	2
909	даже и	18	2
910	только от	2	2
911	которого оно	2	2
912	и вы	2	2
913	между этими	2	2
914	чтобы оно	2	2
915	всегда есть	7	2
916	смысле и	2	2
917	мы встречаемся	2	2
918	чего он	3	2
919	чем мы	2	2
920	той или	10	2
921	необходимые для	2	2
922	имеет значение	3	2
923	мы сказали	2	2
924	не приходится	2	2
925	тех или	5	2
926	это нужно	2	2
927	вещи а	2	2
928	есть просто	2	2
929	понимать только	2	2
930	есть именно	7	2
931	как оно	3	2
932	необходимо чтобы	4	2
933	на свете	2	2
934	наша мысль	2	2
935	поэтому и	2	2
936	только все	2	2
937	предмета с	3	2
938	на возможность	2	2
939	мы конечно	3	2
940	входящих в	2	2
941	нельзя было	3	2
942	есть та	2	2
943	и всякое	2	2
944	они все	3	2
945	он есть	5	2
946	как о	4	2
947	ни его	5	2
948	свести все	2	2
949	нас сейчас	2	2
950	на тот	4	2
951	в литературе	4	2
952	говорили о	2	2
953	и искусства	5	2
954	для каждого	2	2
955	это отношение	3	2
956	мы возьмем	2	2
957	язык и	2	2
958	время и	2	2
959	это ясно	2	2
960	тут не	2	2
961	допустим что	2	2
962	был не	2	2
963	будь то	3	2
964	и значения	7	2
965	в разные	3	2
966	уже во	2	2
967	часто и	2	2
968	что было	2	2
969	так или	7	2
970	чем же	2	2
971	учение о	5	2
972	отражение в	2	2
973	и поэтический	2	2
974	а следовательно	2	2
