N	2gram	Vygotskiy_	FransuaR
108	там где	4	22
109	и других	4	22
110	тем что	12	22
111	вместе с	18	22
112	именно в	6	21
113	в своих	3	21
114	в себя	3	21
115	в качестве	25	21
116	что это	8	21
117	в отношении	14	21
118	ни в	12	21
119	одним из	6	21
120	и как	11	21
121	уже в	10	21
122	образов и	2	20
123	а также	6	20
124	этом отношении	9	20
125	в виду	4	20
126	с точки	11	20
127	самом деле	4	20
128	и это	7	20
129	в связи	9	20
130	в форме	2	19
131	того же	12	19
132	в дальнейшем	3	19
133	их в	6	19
134	во всем	7	19
135	хотя и	2	19
136	к этому	5	19
137	в эту	3	19
138	было бы	15	19
139	далеко не	2	19
140	с другой	11	19
141	с ее	5	19
142	связанные с	3	18
143	мы находим	3	18
144	со всеми	9	18
145	на этом	3	18
146	здесь не	2	18
147	но они	4	18
148	перед нами	15	18
149	одна из	2	18
150	существенную роль	2	18
151	связан с	2	18
152	в плане	2	17
153	числе и	3	17
154	для того	14	17
155	но все	4	17
156	того что	17	17
157	можно было	10	17
158	в результате	6	17
159	связана с	3	17
160	на его	5	17
161	такой же	4	17
162	а не	7	17
163	между тем	10	16
164	тот же	10	16
165	не подлежит	2	16
166	в свете	2	16
167	в начале	5	16
168	между ними	6	16
169	в другом	3	16
170	они не	4	16
171	с одной	8	16
172	и одновременно	3	16
173	одно из	2	15
174	в истории	9	15
175	еще в	2	15
176	в нашем	2	15
177	особенно в	2	15
178	как на	2	15
179	говорили что	3	15
180	а затем	4	15
181	с их	3	15
182	в которой	4	15
183	от всех	2	15
184	не мог	4	15
185	из этих	5	15
186	мы не	14	14
187	все что	4	14
188	по существу	4	14
189	слов и	5	14
190	и по	5	14
191	в чем	2	14
192	в котором	3	14
193	характер и	2	14
194	как он	8	13
195	отличие от	8	13
196	что все	2	13
197	на этой	7	13
198	в других	2	13
199	или в	4	13
200	с этим	6	13
201	бы в	5	13
202	в жизни	3	13
203	в мире	2	13
204	и сам	4	13
205	не на	2	13
206	и эта	4	13
207	его к	6	13
208	на все	2	13
209	в основном	6	13
210	только на	2	13
211	одной стороны	8	13
212	этот процесс	4	13
213	из всех	2	12
214	этот момент	4	12
215	не могут	5	12
216	начиная с	2	12
217	во всей	3	12
218	другом месте	3	12
219	менее всего	2	12
220	благодаря этому	7	12
221	те же	6	12
222	та же	3	12
223	по своей	12	12
224	главным образом	3	12
225	место в	3	12
226	можно сказать	2	12
227	о нем	2	12
228	другой стороны	5	12
229	об этом	2	12
230	но этот	2	12
231	все время	6	11
232	и более	4	11
233	зрения на	2	11
234	в свое	2	11
235	того как	5	11
236	формы и	3	11
237	уже не	3	11
238	и что	15	11
239	другими словами	3	11
240	слова и	8	11
241	в ряде	4	11
242	в течение	2	11
243	и особенно	4	11
244	и т.д	8	11
245	с ними	3	11
246	той или	2	11
247	что они	23	11
248	очень часто	4	11
249	в отличие	8	11
250	или иной	3	10
251	на котором	3	10
252	все остальные	2	10
253	на этот	5	10
254	поэтому в	3	10
255	в процессе	33	10
256	человека и	6	10
257	к тому	8	10
258	ту же	2	10
259	целый ряд	4	10
260	нас в	4	10
261	мы остановимся	2	10
262	им в	3	10
263	по отношению	4	10
264	к которому	6	10
265	где они	2	10
266	в целом	22	10
267	все его	2	10
268	не просто	3	10
269	свое время	2	9
270	эти формы	2	9
271	как известно	7	9
272	первый план	5	9
273	но как	4	9
274	как это	16	9
275	связано с	2	9
276	в основу	5	9
277	и то	9	9
278	отношению к	3	9
279	видим что	2	9
280	для нас	6	9
281	в тех	2	9
282	том же	3	9
283	что на	2	9
284	не имеет	3	9
285	в которых	3	9
286	же в	3	9
287	их с	3	9
288	конечно в	2	9
289	мы можем	13	9
290	о котором	2	9
291	но на	3	9
292	к жизни	2	9
293	с этой	6	8
294	так что	3	8
295	здесь мы	4	8
296	с тем	18	8
297	от этого	6	8
298	с самого	6	8
299	для этого	3	8
300	если бы	12	8
301	значение в	5	8
302	включает в	2	8
303	в другое	2	8
304	в него	4	8
305	на одном	2	8
306	мы увидим	4	8
307	как они	5	8
308	в совершенно	5	8
309	и при	3	8
310	более или	3	8
311	на первый	5	8
312	понятно что	3	8
313	видели что	4	8
314	или менее	5	8
315	не менее	8	8
316	речи и	11	8
317	и те	3	8
318	тому же	6	8
319	то время	5	8
320	к этим	2	7
321	связанное с	2	7
322	а как	2	7
323	сомнению что	2	7
324	не как	3	7
325	и часто	2	7
326	себе и	2	7
327	связи и	4	7
328	что у	3	7
329	в свою	4	7
330	тому как	2	7
331	мы говорили	5	7
332	мы будем	4	7
333	на том	3	7
334	одного из	3	7
335	никакому сомнению	2	7
336	по этому	6	7
337	в виде	4	7
338	во всяком	10	7
339	из которых	6	7
340	в таком	4	7
341	был бы	2	7
342	в развитии	46	7
343	на него	2	7
344	нас не	2	7
345	своего развития	9	7
346	в новое	2	7
347	что по	2	7
348	же и	2	7
349	для всего	2	6
350	что здесь	2	6
351	такого рода	7	6
352	свою очередь	3	6
353	у них	3	6
354	мы знаем	10	6
355	смысле слова	5	6
356	видит в	2	6
357	исторического развития	2	6
358	момента в	2	6
359	и тот	6	6
360	как у	2	6
361	входит в	7	6
362	что эта	2	6
363	или даже	2	6
364	не дает	2	6
365	ее в	2	6
366	могут быть	9	6
367	для них	3	6
368	свое значение	2	6
369	что она	7	6
370	мы наблюдаем	3	6
371	представления о	2	6
372	и которые	5	6
373	и обратно	2	6
374	друг друга	7	6
375	и эти	2	6
376	но по	3	6
377	в один	4	6
378	самого начала	6	6
379	этого слова	13	6
380	уже и	5	6
381	его развития	3	6
382	не могли	3	6
383	хотя бы	2	6
384	и слово	3	6
385	в языке	3	6
386	от того	8	6
387	с таким	4	6
388	как она	4	6
389	находится в	4	6
390	тем же	8	6
391	которые в	5	6
392	тех же	2	6
393	в корне	2	6
394	не столько	4	6
395	таким же	4	6
396	тем самым	6	5
397	тогда когда	10	5
398	вступают в	2	5
399	нисколько не	3	5
400	которую он	2	5
401	тем более	2	5
402	друг с	10	5
403	нами выше	3	5
404	но только	3	5
405	на отдельные	2	5
406	в историческом	2	5
407	когда он	5	5
408	в другой	2	5
409	значения и	6	5
410	не является	13	5
411	подлежит никакому	2	5
412	что мы	18	5
413	смысле но	2	5
414	чем в	4	5
415	для его	2	5
416	каждый из	2	5
417	ничем не	2	5
418	с другими	3	5
419	с другом	10	5
420	с нею	2	5
421	и когда	3	5
422	что слово	6	5
423	имеет в	2	5
424	как например	2	5
425	этого процесса	10	5
426	должно быть	3	5
427	словом и	3	5
428	ко всем	2	5
429	должен был	2	5
430	одного и	5	5
431	ни было	2	5
432	сравнению с	4	5
433	этого явления	3	5
434	слова в	8	5
435	если мы	12	5
436	бы и	2	5
437	которых он	2	5
438	всяком случае	10	5
439	в человеческом	2	5
440	и только	4	5
441	же самое	9	5
442	в слове	3	5
443	связанной с	2	5
444	на основе	29	5
445	от его	2	5
446	на место	2	5
447	со всей	5	5
448	во многих	3	5
449	по сравнению	6	5
450	в собственном	12	5
451	вообще не	3	5
452	между этими	2	5
453	не во	2	5
454	видеть в	4	5
455	то в	3	5
456	слово в	4	5
457	он так	2	5
458	вообще в	2	5
459	же как	10	5
460	мы в	3	5
461	независимо от	5	5
462	мы имеем	6	5
463	больше чем	2	5
464	на то	7	5
465	и речи	27	5
466	в область	2	4
467	говорит об	2	4
468	в каждом	2	4
469	с более	2	4
470	значение для	4	4
471	мы узнаем	2	4
472	форме в	2	4
473	что этот	2	4
474	такое же	2	4
475	в известном	6	4
476	речи как	4	4
477	когда они	2	4
478	но если	2	4
479	эти последние	2	4
480	значение как	3	4
481	на которой	2	4
482	увидим дальше	2	4
483	которой он	2	4
484	самый характер	2	4
485	говоря о	2	4
486	одной и	6	4
487	говорит он	8	4
488	дело с	3	4
489	часто в	2	4
490	что эти	4	4
491	они являются	8	4
492	и отдельных	2	4
493	животных и	5	4
494	также в	2	4
495	при всем	2	4
496	заключается в	22	4
497	что такие	2	4
498	но для	2	4
499	связь между	7	4
500	отражение в	2	4
501	что уже	3	4
502	это явление	2	4
503	находит свое	2	4
504	даны в	3	4
505	при анализе	2	4
506	же не	3	4
507	который в	4	4
508	одно и	7	4
509	только и	2	4
510	в чисто	2	4
511	однако и	2	4
512	в наши	2	4
513	которых мы	2	4
514	различные формы	2	4
515	оно не	3	4
516	этот вопрос	5	4
517	этих последних	2	4
518	только не	2	4
519	внимание на	4	4
520	имеет дело	2	4
521	один и	6	4
522	он начинает	2	4
523	мы и	4	4
524	в действительности	3	4
525	если в	3	4
526	в игре	2	4
527	и тем	8	4
528	которым он	2	4
529	и различные	2	4
530	когда в	3	4
531	и той	7	4
532	бы ни	2	4
533	к ней	2	4
534	эти три	2	4
535	нами в	4	4
536	не по	2	4
537	обратимся к	4	4
538	и значение	2	4
539	ни на	3	4
540	новых и	2	4
541	в смысле	9	4
542	по себе	11	4
543	собственном смысле	12	4
544	в каком	3	3
545	в речи	4	3
546	которого он	2	3
547	друг от	2	3
548	относятся к	4	3
549	смысле этого	10	3
550	классической форме	3	3
551	не бывает	2	3
552	и другим	2	3
553	именно с	2	3
554	вопрос об	2	3
555	т.е в	2	3
556	которая не	5	3
557	не что	2	3
558	известно что	2	3
559	в наших	2	3
560	что иное	2	3
561	материал и	2	3
562	речевого общения	5	3
563	к одной	3	3
564	он находит	2	3
565	это тот	2	3
566	от друга	2	3
567	и того	5	3
568	также не	2	3
569	указывает на	3	3
570	собой и	2	3
571	для других	2	3
572	тому что	3	3
573	которым мы	2	3
574	не знаем	2	3
575	говорит и	2	3
576	выступает в	3	3
577	видим таким	5	3
578	и совершенно	2	3
579	на другой	2	3
580	есть еще	2	3
581	для обозначения	4	3
582	имеет место	4	3
583	они могут	3	3
584	с ней	4	3
585	бы к	2	3
586	дает в	2	3
587	из нее	2	3
588	в первый	2	3
589	между отдельными	6	3
590	время как	5	3
591	основе этого	4	3
592	стороны он	2	3
593	ключ к	5	3
594	всякий раз	2	3
595	в живом	3	3
596	метод в	2	3
597	стадии своего	3	3
598	к одному	10	3
599	из того	4	3
600	по форме	2	3
601	иное как	2	3
602	в силу	9	3
603	наряду с	3	3
604	в следующем	4	3
605	между собой	15	3
606	а с	4	3
607	вперед по	2	3
608	и другими	2	3
609	связи со	2	3
610	не будет	2	3
611	между двумя	3	3
612	содержит в	2	3
613	противоречии с	2	3
614	они стали	2	3
615	нашего исследования	2	3
616	том чтобы	2	3
617	и благодаря	2	3
618	развития и	2	3
619	которую мы	5	3
620	в общей	2	3
621	является не	6	3
622	ясно что	4	3
623	все более	2	3
624	связь и	2	3
625	этом смысле	7	3
626	остается в	2	3
627	иначе чем	2	3
628	чтобы они	2	3
629	в глаза	2	3
630	всех форм	2	3
631	что именно	3	3
632	может стать	2	3
633	на две	2	3
634	тем как	4	3
635	на которых	3	3
636	дальнейшего развития	2	3
637	людей с	2	3
638	что каждый	2	3
639	становится возможным	5	3
640	что с	8	3
641	и может	4	3
642	же точно	4	3
643	и мы	2	3
644	и тогда	2	3
645	которые не	5	3
646	указывает что	3	3
647	снизу вверх	2	3
648	следовательно не	2	3
649	речи в	7	3
650	из основных	3	3
651	основе их	7	3
652	не есть	5	3
653	т.е с	2	3
654	именно это	3	3
655	приводит к	5	3
656	так чтобы	2	3
657	при помощи	3	2
658	мы должны	15	2
659	в построении	2	2
660	действия и	2	2
661	не больше	2	2
662	различие между	2	2
663	функции в	2	2
664	и поэтому	4	2
665	бы мы	2	2
666	в резком	2	2
667	то мы	2	2
668	никак нельзя	2	2
669	развития в	4	2
670	в стороне	2	2
671	этом же	2	2
672	внешней и	3	2
673	этому поводу	4	2
674	для развития	5	2
675	каждый предмет	2	2
676	в реальном	3	2
677	форме и	2	2
678	возникновения и	2	2
679	ключом к	4	2
680	известном смысле	2	2
681	же этот	2	2
682	общее значение	2	2
683	бы быть	2	2
684	их уже	2	2
685	переход от	5	2
686	этих представлений	3	2
687	между словом	3	2
688	линии развития	3	2
689	участвуют в	3	2
690	которой можно	2	2
691	к той	2	2
692	формы в	3	2
693	похожие на	2	2
694	это так	2	2
695	и снова	4	2
696	в настоящем	2	2
697	же что	2	2
698	это же	2	2
699	одним и	5	2
700	тем и	5	2
701	все виды	2	2
702	случае в	2	2
703	вслед за	4	2
704	долгое время	2	2
705	с которыми	4	2
706	значительно позже	2	2
707	и характер	2	2
708	так называемая	4	2
709	понятий в	10	2
710	речь не	4	2
711	речь идет	4	2
712	говорили выше	4	2
713	речь и	4	2
714	быть может	2	2
715	мы его	2	2
716	в готовом	3	2
717	можно ли	2	2
718	в такой	3	2
719	с теми	2	2
720	этих моментов	2	2
721	сложный и	2	2
722	что каждая	2	2
723	помощью которого	5	2
724	одном и	3	2
725	что если	3	2
726	речи мы	5	2
727	и мышления	4	2
728	сходство с	4	2
729	в животном	7	2
730	же по	2	2
731	слова с	2	2
732	это положение	6	2
733	и внутренней	4	2
734	в какой	5	2
735	как с	4	2
736	бы неправильно	2	2
737	свою силу	2	2
738	мог бы	5	2
739	с в	2	2
740	совпадает с	7	2
741	говорит сам	2	2
742	образом что	6	2
743	является по	2	2
744	и развития	3	2
745	в первую	2	2
746	для человека	2	2
747	всеми своими	2	2
748	вообще и	2	2
749	теми или	2	2
750	в другую	3	2
751	не являются	4	2
752	общего с	3	2
753	мы называем	4	2
754	самое название	2	2
755	своей речи	2	2
756	они действительно	3	2
757	в ход	5	2
758	совершенно так	2	2
759	в нашей	4	2
760	и рядом	2	2
761	что вся	2	2
762	только к	2	2
763	в обоих	2	2
764	отличается от	5	2
765	же образом	2	2
766	пути к	3	2
767	мы полагаем	2	2
768	встречается в	5	2
769	или как	2	2
770	огромное значение	3	2
771	или иными	2	2
772	говорит не	3	2
773	понятия и	8	2
774	из одной	2	2
775	внутреннее противоречие	2	2
776	полагает что	2	2
777	оба эти	5	2
778	лежащие в	2	2
779	сам по	2	2
780	только после	2	2
781	образом как	2	2
782	эпоху в	2	2
783	от чисто	2	2
784	многих других	3	2
785	в конечном	2	2
786	всеми другими	2	2
787	по характеру	2	2
788	с нашей	4	2
789	которые мы	3	2
790	на которые	3	2
791	достаточно вспомнить	2	2
792	в сложном	2	2
793	встречаются в	3	2
794	самое слово	2	2
795	не можем	4	2
796	ступени развития	7	2
797	те формы	2	2
798	резком противоречии	2	2
799	помощью которых	8	2
800	что оно	8	2
801	и вместе	2	2
802	ближе всего	3	2
803	почти исключительно	2	2
804	этом случае	4	2
805	поэтому мы	2	2
806	некоторое время	2	2
807	этого момента	2	2
808	мышления и	39	2
809	процессе развития	3	2
810	проявляются в	2	2
811	это значение	2	2
812	которое мы	2	2
813	новые и	2	2
814	уже у	2	2
815	и является	2	2
816	оно может	2	2
817	что при	3	2
818	в так	2	2
819	что еще	2	2
820	смысле и	2	2
821	от внешней	3	2
822	ничего общего	4	2
823	в границах	2	2
824	бы что	4	2
825	и связь	2	2
826	сейчас в	2	2
827	со словом	2	2
828	однако не	3	2
