N	2gram	Bakhtin_Pr	FransuaR
379	нем и	2	4
380	не входит	10	4
381	со всех	2	4
382	всех сторон	2	4
383	единство и	2	4
384	в культуре	2	4
385	нами в	2	4
386	и значение	2	4
387	она не	2	3
388	сказать и	3	3
389	в художественном	20	3
390	материал и	2	3
391	чем не	2	3
392	ни к	2	3
393	место и	2	3
394	чтобы стать	4	3
395	не всегда	6	3
396	в современной	2	3
397	в поэзии	9	3
398	и мир	2	3
399	бы то	3	3
400	имеет место	5	3
401	вследствие этого	3	3
402	лишь как	4	3
403	человек в	2	3
404	чтобы его	2	3
405	слова но	3	3
406	как чисто	2	3
407	для нее	8	3
408	как форма	7	3
409	и другими	3	3
410	то ни	3	3
411	на материале	3	3
412	именно поэтому	2	3
413	слово и	2	3
414	это касается	2	3
415	нашем примере	2	3
416	которую мы	3	3
417	характера и	2	3
418	ясно что	3	3
419	связь и	2	3
420	этом смысле	3	3
421	все стороны	2	3
422	момент как	4	3
423	может стать	3	3
424	тем как	5	3
425	и события	2	3
426	действительности в	2	3
427	себя самого	4	3
428	следовательно не	2	3
429	не есть	6	3
430	в эстетике	2	3
431	приводит к	3	3
432	здесь совершенно	3	3
433	в лучшем	2	3
434	природы и	3	3
435	целом в	2	3
436	мы должны	2	2
437	не больше	3	2
438	и духовного	2	2
439	с самим	2	2
440	иногда и	3	2
441	а только	2	2
442	произведение в	6	2
443	события так	2	2
444	форме и	2	2
445	и должна	3	2
446	и завершается	2	2
447	вне ее	2	2
448	за его	3	2
449	есть чисто	6	2
450	ибо в	2	2
451	можно определить	2	2
452	произведение и	3	2
453	случаев не	2	2
454	же самом	2	2
455	может и	4	2
456	и должны	2	2
457	художественное творчество	7	2
458	в двух	2	2
459	существенным моментом	2	2
460	где оно	2	2
461	слова с	2	2
462	в какой	2	2
463	тенденцию к	2	2
464	себя свою	2	2
465	момент не	3	2
466	это отношение	2	2
467	совпадает с	2	2
468	его тела	2	2
469	от ее	2	2
470	может иметь	5	2
471	завершение в	2	2
472	определить как	2	2
473	должны быть	4	2
474	можем сказать	2	2
475	в нашей	2	2
476	отличается от	2	2
477	но лишь	2	2
478	или точнее	2	2
479	или как	3	2
480	всех своих	2	2
481	с совершенно	2	2
482	на почве	3	2
483	не более	2	2
484	от чисто	2	2
485	не обходится	2	2
486	в конечном	4	2
487	но зато	2	2
488	языка для	2	2
489	все и	2	2
490	в единстве	12	2
491	подхода к	2	2
492	лишь там	2	2
493	не можем	2	2
494	что оно	2	2
495	случае не	2	2
496	не все	2	2
497	художественном творчестве	10	2
498	конечном счете	4	2
499	нему и	2	2
500	произведения но	2	2
501	в коем	2	2
502	как только	3	2
503	творчество и	3	2
504	не с	4	2
505	оно может	2	2
506	коем случае	2	2
507	и сравнение	2	2
508	есть его	3	2
509	и художественное	2	2
510	только как	6	2
511	языка в	3	2
512	и художественно	2	2
513	со словом	5	2
