N	2gram	Vygotskiy_	slovoVRo
121	еще более	2	7
122	с которым	2	7
123	жизни и	6	7
124	не было	4	7
125	в таком	6	7
126	кроме того	2	7
127	во всем	2	7
128	мы уже	12	7
129	даже в	2	6
130	ничего не	4	6
131	как к	6	6
132	роль в	2	6
133	на этом	6	6
134	бы и	2	6
135	одновременно и	3	6
136	что в	36	6
137	поэтического стиля	2	6
138	ни в	6	6
139	дело с	5	6
140	в качестве	2	6
141	можно сказать	2	6
142	автор не	2	6
143	другой стороны	5	6
144	лежит в	4	6
145	говорить о	3	6
146	и там	2	6
147	и здесь	9	6
148	хотя бы	3	6
149	он в	3	6
150	именно в	3	6
151	романе в	2	6
152	в свою	6	6
153	по себе	5	6
154	в одном	9	6
155	слов и	2	6
156	по своим	2	6
157	между тем	10	6
158	только на	3	5
159	а вовсе	2	5
160	мы не	7	5
161	и по	2	5
162	почти всегда	3	5
163	должен быть	4	5
164	для этого	9	5
165	в данном	5	5
166	в результате	3	5
167	и может	5	5
168	не является	2	5
169	для того	18	5
170	должна быть	5	5
171	и более	4	5
172	не с	2	5
173	они не	2	5
174	о том	17	5
175	к его	2	5
176	той же	6	5
177	имеет дело	2	5
178	но он	5	5
179	вместе с	10	5
180	очень трудно	2	4
181	для всех	2	4
182	так же	12	4
183	но как	3	4
184	и ее	4	4
185	а на	2	4
186	и формы	2	4
187	в другом	6	4
188	и самая	2	4
189	что и	7	4
190	в виду	6	4
191	что он	23	4
192	он должен	2	4
193	свою очередь	3	4
194	в виде	5	4
195	в частности	3	4
196	от других	2	4
197	того что	9	4
198	мы видели	7	4
199	до сих	7	4
200	лучшем случае	2	4
201	с другом	2	4
202	очень легко	7	4
203	те же	2	4
204	именно как	3	4
205	в чем	3	4
206	что оно	5	4
207	тогда когда	2	4
208	точном смысле	3	4
209	того чтобы	21	4
210	ли он	4	4
211	поэзии и	3	4
212	одним словом	2	4
213	и во	3	4
214	из одного	3	4
215	же как	3	4
216	в точном	2	4
217	одно и	4	4
218	характер и	2	4
219	с этими	2	4
220	и дальше	3	4
221	но это	6	4
222	дело не	3	4
223	в которой	8	4
224	мы найдем	2	4
225	и как	10	4
226	если бы	22	4
227	с этой	5	4
228	со всеми	2	4
229	и о	6	4
230	или как	2	4
231	сих пор	6	4
232	к тому	18	4
233	друг с	2	4
234	эти слова	5	4
235	своими словами	2	4
236	он может	2	4
237	есть как	2	4
238	из них	10	4
239	в лучшем	2	4
240	из этого	10	4
241	и уже	5	4
242	из него	4	4
243	в некоторых	2	4
244	как только	4	4
245	именно на	3	4
246	отношения к	3	4
247	по существу	4	4
248	как раз	14	4
249	евгении онегине	2	3
250	данном случае	5	3
251	в нее	3	3
252	и заставляет	3	3
253	нисколько не	3	3
254	еще раз	3	3
255	материал и	2	3
256	но эта	3	3
257	как это	13	3
258	и где	2	3
259	в такой	5	3
260	тому что	10	3
261	и без	2	3
262	и те	2	3
263	в евгении	2	3
264	человеке и	2	3
265	от этой	2	3
266	между собой	2	3
267	на все	2	3
268	и до	4	3
269	было бы	22	3
270	в первом	3	3
271	этого слова	5	3
272	конечно в	3	3
273	и то	10	3
274	на всю	2	3
275	даны в	3	3
276	или иного	2	3
277	к этому	5	3
278	того или	2	3
279	из этих	6	3
280	однако и	3	3
281	от этого	4	3
282	если она	2	3
283	это было	4	3
284	отличается от	2	3
285	на него	3	3
286	как если	3	3
287	тем что	7	3
288	и другие	3	3
289	такой же	2	3
290	нами в	3	3
291	смысл и	8	3
292	силы и	3	3
293	которых мы	6	3
294	рассказ в	4	3
295	за ней	2	3
296	этими двумя	2	3
297	где она	3	3
298	материала и	2	3
299	в этой	20	3
300	потому что	26	3
301	все что	2	3
302	целый ряд	6	3
303	если мы	19	3
304	и это	13	3
305	из себя	3	3
306	в эту	2	3
307	с таким	4	3
308	не знаем	2	3
309	мы говорили	3	3
310	и тем	4	3
311	и остается	2	3
312	тем и	2	3
313	на самом	3	2
314	или во	2	2
315	о которых	10	2
316	из всех	3	2
317	заставляет его	3	2
318	но мы	4	2
319	слова а	2	2
320	она может	4	2
321	есть только	3	2
322	параллельно с	3	2
323	самый этот	3	2
324	материалом для	2	2
325	без всяких	3	2
326	к себе	2	2
327	и есть	3	2
328	есть не	2	2
329	слов в	2	2
330	и эти	2	2
331	это и	4	2
332	факт что	3	2
333	как он	2	2
334	ни одной	2	2
335	у них	2	2
336	и вся	2	2
337	так что	10	2
338	но по	2	2
339	в один	4	2
340	есть в	3	2
341	самого начала	10	2
342	бы его	2	2
343	в прямом	2	2
344	а с	4	2
345	то что	61	2
346	по своему	6	2
347	никак нельзя	2	2
348	эти три	2	2
349	что все	10	2
350	на которую	2	2
351	одного из	2	2
352	только не	3	2
353	с самого	10	2
354	к ним	3	2
355	борьбу с	4	2
356	при анализе	2	2
357	или его	3	2
358	могли бы	6	2
359	в сторону	2	2
360	связь с	5	2
361	дело идет	2	2
362	к действительности	3	2
363	этой точки	2	2
364	не могла	2	2
365	на самой	2	2
366	и та	3	2
367	от действительности	4	2
368	себя как	3	2
369	в основу	2	2
370	действительно не	3	2
371	что не	5	2
372	место в	6	2
373	двух планах	5	2
374	в ее	9	2
375	когда она	4	2
376	вступить в	2	2
377	мы видим	15	2
378	и самый	2	2
379	только как	2	2
380	не один	2	2
381	что они	9	2
382	указать на	3	2
383	был бы	4	2
384	в драме	2	2
385	во всей	3	2
386	человеком и	3	2
387	для анализа	2	2
388	в двух	11	2
389	и другими	2	2
390	для автора	2	2
391	того как	4	2
392	очень часто	2	2
393	тот факт	3	2
394	все то	15	2
395	с которыми	2	2
396	время как	6	2
397	иметь дело	3	2
398	и между	4	2
399	приходится иметь	2	2
400	с такими	2	2
401	то и	3	2
402	утверждать что	2	2
403	независимо от	2	2
404	дело и	3	2
405	и что	29	2
406	время в	5	2
407	вводится в	2	2
408	можно было	7	2
409	и эта	3	2
410	бы быть	2	2
411	что она	34	2
412	свой смысл	2	2
413	при таком	4	2
414	та же	6	2
415	же в	2	2
416	он был	3	2
417	на возможность	2	2
418	автора в	2	2
419	и той	4	2
420	значение имеет	2	2
421	об этом	4	2
422	и которые	3	2
423	они как	2	2
424	в жизни	6	2
425	ее с	5	2
426	у нас	4	2
427	совершенно не	8	2
428	как у	2	2
429	без всякой	2	2
430	в течение	5	2
431	действующих лиц	6	2
432	к ней	3	2
433	но они	2	2
434	мы можем	12	2
435	в какой	8	2
436	не можем	4	2
437	заключается в	13	2
438	том и	3	2
439	как известно	2	2
440	есть все	2	2
441	на то	25	2
442	что для	6	2
443	мы увидим	14	2
444	столь же	5	2
445	такое понимание	2	2
446	в котором	7	2
447	в своих	6	2
448	или иначе	2	2
449	как с	2	2
450	главным образом	6	2
451	и одновременно	2	2
452	и она	4	2
453	материала в	3	2
454	дано в	4	2
455	несмотря на	7	2
456	смысл его	2	2
457	он весь	2	2
458	и затем	3	2
459	своим собственным	2	2
460	мы все	6	2
461	уже говорили	4	2
462	то время	4	2
463	этот второй	3	2
464	не просто	7	2
465	что как	4	2
466	и только	8	2
467	друг другу	2	2
468	не к	5	2
469	плана в	4	2
470	такой степени	3	2
471	однако не	3	2
