N	2gram	Tiupa_Hudo	Psycholo
392	во времени	4	2
393	жизни в	2	2
394	для которого	2	2
395	на свою	2	2
396	к более	2	2
397	в стихотворении	3	2
398	к герою	2	2
399	своей жизни	2	2
400	в структуре	3	2
401	рассказ о	2	2
402	как уже	3	2
403	в повести	2	2
404	времени в	2	2
405	во втором	4	2
406	в данный	2	2
407	для автора	3	2
408	своей природе	2	2
409	тем или	2	2
410	во внешнем	2	2
411	эстетического объекта	4	2
412	литературного произведения	13	2
413	читателя в	3	2
414	сводятся к	3	2
415	ту или	2	2
416	в значительной	2	2
417	другим и	2	2
418	но во	2	2
419	художественного восприятия	4	2
420	было и	2	2
421	или иных	2	2
422	не вполне	2	2
423	жизни как	4	2
424	к содержанию	3	2
425	чтобы не	2	2
426	или иной	9	2
427	по своей	7	2
428	и т.д	4	2
429	не от	2	2
430	не всегда	2	2
431	истории литературы	2	2
432	говоря и	2	2
433	и некоторые	2	2
434	той или	5	2
435	тех или	2	2
436	еще один	2	2
437	введено в	2	2
438	порядок в	3	2
439	при чтении	2	2
440	и одновременно	5	2
441	о себе	2	2
442	вследствие этого	2	2
443	а для	2	2
444	ведет к	2	2
445	русской литературе	2	2
446	в литературе	2	2
447	ни для	2	2
448	это отношение	3	2
449	не сумеет	2	2
450	или иным	4	2
451	об искусстве	2	2
452	в европейской	2	2
453	данный момент	2	2
454	так или	4	2
455	может оказаться	2	2
456	первой части	2	2
457	как система	2	2
