N	2gram	Losev_Dial	Myslijsy
197	мы говорим	4	10
198	хотя бы	9	10
199	духа и	2	10
200	если же	8	10
201	слово в	2	10
202	одной и	4	10
203	по которому	3	10
204	тому что	5	10
205	тех пор	3	10
206	так в	2	10
207	находится в	2	10
208	мы видим	4	10
209	и от	4	10
210	и мы	6	10
211	не от	2	10
212	бы в	5	10
213	и другое	2	10
214	он не	8	10
215	если мы	5	10
216	и с	10	10
217	то время	6	10
218	и есть	24	10
219	вопрос о	9	9
220	таком случае	11	9
221	но оно	2	9
222	не будет	5	9
223	то не	2	9
224	никто не	4	9
225	это было	5	9
226	и даже	21	9
227	в сравнении	6	9
228	известно что	4	9
229	себе не	3	9
230	и о	9	9
231	только от	2	9
232	с точки	25	9
233	от нее	3	9
234	самом деле	7	9
235	можно сказать	5	9
236	что она	13	9
237	чувство и	2	9
238	на самом	2	8
239	то мы	3	8
240	при помощи	6	8
241	что даже	2	8
242	одно и	6	8
243	что они	2	8
244	все равно	5	8
245	их в	2	8
246	именно в	5	8
247	только не	10	8
248	во всем	5	8
249	помнить что	2	8
250	говоря о	3	8
251	была бы	5	8
252	и той	4	8
253	с ними	3	8
254	и тогда	6	8
255	по его	2	8
256	от одного	2	8
257	что есть	6	8
258	говорить о	13	8
259	перестает быть	2	8
260	или в	4	8
261	не имеют	2	7
262	для себя	2	7
263	а как	2	7
264	на основании	3	7
265	она не	10	7
266	и та	4	7
267	и во	3	7
268	себя и	3	7
269	место в	2	7
270	или не	10	7
271	все эти	4	7
272	в собственном	3	7
273	за пределы	3	7
274	превращается в	6	7
275	с этой	7	7
276	что у	2	7
277	в своих	3	7
278	в другой	2	7
279	но что	11	7
280	все в	3	7
281	но как	3	7
282	что именно	10	7
283	не всегда	3	7
284	в разных	2	7
285	на котором	2	7
286	самое слово	2	7
287	на себе	4	7
288	даже и	9	7
289	было в	2	7
290	в данном	6	7
291	бы и	2	7
292	к этому	3	7
293	о котором	4	7
294	сама по	11	7
295	в жизни	4	7
296	не существует	10	7
297	допустим что	16	7
298	несмотря на	2	7
299	есть явление	6	6
300	его на	3	6
301	но если	11	6
302	в виду	12	6
303	как он	4	6
304	в один	2	6
305	она есть	17	6
306	в ее	5	6
307	в своей	4	6
308	не имеем	3	6
309	должна быть	11	6
310	в этой	3	6
311	вопрос об	3	6
312	без слова	2	6
313	никак не	3	6
314	в мире	2	6
315	при таком	2	6
316	у нас	7	6
317	прежде чем	2	6
318	то тем	2	6
319	оно есть	4	6
320	и к	5	6
321	понятия и	2	6
322	в их	2	6
323	в виде	11	6
324	его не	3	6
325	это будет	6	6
326	сознание и	4	6
327	что с	2	6
328	в сущности	10	6
329	нас в	3	6
330	да и	4	6
331	показывает что	4	6
332	есть то	9	6
333	как например	2	6
334	об этом	8	6
335	от другого	2	6
336	а именно	7	6
337	что его	5	6
338	заключается в	3	6
339	но на	2	6
340	мог бы	2	6
341	жизни и	8	6
342	и уже	5	6
343	ничего общего	2	6
344	же и	2	6
345	у него	2	6
346	мы уже	6	6
347	и сами	2	6
348	но он	3	6
349	из того	2	5
350	в процессе	2	5
351	или нет	8	5
352	но даже	4	5
353	уже по	3	5
354	были бы	2	5
355	от своего	2	5
356	как же	9	5
357	они не	3	5
358	природы в	2	5
359	не говоря	6	5
360	уже и	3	5
361	одна из	4	5
362	можно только	5	5
363	нет ничего	14	5
364	себе а	2	5
365	как не	4	5
366	с другим	2	5
367	но только	7	5
368	если это	2	5
369	этих последних	3	5
370	во внимание	5	5
371	чем в	2	5
372	перед нами	5	5
373	понятие о	2	5
374	виду что	2	5
375	а это	2	5
376	и у	3	5
377	этого не	2	5
378	не видно	2	5
379	есть еще	4	5
380	бы только	3	5
381	мы имеем	3	5
382	сравнении с	5	5
383	в течение	4	5
384	время как	6	5
385	и здесь	3	5
386	есть всегда	9	5
387	субъекта и	5	5
388	можно назвать	3	5
389	к другому	2	5
390	конечно не	6	5
391	природы и	4	5
392	следовательно и	2	4
393	данном случае	3	4
394	скажем что	2	4
395	в понятии	2	4
396	иное как	6	4
397	у человека	2	4
398	не что	6	4
399	от этого	5	4
400	но так	2	4
401	есть известное	2	4
402	как именно	2	4
403	отлично от	7	4
404	от своих	2	4
405	как нечто	2	4
406	то ни	4	4
407	не на	7	4
408	был бы	2	4
409	и они	3	4
410	будет ли	5	4
411	иметь в	3	4
412	его как	6	4
413	но совершенно	2	4
414	та же	5	4
415	если оно	4	4
416	что иное	6	4
417	себе что	2	4
418	я говорю	2	4
419	не мог	3	4
420	он может	2	4
421	ни в	20	4
422	и объекта	4	4
423	что бы	2	4
424	это так	2	4
425	собственно говоря	5	4
426	равно как	2	4
427	из этого	3	4
428	не вполне	2	4
429	на что	2	4
430	чтобы не	4	4
431	он должен	3	4
432	ничего не	29	4
433	от всего	6	4
434	не потому	2	4
435	свободы и	4	4
436	и необходимости	5	4
437	есть и	14	4
438	душе и	2	4
439	в науке	3	4
440	не зная	2	4
441	не знает	4	4
442	по своему	2	4
443	мы только	3	4
444	одна и	3	4
445	или по	4	4
446	все его	2	4
447	этой точки	4	4
448	чего не	7	4
449	тела и	3	4
450	мы находим	5	4
451	на них	2	4
452	в связи	3	4
453	это есть	19	4
454	бы то	3	4
455	с его	7	4
456	но она	4	4
457	есть ни	14	4
458	только о	4	4
459	только то	2	4
460	бытия и	5	4
461	из нее	2	4
462	сознания и	5	4
463	этом отношении	2	4
464	так или	2	4
465	и так	2	4
466	из двух	4	4
467	того кто	4	4
468	на этом	3	4
469	не говорит	6	4
470	в некоторых	3	4
471	я и	2	4
472	что можно	2	4
473	он есть	7	4
474	только одно	4	4
475	отношения к	4	4
476	явления и	4	4
477	и необходимость	2	3
478	ни о	8	3
479	всем этом	2	3
480	и сама	6	3
481	нисколько не	4	3
482	что уже	3	3
483	могут не	2	3
484	и ее	8	3
485	именно так	2	3
486	кроме этого	2	3
487	что здесь	3	3
488	мы и	4	3
489	то уже	2	3
490	и прежде	6	3
491	к ее	2	3
492	от себя	5	3
493	быть в	4	3
494	же мы	5	3
495	отличие от	2	3
496	идеи и	2	3
497	мы знаем	3	3
498	одной из	3	3
499	что этот	3	3
500	а если	5	3
501	по законам	2	3
502	мы хотим	2	3
503	идеи в	2	3
504	она и	3	3
505	сама она	2	3
506	что называется	2	3
507	для этого	3	3
508	усилий человека	2	3
509	бы это	3	3
510	которая не	2	3
511	ее от	2	3
512	кроме того	8	3
513	и наконец	2	3
514	от его	2	3
515	или как	3	3
516	и из	2	3
517	их не	3	3
518	ни с	4	3
519	есть именно	6	3
520	что законы	3	3
521	у меня	2	3
522	что эта	2	3
523	тела не	2	3
524	как будто	3	3
525	в себя	4	3
526	без всякого	2	3
527	ясно что	16	3
528	я могу	2	3
529	а что	6	3
530	и говорить	3	3
531	в одной	4	3
532	но для	3	3
533	даже не	8	3
534	но тогда	11	3
535	после этого	2	3
536	ничем не	7	3
537	я вижу	4	3
538	как это	8	3
539	утверждает что	3	3
540	как нельзя	3	3
541	к этой	2	3
542	а то	2	3
543	а мы	3	3
544	свою историю	2	3
545	с которой	2	3
546	уже о	7	3
547	значит что	29	3
548	и совершенно	2	3
549	здесь не	2	3
550	тогда и	2	3
551	и когда	4	3
552	говоря уже	6	3
553	и я	3	3
554	это значит	29	3
555	случае не	4	3
556	нас самих	2	3
557	или другими	2	3
558	на словах	2	3
559	в результате	7	3
560	чувство удовольствия	3	3
561	предмет в	2	3
562	как о	6	3
563	что нет	5	3
564	и стало	6	3
565	движения и	3	3
566	не должно	2	3
567	ее в	3	3
568	которое не	2	3
569	или иначе	2	3
570	значить что	4	3
571	так то	5	3
572	в разные	2	3
573	на первый	4	3
574	не значит	5	3
575	однако не	2	3
576	если так	3	3
577	еще и	2	2
578	я с	2	2
579	основано на	2	2
580	ее и	2	2
581	можно понимать	3	2
582	состоит из	2	2
583	и эти	2	2
584	действительно есть	3	2
585	легко заметить	2	2
586	людей и	2	2
587	все остальное	4	2
588	тоже не	2	2
589	ни к	3	2
590	тому чтобы	3	2
591	и об	2	2
592	восприятия но	2	2
593	по одному	3	2
594	это дает	2	2
595	того и	2	2
596	быть и	7	2
597	тогда не	2	2
598	тех же	2	2
599	только к	3	2
600	с их	4	2
601	самосознания и	2	2
602	живых существ	2	2
603	есть но	2	2
604	требует чтобы	2	2
605	если я	2	2
606	говорить что	4	2
607	целый ряд	3	2
608	раз мы	2	2
609	есть действительно	2	2
610	в теле	2	2
611	и формы	2	2
612	вовсе нет	2	2
613	д и	8	2
614	нет ни	5	2
615	с первым	2	2
616	сознания в	2	2
617	они могли	2	2
618	и одно	2	2
619	д не	3	2
620	до степени	2	2
621	или на	2	2
622	есть по	2	2
623	а из	3	2
624	мы еще	2	2
625	можно говорить	2	2
626	тому же	2	2
627	когда он	3	2
628	или есть	2	2
629	и всякая	2	2
630	если он	2	2
631	из чего	2	2
632	раз и	3	2
633	или только	4	2
634	что дух	4	2
635	но еще	2	2
636	в это	4	2
637	на другую	5	2
638	в сфере	3	2
639	она еще	2	2
640	что природа	2	2
641	с тех	2	2
642	когда же	2	2
643	на свои	3	2
644	едва ли	2	2
645	ничего и	2	2
646	это и	12	2
647	не видим	2	2
648	может ли	4	2
649	его от	2	2
650	о нем	6	2
651	может и	3	2
652	к природе	3	2
653	не имея	2	2
654	на другое	5	2
655	есть слово	3	2
656	мы понимаем	3	2
657	же как	4	2
658	познания и	2	2
659	тела в	2	2
660	я не	11	2
661	не зависит	3	2
662	и нет	9	2
663	истории и	6	2
664	же это	4	2
665	в противоположность	3	2
666	всех этих	3	2
667	себя в	3	2
668	если она	4	2
669	дело не	2	2
670	не нужно	2	2
671	что должно	2	2
672	с ее	10	2
673	как я	2	2
674	его внутренней	2	2
675	предмета с	2	2
676	может существовать	4	2
677	то или	4	2
678	отличается от	9	2
679	ко второму	2	2
680	от самого	3	2
681	природе как	2	2
682	тут же	3	2
683	очевидно не	2	2
684	то значит	4	2
685	история и	6	2
686	нет и	5	2
687	от чего	7	2
688	есть прежде	4	2
689	как с	2	2
690	знания и	2	2
691	я думаю	2	2
692	себя то	2	2
693	к чему	2	2
694	из которых	4	2
695	не могу	2	2
696	вообще но	2	2
697	зависимости от	4	2
698	которые бы	2	2
699	но когда	2	2
700	пока мы	2	2
701	при одних	2	2
702	форма и	3	2
703	имеем дело	2	2
704	ровно ничего	9	2
705	не сама	3	2
