N	2gram	Potebnia_M	Narrotol
103	в сознании	36	6
104	могло бы	2	6
105	ответ на	3	6
106	не могла	2	6
107	на другой	2	6
108	между двумя	5	6
109	что и	16	6
110	например в	9	6
111	сказать что	8	6
112	никак не	3	6
113	то и	10	6
114	из этих	10	6
115	на него	3	6
116	как у	2	6
117	с одной	8	6
118	что у	4	6
119	на то	6	6
120	слова в	7	6
121	к его	2	6
122	все что	4	6
123	таким образом	24	6
124	в слове	41	6
125	от его	2	5
126	на самом	4	5
127	том как	3	5
128	не всегда	5	5
129	и о	6	5
130	о котором	2	5
131	о любви	2	5
132	к нему	7	5
133	место в	4	5
134	человеческой жизни	3	5
135	не столько	2	5
136	было бы	16	5
137	мы не	17	5
138	свою очередь	6	5
139	и здесь	3	5
140	да и	2	5
141	и то	13	5
142	по поводу	8	5
143	и от	5	5
144	что это	6	5
145	или не	3	5
146	с ними	6	5
147	так сказать	6	5
148	в начале	3	5
149	тем более	9	5
150	бы и	4	5
151	и даже	3	5
152	стало быть	4	5
153	только что	12	5
154	подобно тому	3	5
155	для того	8	5
156	в какой	3	5
157	его жизни	2	5
158	их в	3	5
159	именно в	5	5
160	в своих	2	5
161	если не	6	5
162	из них	11	5
163	тому как	6	5
164	в одном	4	5
165	не было	12	5
166	и того	2	5
167	он сам	2	5
168	даже в	3	4
169	еще раз	2	4
170	в области	3	4
171	только на	4	4
172	друг друга	6	4
173	по своему	2	4
174	в душе	17	4
175	в них	9	4
176	тому что	6	4
177	она не	4	4
178	а то	2	4
179	все его	2	4
180	ему в	2	4
181	так в	4	4
182	что на	3	4
183	не будет	4	4
184	на ее	2	4
185	не все	5	4
186	представить себе	5	4
187	когда в	2	4
188	и по	5	4
189	что они	2	4
190	в первом	5	4
191	который в	2	4
192	как мы	8	4
193	хотя бы	3	4
194	могла бы	2	4
195	к этому	3	4
196	сводятся к	2	4
197	это было	3	4
198	к ней	7	4
199	и как	8	4
200	которая не	2	4
201	не имеет	10	4
202	человека в	2	4
203	не могло	3	4
204	не с	4	4
205	для себя	3	4
206	зависит от	7	4
207	что я	5	4
208	и притом	3	4
209	оно не	7	4
210	и с	4	4
211	не существует	5	4
212	для нас	40	4
213	по себе	26	4
214	несмотря на	2	4
215	всяком случае	3	4
216	во всяком	4	4
217	не говорит	2	4
218	не к	4	4
219	вместе с	22	4
220	ни о	3	3
221	и потому	9	3
222	не подлежит	2	3
223	так же	6	3
224	но как	2	3
225	и сама	2	3
226	об одном	2	3
227	и другая	2	3
228	а потом	2	3
229	с таким	3	3
230	с этой	2	3
231	а как	2	3
232	к чему	2	3
233	в виде	3	3
234	этого не	3	3
235	связано с	2	3
236	его не	2	3
237	не знает	4	3
238	а с	4	3
239	одно из	6	3
240	одной из	3	3
241	к ним	3	3
242	и это	6	3
243	между ними	4	3
244	точно так	15	3
245	что не	12	3
246	а к	4	3
247	иметь в	2	3
248	той же	6	3
249	связи с	6	3
250	и тогда	4	3
251	во время	4	3
252	заключает в	10	3
253	и т	12	3
254	первом случае	2	3
255	но это	9	3
256	бы быть	3	3
257	на одном	2	3
258	что она	4	3
259	в которой	9	3
260	по мере	12	3
261	каждого из	2	3
262	лишь в	2	3
263	бы не	6	3
264	должен был	2	3
265	в этих	2	3
266	все равно	5	3
267	сих пор	4	3
268	со своей	2	3
269	в памяти	4	3
270	глядя на	2	3
271	жизни не	3	3
272	входит в	3	3
273	быть не	4	3
274	обращается к	2	3
275	могли бы	3	3
276	что мы	16	3
277	собственно говоря	2	3
278	только не	5	3
279	как она	2	3
280	с точки	3	3
281	и что	13	3
282	говорить о	6	3
283	на стороне	2	3
284	и только	5	3
285	как на	6	3
286	не следует	6	3
287	что именно	5	3
288	же самое	3	3
289	и после	2	3
290	к своей	2	3
291	тем же	6	3
292	но он	3	3
293	до сих	4	3
294	в нее	5	2
295	в каком	8	2
296	к одному	7	2
297	очевидно что	9	2
298	в действительности	7	2
299	в каждой	4	2
300	от всего	4	2
301	в которых	5	2
302	в человеке	4	2
303	только от	7	2
304	в это	2	2
305	даже не	2	2
306	или менее	6	2
307	говоря о	5	2
308	давно уже	4	2
309	лица и	3	2
310	вне сознания	2	2
311	слов в	6	2
312	что с	2	2
313	столько же	2	2
314	в их	2	2
315	от своего	2	2
316	говорящего и	3	2
317	к своему	3	2
318	так что	14	2
319	т п	7	2
320	людей и	2	2
321	от ее	2	2
322	внутренняя жизнь	2	2
323	только потому	8	2
324	в произведении	4	2
325	указывает на	8	2
326	они могут	2	2
327	он говорит	3	2
328	слово это	2	2
329	более или	6	2
330	в более	4	2
331	те же	6	2
332	могут быть	6	2
333	быть может	7	2
334	бы она	2	2
335	мы его	2	2
336	в процессе	2	2
337	этом последнем	2	2
338	с нею	5	2
339	что же	3	2
340	с языком	3	2
341	и другого	2	2
342	перехода от	3	2
343	можно назвать	2	2
344	именно то	2	2
345	было в	6	2
346	в сущности	3	2
347	никто не	5	2
348	я как	5	2
349	признать что	2	2
350	так у	2	2
351	вовсе не	13	2
352	одно и	7	2
353	если в	2	2
354	и вообще	4	2
355	все то	3	2
356	только по	5	2
357	и мы	3	2
358	тут же	2	2
359	слово не	6	2
360	но все	2	2
361	время в	3	2
362	другой стороны	4	2
363	это в	2	2
364	сознания и	2	2
365	хотя в	3	2
366	нас в	3	2
367	должно быть	9	2
368	его как	3	2
369	на это	4	2
370	бы в	3	2
371	теперь и	2	2
372	мы можем	13	2
373	переход от	3	2
374	целый ряд	2	2
375	мысль о	12	2
376	в некотором	2	2
377	и действия	2	2
378	слова и	8	2
379	превращается в	3	2
380	все это	4	2
381	тем что	13	2
382	та же	3	2
383	не есть	24	2
384	жизни то	2	2
385	и наконец	3	2
386	как о	3	2
387	одного и	2	2
388	судя по	3	2
389	что одно	3	2
390	и есть	4	2
391	одним из	3	2
392	от сознания	3	2
393	себе не	6	2
394	в течение	2	2
395	быть только	5	2
396	должна быть	2	2
397	и более	4	2
398	отношение к	2	2
399	на нее	2	2
400	сами по	3	2
401	есть в	6	2
402	иначе как	2	2
403	но уже	2	2
404	в образовании	3	2
405	с другим	2	2
406	которое не	2	2
407	он может	2	2
408	без которого	2	2
409	а между	6	2
410	того же	5	2
411	отношения между	4	2
412	во многом	3	2
413	того кто	2	2
414	у меня	2	2
415	со своим	2	2
416	с которым	3	2
417	видно что	4	2
418	том смысле	6	2
419	таком случае	2	2
420	более чем	2	2
421	в других	3	2
422	к другому	3	2
423	из него	4	2
424	это и	2	2
425	таким же	2	2
426	человек и	2	2
427	один и	2	2
428	и сами	2	2
429	не можем	8	2
430	в системе	2	2
431	а потому	8	2
