N	2gram	Vygotskiy_	Myslijsy
186	и понимания	2	10
187	одной стороны	15	10
188	представить себе	5	10
189	что только	2	10
190	что мысль	3	10
191	но тем	3	10
192	и для	3	10
193	мысль что	6	10
194	мы говорим	2	10
195	хотя бы	7	10
196	в других	2	10
197	тем и	3	10
198	одной и	2	10
199	тому что	6	10
200	находится в	2	10
201	мы видим	7	10
202	и от	4	10
203	и мы	3	10
204	в словах	3	10
205	бы в	5	10
206	он не	11	10
207	если мы	8	10
208	и с	10	10
209	то время	5	10
210	что как	4	10
211	и есть	2	10
212	что при	3	10
213	вопрос о	11	9
214	об отношении	15	9
215	и других	4	9
216	звук и	2	9
217	могли бы	10	9
218	но вместе	5	9
219	и даже	5	9
220	на него	3	9
221	только от	2	9
222	а вместе	2	9
223	с точки	34	9
224	связь между	10	9
225	самом деле	8	9
226	один из	3	9
227	в целом	29	9
228	можно сказать	6	9
229	на язык	2	9
230	что она	6	9
231	ко всем	3	9
232	с в	4	9
233	таким же	4	9
234	на самом	4	8
235	при помощи	2	8
236	на вопрос	6	8
237	что даже	2	8
238	в более	3	8
239	мы называем	3	8
240	тот же	7	8
241	одно и	2	8
242	отношений между	4	8
243	и слово	2	8
244	что они	5	8
245	с и	3	8
246	и более	6	8
247	но все	3	8
248	в самой	4	8
249	их в	6	8
250	именно в	8	8
251	в которых	6	8
252	только не	2	8
253	во всем	4	8
254	вслед за	3	8
255	и той	2	8
256	от них	2	8
257	между ними	2	8
258	на все	5	8
259	словом и	3	8
260	которые не	4	8
261	по его	2	8
262	говорить о	4	8
263	или в	2	8
264	но мы	4	7
265	для себя	7	7
266	том же	4	7
267	к мысли	3	7
268	одном из	3	7
269	на основании	6	7
270	самого начала	9	7
271	в эту	4	7
272	она не	3	7
273	с самого	9	7
274	связь с	2	7
275	развития и	3	7
276	его с	2	7
277	все эти	6	7
278	в собственном	8	7
279	за пределы	4	7
280	превращается в	3	7
281	с этой	7	7
282	что у	3	7
283	в своих	6	7
284	в другой	2	7
285	но что	3	7
286	и теперь	2	7
287	один и	2	7
288	его к	3	7
289	мысли но	3	7
290	образом мы	2	7
291	что именно	3	7
292	понятия о	2	7
293	могла бы	2	7
294	в данном	5	7
295	бы и	4	7
296	к этому	7	7
297	о котором	3	7
298	которое мы	6	7
299	сама по	3	7
300	звуком и	2	7
301	не с	2	7
302	в жизни	2	7
303	этом смысле	3	7
304	не существует	4	7
305	несмотря на	6	7
306	с но	9	7
307	его на	3	6
308	но если	3	6
309	в виду	5	6
310	как он	7	6
311	друг от	4	6
312	в один	4	6
313	мысли с	5	6
314	увидим что	2	6
315	в стороне	2	6
316	могло бы	2	6
317	предположить что	2	6
318	от мысли	4	6
319	в ее	3	6
320	в своей	7	6
321	в этой	13	6
322	вопрос об	8	6
323	как при	2	6
324	в речи	3	6
325	на нее	2	6
326	то он	3	6
327	от друга	4	6
328	из виду	2	6
329	с таким	8	6
330	что между	4	6
331	главным образом	2	6
332	друг другу	4	6
333	образом и	4	6
334	все более	4	6
335	каким образом	3	6
336	оно есть	2	6
337	и к	9	6
338	для всех	8	6
339	к которому	4	6
340	в их	5	6
341	в виде	3	6
342	его не	3	6
343	человеческой речи	12	6
344	между двумя	2	6
345	к слову	6	6
346	что с	6	6
347	и до	5	6
348	в сущности	13	6
349	нас в	2	6
350	показывает что	4	6
351	как например	2	6
352	к ним	2	6
353	об этом	6	6
354	мысли как	4	6
355	а именно	2	6
356	что его	6	6
357	не могло	5	6
358	же самое	4	6
359	заключается в	12	6
360	мысли которая	3	6
361	и значением	4	6
362	но на	4	6
363	жизни и	2	6
364	у него	2	6
365	лишь в	9	6
366	мы уже	7	6
367	из того	7	5
368	в процессе	19	5
369	но даже	2	5
370	и таким	2	5
371	вообще и	2	5
372	всех остальных	3	5
373	эта мысль	3	5
374	были бы	2	5
375	оба эти	3	5
376	а с	8	5
377	можно было	6	5
378	состоит в	4	5
379	из которого	2	5
380	и другим	2	5
381	переход от	5	5
382	вытекает из	3	5
383	том чтобы	6	5
384	как увидим	2	5
385	если это	2	5
386	на которой	4	5
387	этот вопрос	6	5
388	мысль в	2	5
389	о которых	4	5
390	полагает что	7	5
391	в нашем	3	5
392	указание на	4	5
393	даже в	4	5
394	перед нами	7	5
395	отношения между	3	5
396	понятие о	2	5
397	в области	4	5
398	что может	5	5
399	на том	2	5
400	ответ на	4	5
401	не столько	4	5
402	слова так	2	5
403	когда в	2	5
404	что эти	3	5
405	значительной степени	2	5
406	мы имеем	2	5
407	а к	2	5
408	в начале	2	5
409	по мнению	2	5
410	о языке	2	5
411	в течение	4	5
412	в какой	5	5
413	и значение	2	5
414	время как	4	5
415	на этот	7	5
416	только из	2	5
417	можно назвать	2	5
418	образом что	3	5
419	не к	3	5
420	виде в	3	4
421	данном случае	5	4
422	с чем	2	4
423	бы мы	3	4
424	начиная с	2	4
425	в другом	7	4
426	мысль не	3	4
427	к своему	2	4
428	относятся к	2	4
429	в такой	4	4
430	от этого	4	4
431	в ту	2	4
432	ту же	3	4
433	как именно	2	4
434	всеми остальными	2	4
435	как нечто	2	4
436	был бы	2	4
437	в применении	2	4
438	дело в	3	4
439	можно считать	2	4
440	свою мысль	2	4
441	в наших	4	4
442	положение что	2	4
443	видели что	6	4
444	он может	2	4
445	ни в	6	4
446	из этого	6	4
447	в деятельности	2	4
448	или даже	2	4
449	но с	3	4
450	он должен	4	4
451	ничего не	6	4
452	от всего	2	4
453	между этими	7	4
454	не потому	2	4
455	но эта	3	4
456	мы только	2	4
457	говорит он	27	4
458	он в	6	4
459	одного из	4	4
460	этой точки	2	4
461	мысли к	9	4
462	мы находим	7	4
463	по этому	4	4
464	должны будем	2	4
465	в связи	3	4
466	мы думаем	4	4
467	это есть	2	4
468	так называемых	2	4
469	с его	7	4
470	внешнего мира	2	4
471	более и	3	4
472	только то	2	4
473	стороны и	3	4
474	мыслью и	7	4
475	сознания и	4	4
476	этом отношении	6	4
477	имеет свою	2	4
478	такой же	3	4
479	к которым	3	4
480	про себя	2	4
481	он говорит	2	4
482	из двух	3	4
483	того кто	2	4
484	этой теории	4	4
485	на этом	3	4
486	что можно	4	4
487	мы могли	11	4
488	отношения к	3	4
489	собственном смысле	8	4
490	бы с	3	3
491	к этим	3	3
492	нисколько не	2	3
493	и ее	9	3
494	в отношении	14	3
495	и поэтому	2	3
496	акт мысли	2	3
497	что здесь	2	3
498	мы и	3	3
499	его собственную	2	3
500	должен быть	6	3
501	из тех	3	3
502	к ее	2	3
503	действительности и	4	3
504	самый процесс	2	3
505	в другую	2	3
506	отличие от	3	3
507	и др	5	3
508	мы знаем	3	3
509	одной из	4	3
510	что этот	2	3
511	в известной	2	3
512	мы хотим	2	3
513	в известном	4	3
514	которой мы	3	3
515	каждом шагу	2	3
516	в связь	2	3
517	для этого	7	3
518	в развитии	31	3
519	по всей	2	3
520	в теории	10	3
521	бы даже	2	3
522	на каждом	2	3
523	и наконец	3	3
524	от его	5	3
525	говоря словами	5	3
526	при объяснении	3	3
527	себе и	3	3
528	и из	2	3
529	для ребенка	10	3
530	развития в	8	3
531	другая сторона	2	3
532	что речь	2	3
533	с психологической	2	3
534	связанные с	2	3
535	речь и	7	3
536	значения и	2	3
537	всем остальным	2	3
538	начале развития	2	3
539	мысль и	5	3
540	которую мы	6	3
541	что эта	7	3
542	к развитию	3	3
543	в новом	3	3
544	в себя	2	3
545	о которой	2	3
546	находиться в	2	3
547	мы будем	2	3
548	без всякого	2	3
549	ясно что	2	3
550	которые в	2	3
551	в одной	3	3
552	но для	2	3
553	и человека	2	3
554	которых мы	2	3
555	ничем не	3	3
556	как это	6	3
557	утверждает что	3	3
558	весь процесс	2	3
559	который мы	3	3
560	к этой	4	3
561	в общем	5	3
562	с которой	2	3
563	в тени	2	3
564	с логикой	5	3
565	и я	2	3
566	случае не	2	3
567	в двух	3	3
568	признать что	3	3
569	с которыми	2	3
570	на одном	3	3
571	в результате	7	3
572	направлении и	2	3
573	мы увидим	3	3
574	и мысли	2	3
575	ничего кроме	3	3
576	как о	2	3
577	его мысль	3	3
578	которым мы	3	3
579	человека с	3	3
580	в самых	4	3
581	и словом	4	3
582	ее в	3	3
583	которое не	2	3
584	нам остается	2	3
585	связи между	3	3
586	чтобы показать	3	3
587	он сам	3	3
588	на первый	3	3
589	бы что	4	3
590	что сам	2	3
591	и развития	2	2
592	значении слова	2	2
593	в полном	3	2
594	эту последнюю	2	2
595	во все	3	2
596	на других	2	2
597	в следующем	4	2
598	и эти	2	2
599	факт что	3	2
600	что самое	2	2
601	развития на	3	2
602	данных в	2	2
603	жизни человека	2	2
604	на ее	2	2
605	возвращаясь к	2	2
606	значение для	3	2
607	следующим образом	2	2
608	это обстоятельство	2	2
609	видеть из	2	2
610	как происходит	2	2
611	тому чтобы	2	2
612	которая в	2	2
613	нам известно	3	2
614	с такой	4	2
615	принадлежит к	2	2
616	который в	7	2
617	на их	2	2
618	не могли	2	2
619	бы он	3	2
620	тех же	3	2
621	мы рассматриваем	2	2
622	по выражению	2	2
623	лежит в	3	2
624	в первой	3	2
625	с их	2	2
626	мысль с	4	2
627	речи в	17	2
628	целый ряд	6	2
629	каждого из	2	2
630	сознания в	3	2
631	понятно что	2	2
632	должны были	6	2
633	процессов в	3	2
634	по своей	9	2
635	образом как	3	2
636	психология не	2	2
637	с с	2	2
638	нами в	3	2
639	относящихся к	2	2
640	понимание и	2	2
641	от всех	3	2
642	мысли по	2	2
643	этом в	2	2
644	с действительно	3	2
645	когда он	5	2
646	первые слова	2	2
647	думаем что	3	2
648	ближе к	2	2
649	друг к	2	2
650	его звуком	2	2
651	действительность и	2	2
652	животных и	2	2
653	само слово	2	2
654	не хотим	2	2
655	целом и	6	2
656	деятельность и	2	2
657	в сфере	4	2
658	слов с	3	2
659	связь и	2	2
660	еще один	2	2
661	нечто объективное	4	2
662	нуждается в	2	2
663	иначе чем	2	2
664	с однако	2	2
665	вопроса о	3	2
666	с двумя	2	2
667	способен к	2	2
668	едва ли	5	2
669	вопросом о	3	2
670	мысль по	2	2
671	мы старались	5	2
672	не вижу	2	2
673	мы постараемся	2	2
674	и связи	3	2
675	на две	3	2
676	непосредственно не	2	2
677	становится возможным	2	2
678	связано с	3	2
679	только с	2	2
680	понимают друг	2	2
681	от действия	2	2
682	мысли для	2	2
683	прибавить еще	2	2
684	а скорее	2	2
685	его мысли	5	2
686	и говорит	2	2
687	перейти от	2	2
688	же как	8	2
689	старались показать	2	2
690	может показаться	2	2
691	я не	4	2
692	от той	2	2
693	мышление как	2	2
694	под этим	2	2
695	он как	4	2
696	основное положение	4	2
697	показать что	7	2
698	ее на	4	2
699	же это	2	2
700	существенным признаком	2	2
701	с действительностью	6	2
702	и еще	2	2
703	в противоположность	3	2
704	всех этих	2	2
705	с ее	3	2
706	и отношение	3	2
707	но этот	3	2
708	его внутренней	3	2
709	слова как	3	2
710	и сам	2	2
711	видит в	2	2
712	это положение	5	2
713	пути развития	3	2
714	человека к	4	2
715	она по	2	2
716	всей своей	2	2
717	в отдельных	3	2
718	отношения в	2	2
719	есть прежде	2	2
720	без этого	2	2
721	ключ к	2	2
722	к его	3	2
723	к другу	3	2
724	из которых	6	2
725	всякий раз	2	2
726	теории и	4	2
727	не могу	3	2
728	зависимости от	8	2
729	всего его	3	2
730	в немногих	2	2
731	психологии есть	2	2
732	с как	2	2
733	чтобы убедиться	2	2
734	как его	2	2
735	из основных	3	2
736	того насколько	2	2
737	бы назвать	2	2
738	этих двух	4	2
739	а следовательно	2	2
