N	2gram	Bakhtin_sl	Vladivir
258	одной стороны	7	4
259	уже сказали	3	4
260	и во	3	4
261	себя и	2	4
262	в сущности	18	4
263	с которыми	2	4
264	с этими	3	4
265	и эта	2	4
266	с ней	2	4
267	не все	2	4
268	т д	7	4
269	мы увидим	2	4
270	лишь в	6	4
271	в особенности	10	4
272	этом отношении	2	4
273	не на	6	4
274	если оно	2	4
275	и другие	3	4
276	нас в	3	4
277	с одной	7	4
278	и более	3	4
279	в последние	2	4
280	на этом	4	4
281	только не	2	4
282	по своим	6	4
283	как с	2	4
284	так сказать	11	3
285	с таким	3	3
286	следовательно и	4	3
287	ни о	2	3
288	которые в	4	3
289	время и	3	3
290	от него	5	3
291	на всю	3	3
292	ему не	2	3
293	и ее	3	3
294	без всяких	2	3
295	не как	4	3
296	в другом	4	3
297	свою очередь	3	3
298	наконец в	5	3
299	не меньше	2	3
300	к такому	2	3
301	роль в	4	3
302	бы его	2	3
303	но эта	2	3
304	между ними	2	3
305	и при	2	3
306	и вся	2	3
307	точка зрения	10	3
308	от нас	2	3
309	его не	4	3
310	его от	2	3
311	на котором	3	3
312	для понимания	3	3
313	именно к	3	3
314	не могла	2	3
315	и она	2	3
316	для них	2	3
317	не была	3	3
318	и др	17	3
319	ли он	4	3
320	необходимо отметить	3	3
321	отметить что	3	3
322	в разных	3	3
323	же как	2	3
324	при всем	3	3
325	был бы	2	3
326	мы сказали	6	3
327	интерес к	3	3
328	того как	2	3
329	не столь	2	3
330	произведения как	3	3
331	борьба с	5	3
332	одно и	3	3
333	в чисто	4	3
334	с ними	8	3
335	только как	2	3
336	дело не	2	3
337	с каким	2	3
338	особенно в	3	3
339	отличается от	3	3
340	как о	2	3
341	одним из	5	3
342	отношении к	9	3
343	не могло	3	3
344	том и	2	3
345	влияние на	3	3
346	на почве	6	3
347	в какой	2	3
348	оно не	12	3
349	не были	3	3
350	и чисто	5	3
351	в новом	3	3
352	только о	2	3
353	притом в	3	3
354	быть и	6	3
355	его но	3	2
356	человека в	5	2
357	нет никакой	2	2
358	он их	2	2
359	слова не	5	2
360	не является	3	2
361	для всего	2	2
362	еще раз	3	2
363	те или	4	2
364	всю его	2	2
365	одна из	6	2
366	ни было	2	2
367	смысла и	6	2
368	языке в	3	2
369	которого он	3	2
370	но именно	5	2
371	в одно	2	2
372	на ту	2	2
373	xviii века	3	2
374	но по	2	2
375	в атмосфере	2	2
376	от других	2	2
377	стремится к	2	2
378	от всякой	3	2
379	со всеми	3	2
380	образом в	4	2
381	как предмет	4	2
382	как уже	2	2
383	к своей	2	2
384	стороны и	3	2
385	не приходится	2	2
386	для всех	2	2
387	в тонах	3	2
388	на том	2	2
389	они не	3	2
390	но оно	5	2
391	рядом с	7	2
392	всем его	2	2
393	на себе	2	2
394	не из	2	2
395	и философии	2	2
396	и само	2	2
397	мира и	4	2
398	которые были	2	2
399	одного из	2	2
400	разной степени	2	2
401	и те	3	2
402	просто не	2	2
403	однако в	3	2
404	очень легко	2	2
405	и самая	3	2
406	поэзии и	4	2
407	в ее	2	2
408	несколько слов	2	2
409	в собственном	2	2
410	той или	13	2
411	почти всегда	3	2
412	и может	4	2
413	должна быть	3	2
414	известной степени	6	2
415	например в	6	2
416	этого слова	2	2
417	в двух	2	2
418	этом случае	4	2
419	и другим	4	2
420	в основе	8	2
421	или иные	4	2
422	прямо и	4	2
423	быть также	2	2
424	они были	3	2
425	но эти	3	2
426	с другими	8	2
427	подход к	2	2
428	его как	3	2
429	менее всего	3	2
430	конца и	3	2
431	если она	2	2
432	поэтому и	7	2
433	с ее	6	2
434	тем чем	3	2
435	от этого	2	2
436	дело с	4	2
437	пор не	2	2
438	них не	2	2
439	все они	9	2
440	и которые	2	2
441	и их	6	2
442	его всегда	2	2
443	его и	5	2
444	от всякого	2	2
445	сих пор	4	2
446	или на	2	2
447	в самых	2	2
448	точке зрения	2	2
449	речи в	5	2
450	язык и	17	2
451	в другой	2	2
452	выражение в	4	2
453	тогда когда	2	2
454	единство и	4	2
455	в той	13	2
456	может не	9	2
457	говорить о	2	2
458	в некоторых	3	2
459	входить в	3	2
460	есть для	2	2
461	жизни но	2	2
462	в себя	3	2
463	и почти	3	2
464	жизнь в	2	2
465	а следовательно	2	2
466	тем и	3	2
467	до сих	4	2
