N	2gram	Tiupa_Anal	Myshleni
103	все же	4	31
104	этом отношении	5	30
105	на то	2	30
106	между тем	7	29
107	могут быть	12	29
108	этого слова	10	29
109	как известно	4	29
110	самом деле	3	28
111	что все	2	27
112	в своей	7	27
113	с этой	2	27
114	в результате	3	27
115	в то	10	27
116	этом случае	4	27
117	другой стороны	2	27
118	и с	2	27
119	в их	8	26
120	в частности	32	26
121	для него	5	26
122	в собственном	3	26
123	все это	2	25
124	еще не	5	25
125	это не	7	25
126	только не	6	25
127	в чем	2	25
128	можно сказать	6	25
129	мы уже	2	25
130	так что	3	24
131	тот же	2	24
132	в какой	3	24
133	в нем	3	24
134	на этот	2	24
135	как уже	5	24
136	как он	4	23
137	состоит в	16	23
138	бы в	3	23
139	ни в	5	23
140	в известном	2	22
141	к объекту	3	22
142	отношения между	2	22
143	не могут	3	22
144	столь же	7	22
145	отношение к	2	21
146	как говорит	3	21
147	и более	5	21
148	в нашем	3	21
149	его в	2	21
150	к этому	2	21
151	и все	5	21
152	ее в	2	21
153	в сознании	6	21
154	же точно	2	21
155	в такой	2	20
156	в котором	5	20
157	в виду	2	20
158	а в	11	20
159	должно быть	2	20
160	из них	2	20
161	как раз	5	20
162	в другом	4	20
163	и их	2	20
164	на вопрос	5	20
165	едва ли	4	20
166	на этом	4	20
167	не менее	5	20
168	из этих	2	20
169	но мы	2	19
170	в данном	6	19
171	в себя	8	19
172	с ним	6	19
173	из которых	4	19
174	в той	8	19
175	а с	3	19
176	и по	2	19
177	в речи	3	19
178	во всех	5	19
179	один из	4	19
180	в связи	2	19
181	независимо от	2	19
182	отличие от	8	18
183	слов и	2	18
184	одного и	2	18
185	в отличие	8	18
186	этом смысле	3	18
187	для этого	2	17
188	к другим	2	17
189	и для	3	17
190	все что	3	17
191	и того	5	17
192	в одном	3	17
193	казалось бы	2	17
194	этой точки	2	17
195	совпадает с	6	17
196	то и	2	17
197	и есть	3	17
198	не есть	8	17
199	в этих	3	17
200	я не	2	17
201	у него	5	17
202	на этой	2	16
203	языка и	2	16
204	вовсе не	4	16
205	тому как	5	16
206	по поводу	4	16
207	которые в	3	16
208	такой же	3	16
209	между двумя	7	16
210	то в	2	16
211	и даже	10	16
212	мы имеем	9	16
213	данном случае	3	15
214	вопрос об	3	15
215	известном смысле	2	15
216	тем более	2	15
217	те же	3	15
218	том же	2	15
219	в начале	3	15
220	подобно тому	5	15
221	хотя бы	4	15
222	отличается от	3	15
223	вообще не	2	15
224	ничего не	10	15
225	на все	2	15
226	и является	4	15
227	и во	3	14
228	из этого	2	14
229	одной из	2	14
230	который в	3	14
231	одно и	2	14
232	же мере	2	14
233	о чем	3	14
234	с его	3	14
235	одним из	3	14
236	на его	4	13
237	и тот	2	13
238	лишь в	12	13
239	имеет место	6	13
240	отнюдь не	22	13
241	к его	3	13
242	в действительности	2	13
243	его к	3	13
244	если в	3	13
245	с другими	4	13
246	и потому	2	12
247	и составляет	2	12
248	а затем	3	12
249	в ее	2	12
250	в первом	3	12
251	никак не	2	12
252	тем не	3	12
253	даже в	5	12
254	ко всем	2	12
255	несмотря на	5	12
256	с их	2	12
257	том чтобы	7	12
258	только на	3	12
259	к нему	4	12
260	за пределы	6	12
261	тому же	6	12
262	на самом	2	11
263	в конце	4	11
264	одно из	2	11
265	иначе говоря	17	11
266	есть не	9	11
267	на котором	3	11
268	ответ на	3	11
269	в пределах	11	11
270	с ее	2	11
271	не означает	2	11
272	ключ к	2	11
273	в один	4	11
274	что на	3	11
275	нуждается в	9	11
276	и наконец	2	11
277	на примере	3	11
278	или менее	2	11
279	он в	5	11
280	не знает	4	11
281	не столько	5	11
282	есть в	4	11
283	отношения к	4	11
284	с той	2	10
285	если не	2	10
286	или иной	8	10
287	вслед за	3	10
288	вопроса о	4	10
289	речь идет	2	10
290	том числе	3	10
291	одного из	4	10
292	представляют собой	4	10
293	в конечном	6	10
294	всякий раз	3	10
295	и слово	2	10
296	на каждом	2	10
297	во второй	3	10
298	что как	3	10
299	и т.п	13	10
300	внимание на	3	10
301	в случае	7	10
302	самом начале	3	10
303	по выражению	4	10
304	что именно	2	10
305	к предмету	4	9
306	такого рода	6	9
307	и заключается	2	9
308	также и	3	9
309	только для	3	9
310	он может	2	9
311	еще в	4	9
312	в ситуации	3	9
313	хотя и	4	9
314	совершенно не	2	9
315	более или	2	9
316	место в	3	9
317	может не	2	9
318	и до	3	9
319	той или	8	9
320	что же	3	9
321	в первой	2	9
322	конечном счете	5	9
323	в ином	2	9
324	не с	8	9
325	должен быть	6	9
326	говорить о	3	9
327	или в	2	9
328	равной мере	2	8
329	что не	3	8
330	не удивительно	2	8
331	на которой	2	8
332	со стороны	5	8
333	дело с	5	8
334	как правило	7	8
335	не как	2	8
336	не являются	2	8
337	в эту	3	8
338	все равно	2	8
339	не мог	3	8
340	бы с	2	8
341	остается в	2	8
342	и те	2	8
343	обратиться к	4	8
344	в равной	4	8
345	и тогда	3	8
346	при помощи	2	7
347	которая в	3	7
348	здесь в	2	7
349	одну из	2	7
350	с ними	2	7
351	первом случае	2	7
352	а также	8	7
353	случае в	2	7
354	на место	3	7
355	всех этих	2	7
356	и особенно	4	7
357	его и	3	7
358	в таком	5	7
359	и сам	4	7
360	содержит в	3	7
361	на него	3	7
362	за ним	2	7
363	сознания в	4	7
364	в обоих	3	7
365	мере в	4	7
366	случае не	2	7
367	собой не	2	7
368	что иное	6	6
369	обоих случаях	2	6
370	с другим	5	6
371	роль в	3	6
372	и больше	2	6
373	в двух	4	6
374	это означает	3	6
375	для обозначения	2	6
376	говорит о	5	6
377	или даже	3	6
378	уже не	6	6
379	иное как	6	6
380	как к	2	6
381	и эти	2	6
382	всего в	3	6
383	оказывается не	2	6
384	том и	2	6
385	и о	3	6
386	раз и	2	6
387	не остается	2	6
388	что может	2	6
389	нет и	2	6
390	себе в	2	6
391	и другими	2	6
392	в словах	2	6
393	для данного	3	6
394	не говорит	2	6
395	не что	5	6
396	только одно	2	6
397	оно может	3	6
398	имеем дело	7	6
399	от него	2	5
400	в полном	2	5
401	это как	2	5
402	к самому	2	5
403	своей собственной	2	5
404	и состоит	5	5
405	все они	2	5
406	в свое	3	5
407	в контексте	5	5
408	только с	2	5
409	выступает в	2	5
410	и другого	4	5
411	себя в	8	5
412	оно в	2	5
413	научного мышления	2	5
414	в противоположность	4	5
415	который не	2	5
416	ведет к	3	5
417	сами по	3	5
418	говоря о	2	5
419	вообще и	2	5
420	может иметь	2	5
421	более того	4	5
422	человека к	4	5
423	того и	5	5
424	в новом	2	5
425	никто не	3	5
426	прежде чем	2	5
427	в ряду	2	5
428	той мере	2	5
429	оказывается в	2	5
430	к понятию	2	5
431	может служить	3	5
432	дело не	5	5
433	на протяжении	2	5
434	свое время	3	5
435	не просто	2	5
436	однако не	4	5
437	в восприятии	2	4
438	а как	4	4
439	так например	2	4
440	мы узнаем	2	4
441	однако в	4	4
442	и та	2	4
443	исходя из	5	4
444	из виду	3	4
445	другого как	2	4
446	окружающими его	2	4
447	или не	2	4
448	думать что	2	4
449	в центре	3	4
450	строго говоря	3	4
451	вступает в	4	4
452	и если	2	4
453	означает что	3	4
454	мы вынуждены	2	4
455	нам не	2	4
456	быть может	2	4
457	которое дает	2	4
458	из его	2	4
459	бы то	3	4
460	но при	2	4
461	собой в	2	4
462	одни и	2	4
463	ни было	4	4
464	переходит от	2	4
465	является по	2	4
466	не к	3	4
467	она может	3	4
468	для нее	2	4
469	как о	2	4
470	не могу	2	4
471	а именно	3	4
472	тому или	2	4
473	обозначить как	2	4
474	себя и	5	4
475	того или	3	4
476	в игре	7	4
477	или иному	2	4
478	превращается в	3	4
479	то он	3	4
480	в роли	4	4
481	как будто	6	4
482	другого в	3	4
483	в ответ	2	4
484	тем как	2	4
485	может ли	2	4
486	в наиболее	3	4
487	была бы	4	4
488	ему в	3	4
489	здесь не	2	4
490	о его	5	4
491	своего собственного	2	4
492	и одновременно	4	4
493	ничто не	2	4
494	и сами	2	4
495	не оставляет	2	4
496	в речевом	2	3
497	к своему	2	3
498	такого анализа	2	3
499	этой связи	2	3
500	она есть	2	3
501	бы быть	3	3
502	при таком	2	3
503	тех или	3	3
504	при рассмотрении	4	3
505	остается ничего	2	3
506	но к	3	3
507	поведения в	2	3
508	нам представляется	2	3
509	каждый из	3	3
510	соответствии с	3	3
511	отношением к	2	3
512	должна была	2	3
513	говорит и	2	3
514	а скорее	2	3
515	и просто	2	3
516	сведено к	2	3
517	тогда как	30	3
518	это еще	2	3
519	в речь	2	3
520	на это	2	3
521	от которого	4	3
522	самое время	2	3
523	не приходится	2	3
524	что касается	4	3
525	на фоне	5	3
526	он и	3	3
527	по его	2	3
528	на втором	2	3
529	в изложении	2	3
530	взгляд на	2	3
531	в соответствии	2	3
532	для человека	2	3
533	и процессы	2	3
534	может и	2	3
535	что даже	2	3
536	не так	3	3
537	по природе	4	3
538	самим собой	3	3
539	же не	3	3
540	ли он	3	3
541	ним и	2	3
542	появляется в	2	3
543	в любом	4	3
544	это всегда	4	3
545	с целью	2	3
546	что из	2	3
547	далеко не	6	3
548	он произносит	2	3
549	или иных	3	3
550	сводится к	6	3
551	с двумя	2	3
552	ведь это	2	3
553	его от	3	3
554	о нем	4	3
555	и наоборот	3	3
556	да и	2	3
557	или иного	3	3
558	могла бы	3	3
559	образом не	3	3
560	то ни	3	3
561	при наличии	3	3
562	бы не	3	3
563	или иначе	2	3
564	стало быть	2	3
565	то его	2	3
566	же время	7	3
567	быть не	3	3
568	этих случаях	2	3
569	для чего	2	2
570	на которую	2	2
571	все прочие	3	2
572	в споре	2	2
573	совершенно особого	2	2
574	и самого	3	2
575	без исключения	2	2
576	других людей	2	2
577	связывается с	2	2
578	вещь может	2	2
579	силу своей	3	2
580	себе не	2	2
581	частности в	2	2
582	также оказывается	2	2
583	в категориях	2	2
584	в присутствии	3	2
585	как речь	2	2
586	в которую	2	2
587	значении этого	8	2
588	этого рода	2	2
589	вплоть до	2	2
590	более чем	4	2
591	не всегда	4	2
592	а то	3	2
593	выход из	2	2
594	из трех	2	2
595	отвечает на	2	2
596	в состав	3	2
597	том или	4	2
598	не предполагает	2	2
599	восприятия в	2	2
600	не случайна	2	2
601	анализа не	2	2
602	особого рода	9	2
603	особенно в	9	2
604	и действия	2	2
605	он по	2	2
606	вследствие этого	5	2
607	не следует	6	2
608	в мире	14	2
609	автора и	4	2
610	даже самое	2	2
611	ничего иного	2	2
612	отрыве от	2	2
613	во времени	6	2
614	художественное произведение	5	2
615	зрения в	2	2
616	как справедливо	3	2
617	что ни	2	2
618	не решает	2	2
619	следует что	2	2
620	его можно	2	2
621	не будет	3	2
622	и т	3	2
623	во внешнем	4	2
624	какой бы	2	2
625	его как	3	2
626	внимание в	2	2
627	с самим	3	2
628	мысль о	2	2
629	не должен	2	2
630	всех прочих	2	2
631	личности и	3	2
632	в сторону	6	2
633	не более	4	2
634	и внутреннее	2	2
635	если говорить	2	2
636	даже не	2	2
637	как совокупность	2	2
638	в принципе	8	2
639	ни чисто	2	2
640	теми же	2	2
641	складывается из	2	2
642	быть сведено	3	2
643	результате чего	2	2
644	в борьбе	2	2
645	на себя	5	2
646	однако как	2	2
647	нет ничего	2	2
648	он был	3	2
649	внешнего мира	2	2
650	связей в	2	2
651	анализа мы	2	2
652	рода и	2	2
653	при изучении	2	2
654	в специальном	2	2
655	анализа в	2	2
656	в драме	2	2
657	личности в	4	2
658	т.д в	2	2
659	в акте	2	2
660	бы ни	2	2
661	данный момент	2	2
662	могут оказаться	2	2
