N	2gram	Vygotskiy_	EvropaiC
259	до тех	2	2
260	на него	3	2
261	должен быть	4	2
262	что до	2	2
263	доказать что	2	2
264	как не	3	2
265	всех остальных	2	2
266	к тем	3	2
267	в виду	6	2
268	не было	4	2
269	что такой	2	2
270	он должен	2	2
271	из двух	4	2
272	в частности	3	2
273	по его	3	2
274	что они	9	2
275	такой же	2	2
276	и где	2	2
277	одной и	4	2
278	том виде	2	2
279	в один	4	2
280	однако мы	3	2
281	показывают что	2	2
282	том и	3	2
283	это конечно	3	2
284	для него	4	2
285	всех прочих	2	2
286	мы видели	7	2
287	есть в	3	2
288	он считает	2	2
289	том чтобы	2	2
290	и так	4	2
291	в эту	2	2
292	не имеет	8	2
293	общего с	2	2
294	но так	2	2
295	что у	7	2
296	тому что	10	2
297	к нему	2	2
298	она не	10	2
299	следует что	2	2
300	они не	2	2
301	в самой	9	2
302	гораздо более	2	2
303	в котором	7	2
304	тех пор	2	2
305	их в	4	2
306	тем сильнее	2	2
307	те же	2	2
308	и там	2	2
309	в своих	6	2
310	к своим	2	2
311	в свою	6	2
312	этот вопрос	5	2
313	что на	4	2
314	в которых	9	2
315	при том	2	2
316	одной стороны	6	2
317	к психологии	2	2
318	на этом	6	2
319	и те	2	2
320	отнюдь не	2	2
321	если он	5	2
322	что за	4	2
323	в них	4	2
324	только не	3	2
325	представить себе	2	2
326	со своей	3	2
327	что же	3	2
328	совершенно ясно	19	2
329	всяком случае	6	2
330	что оба	2	2
331	жизни и	6	2
332	истинную сущность	2	2
333	во всяком	6	2
334	и уже	5	2
335	из него	4	2
336	и дальше	3	2
337	говорить о	3	2
338	не более	3	2
339	и его	8	2
340	в сущности	16	2
341	и только	8	2
342	с ее	5	2
343	из одного	3	2
344	которой мы	4	2
345	не следует	3	2
346	во всей	3	2
347	и более	4	2
348	в противоречие	3	2
349	что эти	5	2
350	этого слова	5	2
351	страсть к	3	2
352	но с	2	2
353	которую он	2	2
354	только один	2	2
355	той же	6	2
356	имеет место	2	2
357	я не	9	2
358	вовсе не	11	2
359	в основе	5	2
