N	2gram	Medvedev_F	Freidism
134	и что	2	6
135	высшей степени	4	6
136	же время	13	6
137	учение о	4	6
138	в основе	7	6
139	ничего не	5	5
140	со стороны	7	5
141	тех же	2	5
142	с их	2	5
143	в которой	5	5
144	и по	3	5
145	от того	2	5
146	во второй	3	5
147	со всеми	3	5
148	и те	2	5
149	между ними	3	5
150	в этих	3	5
151	как это	8	5
152	самого начала	2	5
153	первый период	6	5
154	что и	10	5
155	ее в	3	5
156	тому что	3	5
157	в общем	8	5
158	в более	2	5
159	далеко не	2	5
160	в своих	3	5
161	в большинстве	6	5
162	это не	4	5
163	той же	2	5
164	в процессе	17	5
165	отнюдь не	13	5
166	того чтобы	4	5
167	не было	7	5
168	в ее	10	5
169	и до	8	5
170	говорить о	4	5
171	вместе с	8	5
172	данном случае	2	4
173	одна из	2	4
174	последнем счете	2	4
175	все время	7	4
176	характер и	2	4
177	так же	5	4
178	подхода к	4	4
179	нисколько не	2	4
180	в систему	5	4
181	но это	4	4
182	в развитии	2	4
183	в области	6	4
184	связанных с	2	4
185	с ее	7	4
186	в другом	2	4
187	в этот	2	4
188	тем не	2	4
189	на него	3	4
190	этом отношении	7	4
191	если бы	8	4
192	и может	6	4
193	мы увидим	5	4
194	в первый	5	4
195	в виду	2	4
196	в основном	3	4
197	нигде не	3	4
198	но ведь	4	4
199	ничего общего	2	4
200	свою очередь	6	4
201	и истории	5	4
202	только на	8	4
203	в последнем	2	4
204	как в	12	4
205	к ней	3	4
206	в своем	12	4
207	борьбы с	3	4
208	влияние на	3	4
209	ее целом	3	4
210	период развития	4	4
211	едва ли	3	4
212	а только	4	4
213	в котором	2	4
214	потому что	2	4
215	именно в	12	4
216	как с	2	4
217	этот вопрос	2	4
218	что оно	4	4
219	не лучше	2	4
220	главным образом	5	4
221	по себе	10	4
222	в целом	7	4
223	нет и	2	4
224	зависимости от	5	4
225	отметить что	2	4
226	должны быть	6	4
227	только как	3	4
228	не имеющие	2	4
229	в зависимости	4	4
230	сам по	2	4
231	то ни	5	4
232	это и	7	4
233	войти в	2	4
234	в истории	10	4
235	всех своих	2	4
236	в данном	2	4
237	слова и	5	4
238	и речи	2	4
239	на язык	5	4
240	не дает	3	4
241	сводится к	6	4
242	с этими	2	3
243	и от	9	3
244	и притом	2	3
245	социальной среды	2	3
246	в эпоху	2	3
247	а вовсе	2	3
248	тому чтобы	2	3
249	независимо от	5	3
250	жизни в	2	3
251	не сможет	2	3
252	в результате	8	3
253	непосредственно из	3	3
254	борьба с	5	3
255	и даже	7	3
256	тем же	3	3
257	и как	6	3
258	и содержание	2	3
259	единство и	2	3
260	нам важно	2	3
261	этих двух	2	3
262	на все	3	3
263	а как	5	3
264	социального общения	8	3
265	у нас	6	3
266	и со	3	3
267	такой же	2	3
268	и ни	2	3
269	как на	5	3
270	всем этим	2	3
271	сих пор	7	3
272	философии культуры	4	3
273	ведь именно	2	3
274	в какой	3	3
275	в искусстве	6	3
276	согласиться с	2	3
277	мы в	2	3
278	не так	4	3
279	ни на	5	3
280	значение в	4	3
281	и является	3	3
282	нам в	2	3
283	от всех	5	3
284	единства и	2	3
285	они не	7	3
286	на почве	20	3
287	оно не	6	3
288	к его	3	3
289	их в	2	3
290	но для	4	3
291	приводит к	4	3
292	для всех	2	3
293	и этим	2	3
294	в одном	2	3
295	целом и	4	3
296	в основу	2	3
297	в них	4	3
298	только не	2	3
299	формы и	7	3
300	для них	4	3
301	раз и	6	3
302	со всею	5	3
303	между двумя	3	3
304	из него	2	3
305	когда он	3	3
306	являются только	2	3
307	есть только	3	3
308	под влиянием	3	3
309	во всей	4	3
310	не найдем	3	3
311	не приходится	4	3
312	в нашем	2	3
313	социальной группы	4	3
314	до сих	7	3
315	во втором	7	3
316	между тем	4	3
317	на основе	6	3
318	бы то	4	3
319	до последнего	2	2
320	в широком	5	2
321	на всю	2	2
322	как ее	4	2
323	все построения	2	2
324	в отношении	3	2
325	чтобы не	2	2
326	роли в	4	2
327	вопрос о	3	2
328	к этой	4	2
329	нет в	2	2
330	вот как	3	2
331	следовательно и	2	2
332	в различных	2	2
333	то в	3	2
334	всего этого	6	2
335	идеологических явлений	7	2
336	к этим	2	2
337	место и	3	2
338	его с	5	2
339	время в	4	2
340	не входит	2	2
341	из этой	2	2
342	для нее	2	2
343	одним словом	8	2
344	по преимуществу	6	2
345	о какой	2	2
346	должно быть	13	2
347	пр и	4	2
348	к другим	4	2
349	из важнейших	2	2
350	бы в	6	2
351	превращается в	2	2
352	и через	2	2
353	это было	3	2
354	не как	7	2
355	его целом	8	2
356	в науке	2	2
357	его и	2	2
358	отличается от	4	2
359	фактов и	3	2
360	в отличие	2	2
361	применении к	4	2
362	в конце	2	2
363	на один	3	2
364	от всей	2	2
365	как к	5	2
366	что бы	6	2
367	или же	4	2
368	друг друга	4	2
369	должен быть	5	2
370	полагаем что	3	2
371	из всего	2	2
372	ее от	2	2
373	однако и	3	2
374	а на	2	2
375	конце концов	2	2
376	роковую роль	2	2
377	при помощи	2	2
378	и тем	3	2
379	своей теории	2	2
380	он должен	4	2
381	в некоторых	2	2
382	в их	16	2
383	по учению	3	2
384	ни было	2	2
385	но именно	2	2
386	и другие	3	2
387	а именно	3	2
388	ничем не	4	2
389	этой науки	2	2
390	произведение искусства	4	2
391	жизни а	2	2
392	отличие от	2	2
393	его не	2	2
394	в такой	3	2
395	с одной	5	2
396	должна быть	11	2
397	подойти к	3	2
398	при таких	2	2
399	от этих	2	2
400	в мире	4	2
401	и этот	2	2
402	от этого	3	2
403	думать что	4	2
404	в него	2	2
405	первом периоде	3	2
406	в эту	3	2
407	не имеет	2	2
408	значение для	2	2
409	не есть	4	2
410	же что	2	2
411	с другой	8	2
412	все остальное	4	2
413	правда в	3	2
414	метода не	2	2
415	речи и	2	2
416	они и	2	2
417	он в	3	2
418	учения о	2	2
419	зависит от	2	2
420	еще более	6	2
421	только одна	2	2
422	только при	2	2
423	социальной жизни	12	2
424	входит в	8	2
425	но все	4	2
426	во многом	2	2
427	он и	3	2
428	одной стороны	5	2
429	второй период	2	2
430	в применении	4	2
431	является для	2	2
432	этом смысле	3	2
433	от других	2	2
434	художественной формы	2	2
435	и их	13	2
436	но как	2	2
437	не то	3	2
438	смысл и	2	2
439	равно как	2	2
440	жизни но	2	2
441	там где	3	2
442	же как	3	2
443	страх и	2	2
444	из этого	2	2
445	в предыдущей	2	2
446	человек не	3	2
447	не выходит	2	2
448	и во	2	2
449	мы полагаем	3	2
450	для всего	3	2
451	пусть и	2	2
452	в качестве	2	2
453	не следует	5	2
454	по их	2	2
455	в первом	8	2
456	отношения к	6	2
457	этого метода	2	2
458	как его	3	2
459	без исключения	2	2
460	в дальнейшем	3	2
461	если же	4	2
462	не к	2	2
463	как для	2	2
464	мира в	2	2
465	в работе	2	2
466	на языке	2	2
467	или иное	2	2
468	чем он	3	2
469	вполне понятно	2	2
470	ясно что	3	2
