N	2gram	Bakhtin_Pr	Narrotol
174	в себя	2	4
175	не к	6	4
176	и потому	4	3
177	но как	2	3
178	событие как	2	3
179	как к	2	3
180	со словами	2	3
181	должен быть	2	3
182	а лишь	2	3
183	а как	3	3
184	к чему	2	3
185	в виде	2	3
186	в романе	4	3
187	его не	2	3
188	не знает	3	3
189	здесь мы	2	3
190	одной из	3	3
191	в него	2	3
192	и это	3	3
193	между ними	4	3
194	что не	4	3
195	а к	2	3
196	говорить и	2	3
197	все эти	5	3
198	связи с	2	3
199	в едином	2	3
200	в связи	2	3
201	и т	14	3
202	особенно в	2	3
203	или иного	2	3
204	произведения как	8	3
205	того или	2	3
206	в строгом	2	3
207	но это	3	3
208	можно было	4	3
209	дело в	2	3
210	лишь в	2	3
211	бы не	2	3
212	в культуре	2	3
213	в этих	2	3
214	всех его	4	3
215	входит в	8	3
216	приводит к	3	3
217	с точки	6	3
218	и что	2	3
219	говорить о	3	3
220	характера и	2	3
221	и только	4	3
222	не следует	2	3
223	же самое	2	3
224	на фоне	3	3
225	она может	3	2
226	лица и	2	2
227	в их	10	2
228	к своему	2	2
229	т п	13	2
230	от ее	2	2
231	в произведении	4	2
232	в более	4	2
233	не входит	10	2
234	могут быть	5	2
235	событие не	2	2
236	в единство	2	2
237	в событие	2	2
238	и во	2	2
239	в двух	2	2
240	вовсе не	2	2
241	к миру	3	2
242	и вообще	2	2
243	все то	3	2
244	только по	4	2
245	в россии	2	2
246	другой стороны	4	2
247	содержание не	2	2
248	должно быть	5	2
249	его как	3	2
250	мы можем	6	2
251	которые могут	2	2
252	на первый	2	2
253	слова и	3	2
254	все это	3	2
255	тем что	2	2
256	не есть	6	2
257	в особенности	2	2
258	или точнее	2	2
259	и наконец	6	2
260	человека как	2	2
261	и есть	2	2
262	себе не	2	2
263	быть только	5	2
264	во всех	11	2
265	должна быть	4	2
266	и более	2	2
267	отношение к	10	2
268	ни с	2	2
269	он может	2	2
270	к которому	4	2
271	из которых	2	2
272	раз и	2	2
273	в других	4	2
274	как только	3	2
275	но с	3	2
276	чтобы стать	4	2
277	мы будем	3	2
278	не можем	2	2
279	с помощью	7	2
280	ясно что	3	2
