N	2gram	Vinokur_St	Literetu
178	и к	5	5
179	быть не	2	5
180	не к	2	5
181	но с	7	5
182	я с	3	4
183	в повестях	6	4
184	для нас	7	4
185	нуждается в	2	4
186	не является	5	4
187	как к	3	4
188	не всегда	2	4
189	от своего	2	4
190	не надо	2	4
191	к своему	3	4
192	в г	10	4
193	в руках	2	4
194	с тем	3	4
195	общего с	3	4
196	для своего	2	4
197	и все	3	4
198	на его	2	4
199	а потому	2	4
200	могут быть	5	4
201	в них	2	4
202	хотя и	4	4
203	во всяком	8	4
204	бы то	2	4
205	одной из	4	4
206	то это	3	4
207	но это	9	4
208	за пределы	2	4
209	к этому	4	4
210	ср у	3	4
211	во второй	10	4
212	бы не	2	4
213	для того	15	4
214	совершенно не	7	4
215	никем не	2	4
216	такой же	6	4
217	со всеми	2	4
218	не должен	2	4
219	для кого	2	4
220	можно сказать	2	4
221	на то	5	4
222	не оставляет	2	4
223	не могу	2	4
224	в сторону	2	4
225	свидетельствует о	2	4
226	более чем	3	4
227	вовсе не	24	4
228	и что	8	4
229	то ни	2	4
230	что было	3	4
231	таким образом	16	4
232	не мог	3	4
233	отношения к	2	4
234	о которой	3	4
235	на самом	8	3
236	вопрос о	9	3
237	не знали	2	3
238	в иных	2	3
239	ничего не	6	3
240	и потому	3	3
241	в москве	4	3
242	так же	7	3
243	о чем	4	3
244	по себе	3	3
245	крайней мере	2	3
246	этого рода	2	3
247	в отношении	11	3
248	не раз	2	3
249	отношение к	3	3
250	в первом	2	3
251	том же	3	3
252	т п	11	3
253	а во	3	3
254	а на	4	3
255	а с	6	3
256	себе в	2	3
257	и о	4	3
258	в сознании	2	3
259	они не	2	3
260	но только	2	3
261	самого пушкина	6	3
262	что же	6	3
263	речь идет	6	3
264	а к	2	3
265	там где	6	3
266	же как	5	3
267	того чтобы	15	3
268	числе и	2	3
269	и до	2	3
270	все эти	7	3
271	сколько в	2	3
272	и тогда	2	3
273	не на	3	3
274	он был	5	3
275	в истории	5	3
276	во время	5	3
277	должна быть	3	3
278	из его	3	3
279	и т	36	3
280	тот же	2	3
281	ее в	2	3
282	на нее	3	3
283	да и	4	3
284	если в	2	3
285	и от	2	3
286	во многих	3	3
287	как например	2	3
288	поэт не	2	3
289	же это	3	3
290	можно было	14	3
291	в первой	12	3
292	бы и	4	3
293	не так	2	3
294	дело в	9	3
295	с их	2	3
296	мысль о	2	3
297	если бы	11	3
298	превращается в	2	3
299	и вполне	4	3
300	также и	10	3
301	в этих	5	3
302	не по	5	3
303	по крайней	2	3
304	отношении к	3	3
305	не могло	4	3
306	в какой	4	3
307	что для	4	3
308	ни с	3	3
309	не имеет	5	3
310	а то	3	3
311	в чем	4	3
312	что такое	2	3
313	если не	4	3
314	произведения в	2	3
315	всяком случае	8	3
316	и уже	3	3
317	говорить о	3	3
318	не просто	2	3
319	ничего общего	3	3
320	же и	4	3
321	и перед	2	3
322	писал в	2	3
323	свое время	3	2
324	начиная с	2	2
325	в диалог	2	2
326	согласно которой	2	2
327	не для	3	2
328	могло быть	3	2
329	если б	5	2
330	к власти	2	2
331	и у	2	2
332	должен быть	3	2
333	по словам	7	2
334	это и	5	2
335	а как	5	2
336	и всегда	2	2
337	нас к	2	2
338	не зная	2	2
339	при таком	2	2
340	была бы	10	2
341	своего времени	4	2
342	быть в	2	2
343	на вопрос	7	2
344	его не	3	2
345	в такой	2	2
346	в свое	3	2
347	нужно было	2	2
348	к его	2	2
349	так например	12	2
350	для понимания	2	2
351	что касается	4	2
352	тому что	8	2
353	что ей	2	2
354	к нему	2	2
355	за то	5	2
356	она не	3	2
357	в общем	2	2
358	гораздо более	5	2
359	могло бы	3	2
360	а если	2	2
361	и об	7	2
362	даже и	2	2
363	и без	4	2
364	что на	3	2
365	ответ на	4	2
366	же касается	3	2
367	по этому	5	2
368	для них	2	2
369	одно дело	2	2
370	и по	6	2
371	писателя в	2	2
372	дело не	4	2
373	что они	9	2
374	из таких	2	2
375	и более	4	2
376	этом случае	3	2
377	эту тему	4	2
378	сказать что	9	2
379	по поводу	13	2
380	кажется что	5	2
381	всего что	2	2
382	бы в	2	2
383	значительной степени	3	2
384	им в	2	2
385	в результате	5	2
386	равной мере	2	2
387	из этих	7	2
388	не знаю	2	2
389	другом месте	2	2
390	тем более	4	2
391	однако и	2	2
392	по мнению	4	2
393	на это	2	2
394	всякая иная	2	2
395	в это	3	2
396	борьба с	2	2
397	который не	3	2
398	к концу	3	2
399	в значительной	2	2
400	этом и	2	2
401	перед собой	2	2
402	каждого из	3	2
403	в статье	9	2
404	он писал	3	2
405	из двух	3	2
406	пушкина в	40	2
407	евгения онегина	6	2
408	впрочем в	2	2
409	как известно	2	2
410	чуть ли	2	2
411	есть в	2	2
412	что у	8	2
413	раз в	4	2
414	в котором	11	2
415	еще более	5	2
416	если это	3	2
417	выписка из	2	2
418	оно не	3	2
419	свою собственную	3	2
420	на почве	2	2
421	ему кажется	2	2
422	всякий раз	2	2
423	это прежде	2	2
424	только не	2	2
425	внимание на	5	2
426	в той	9	2
427	и ему	2	2
428	можно назвать	3	2
429	и теперь	2	2
430	литературной и	2	2
431	и который	3	2
432	эпохи в	3	2
433	в таком	4	2
434	на эту	5	2
435	сам в	3	2
436	чем он	3	2
437	текста в	5	2
438	имеем дело	2	2
439	мы имеем	2	2
440	но он	5	2
