N	2gram	Potebnia_M	Stilisti
117	что такое	2	4
118	если мы	2	4
119	уже не	11	4
120	и к	5	4
121	в целом	5	4
122	мы называем	2	4
123	не существует	5	4
124	языка и	5	4
125	не знаем	5	4
126	мы видим	3	4
127	было в	6	4
128	все это	4	4
129	заключает в	10	4
130	можно сказать	4	4
131	не к	4	4
132	в слове	41	4
133	и без	9	4
134	тем же	6	4
135	сказать что	8	3
136	на самом	4	3
137	связь и	2	3
138	слово и	4	3
139	язык не	6	3
140	это не	2	3
141	слова но	3	3
142	том что	28	3
143	бы мы	2	3
144	а к	4	3
145	в начале	3	3
146	и эта	2	3
147	перед нами	3	3
148	словом и	6	3
149	деятельности и	2	3
150	об этом	4	3
151	и слово	6	3
152	и даже	3	3
153	этого слова	14	3
154	от того	10	3
155	и здесь	3	3
156	целый ряд	2	3
157	та же	3	3
158	в том	47	3
159	он должен	2	3
160	еще не	9	3
161	только на	4	3
162	может стать	3	3
163	как в	17	3
164	этих слов	2	3
165	не знает	4	3
166	языком и	3	3
167	в разных	4	3
168	для него	14	3
169	не с	4	3
170	предположим что	2	3
171	по своему	2	3
172	то он	2	3
173	как предмет	2	3
174	нет и	2	3
175	что у	4	3
176	в котором	7	3
177	их в	3	3
178	заметить что	7	3
179	в голову	3	3
180	должно было	2	3
181	ответ на	3	3
182	что оно	12	3
183	быть может	7	3
184	если не	6	3
185	между ними	4	3
186	не будет	4	3
187	но что	4	3
188	из них	11	3
189	для нас	40	3
190	представить себе	5	3
191	хотя и	3	3
192	несмотря на	2	3
193	жизни и	3	3
194	что и	16	3
195	в ее	3	3
196	мы в	3	3
197	конечно не	2	3
198	связи с	6	3
199	до того	5	3
200	не имеем	3	3
201	отношения к	2	3
202	что эти	3	3
203	этом случае	2	3
204	между тем	19	3
205	связь между	6	3
206	вряд ли	4	3
207	в каком	8	2
208	и вообще	4	2
209	вопрос о	2	2
210	все то	3	2
211	себе это	2	2
212	очевидно что	9	2
213	и потому	9	2
214	значительной степени	2	2
215	как например	2	2
216	с этим	12	2
217	слова не	2	2
218	относится к	6	2
219	с другими	9	2
220	без языка	2	2
221	нет ничего	2	2
222	из этих	10	2
223	но как	2	2
224	человека и	8	2
225	членораздельный звук	6	2
226	бы и	4	2
227	но даже	3	2
228	времени и	2	2
229	должно быть	9	2
230	на одном	2	2
231	к этому	3	2
232	по отношению	12	2
233	отношение к	2	2
234	друг друга	6	2
235	есть не	9	2
236	и содержание	2	2
237	себе все	2	2
238	слово в	6	2
239	я и	3	2
240	но эта	3	2
241	в разговоре	2	2
242	тем что	13	2
243	в языке	19	2
244	человека в	2	2
245	бы не	6	2
246	этом отношении	2	2
247	находятся в	3	2
248	из двух	4	2
249	в их	2	2
250	том же	2	2
251	не всегда	5	2
252	ее с	2	2
253	и при	5	2
254	в этих	2	2
255	что он	8	2
256	в наших	2	2
257	связано с	2	2
258	отношению к	10	2
259	к чему	2	2
260	сих пор	4	2
261	его не	2	2
262	в какой	3	2
263	нужно было	2	2
264	различие в	3	2
265	себе в	2	2
266	только тогда	13	2
267	со всех	3	2
268	увидим что	2	2
269	одной из	3	2
270	в мире	3	2
271	только потому	8	2
272	но не	8	2
273	в душе	17	2
274	к нему	7	2
275	но мы	3	2
276	которое не	2	2
277	прежде чем	2	2
278	он говорит	3	2
279	слово это	2	2
280	можем не	2	2
281	равно как	2	2
282	зависит от	7	2
283	не из	4	2
284	в своих	2	2
285	связь с	4	2
286	формы слова	3	2
287	всю совокупность	2	2
288	не есть	24	2
289	в которых	5	2
290	не говоря	3	2
291	выражения как	2	2
292	развития в	2	2
293	на наш	2	2
294	от нашего	4	2
295	место в	4	2
296	человека с	2	2
297	не было	12	2
298	смысле этого	9	2
299	между двумя	5	2
300	человек не	4	2
301	языка в	6	2
302	но это	9	2
303	в своей	2	2
304	как нечто	3	2
305	и тогда	4	2
306	в нас	2	2
307	или в	4	2
308	таким же	2	2
309	был бы	2	2
310	он не	4	2
311	природы и	2	2
312	друг другу	2	2
313	один акт	2	2
314	с ним	10	2
315	тот же	2	2
316	вовсе не	13	2
317	же слово	2	2
318	тем и	5	2
319	это слово	6	2
320	языка мы	3	2
