N	2gram	Tiupa_Teor	Vladivir
147	в нашем	4	7
148	в них	2	7
149	данном случае	5	6
150	его в	4	6
151	на себя	2	6
152	в отличие	7	6
153	к своему	2	6
154	в виду	5	6
155	отличие от	7	6
156	тому что	2	6
157	так или	5	6
158	по своему	4	6
159	другой стороны	6	6
160	тем более	2	6
161	что она	2	6
162	для того	5	6
163	не с	3	6
164	в жизни	3	6
165	или иначе	6	6
166	если мы	2	6
167	но на	2	6
168	по своей	8	6
169	но она	2	5
170	а и	5	5
171	понятие о	3	5
172	и прежде	2	5
173	и тем	5	5
174	в их	4	5
175	в частности	23	5
176	говорит в	2	5
177	один из	2	5
178	место в	7	5
179	то ни	2	5
180	что они	2	5
181	в области	7	5
182	и больше	2	5
183	сводится к	12	5
184	ее в	2	5
185	бы то	2	5
186	мы имеем	7	5
187	во всех	3	5
188	говорит что	2	5
189	по преимуществу	5	5
190	жизни в	2	5
191	далеко не	4	5
192	не вполне	2	5
193	в свою	4	5
194	со своей	4	5
195	и весьма	2	5
196	перед нами	3	4
197	тем самым	6	4
198	не могут	2	4
199	человека и	2	4
200	как к	5	4
201	на свою	2	4
202	это и	2	4
203	не могли	2	4
204	одной из	2	4
205	это тоже	2	4
206	мог бы	3	4
207	что можно	3	4
208	так в	4	4
209	одной стороны	3	4
210	себя и	2	4
211	не все	3	4
212	в глаза	2	4
213	во второй	7	4
214	лишь в	10	4
215	ни к	3	4
216	не на	4	4
217	и другие	2	4
218	с одной	3	4
219	заключается в	2	4
220	всей своей	2	4
221	их в	3	4
222	я в	18	4
223	на этом	2	4
224	только не	3	4
225	и ее	4	3
226	в другом	4	3
227	свою очередь	3	3
228	в силу	4	3
229	говоря о	3	3
230	который в	2	3
231	в стихотворении	4	3
232	роль в	3	3
233	между ними	6	3
234	казалось бы	2	3
235	жизни а	2	3
236	от своего	2	3
237	самом деле	2	3
238	на вопрос	2	3
239	на котором	2	3
240	для понимания	2	3
241	которая в	2	3
242	человеческой жизни	3	3
243	и др	3	3
244	при всем	2	3
245	том числе	3	3
246	одно и	2	3
247	с ними	2	3
248	в литературе	4	3
249	дело не	2	3
250	в противоположность	3	3
251	с их	2	3
252	о своем	2	3
253	отличается от	2	3
254	сам же	2	3
255	субъекта и	4	3
256	но во	2	3
257	я и	2	3
258	это делает	2	3
259	как говорит	3	3
260	одним из	3	3
261	отношении к	4	3
262	не могло	2	3
263	в мире	26	3
264	всей его	2	3
265	на меня	3	3
266	что такое	2	3
267	строго говоря	2	3
268	на почве	5	3
269	в какой	2	3
270	оно не	2	3
271	в сторону	3	3
272	к жизни	2	3
273	и который	2	3
274	только о	2	3
275	как будто	2	3
276	была бы	3	3
277	быть и	2	3
278	существующее в	2	2
279	к одному	2	2
280	свою жизнь	2	2
281	слова не	2	2
282	не является	5	2
283	тот кто	2	2
284	ними и	2	2
285	ни было	2	2
286	и а	4	2
287	к более	2	2
288	во мне	2	2
289	к чему	2	2
290	не всегда	2	2
291	то чему	2	2
292	в одно	2	2
293	в момент	3	2
294	объекта и	3	2
295	для такого	2	2
296	как уже	2	2
297	в произведении	3	2
298	может и	2	2
299	могло быть	2	2
300	что каждый	2	2
301	для всех	2	2
302	однако эта	2	2
303	к такой	2	2
304	времени в	2	2
305	мира и	4	2
306	известного рода	2	2
307	с позиций	4	2
308	однако в	7	2
309	в ее	6	2
310	о ней	3	2
311	той или	3	2
312	у одного	2	2
313	известной степени	3	2
314	например в	3	2
315	этого слова	4	2
316	в основе	6	2
317	если в	2	2
318	особого рода	7	2
319	имеет в	2	2
320	с другими	6	2
321	в первой	6	2
322	в душе	9	2
323	с ее	4	2
324	никем не	2	2
325	во всей	3	2
326	при условии	2	2
327	человека с	3	2
328	и является	2	2
329	в порядке	3	2
330	в самой	2	2
331	из которых	2	2
332	в русской	6	2
333	личности и	4	2
334	о в	2	2
335	таком случае	2	2
336	этих двух	2	2
337	личности в	4	2
338	в той	2	2
339	субъект и	2	2
340	к числу	2	2
341	и того	4	2
342	говорить о	4	2
343	чем это	2	2
344	жизни но	2	2
345	в себя	5	2
