N	2gram	Ircho_Kome	formyVre
249	всяком случае	4	4
250	друг другу	2	4
251	же самое	2	4
252	в нашем	2	4
253	в лице	2	4
254	они с	2	4
255	еще и	2	3
256	все более	4	3
257	вопрос о	5	3
258	в соответствии	2	3
259	которые в	3	3
260	в тех	5	3
261	а на	2	3
262	наконец в	3	3
263	у аристофана	8	3
264	в трагедии	3	3
265	как это	7	3
266	самого начала	2	3
267	и были	2	3
268	и дает	2	3
269	надо было	3	3
270	почти всегда	2	3
271	тому что	4	3
272	это уже	2	3
273	не могла	2	3
274	в более	4	3
275	ему в	2	3
276	что на	4	3
277	но это	2	3
278	на землю	3	3
279	же как	3	3
280	из всех	2	3
281	на этом	3	3
282	с самого	3	3
283	в двух	6	3
284	одна из	4	3
285	не могли	2	3
286	если они	3	3
287	бы в	3	3
288	все время	2	3
289	времени а	2	3
290	и еще	5	3
291	это было	5	3
292	к ней	2	3
293	и здесь	6	3
294	целый ряд	2	3
295	как на	2	3
296	в течение	5	3
297	нас в	3	3
298	при всем	3	3
299	по своему	5	3
300	событий в	2	3
301	в свою	2	3
302	связь с	2	3
303	главным образом	4	3
304	которой он	2	3
305	находится в	2	3
306	не к	2	3
307	однако не	2	3
308	не мог	4	3
309	тем же	2	3
310	находим в	2	2
311	идет о	5	2
312	на себя	5	2
313	в полном	2	2
314	одну из	2	2
315	и поэтому	2	2
316	каждый из	3	2
317	если в	3	2
318	само собой	2	2
319	в духе	3	2
320	в каждом	2	2
321	и притом	2	2
322	остановиться на	2	2
323	между прочим	2	2
324	только два	2	2
325	были в	2	2
326	после этого	3	2
327	одном из	4	2
328	комедии аристофана	8	2
329	из которой	2	2
330	и очень	2	2
331	образом в	2	2
332	от них	3	2
333	или вовсе	3	2
334	и новой	4	2
335	для своего	2	2
336	к нему	5	2
337	а мы	2	2
338	этом же	2	2
339	на ее	2	2
340	в состав	2	2
341	ссылаясь на	2	2
342	и людей	2	2
343	о его	5	2
344	этого рода	2	2
345	никто не	3	2
346	даже не	4	2
347	только один	2	2
348	правда в	3	2
349	в честь	3	2
350	не столь	2	2
351	с их	4	2
352	мы видели	2	2
353	и чаще	2	2
354	тут же	2	2
355	имеет в	2	2
356	то и	3	2
357	его с	2	2
358	на которые	3	2
359	этой же	3	2
360	вернуться к	2	2
361	собой в	2	2
362	себя в	2	2
363	также в	3	2
364	была уже	2	2
365	женщин и	2	2
366	как по	2	2
367	в философии	2	2
368	где он	2	2
369	одновременно с	3	2
370	но если	4	2
371	должны были	9	2
372	что у	6	2
373	частности в	2	2
374	в действии	2	2
375	нашей эры	2	2
376	с собой	2	2
377	зрения на	2	2
378	времени это	2	2
379	соответствии с	2	2
380	там же	4	2
381	в большом	2	2
382	еще в	9	2
383	в так	2	2
384	между людьми	2	2
385	место во	2	2
386	с известной	2	2
387	говорить о	3	2
388	и особенно	7	2
389	является не	2	2
390	и сам	5	2
391	тому же	14	2
392	и такая	2	2
393	и после	3	2
394	представление о	3	2
395	ясно что	9	2
