N	2gram	Tiupa_Hudo	Istorich
163	в себя	4	9
164	это и	2	9
165	более или	6	9
166	героя и	5	9
167	не будет	3	9
168	таких случаях	2	9
169	или менее	6	9
170	герой не	3	9
171	в чем	2	9
172	с его	6	9
173	приводит к	6	9
174	тем самым	5	8
175	должен быть	2	8
176	роль в	2	8
177	одно из	2	8
178	именно в	2	8
179	что такое	2	8
180	входит в	4	8
181	тому как	3	8
182	или даже	3	8
183	образом и	2	8
184	в жизни	3	8
185	подобно тому	3	8
186	может оказаться	2	8
187	но она	2	8
188	и потому	2	8
189	могло быть	2	8
190	чем это	2	8
191	и наоборот	2	8
192	и сам	3	8
193	можно сказать	6	8
194	с другими	5	8
195	не с	2	8
196	это тоже	2	8
197	и о	4	7
198	а только	4	7
199	состоит в	20	7
200	однако в	4	7
201	того чтобы	5	7
202	тому что	2	7
203	в какой	2	7
204	того же	3	7
205	если мы	2	7
206	между тем	4	7
207	между собой	2	7
208	этого слова	2	7
209	в области	8	7
210	самом деле	2	7
211	не столько	7	7
212	и некоторые	2	7
213	для него	5	7
214	для того	5	6
215	видим в	2	6
216	отличие от	7	6
217	говорит что	2	6
218	как говорит	3	6
219	этой точки	2	6
220	между ними	5	6
221	в сказании	2	6
222	в роли	3	6
223	от себя	3	6
224	из которого	4	6
225	быть и	2	6
226	то в	2	6
227	не на	5	6
228	сводится к	11	6
229	это может	2	6
230	мог бы	3	6
231	к жизни	2	6
232	только о	2	6
233	этих двух	2	6
234	не случайно	3	6
235	отношения к	4	6
236	в каком	2	5
237	такого рода	12	5
238	художественного творчества	6	5
239	по своей	7	5
240	имеются и	2	5
241	в одно	2	5
242	xix века	2	5
243	по своему	3	5
244	том числе	3	5
245	мира и	2	5
246	особого рода	8	5
247	с ее	6	5
248	мы легко	2	5
249	несмотря на	2	5
250	в виду	5	5
251	от своего	2	5
252	как уже	3	5
253	не могло	2	5
254	отличается от	2	5
255	оно не	2	5
256	со своей	4	5
257	в сторону	2	5
258	или иначе	5	5
259	и может	2	5
260	могла бы	2	5
261	в таком	3	5
262	в отличие	7	5
263	могут служить	2	4
264	тем более	2	4
265	столь же	2	4
266	себя и	3	4
267	и больше	2	4
268	во всей	3	4
269	не от	2	4
270	ведет к	2	4
271	слова в	3	4
272	как раз	3	4
273	человека и	2	4
274	на свою	2	4
275	так или	4	4
276	принадлежит к	3	4
277	который в	2	4
278	в литературе	2	4
279	в глаза	2	4
280	вытекает из	2	4
281	на почве	4	4
282	дома и	2	4
283	отнюдь не	2	4
284	с точки	3	4
285	еще и	2	4
286	о его	2	4
287	ни к	2	4
288	есть в	3	4
289	человека с	3	4
290	в самом	7	4
291	но на	2	4
292	которого он	2	3
293	своей жизни	2	3
294	рассказ о	2	3
295	не могли	2	3
296	речь идет	2	3
297	на языке	3	3
298	при всей	2	3
299	о себе	2	3
300	чтобы не	2	3
301	была бы	3	3
302	говорит и	3	3
303	бы то	2	3
304	в противоположность	3	3
305	подобных случаях	2	3
306	ни было	2	3
307	вследствие этого	2	3
308	всякий раз	2	3
309	к другому	2	3
310	в системе	3	3
311	начиная с	2	3
312	как к	5	3
313	воздействия на	2	3
314	мире и	2	3
315	в формах	2	3
316	в тексте	13	3
317	что можно	3	3
318	то ни	2	3
319	в последней	2	3
320	от всех	2	3
321	при котором	2	3
322	к его	3	3
323	оказывается в	3	3
324	это своего	2	3
325	говорит в	2	3
326	не обязательно	3	3
327	бы не	2	3
328	но их	3	3
329	имеем дело	2	3
330	к более	2	2
331	в ходе	5	2
332	и конец	2	2
333	свою очередь	2	2
334	в момент	3	2
335	тексты а	2	2
336	к нашему	2	2
337	однако все	2	2
338	числе и	2	2
339	лишь в	7	2
340	по пути	4	2
341	с человеком	2	2
342	материала в	2	2
343	в нашем	2	2
344	у одного	2	2
345	сама по	2	2
346	при всем	2	2
347	в мире	24	2
348	в конечном	5	2
349	совпадает с	2	2
350	на время	2	2
351	способность к	2	2
352	и прежде	3	2
353	таком случае	2	2
354	соединении с	2	2
355	героя как	2	2
356	быть названо	2	2
357	одно и	3	2
358	не сами	2	2
359	за пределами	3	2
360	в самой	2	2
361	или иных	2	2
362	не следует	4	2
363	в состав	6	2
364	в рамках	13	2
365	мыслится как	5	2
366	встречаются в	2	2
367	того или	4	2
368	связей с	2	2
369	не входит	2	2
370	место в	5	2
371	случае не	2	2
372	мышления и	2	2
373	жизни на	2	2
374	уже говорилось	2	2
375	никем не	2	2
376	а для	2	2
377	всей своей	2	2
378	вопрос что	2	2
379	говорить о	4	2
