N	2gram	Trubetskoy	Problemy
201	те же	2	5
202	все то	2	5
203	то есть	2	5
204	та же	4	5
205	совершенно не	4	5
206	между собою	5	5
207	тому же	6	5
208	именно в	5	5
209	а между	8	5
210	же что	2	5
211	высшей степени	2	5
212	в высшей	2	5
213	быть и	5	5
214	в ней	3	5
215	вместе с	7	5
216	тем не	4	4
217	конечно в	2	4
218	от того	3	4
219	он должен	2	4
220	в одно	2	4
221	из которых	4	4
222	или менее	8	4
223	каждый из	3	4
224	не то	3	4
225	мы видели	2	4
226	от них	2	4
227	в эту	2	4
228	в точке	2	4
229	более или	8	4
230	на себе	2	4
231	в сторону	3	4
232	и без	5	4
233	что оно	3	4
234	связи с	4	4
235	при чем	6	4
236	во всей	2	4
237	мы сказали	4	4
238	которую он	2	4
239	уже и	3	4
240	нет в	2	4
241	то в	2	4
242	что с	6	4
243	то и	2	4
244	они могут	2	4
245	всех этих	4	4
246	в которой	5	4
247	с ее	2	4
248	только что	3	4
249	к другу	2	4
250	что если	3	4
251	с этой	3	4
252	вследствие этого	3	4
253	образом как	2	4
254	жизнь и	3	4
255	друг на	2	4
256	именно потому	2	4
257	также и	2	4
258	все что	10	4
259	образом и	2	4
260	и если	6	4
261	не есть	4	4
262	а лишь	3	4
263	ни один	4	4
264	все в	2	4
265	на друга	2	4
266	друг к	2	4
267	таким же	3	4
268	мы и	2	4
269	он тоже	2	4
270	данном случае	3	3
271	лишь о	2	3
272	следовательно и	2	3
273	для самого	2	3
274	в настоящее	3	3
275	есть только	2	3
276	по своей	7	3
277	которых мы	4	3
278	от времени	2	3
279	целом ряде	3	3
280	мы знаем	10	3
281	может служить	3	3
282	что на	2	3
283	настоящее время	3	3
284	между собой	4	3
285	в эти	3	3
286	того чтобы	8	3
287	а затем	2	3
288	между двумя	5	3
289	и по	3	3
290	этом случае	4	3
291	должны быть	3	3
292	все без	2	3
293	признать что	4	3
294	и вообще	3	3
295	с которыми	2	3
296	в сознании	7	3
297	в данном	3	3
298	только то	2	3
299	из этих	8	3
300	а к	2	3
301	говорить о	2	3
302	на одном	2	3
303	то время	2	3
304	и уже	2	3
305	все они	6	3
306	и при	6	3
307	чем у	8	3
308	у нас	3	3
309	что его	4	3
310	мы можем	6	3
311	том и	2	3
312	на нее	2	3
313	есть в	2	3
314	этими двумя	2	3
315	со своими	2	3
316	если мы	4	3
317	о них	2	3
318	только не	2	3
319	сводится к	2	3
320	в один	2	3
321	и особенно	2	3
322	в таком	4	3
323	можно лишь	2	3
324	ту же	2	3
325	мы будем	3	3
326	тем же	2	3
327	чем в	3	3
328	между отдельными	2	2
329	что их	3	2
330	из всех	5	2
331	чтобы все	3	2
332	а и	8	2
333	самого себя	4	2
334	одну из	2	2
335	или поздно	2	2
336	как для	3	2
337	не потому	2	2
338	одного и	3	2
339	к этому	5	2
340	эти черты	2	2
341	ему и	2	2
342	социальной жизни	4	2
343	должен быть	2	2
344	входящих в	2	2
345	тех кто	5	2
346	и других	3	2
347	возможно лишь	3	2
348	свою очередь	2	2
349	тогда когда	3	2
350	друг от	6	2
351	то они	4	2
352	же касается	2	2
353	мы говорили	8	2
354	разобраться в	2	2
355	одно из	3	2
356	не так	4	2
357	рано или	2	2
358	по сравнению	5	2
359	на том	2	2
360	вступают в	2	2
361	и там	2	2
362	при том	2	2
363	этих черт	2	2
364	этих двух	2	2
365	отнюдь не	2	2
366	между этими	2	2
367	и говорить	3	2
368	что такой	2	2
369	же как	3	2
370	образом в	3	2
371	почти все	2	2
372	к которой	3	2
373	независимо от	2	2
374	и весь	2	2
375	но даже	3	2
376	этот процесс	2	2
377	всех тех	2	2
378	два человека	2	2
379	с уже	2	2
380	целый ряд	4	2
381	при условии	2	2
382	что как	4	2
383	из нее	2	2
384	от друга	6	2
385	а следовательно	2	2
386	для того	8	2
387	в истории	3	2
388	для нас	3	2
389	время от	2	2
390	с одной	3	2
391	к той	2	2
392	не имеет	2	2
393	в нашем	3	2
394	что для	4	2
395	столь же	5	2
396	ничем не	5	2
397	освободиться от	3	2
398	над всеми	2	2
399	в свою	2	2
400	и того	3	2
401	от нее	2	2
402	из этого	7	2
403	из него	2	2
404	не следует	2	2
405	эти последние	2	2
406	совершенно иной	2	2
407	что касается	6	2
408	во втором	2	2
409	а потому	5	2
