N	2gram	Voloshinov	DiskursI
140	же самое	5	5
141	не к	4	5
142	в ней	8	5
143	тем что	2	5
144	до конца	2	4
145	первобытного человека	2	4
146	слова не	2	4
147	а на	2	4
148	общения и	4	4
149	и тем	7	4
150	у них	3	4
151	того или	5	4
152	по своему	3	4
153	как это	5	4
154	и это	8	4
155	только на	3	4
156	на его	6	4
157	между двумя	2	4
158	или иного	5	4
159	мы имеем	2	4
160	с ней	2	4
161	а к	3	4
162	этом случае	3	4
163	в данной	4	4
164	связи с	3	4
165	т.п но	2	4
166	тот или	2	4
167	в какой	2	4
168	в жизни	2	4
169	в самом	5	4
170	не есть	2	4
171	и к	4	4
172	зависит от	2	4
173	высказывания и	3	4
174	точка зрения	4	4
175	или в	2	4
176	и само	3	4
177	с ним	2	4
178	еще и	2	3
179	жанр и	2	3
180	первый взгляд	2	3
181	вопрос о	2	3
182	в тех	3	3
183	в форме	6	3
184	ли не	2	3
185	к которому	2	3
186	языка и	4	3
187	в области	6	3
188	говорящего и	6	3
189	но как	2	3
190	бытия в	2	3
191	он говорит	2	3
192	об этом	3	3
193	заметить что	3	3
194	не говоря	2	3
195	между собой	2	3
196	и он	2	3
197	для этого	2	3
198	все эти	3	3
199	было бы	7	3
200	мы не	9	3
201	как мы	10	3
202	к миру	2	3
203	да и	4	3
204	одно и	6	3
205	и от	7	3
206	с этим	2	3
207	в начале	3	3
208	хотя бы	18	3
209	в которой	7	3
210	не просто	4	3
211	как не	2	3
212	на первый	2	3
213	говорящего к	2	3
214	и наконец	5	3
215	и вследствие	2	3
216	при всем	2	3
217	но все	5	3
218	отношения к	3	3
219	их в	3	3
220	к чему	2	3
221	уже в	5	3
222	жизни и	3	3
223	слова в	6	3
224	или даже	2	3
225	место в	2	3
226	и сам	2	3
227	слова и	5	3
228	и без	4	3
229	тем же	4	3
230	вместе с	5	3
231	и развития	3	2
232	точкой зрения	6	2
233	в отношении	2	2
234	очевидно что	2	2
235	которое может	3	2
236	мы должны	10	2
237	для всех	2	2
238	каждый из	2	2
239	вопроса о	4	2
240	в каждом	4	2
241	должно было	3	2
242	все то	2	2
243	общения не	2	2
244	друг друга	2	2
245	есть не	2	2
246	ситуации и	10	2
247	из трех	2	2
248	высказывания как	3	2
249	и при	2	2
250	к своему	4	2
251	самом деле	5	2
252	с природой	2	2
253	одной и	4	2
254	зрения как	3	2
255	его не	2	2
256	всего в	4	2
257	которого и	2	2
258	мы видели	5	2
259	в душе	2	2
260	развития в	2	2
261	в него	2	2
262	к нему	2	2
263	с самого	4	2
264	те же	5	2
265	в голову	3	2
266	тех случаях	2	2
267	ответ на	3	2
268	понимания и	2	2
269	о своей	4	2
270	самого начала	4	2
271	в предыдущей	2	2
272	события и	2	2
273	как нечто	2	2
274	все это	4	2
275	этого слова	3	2
276	высказывания с	3	2
277	вовсе не	2	2
278	и вообще	2	2
279	речи не	2	2
280	слово не	4	2
281	с другими	2	2
282	необходимо чтобы	3	2
283	в первой	2	2
284	должно быть	2	2
285	не нужно	2	2
286	области значений	2	2
287	мы можем	7	2
288	на него	4	2
289	целый ряд	3	2
290	если бы	4	2
291	связаны с	4	2
292	и той	7	2
293	не обладает	2	2
294	в языке	2	2
295	художественного высказывания	2	2
296	для того	9	2
297	и их	5	2
298	себе и	2	2
299	заключает в	4	2
300	случаях когда	2	2
301	речи и	6	2
302	на этот	2	2
303	человека с	2	2
304	не должно	2	2
305	ни один	2	2
306	форма высказывания	3	2
307	еще более	2	2
308	и с	5	2
309	о них	2	2
310	но для	3	2
311	которая и	2	2
312	из которых	3	2
313	не знаем	4	2
314	выбора и	2	2
315	человек не	2	2
316	что было	3	2
317	речи это	2	2
318	в нашем	5	2
319	с помощью	6	2
320	как с	2	2
