N	2gram	Vygotskiy_	Marksizm
348	лежит в	2	3
349	ту или	2	3
350	подход к	3	3
351	но это	3	3
352	можно было	4	3
353	и этот	3	3
354	тем не	6	3
355	применении к	2	3
356	мы увидим	4	3
357	и той	5	3
358	отношения базиса	2	3
359	нет никакой	3	3
360	его и	4	3
361	и о	4	3
362	или как	2	3
363	на этот	2	3
364	чтобы понять	4	3
365	и другую	2	3
366	также и	2	3
367	этой школы	2	3
368	этой формы	2	3
369	со стороны	5	3
370	в своих	12	3
371	когда он	11	3
372	в другой	3	3
373	в которых	5	3
374	приводит к	3	3
375	из которых	5	3
376	совпадает с	4	3
377	в объяснении	2	3
378	к жизни	2	3
379	форму и	4	3
380	что эта	4	3
381	и есть	5	3
382	и только	5	3
383	не найдем	2	3
384	один и	2	3
385	с ним	2	3
386	этих двух	4	3
387	на все	6	3
388	того как	5	3
389	и других	4	3
390	сознания к	2	2
391	точкой зрения	2	2
392	в нее	2	2
393	тем самым	2	2
394	во все	2	2
395	ее и	2	2
396	из всех	4	2
397	нам придется	2	2
398	идет о	2	2
399	указывает на	6	2
400	в голове	2	2
401	образом в	3	2
402	в состоянии	4	2
403	и поэтому	3	2
404	при такой	2	2
405	иное как	2	2
406	с той	2	2
407	ли не	2	2
408	к более	2	2
409	он же	3	2
410	мы никогда	5	2
411	сами по	4	2
412	всех остальных	3	2
413	этого материала	4	2
414	к выводу	2	2
415	и всегда	2	2
416	от себя	4	2
417	не остается	2	2
418	которое он	2	2
419	в частности	6	2
420	тем как	2	2
421	была бы	2	2
422	же мы	2	2
423	а с	2	2
424	согласиться с	2	2
425	о нем	2	2
426	к ним	4	2
427	к этой	2	2
428	искусство и	5	2
429	в общем	2	2
430	гораздо более	2	2
431	а только	4	2
432	тех пор	2	2
433	для всех	5	2
434	могли бы	3	2
435	связи со	2	2
436	а потому	5	2
437	лучше всего	2	2
438	какой степени	2	2
439	их с	2	2
440	быть в	2	2
441	мы его	2	2
442	не то	2	2
443	на его	3	2
444	совсем не	3	2
445	же как	8	2
446	его не	3	2
447	то как	4	2
448	что с	5	2
449	они сами	2	2
450	и во	3	2
451	и часто	2	2
452	себя и	3	2
453	заключается в	15	2
454	то на	2	2
455	данной эпохи	2	2
456	которой мы	2	2
457	мы получим	2	2
458	из виду	2	2
459	сведена к	2	2
460	например в	5	2
461	мышления и	3	2
462	когда мы	4	2
463	само по	8	2
464	что самое	4	2
465	в сознании	6	2
466	в собственном	4	2
467	другой в	2	2
468	образ и	2	2
469	в последнее	4	2
470	отличается от	4	2
471	до тех	3	2
472	сама по	2	2
473	который как	2	2
474	не что	2	2
475	ее от	4	2
476	социально-политический строй	3	2
477	та же	4	2
478	если оно	3	2
479	и наконец	2	2
480	она в	2	2
481	совершенно справедливо	5	2
482	с этой	8	2
483	целом ряде	2	2
484	и другие	5	2
485	говорит он	3	2
486	эта форма	2	2
487	в чем	5	2
488	что его	5	2
489	все остальное	2	2
490	но только	6	2
491	себе и	2	2
492	последнее время	2	2
493	бы что	2	2
494	на него	2	2
495	дело с	10	2
496	почти все	3	2
497	зрения и	2	2
498	есть в	7	2
499	в жизни	5	2
500	его жизни	3	2
501	и так	7	2
502	во всем	5	2
503	психологии является	2	2
504	исследования мы	2	2
505	явлений и	3	2
506	что эти	3	2
507	видели что	2	2
508	в самой	2	2
509	это отношение	2	2
510	что само	2	2
511	их в	4	2
512	основных понятий	2	2
513	зависит от	2	2
514	и другой	6	2
515	как они	2	2
516	поскольку он	2	2
517	быть дано	2	2
518	и если	4	2
519	оно не	2	2
520	найти в	2	2
521	только они	2	2
522	этом смысле	3	2
523	все в	2	2
524	что мы	9	2
525	этого вопроса	2	2
526	чтобы показать	4	2
527	мы все	3	2
528	имеет дело	2	2
529	тому же	4	2
530	чтобы убедиться	2	2
531	пор пока	2	2
532	в совершенно	5	2
533	ту же	6	2
534	собственном смысле	3	2
535	не значит	2	2
536	мы совершенно	2	2
537	проблемы мы	2	2
538	но он	3	2
