N	2gram	Tiupa_Anal	Myshleni
504	бы это	2	2
505	связывается с	3	2
506	легко может	2	2
507	ни к	3	2
508	к числу	4	2
509	анна каренина	2	2
510	возвращает нас	2	2
511	в таких	2	2
512	вплоть до	5	2
513	более чем	2	2
514	по сути	2	2
515	не всегда	4	2
516	но сам	2	2
517	на свою	3	2
518	из трех	2	2
519	в состав	2	2
520	с нею	2	2
521	не предполагает	2	2
522	подход к	2	2
523	первых двух	2	2
524	его за	2	2
525	не следует	5	2
526	этом он	2	2
527	в мире	17	2
528	автора и	5	2
529	от первого	2	2
530	от жизни	2	2
531	как внутренняя	2	2
532	и систематизации	2	2
533	тот или	3	2
534	в иной	2	2
535	его из	2	2
536	в чистом	2	2
537	где он	2	2
538	как справедливо	3	2
539	от всего	2	2
540	все еще	2	2
541	для своего	3	2
542	состоит не	3	2
543	не будет	3	2
544	тем или	2	2
545	но зато	2	2
546	его как	3	2
547	которое как	2	2
548	с самим	3	2
549	мысль о	3	2
550	лишь на	3	2
551	не должен	2	2
552	сам автор	2	2
553	личности и	4	2
554	воззрений на	2	2
555	в сторону	2	2
556	не более	2	2
557	а тем	2	2
558	в принципе	3	2
559	мыслится как	2	2
560	и свою	2	2
561	тем в	2	2
562	в борьбе	2	2
563	уже о	2	2
564	на себя	5	2
565	бы дать	2	2
566	он был	3	2
567	с этого	2	2
568	внешнего мира	3	2
569	личности в	5	2
570	констатировать что	2	2
571	в акте	2	2
572	или иным	2	2
573	ко всему	2	2
