N	2gram	Bakhtin_fo	Freidism
145	не знает	4	5
146	самого начала	3	5
147	конечно и	5	5
148	что и	5	5
149	ее в	2	5
150	в более	2	5
151	далеко не	3	5
152	в большинстве	3	5
153	это не	8	5
154	той же	2	5
155	в процессе	4	5
156	отнюдь не	7	5
157	того чтобы	11	5
158	не было	8	5
159	в ее	6	5
160	он сам	2	5
161	и до	7	5
162	в себя	3	5
163	вместе с	9	5
164	данном случае	2	4
165	человека в	22	4
166	одна из	3	4
167	и вообще	3	4
168	в таких	2	4
169	на которые	2	4
170	последнем счете	3	4
171	характер и	8	4
172	его к	2	4
173	так же	7	4
174	подхода к	3	4
175	этот процесс	5	4
176	связанных с	3	4
177	с ее	7	4
178	в другом	2	4
179	в этот	5	4
180	этом отношении	5	4
181	если бы	6	4
182	и может	2	4
183	мы увидим	2	4
184	в виду	5	4
185	в основном	12	4
186	только на	3	4
187	в последнем	3	4
188	у него	8	4
189	как в	10	4
190	к ней	2	4
191	между собой	5	4
192	в своем	8	4
193	влияние на	6	4
194	ее целом	2	4
195	по своему	3	4
196	так называемый	2	4
197	а только	2	4
198	в котором	8	4
199	связанные с	5	4
200	потому что	11	4
201	именно в	5	4
202	уже указывали	4	4
203	все основные	3	4
204	личности и	2	4
205	и т.п	6	4
206	выражение в	3	4
207	мы находим	2	4
208	смысле слова	4	4
209	по себе	3	4
210	в целом	2	4
211	всей жизни	2	4
212	нет и	4	4
213	по ту	2	4
214	должны быть	2	4
215	мы и	4	4
216	себя и	6	4
217	в истории	6	4
218	первый план	2	4
219	в данном	4	4
220	слова и	4	4
221	и речи	6	4
222	и то	5	3
223	с этими	2	3
224	и от	3	3
225	все то	2	3
226	в эпоху	5	3
227	бы он	2	3
228	его рождения	2	3
229	жизни в	11	3
230	в результате	6	3
231	борьба с	3	3
232	к себе	8	3
233	и даже	5	3
234	и тот	2	3
235	тем же	3	3
236	и как	12	3
237	нам важно	2	3
238	не без	2	3
239	а как	3	3
240	он был	2	3
241	ни один	2	3
242	у нас	2	3
243	или как	5	3
244	в центре	2	3
245	как на	2	3
246	всем этим	4	3
247	себе и	4	3
248	утверждает что	2	3
249	сих пор	4	3
250	и следовательно	5	3
251	значение в	5	3
252	и является	2	3
253	от всех	2	3
254	на этой	4	3
255	единства и	2	3
256	о том	4	3
257	они не	4	3
258	в совершенно	3	3
259	того же	9	3
260	на почве	2	3
261	все его	7	3
262	оно не	3	3
263	их в	6	3
264	на себя	2	3
265	но для	2	3
266	для всех	3	3
267	и становится	2	3
268	и этим	2	3
269	в одном	10	3
270	в основу	3	3
271	что мы	2	3
272	в них	11	3
273	очень важный	3	3
274	уже в	5	3
275	формы и	4	3
276	себя в	2	3
277	для них	3	3
278	которой он	3	3
279	раз и	3	3
280	находится в	3	3
281	между двумя	6	3
282	мы видим	4	3
283	в условиях	8	3
284	жизни по	2	3
285	мир в	6	3
286	и есть	3	3
287	а следовательно	4	3
288	и сам	2	3
289	природы и	2	3
290	есть только	2	3
291	во всей	3	3
292	и тех	2	3
293	них не	2	3
294	в нашем	3	3
295	до сих	4	3
296	во втором	2	3
297	на основе	5	3
298	да и	4	2
299	них и	2	2
300	в широком	3	2
301	лежат в	2	2
302	в отношении	5	2
303	этого нового	3	2
304	вопрос о	2	2
305	нет в	2	2
306	следовательно и	3	2
307	человека так	3	2
308	или иной	4	2
309	когда мы	2	2
310	в различных	2	2
311	а также	5	2
312	то в	2	2
313	всего этого	3	2
314	но эти	4	2
315	место и	3	2
316	его с	2	2
317	время в	7	2
318	не входит	2	2
319	были в	2	2
320	другом месте	2	2
321	в одной	2	2
322	по преимуществу	4	2
323	для своего	2	2
324	дело в	3	2
325	должно быть	6	2
326	и поэтому	2	2
327	всех сторон	2	2
328	все другие	2	2
329	это было	2	2
330	не как	2	2
331	его целом	2	2
332	за ними	3	2
333	в глаза	3	2
334	его и	2	2
335	большое значение	3	2
336	в отличие	3	2
337	для восприятия	2	2
338	в конце	11	2
339	на один	2	2
340	есть и	4	2
341	для себя	8	2
342	как по	2	2
343	на свет	4	2
344	друг друга	3	2
345	должен быть	2	2
346	и самое	5	2
347	все они	4	2
348	он должен	2	2
349	весь мир	3	2
350	в некоторых	4	2
351	в их	9	2
352	только для	2	2
353	к своему	2	2
354	и другие	6	2
355	и та	2	2
356	для нас	2	2
357	опирается на	2	2
358	этого ряда	7	2
359	их не	2	2
360	в течение	2	2
361	всей его	2	2
362	по всему	3	2
363	отличие от	3	2
364	мы говорили	3	2
365	нас в	3	2
366	с одной	5	2
367	и всего	2	2
368	в мире	4	2
369	больше и	2	2
370	в подходе	2	2
371	в прошлом	3	2
372	от этого	4	2
373	и так	2	2
374	в него	2	2
375	не имеет	5	2
376	значение для	3	2
377	явлений и	3	2
378	вообще не	4	2
379	также и	6	2
380	за пределами	2	2
381	же что	3	2
382	с другой	4	2
383	правда в	2	2
384	человека мы	2	2
385	и было	4	2
386	еще более	7	2
387	большую роль	4	2
388	проходит через	3	2
389	и явления	2	2
390	входит в	3	2
391	но все	6	2
392	во многом	2	2
393	и исторического	3	2
394	одной стороны	3	2
395	жизнь в	2	2
396	тогда когда	2	2
397	и их	11	2
398	подходе к	2	2
399	природной и	2	2
400	вещи и	3	2
401	это новое	2	2
402	на них	2	2
403	она становится	3	2
404	на другой	2	2
405	равно как	4	2
406	новое и	5	2
407	жизни но	7	2
408	поэтому все	3	2
409	но когда	2	2
410	там где	4	2
411	же как	2	2
412	распадается на	2	2
413	слагается из	2	2
414	и уже	4	2
415	и во	13	2
416	и всей	2	2
417	связаны с	3	2
418	в качестве	6	2
419	всю эту	2	2
420	же самое	2	2
421	отношения к	7	2
422	как его	3	2
423	в дальнейшем	10	2
424	совершенно иной	3	2
425	не к	2	2
426	и они	4	2
427	рядом с	4	2
428	жизни то	2	2
429	мира в	6	2
430	отсюда и	3	2
431	не меняется	3	2
432	вполне понятно	4	2
433	ясно что	2	2
