N	2gram	Bakhtin_Fr	Komedia
162	из этих	2	7
163	хотя бы	2	7
164	дело с	2	7
165	и вот	4	7
166	в этих	8	7
167	и тот	4	7
168	равно как	2	7
169	конце концов	3	7
170	всяком случае	2	7
171	перед лицом	2	7
172	даже в	4	6
173	за то	2	6
174	когда же	2	6
175	в виду	8	6
176	в области	5	6
177	том числе	4	6
178	так в	4	6
179	здесь в	6	6
180	в сущности	15	6
181	до того	2	6
182	в дальнейшем	4	6
183	и он	2	6
184	это было	2	6
185	и как	5	6
186	во второй	2	6
187	как будто	2	6
188	по всему	2	6
189	в отличие	3	6
190	в своих	7	6
191	еще более	5	6
192	в другой	2	6
193	там же	2	6
194	на этом	3	6
195	мы встречаем	6	6
196	главным образом	3	6
197	с точки	4	6
198	или в	3	6
199	в уже	2	6
200	а не	6	6
201	не дает	4	6
202	никогда не	2	5
203	и если	2	5
204	ему не	2	5
205	этом отношении	4	5
206	это не	5	5
207	из всех	4	5
208	его на	2	5
209	что из	2	5
210	ему и	2	5
211	одним из	2	5
212	роль в	7	5
213	и мы	2	5
214	ни одной	2	5
215	после этого	2	5
216	в развитии	2	5
217	одном из	2	5
218	все время	3	5
219	от них	2	5
220	не так	3	5
221	мы имеем	2	5
222	что на	2	5
223	в ее	5	5
224	который в	2	5
225	все остальные	3	5
226	сказать что	3	5
227	представление о	2	5
228	и от	4	5
229	для этого	3	5
230	что это	4	5
231	себя в	2	5
232	в мире	6	5
233	в первой	3	5
234	также в	2	5
235	его современников	4	5
236	мира в	2	5
237	раз в	4	5
238	именно в	5	5
239	что я	2	5
240	здесь нет	2	5
241	он и	10	5
242	в это	2	5
243	жизни и	6	5
244	здесь и	6	5
245	конечно не	4	5
246	и после	2	5
247	у меня	2	5
248	той же	9	5
249	тем же	2	5
250	но он	9	5
251	с помощью	5	5
252	чем в	2	5
253	которые в	2	4
254	нуждается в	4	4
255	в духе	11	4
256	наконец в	3	4
257	видеть в	2	4
258	за счет	3	4
259	к которому	2	4
260	по своей	4	4
261	всякого рода	2	4
262	образом в	3	4
263	по сравнению	2	4
264	в более	4	4
265	все его	2	4
266	он так	2	4
267	между ними	4	4
268	сравнению с	2	4
269	не на	2	4
270	здесь мы	3	4
271	из самых	2	4
272	например в	2	4
273	в основе	7	4
274	как известно	3	4
275	в риме	3	4
276	в состоянии	2	4
277	одна из	3	4
278	хотя в	2	4
279	в последних	2	4
280	из этого	3	4
281	одно из	3	4
282	каждый из	2	4
283	меньше чем	3	4
284	его творчества	2	4
285	с их	5	4
286	стороны и	2	4
287	и их	5	4
288	у нас	4	4
289	времени и	5	4
290	и другие	4	4
291	такой же	3	4
292	нас в	2	4
293	фрагмент из	2	4
294	далеко не	3	4
295	для характеристики	2	4
296	прежде чем	2	4
297	их в	7	4
298	которые он	2	4
299	выражение в	2	4
300	в той	7	4
301	что эта	2	4
302	этой же	2	4
303	как его	2	4
304	в себя	2	4
305	на площади	9	4
306	и потому	6	3
307	в одной	3	3
308	вплоть до	5	3
309	не раз	2	3
310	не был	4	3
311	человеческой натуры	3	3
312	его творчество	2	3
313	остается в	2	3
314	том же	4	3
315	в году	11	3
316	только на	4	3
317	своего времени	5	3
318	видно что	4	3
319	для понимания	5	3
320	от этого	2	3
321	в эту	7	3
322	для этой	3	3
323	к этой	3	3
324	они не	4	3
325	он говорит	6	3
326	он в	2	3
327	и за	3	3
328	не считая	2	3
329	он с	2	3
330	на них	3	3
331	в виде	2	3
332	на землю	2	3
333	с ними	4	3
334	протяжении всего	2	3
335	было в	2	3
336	принадлежит к	2	3
337	сам он	3	3
338	всего этого	2	3
339	мы видели	6	3
340	они были	4	3
341	числе и	3	3
342	этой сцены	2	3
343	в эпоху	18	3
344	право на	2	3
345	это в	4	3
346	его за	2	3
347	мы находим	3	3
348	и одновременно	3	3
349	и мысли	4	3
350	только для	6	3
351	как о	2	3
352	жизнь и	2	3
353	и более	2	3
354	отношения к	2	3
355	связанные с	4	3
356	будто бы	2	3
357	в большинстве	3	3
358	ко всему	2	3
359	в эти	2	3
360	относится к	2	3
361	в один	2	3
362	в таком	2	3
363	и есть	5	3
364	как на	3	3
365	во всем	4	3
366	не к	2	3
367	в нашем	5	3
368	один и	3	3
369	образом и	2	2
370	площади и	4	2
371	еще и	6	2
372	играли в	2	2
373	перед нами	4	2
374	к одному	2	2
375	те же	6	2
376	и следовательно	3	2
377	случае в	2	2
378	еще раз	2	2
379	поэтому он	4	2
380	для которого	2	2
381	что здесь	2	2
382	обвиняет в	2	2
383	никак не	3	2
384	одному из	2	2
385	в произведениях	2	2
386	слово в	3	2
387	почти до	3	2
388	были в	2	2
389	за ними	2	2
390	и при	2	2
391	это как	2	2
392	и был	3	2
393	в основном	7	2
394	дает нам	4	2
395	они должны	2	2
396	и очень	2	2
397	того что	3	2
398	со всеми	5	2
399	на которых	2	2
400	и дает	2	2
401	о нем	3	2
402	не находит	2	2
403	что все	2	2
404	источником для	2	2
405	она была	3	2
406	в ту	8	2
407	в общем	2	2
408	жизнь в	3	2
409	что тот	2	2
410	не входит	2	2
411	большинстве случаев	3	2
412	и сама	2	2
413	в основу	2	2
414	и под	4	2
415	здесь не	5	2
416	не была	2	2
417	них в	2	2
418	мы видим	9	2
419	и до	14	2
420	все эти	16	2
421	но его	2	2
422	под влиянием	2	2
423	ее не	2	2
424	рядом с	5	2
425	особенно в	6	2
426	но прежде	2	2
427	имеет в	2	2
428	лиц и	3	2
429	на волю	2	2
430	то в	2	2
431	в литературе	10	2
432	из этой	3	2
433	но это	5	2
434	в противоположность	2	2
435	и так	5	2
436	о котором	2	2
437	дело не	3	2
438	на свете	2	2
439	в этот	2	2
440	женщин и	2	2
441	слова и	3	2
442	превращается в	4	2
443	вот этот	2	2
444	как по	2	2
445	где он	2	2
446	и со	2	2
447	второй половины	3	2
448	для всей	2	2
449	но они	4	2
450	политики и	2	2
451	со своими	2	2
452	для него	7	2
453	почти все	2	2
454	это уже	2	2
455	его к	3	2
456	подобно тому	2	2
457	принадлежат к	2	2
458	об их	2	2
459	представляется нам	2	2
460	имеем в	2	2
461	места в	2	2
462	к первой	2	2
463	ко всем	3	2
464	встречаем в	2	2
465	как она	2	2
466	тому как	2	2
467	к жизни	2	2
468	говорит о	2	2
469	связь с	6	2
470	выступает с	2	2
471	мы уже	19	2
472	основе своей	2	2
473	в форме	3	2
474	же и	4	2
475	них не	2	2
476	не дали	2	2
