N	2gram	Vinokur_St	KulturaY
156	со стороны	7	10
157	они не	2	10
158	в общем	2	10
159	как и	11	10
160	речь идет	6	10
161	бы и	4	10
162	вряд ли	8	10
163	того или	4	10
164	с этим	6	10
165	тем более	4	10
166	бы в	2	10
167	несмотря на	4	10
168	в первом	2	10
169	после того	5	10
170	этом смысле	2	10
171	конечно не	2	10
172	не просто	2	10
173	этого рода	2	9
174	не потому	3	9
175	ли не	2	9
176	в целом	5	9
177	xix века	2	9
178	что все	3	9
179	и для	4	9
180	в своей	12	9
181	можно сказать	2	9
182	или иного	4	9
183	а также	4	9
184	но это	9	9
185	в которой	13	9
186	не имеет	5	9
187	на то	5	9
188	ни в	5	9
189	но для	3	9
190	что мы	5	9
191	на самом	8	8
192	в первую	2	8
193	в частности	6	8
194	мере в	3	8
195	в своих	2	8
196	а потому	2	8
197	что на	3	8
198	в чем	4	8
199	не говоря	2	8
200	с одной	3	8
201	и о	4	8
202	в тех	5	8
203	что они	9	8
204	этом случае	3	8
205	с его	3	8
206	своего рода	7	8
207	это слово	6	8
208	да и	4	8
209	е как	2	8
210	и как	2	8
211	в статье	9	8
212	об этом	9	8
213	в этих	5	8
214	тому что	8	8
215	заключается в	5	8
216	но все	9	8
217	что я	3	8
218	в таком	4	8
219	тому же	2	8
220	до конца	4	7
221	идет о	3	7
222	той мере	2	7
223	в процессе	3	7
224	как он	3	7
225	и потому	3	7
226	была бы	10	7
227	не знает	2	7
228	смысле этого	2	7
229	а с	6	7
230	как например	2	7
231	она не	3	7
232	одной стороны	2	7
233	нисколько не	3	7
234	при чем	6	7
235	например в	8	7
236	не все	3	7
237	как о	2	7
238	же и	4	7
239	в истории	5	7
240	а именно	3	7
241	что касается	4	7
242	и более	4	7
243	в г	10	7
244	чуть ли	2	7
245	есть в	2	7
246	на этот	5	7
247	столь же	5	7
248	в котором	11	7
249	в одном	7	7
250	внимание на	5	7
251	во внимание	2	7
252	в слове	5	7
253	не значит	3	7
254	даже в	5	6
255	свое время	3	6
256	данном случае	7	6
257	о них	3	6
258	в себе	3	6
259	нуждается в	2	6
260	пушкин и	9	6
261	как к	3	6
262	пишет он	2	6
263	е в	3	6
264	говоря уже	2	6
265	были бы	2	6
266	не всегда	2	6
267	п в	4	6
268	в свое	3	6
269	которые в	2	6
270	от этого	2	6
271	можно ли	5	6
272	гораздо более	5	6
273	а если	2	6
274	уже о	6	6
275	на себя	3	6
276	что оно	4	6
277	не столько	6	6
278	в ее	6	6
279	должны быть	4	6
280	что с	4	6
281	в каком-то	2	6
282	первую очередь	2	6
283	не на	3	6
284	что значит	2	6
285	как будто	5	6
286	по поводу	13	6
287	то это	3	6
288	же это	3	6
289	за пределы	2	6
290	дело не	4	6
291	мы не	3	6
292	отличается от	2	6
293	в числе	4	6
294	что как	3	6
295	пушкина в	40	6
296	же время	5	6
297	но только	2	6
298	оно не	3	6
299	языка не	2	6
300	если не	4	6
301	для пушкина	21	6
302	то или	3	6
303	или иное	3	6
304	что именно	2	6
305	и именно	2	6
306	тем же	3	6
307	никогда не	7	5
308	в отношении	11	5
309	к его	2	5
310	и к	5	5
311	ставит себе	4	5
312	а на	4	5
313	в духе	2	5
314	в форме	2	5
315	в другом	5	5
316	а во-вторых	2	5
317	в конце	5	5
318	но если	5	5
319	в иных	2	5
320	пушкина с	9	5
321	и у	2	5
322	не надо	2	5
323	более что	2	5
324	или менее	2	5
325	же касается	3	5
326	так что	8	5
327	по своему	2	5
328	не так	2	5
329	материал для	6	5
330	думаю что	6	5
331	более или	2	5
332	капитанской дочки	2	5
333	даже и	2	5
334	на вопрос	7	5
335	ни одного	4	5
336	то не	3	5
337	и тогда	2	5
338	отметить что	4	5
339	в двух	4	5
340	данном отношении	6	5
341	и от	2	5
342	из того	2	5
343	и он	2	5
344	уже выше	2	5
345	всех этих	2	5
346	не как	2	5
347	и даже	8	5
348	могло бы	3	5
349	кроме того	3	5
350	превращается в	2	5
351	у него	3	5
352	отношение к	3	5
353	конечно и	5	5
354	о котором	2	5
355	еще более	5	5
356	или иначе	3	5
357	обратить внимание	4	5
358	но что	2	5
359	и их	3	5
360	только не	2	5
361	доказать что	2	5
362	и только	3	5
363	быть не	2	5
364	но с	7	5
365	мы находим	4	5
366	чем в	3	5
367	не о	2	4
368	его в	4	4
369	о которых	3	4
370	на который	2	4
371	в наши	2	4
372	не имеют	2	4
373	о чем	4	4
374	такие случаи	2	4
375	п а	2	4
376	в каждом	3	4
377	или же	3	4
378	к которому	4	4
379	в виде	3	4
380	точку зрения	3	4
381	так называемым	2	4
382	быть в	2	4
383	в такой	2	4
384	одно из	3	4
385	что о	3	4
386	так например	12	4
387	и все	3	4
388	к нему	2	4
389	во втором	5	4
390	и без	4	4
391	если б	5	4
392	что так	3	4
393	в известном	3	4
394	свидетельствует о	2	4
395	точно так	2	4
396	хочу сказать	2	4
397	же как	5	4
398	нужно было	2	4
399	пушкина и	20	4
400	на все	2	4
401	иных случаях	2	4
402	именно поэтому	2	4
403	как известно	2	4
404	представление о	5	4
405	в году	3	4
406	мне кажется	7	4
407	то в	3	4
408	это в	4	4
409	однако и	2	4
410	на это	2	4
411	который не	3	4
412	как можно	2	4
413	в данной	2	4
414	и по	6	4
415	е с	3	4
416	д и	2	4
417	бы не	2	4
418	но ведь	8	4
419	по словам	7	4
420	такой же	6	4
421	ли в	3	4
422	отношения к	2	4
423	ни на	3	4
424	не к	2	4
425	что для	4	4
426	а то	3	4
427	будто бы	4	4
428	связанные с	3	4
429	и это	4	4
430	но на	2	4
431	выражение в	2	4
432	из них	11	4
433	о значении	3	4
434	до того	4	4
435	так или	3	4
436	этой области	5	4
437	нельзя не	3	4
438	но он	5	4
439	само собою	2	4
440	не дает	2	4
441	подчеркнуть что	5	4
442	не мог	3	4
443	этого вопроса	3	3
444	случае в	4	3
445	том как	4	3
446	на эту	5	3
447	в настоящее	2	3
448	те или	2	3
449	в это	3	3
450	во многих	3	3
451	не раз	2	3
452	что здесь	2	3
453	с той	3	3
454	в россии	7	3
455	не хочет	2	3
456	конце концов	2	3
457	и эти	2	3
458	а как	5	3
459	ответа на	2	3
460	и другие	3	3
461	том же	3	3
462	так называемая	3	3
463	ср например	2	3
464	убедиться в	2	3
465	зрения в	2	3
466	том смысле	4	3
467	в романе	4	3
468	и такие	2	3
469	себе в	2	3
470	значение для	2	3
471	из романа	2	3
472	не приходится	5	3
473	всего что	2	3
474	на него	3	3
475	она была	2	3
476	другое дело	3	3
477	в сторону	2	3
478	с того	2	3
479	история литературы	2	3
480	в печати	8	3
481	настоящее время	2	3
482	естественно что	2	3
483	на них	2	3
484	на его	2	3
485	в начале	5	3
486	поэзии и	3	3
487	не для	3	3
488	что от	2	3
489	иметь в	2	3
490	и дело	2	3
491	впечатление будто	2	3
492	дело что	2	3
493	и я	5	3
494	во время	5	3
495	следовало бы	2	3
496	даже не	5	3
497	от степени	2	3
498	смысле что	2	3
499	если в	2	3
500	е не	2	3
501	в стихах	2	3
502	говорит что	4	3
503	статье о	3	3
504	не знаю	2	3
505	образом не	2	3
506	то время	2	3
507	можно считать	2	3
508	также в	2	3
509	что нет	2	3
510	собою разумеется	2	3
511	так называемой	2	3
512	в других	2	3
513	это просто	3	3
514	одним из	2	3
515	письма и	3	3
516	более чем	3	3
517	не по	5	3
518	не могло	4	3
519	только с	4	3
520	для него	10	3
521	в том-то	2	3
522	что у	8	3
523	если это	3	3
524	и сейчас	6	3
525	эту сторону	2	3
526	в наших	2	3
527	или иным	3	3
528	меньше всего	3	3
529	смысл этого	2	3
530	больше всего	2	3
531	ни были	2	3
532	по адресу	3	3
533	давно уже	3	3
534	эпохи и	3	3
535	с их	2	3
536	и уже	3	3
537	эпохи в	3	3
538	то ни	2	3
539	в некоторых	3	3
540	на точку	2	3
541	бы то	2	3
542	без всякого	2	3
543	наших глазах	2	2
544	начиная с	2	2
545	таким путем	2	2
546	пушкина как	9	2
547	возможно что	4	2
548	я считаю	5	2
549	и нужно	3	2
550	уже при	2	2
551	ни была	2	2
552	только у	2	2
553	и об	7	2
554	представляет собою	3	2
555	в одной	3	2
556	хотелось бы	2	2
557	вот что	3	2
558	втором случае	2	2
559	г и	3	2
560	это вовсе	2	2
561	быть и	2	2
562	обращает на	2	2
563	в словаре	3	2
564	он должен	2	2
565	нас к	2	2
566	точно и	2	2
567	или о	2	2
568	одном из	4	2
569	к своему	3	2
570	здесь совершенно	3	2
571	нет никаких	2	2
572	письме к	7	2
573	в москве	4	2
574	своего времени	4	2
575	у пушкина	17	2
576	одной из	4	2
577	этой статьи	2	2
578	в деле	3	2
579	сто лет	3	2
580	одно дело	2	2
581	из истории	3	2
582	с которыми	3	2
583	ведь и	3	2
584	поэтического языка	2	2
585	никаких оснований	2	2
586	это положение	2	2
587	очевидно только	2	2
588	культуры в	3	2
589	уже быть	2	2
590	ср в	5	2
591	что этот	3	2
592	том числе	3	2
593	далее в	4	2
594	пушкин что	2	2
595	самого пушкина	6	2
596	ответ на	4	2
597	не могла	2	2
598	и те	4	2
599	к сожалению	4	2
600	еще что	2	2
601	по этому	5	2
602	и научной	2	2
603	для них	2	2
604	тем или	3	2
605	разница между	3	2
606	жизни и	6	2
607	думать что	2	2
608	своей статье	4	2
609	и до	2	2
610	и самый	2	2
611	было в	2	2
612	сам пушкин	5	2
613	о пушкине	9	2
614	никто не	4	2
615	в применении	3	2
616	что пушкин	21	2
617	ее в	2	2
618	в прямом	2	2
619	очень часто	3	2
620	отношений между	3	2
621	утверждать будто	2	2
622	пушкинской эпохи	14	2
623	но эти	2	2
624	не до	2	2
625	другом месте	2	2
626	я уже	3	2
627	пушкиным в	14	2
628	дело в	9	2
629	только к	2	2
630	себе целью	4	2
631	это было	2	2
632	от которого	2	2
633	которые не	3	2
634	большое значение	2	2
635	еще до	4	2
636	том-то и	2	2
637	применении к	3	2
638	борьбы с	3	2
639	дело с	2	2
640	пушкина а	4	2
641	как правило	2	2
642	видел в	2	2
643	взглянуть на	2	2
644	целого ряда	2	2
645	общего с	3	2
646	здесь дело	2	2
647	за что	4	2
648	известно что	2	2
649	достаточно для	3	2
650	почти все	2	2
651	должен был	5	2
652	по его	5	2
653	не является	5	2
654	ничего общего	3	2
655	где он	2	2
656	самого же	2	2
657	отказаться от	2	2
658	к пушкину	5	2
659	пушкина не	10	2
660	но они	3	2
661	пушкина но	12	2
662	отношении к	3	2
663	свидетельствуют о	2	2
664	свое выражение	2	2
665	бы что	3	2
666	когда речь	2	2
667	ср еще	2	2
668	не должен	2	2
669	против того	2	2
670	что только	2	2
671	время как	2	2
672	ко времени	2	2
673	сами по	2	2
674	связан с	3	2
675	с историей	2	2
676	его жизни	3	2
677	и так	3	2
678	вообще не	5	2
679	и творчества	2	2
680	два слова	2	2
681	за то	5	2
682	поэтому в	4	2
683	думал о	2	2
684	ни один	2	2
685	на почве	2	2
686	меня в	2	2
687	и вообще	5	2
688	который как	2	2
689	справедливо указывает	2	2
690	не хочу	3	2
691	на которой	2	2
692	во многом	3	2
693	том отношении	4	2
694	неизвестно почему	2	2
695	основана на	2	2
696	которой в	3	2
697	где нет	2	2
698	вопрос в	4	2
699	видно что	3	2
700	как пушкин	3	2
701	всякий раз	2	2
702	это можно	3	2
703	которая была	3	2
704	к числу	3	2
705	и теперь	2	2
706	в случае	2	2
707	разумеется что	5	2
708	что эта	5	2
709	это был	3	2
710	в русской	4	2
711	что было	3	2
712	является не	4	2
713	нас нет	7	2
714	в период	2	2
715	в пользу	5	2
716	для которых	3	2
717	литературы и	3	2
718	это время	3	2
719	все в	2	2
720	одним и	2	2
721	еще однако	2	2
