N	2gram	Bakhtin_Fr	StatiiOP
400	в какой-то	2	2
401	и ни	4	2
402	отличие от	5	2
403	эту эпоху	5	2
404	по своему	9	2
405	мы видели	3	2
406	значение для	2	2
407	на этой	5	2
408	о мире	8	2
409	и она	2	2
410	вступают в	2	2
411	на первом	4	2
412	это его	2	2
413	жизнь и	3	2
414	для них	2	2
415	в разных	2	2
416	и этим	2	2
417	числе и	7	2
418	той или	5	2
419	одновременно и	3	2
420	на материале	3	2
421	в обычном	3	2
422	тот же	4	2
423	бы быть	2	2
424	и от	3	2
425	всего что	2	2
426	явление в	2	2
427	тех же	3	2
428	истории и	2	2
429	время в	3	2
430	так сказать	5	2
431	и эта	5	2
432	и еще	5	2
433	очень широко	2	2
434	их с	2	2
435	с ней	2	2
436	в наши	2	2
437	по преимуществу	3	2
438	поэтому и	5	2
439	с ее	3	2
440	знает и	2	2
441	в изображении	2	2
442	за ним	2	2
443	взглянуть на	3	2
444	превращается в	6	2
445	и вот	5	2
446	но у	2	2
447	жизни в	8	2
448	второй половины	3	2
449	в известной	7	2
450	в пределах	3	2
451	в отличие	4	2
452	в свой	2	2
453	всего от	2	2
454	что только	2	2
455	далеко не	6	2
456	целом ряде	2	2
457	уже к	2	2
458	всего необходимо	2	2
459	входит в	4	2
460	имеем в	2	2
461	зрения на	3	2
462	во франции	11	2
463	литературы в	4	2
464	роль в	6	2
465	с их	7	2
466	здесь только	2	2
467	именно на	2	2
468	жизни но	2	2
469	не укладывается	2	2
470	слов о	2	2
471	на что	3	2
472	связанное с	2	2
473	на все	5	2
474	мы и	4	2
