N	2gram	Potebnia_M	Psycholo
104	в своем	6	23
105	сих пор	4	23
106	целый ряд	2	23
107	что если	5	23
108	могут быть	6	23
109	что оно	12	23
110	один из	7	23
111	и даже	3	22
112	т д	5	22
113	как она	2	22
114	что у	4	22
115	когда мы	4	22
116	с этим	12	22
117	между тем	19	22
118	из них	11	22
119	искусство есть	3	21
120	в своей	2	21
121	как мы	8	21
122	но только	3	21
123	том чтобы	4	21
124	ни в	2	21
125	в котором	7	21
126	в которых	5	21
127	что эта	3	21
128	той же	6	21
129	и только	5	21
130	она не	4	20
131	в то	16	20
132	тот же	2	20
133	это не	2	20
134	несмотря на	2	20
135	там где	6	20
136	другой стороны	4	20
137	мы должны	6	19
138	в ее	3	19
139	он говорит	3	19
140	в какой	3	19
141	у него	3	19
142	в одном	4	19
143	что при	3	19
144	мы уже	5	19
145	в каком	8	18
146	на самом	4	18
147	перед нами	3	18
148	но в	8	18
149	был бы	2	18
150	что с	2	18
151	но не	8	18
152	в которой	9	18
153	с этой	2	18
154	вслед за	6	18
155	есть не	9	18
156	и есть	4	18
157	что для	5	17
158	только не	5	17
159	во всяком	4	17
160	у нас	2	17
161	из этих	10	17
162	но это	9	17
163	и о	6	17
164	время как	3	17
165	так и	17	16
166	та же	3	16
167	не имеет	10	16
168	тому как	6	16
169	и к	5	16
170	от того	10	16
171	и тем	8	16
172	то это	9	16
173	к этому	3	16
174	формы и	2	16
175	чувства и	5	16
176	в таком	6	16
177	и потому	9	15
178	могли бы	3	15
179	еще не	9	15
180	не могут	7	15
181	далеко не	5	15
182	что именно	5	15
183	только на	4	15
184	в них	9	15
185	для него	14	15
186	не можем	8	15
187	о котором	2	15
188	что на	3	14
189	очевидно что	9	14
190	это только	2	14
191	не то	6	14
192	заключает в	10	14
193	должна быть	2	14
194	хотя бы	3	14
195	столь же	8	14
196	с ним	10	14
197	есть только	9	14
198	это и	2	14
199	само по	6	14
200	прежде всего	6	14
201	одной и	6	14
202	в области	3	14
203	того как	10	14
204	показывает что	2	14
205	и той	4	14
206	бы в	3	14
207	этом отношении	2	14
208	к которым	2	14
209	те же	6	14
210	всяком случае	3	14
211	то время	7	14
212	или в	4	14
213	но он	3	14
214	должен был	2	13
215	а с	4	13
216	могло бы	2	13
217	именно в	5	13
218	со стороны	4	13
219	могла бы	2	13
220	с здесь	3	13
221	в той	2	13
222	но если	2	12
223	того же	5	12
224	что этот	2	12
225	художественном произведении	3	12
226	в этих	2	12
227	их в	3	12
228	сам по	9	12
229	в свою	6	12
230	не менее	9	12
231	тогда когда	20	12
232	в поэзии	4	12
233	что не	12	12
234	и до	2	12
235	и может	4	12
236	например в	9	12
237	что эти	3	12
238	что по	4	12
239	это в	2	12
240	об этом	4	12
241	и другое	3	12
242	что его	3	12
243	и с	4	12
244	образом и	3	11
245	бы мы	2	11
246	он должен	2	11
247	оба эти	2	11
248	отличие от	2	11
249	и из	2	11
250	так например	3	11
251	подобно тому	3	11
252	не будет	4	11
253	поэзии и	8	11
254	этого слова	14	11
255	думать что	6	11
256	мы могли	2	11
257	и других	3	11
258	его в	6	11
259	по поводу	8	11
260	на все	3	11
261	мы видели	5	11
262	была бы	5	11
263	но мы	3	11
264	на это	4	11
265	есть в	6	11
266	уже в	10	11
267	не было	12	11
268	конечно не	2	11
269	с но	3	11
270	данном случае	3	10
271	от него	2	10
272	в состоянии	5	10
273	что ни	3	10
274	только тогда	13	10
275	представить себе	5	10
276	это было	3	10
277	только из	2	10
278	и их	4	10
279	во всем	2	10
280	но как	2	10
281	в их	2	10
282	совсем не	2	10
283	нам кажется	7	10
284	и между	4	10
285	в данном	3	10
286	должно быть	9	10
287	именно на	2	10
288	сами по	3	10
289	ее в	2	10
290	и от	5	10
291	мы в	3	10
292	бы не	6	9
293	вопрос о	2	9
294	тем самым	11	9
295	и следовательно	3	9
296	в силу	7	9
297	которое мы	2	9
298	и та	5	9
299	на его	4	9
300	том случае	2	9
301	и по	5	9
302	внимание на	2	9
303	на него	3	9
304	мысль о	12	9
305	каждого из	2	9
306	и наконец	3	9
307	но все	2	9
308	мысль что	4	9
309	не есть	24	9
310	на нас	4	9
311	заставляет нас	3	9
312	оно есть	4	9
313	в действительности	7	9
314	к чему	2	9
315	в виде	3	9
316	но что	4	9
317	в чем	6	9
318	по своему	2	9
319	с в	4	9
320	ответ на	3	9
321	так сказать	6	9
322	по этому	2	9
323	точно так	15	9
324	что даже	5	9
325	можно сказать	4	9
326	образом что	2	9
327	не к	4	9
328	в нее	5	8
329	в процессе	2	8
330	смысле этого	9	8
331	из того	2	8
332	такое же	5	8
333	что же	3	8
334	одно и	7	8
335	кажется что	3	8
336	в такой	2	8
337	и эта	2	8
338	и тот	5	8
339	и более	4	8
340	формы в	3	8
341	в сознании	36	8
342	тем же	6	8
343	в собственном	3	8
344	он может	2	8
345	том как	3	8
346	бы и	4	8
347	в произведении	4	8
348	место в	4	8
349	во время	4	8
350	относится к	6	8
351	что поэт	2	8
352	из двух	4	8
353	к нему	7	8
354	и значение	2	8
355	и вообще	4	8
356	этом смысле	2	8
357	произведения искусства	2	8
358	она есть	2	7
359	не как	3	7
360	себе не	6	7
361	свою очередь	6	7
362	одно из	6	7
363	от этого	2	7
364	к самому	2	7
365	только при	2	7
366	должны быть	3	7
367	именно то	2	7
368	ее с	2	7
369	связи с	6	7
370	еще раз	2	7
371	ее не	4	7
372	только один	3	7
373	время в	3	7
374	себя и	4	7
375	за ним	4	7
376	и почему	2	7
377	отказаться от	2	7
378	нас в	3	7
379	которые мы	3	7
380	что только	7	7
381	что такое	2	7
382	все что	4	7
383	это можно	4	7
384	же в	3	7
385	а как	2	7
386	в глаза	2	7
387	и при	5	7
388	есть нечто	6	7
389	на другой	2	7
390	когда в	2	7
391	признать что	2	7
392	к ним	3	7
393	случае если	2	7
394	до тех	5	7
395	мысли и	8	7
396	времени и	2	7
397	в течение	2	7
398	слова в	7	7
399	не существует	5	7
400	с которым	3	7
401	в каждом	6	7
402	находятся в	3	6
403	отношение к	2	6
404	каким образом	2	6
405	людей и	2	6
406	а только	7	6
407	и без	9	6
408	а потому	8	6
409	не могла	2	6
410	за пределы	2	6
411	того и	2	6
412	слова и	8	6
413	его с	3	6
414	не все	5	6
415	тем не	7	6
416	каждой из	3	6
417	что как	4	6
418	говорит нам	2	6
419	из него	4	6
420	на нее	2	6
421	иначе как	2	6
422	рядом с	2	6
423	оно не	7	6
424	или менее	6	6
425	мысль и	2	6
426	должны будем	3	6
427	и затем	3	6
428	один и	2	6
429	у меня	2	6
430	не дает	2	6
431	без всякого	2	6
432	даже в	3	6
433	таким путем	2	6
434	не потому	2	6
435	или же	8	6
436	поэтического произведения	2	6
437	вносит в	2	6
438	для понимания	5	6
439	тех пор	5	6
440	так в	4	6
441	и вместе	6	6
442	и другого	2	6
443	образом в	4	6
444	да и	2	6
445	то и	10	6
446	независимо от	10	6
447	значит что	2	6
448	к ней	7	6
449	из нее	2	6
450	сама по	3	6
451	никто не	5	6
452	одного и	2	6
453	что есть	3	6
454	более или	6	6
455	почему он	2	6
456	что я	5	6
457	уже не	11	6
458	к его	2	6
459	внутренняя форма	18	6
460	заметить что	7	6
461	только как	9	6
462	говорить о	6	6
463	пор пока	2	6
464	все более	2	5
465	к одному	7	5
466	по тому	7	5
467	человека и	8	5
468	мысли в	2	5
469	столько же	2	5
470	все равно	5	5
471	между ними	4	5
472	том же	2	5
473	и чем	3	5
474	в каждой	4	5
475	в один	4	5
476	на вопрос	2	5
477	в душе	17	5
478	произведении искусства	4	5
479	но так	3	5
480	в других	3	5
481	связь с	4	5
482	которое в	2	5
483	что чем	2	5
484	если в	2	5
485	и теперь	6	5
486	разницы между	2	5
487	ее от	2	5
488	только для	3	5
489	но даже	3	5
490	указывают на	3	5
491	и наоборот	5	5
492	смотрит на	2	5
493	том виде	2	5
494	в другой	3	5
495	том смысле	6	5
496	таком случае	2	5
497	или что	4	5
498	действительность и	2	5
499	не следует	6	5
500	не знает	4	5
501	бы то	2	5
502	такой степени	5	5
503	тем и	5	5
504	чем в	2	5
505	поэзии в	2	5
506	его к	2	5
507	отдельных лиц	2	5
508	или не	3	5
509	тем как	4	5
510	его не	2	5
511	одна и	2	5
512	есть к	3	5
513	нам не	2	5
514	зависит от	7	5
515	эти слова	2	5
516	хотя и	3	5
517	он как	2	5
518	силу того	2	5
519	в словах	3	5
520	на одном	2	5
521	вызывает в	2	5
522	то или	2	5
523	человека в	2	5
524	нет ни	2	5
525	только о	2	5
526	мы различаем	2	5
527	нет и	2	5
528	а то	2	5
529	в смысле	4	5
530	в эту	4	5
531	и тогда	4	5
532	отношения к	2	5
533	быть не	4	5
534	собственном смысле	2	5
535	бы для	2	4
536	или от	4	4
537	к другим	4	4
538	искусство может	2	4
539	когда оно	3	4
540	от своего	2	4
541	одном из	4	4
542	к своему	3	4
543	а b	4	4
544	к другому	3	4
545	в ту	2	4
546	при восприятии	2	4
547	предположить что	4	4
548	что те	2	4
549	в глазах	3	4
550	для ребенка	2	4
551	указанием на	3	4
552	в истории	2	4
553	из одного	3	4
554	в первом	5	4
555	не имеем	3	4
556	который в	2	4
557	не с	4	4
558	дает нам	3	4
559	себе а	4	4
560	в языке	19	4
561	b с	4	4
562	в речи	4	4
563	как у	2	4
564	себе что	2	4
565	после того	2	4
566	что без	2	4
567	его жизни	2	4
568	чем больше	3	4
569	из себя	3	4
570	это так	2	4
571	и другим	2	4
572	что между	2	4
573	мы говорим	2	4
574	если не	6	4
575	находится в	5	4
576	и того	2	4
577	разница между	3	4
578	одним и	4	4
579	слов в	6	4
580	и говорить	2	4
581	одним словом	3	4
582	я думаю	2	4
583	по отношению	12	4
584	в это	2	4
585	говоря о	5	4
586	никогда еще	2	4
587	что до	3	4
588	но эта	3	4
589	в поэтическом	2	4
590	именно эти	2	4
591	может стать	3	4
592	только потому	8	4
593	не знаем	5	4
594	с которой	2	4
595	с ними	6	4
596	от той	2	4
597	ли мы	3	4
598	все остальные	3	4
599	до такой	3	4
600	одной из	3	4
601	указывая на	2	4
602	как например	2	4
603	такие же	2	4
604	мы только	2	4
605	вытекает из	2	4
606	человек и	2	4
607	от одного	5	4
608	отношении к	3	4
609	в мире	3	4
610	или наоборот	2	4
611	без которого	2	4
612	стало быть	4	4
613	а между	6	4
614	именно из	2	4
615	можно назвать	2	4
616	к тем	4	4
617	природы и	2	4
618	же время	8	4
619	ничего общего	2	4
620	и хотя	3	4
621	в слове	41	4
622	душевной жизни	10	3
623	наших глазах	2	3
624	ни о	3	3
625	его на	3	3
626	с чем	3	3
627	одним из	3	3
628	скажем что	2	3
629	ни было	2	3
630	с не	2	3
631	для себя	3	3
632	вообще и	2	3
633	согласно с	4	3
634	ни одно	2	3
635	друг от	2	3
636	от нас	4	3
637	с первого	2	3
638	что содержание	6	3
639	зрения и	2	3
640	не заключает	3	3
641	в более	4	3
642	мысли что	6	3
643	не из	4	3
644	как форма	2	3
645	мы называем	2	3
646	человеке и	2	3
647	всеми остальными	3	3
648	в большей	3	3
649	между двумя	5	3
650	иметь в	2	3
651	как нечто	3	3
652	из виду	4	3
653	в сознание	16	3
654	и состоит	2	3
655	идет от	2	3
656	на котором	4	3
657	бы быть	3	3
658	его как	3	3
659	этих слов	2	3
660	которая не	2	3
661	заключенное в	2	3
662	превращается в	3	3
663	другому и	2	3
664	быть только	5	3
665	или на	2	3
666	то он	2	3
667	от одной	3	3
668	от друга	2	3
669	отношения между	4	3
670	зависят от	2	3
671	со своей	2	3
672	внутренней формы	31	3
673	на стороне	2	3
674	все в	3	3
675	связь и	2	3
676	на который	2	3
677	искусства а	2	3
678	для меня	5	3
679	понятие о	3	3
680	та и	2	3
681	заключить что	3	3
682	сознании и	4	3
683	несомненно что	3	3
684	даже не	2	3
685	слово в	6	3
686	форма в	5	3
687	мы старались	2	3
688	то для	2	3
689	связано с	2	3
690	известным образом	4	3
691	и проч	25	3
692	во времена	2	3
693	в разных	4	3
694	ко всем	5	3
695	с а	2	3
696	и оно	3	3
697	смотреть как	3	3
698	и другая	2	3
699	человека то	2	3
700	равно как	2	3
701	на той	2	3
702	нет ничего	2	3
703	быть может	7	3
704	бы она	2	3
705	мы его	2	3
706	на ее	2	3
707	на них	2	3
708	есть еще	4	3
709	образ есть	2	3
710	тем более	9	3
711	и многие	3	3
712	связь между	6	3
713	было в	6	3
714	и я	3	3
715	что художественное	2	3
716	художника и	2	3
717	этом случае	2	3
718	обращается к	2	3
719	внутреннюю форму	8	3
720	здесь как	3	3
721	образа в	4	3
722	он сам	2	3
723	не принадлежит	2	3
724	а напротив	2	3
725	с другими	9	3
726	а к	4	3
727	души и	2	3
728	к другой	4	3
729	на словах	2	3
730	же с	7	3
731	хотя в	3	3
732	что поэзия	2	3
733	бы ни	6	3
734	что человек	4	3
735	нечто такое	2	3
736	котором мы	2	3
737	в таких	4	3
738	на которую	2	3
739	смысле что	2	3
740	мысли так	2	3
741	и самое	3	3
742	не столько	2	3
743	каждый раз	3	3
744	отношению к	10	3
745	произведением искусства	2	3
746	не могло	3	3
747	и содержание	2	3
748	но уже	2	3
749	явлений и	3	3
750	которое не	2	3
751	там же	8	3
752	души в	2	3
753	к своей	2	3
754	которое было	2	3
755	возможны только	3	3
756	есть для	7	3
757	же и	3	3
758	в форме	2	3
759	от его	2	2
760	и мысли	2	2
761	другими словами	3	2
762	с другим	2	2
763	о человеке	5	2
764	во времени	2	2
765	для человека	8	2
766	и слова	4	2
767	что уже	2	2
768	как ее	2	2
769	а потом	2	2
770	ему не	2	2
771	должно было	2	2
772	на свою	2	2
773	на пути	2	2
774	отдельного слова	3	2
775	следовательно и	2	2
776	бы оно	2	2
777	или с	2	2
778	что нельзя	2	2
779	относятся к	2	2
780	поэзия есть	2	2
781	свою мысль	2	2
782	от ее	2	2
783	и такое	3	2
784	входящий в	2	2
785	получает возможность	2	2
786	имеет свою	2	2
787	не составляет	2	2
788	из прежних	2	2
789	наоборот в	2	2
790	мысли о	6	2
791	что одна	2	2
792	им так	2	2
793	этом последнем	2	2
794	от нашего	4	2
795	но вместе	5	2
796	если скажем	2	2
797	не один	2	2
798	сказать и	2	2
799	до того	5	2
800	вместе и	7	2
801	следовало бы	2	2
802	это сравнение	4	2
803	другое направление	2	2
804	на чем	3	2
805	художественный образ	2	2
806	и понятия	4	2
807	и чувство	2	2
808	произведения не	2	2
809	власть над	2	2
810	первом случае	2	2
811	во многих	3	2
812	можно только	3	2
813	сводятся к	2	2
814	деле в	2	2
815	слова есть	3	2
816	бы при	2	2
817	а может	2	2
818	слово это	2	2
819	как при	3	2
820	от сознания	3	2
821	под конец	2	2
822	между собою	13	2
823	представлений в	2	2
824	при объяснении	2	2
825	же мало	2	2
826	по крайней	8	2
827	эти последние	3	2
828	различие в	3	2
829	чувственный образ	27	2
830	уже на	2	2
831	произведение есть	2	2
832	человеческой природы	2	2
833	это содержание	7	2
834	с понятием	3	2
835	когда человек	3	2
836	есть уже	13	2
837	на которой	4	2
838	что цель	2	2
839	той и	2	2
840	к содержанию	4	2
841	звук и	5	2
842	звуков а	2	2
843	его сознание	2	2
844	же что	8	2
845	или если	2	2
846	не об	2	2
847	но никак	2	2
848	не ради	2	2
849	люди не	2	2
850	друг другу	2	2
851	все свои	2	2
852	указание на	2	2
853	в выражении	3	2
854	мысли но	3	2
855	имеет для	8	2
856	крайней мере	8	2
857	такая же	2	2
858	не выражается	2	2
859	представлений и	5	2
860	понятия и	3	2
861	можно сравнить	2	2
862	давно уже	4	2
863	всем остальным	2	2
864	есть то	3	2
865	что внутренняя	3	2
866	со своим	2	2
867	не от	3	2
868	в сложном	2	2
869	под ним	2	2
870	тут же	2	2
871	не всегда	5	2
872	в науке	3	2
873	в свое	2	2
874	не составляют	3	2
875	мысли а	5	2
876	непосредственно не	2	2
877	сравнения и	2	2
878	нужно было	2	2
879	внешняя форма	7	2
880	это последнее	4	2
881	как предмет	2	2
882	чувственному образу	3	2
883	от нее	2	2
884	можем не	2	2
885	что прежде	3	2
886	до этого	2	2
887	только от	7	2
888	без него	3	2
889	тела и	2	2
890	и силы	2	2
891	идеи и	2	2
892	перейти от	2	2
893	старались показать	2	2
894	имеет значение	6	2
895	с каким	3	2
896	что вообще	3	2
897	ему только	2	2
898	это слово	6	2
899	себе представить	4	2
900	с общим	2	2
901	которой оно	2	2
902	каждое из	2	2
903	что хотя	8	2
904	от них	4	2
905	самое это	3	2
906	есть именно	2	2
907	например когда	2	2
908	как оно	2	2
909	в начале	3	2
910	одной только	2	2
911	образ и	6	2
912	наша мысль	2	2
913	что должно	2	2
914	его за	2	2
915	говоря что	2	2
916	остается только	2	2
917	все содержание	2	2
918	в самое	2	2
919	при чтении	2	2
920	все его	2	2
921	входящих в	2	2
922	с прежним	4	2
923	нам на	2	2
924	а слово	3	2
925	качество и	3	2
926	понятно если	2	2
927	как о	3	2
928	действует на	7	2
929	и каждое	2	2
930	о влиянии	2	2
931	лишь тогда	5	2
932	входят в	3	2
933	мысли об	3	2
934	что каждое	2	2
935	мысли которая	5	2
936	жизни не	3	2
937	время и	2	2
938	того кто	2	2
939	к чувственному	2	2
940	есть от	2	2
941	пор не	2	2
942	смотря по	2	2
943	более чем	2	2
944	друг друга	6	2
945	человек не	4	2
946	не говорит	2	2
947	так или	2	2
948	таким же	2	2
949	образа и	6	2
950	форму но	2	2
951	и сами	2	2
