N	2gram	Vygotskiy_	DiskursI
222	для человека	2	3
223	не подлежит	2	3
224	идет о	2	3
225	указывает на	3	3
226	различие между	2	3
227	в тех	2	3
228	речи как	4	3
229	к другим	2	3
230	в обоих	2	3
231	в форме	2	3
232	к которому	6	3
233	как показывает	4	3
234	это понятие	2	3
235	в области	9	3
236	в действительности	3	3
237	на основании	11	3
238	как на	2	3
239	характер и	2	3
240	но как	4	3
241	о котором	2	3
242	значение для	4	3
243	но так	2	3
244	на том	3	3
245	они не	4	3
246	более или	3	3
247	об этом	2	3
248	что на	2	3
249	на себя	2	3
250	их с	3	3
251	между собой	15	3
252	не бывает	2	3
253	выступает в	3	3
254	для этого	3	3
255	числе и	3	3
256	все эти	9	3
257	было бы	15	3
258	мы не	14	3
259	том числе	3	3
260	как мы	14	3
261	недостаточно для	3	3
262	одно и	7	3
263	содержит в	2	3
264	и от	5	3
265	с этим	6	3
266	в начале	5	3
267	бы быть	2	3
268	особенно в	2	3
269	с их	3	3
270	хотя бы	2	3
271	в которой	4	3
272	к ней	2	3
273	который не	3	3
274	и по	5	3
275	не просто	3	3
276	на первый	5	3
277	в опыте	2	3
278	как у	2	3
279	при всем	2	3
280	заключается в	22	3
281	дело с	3	3
282	и более	4	3
283	или менее	5	3
284	обоих случаях	2	3
285	но все	4	3
286	не имеет	3	3
287	речи в	7	3
288	является в	4	3
289	их в	6	3
290	когда он	5	3
291	входит в	7	3
292	уже в	10	3
293	всяком случае	10	3
294	том случае	2	3
295	слова в	8	3
296	имеет дело	2	3
297	или даже	2	3
298	место в	3	3
299	и сам	4	3
300	слова и	8	3
301	и что	15	3
302	однако не	3	3
303	имеем дело	2	3
304	тем же	8	3
305	вместе с	18	3
306	и развития	3	2
307	от его	2	2
308	в отношении	14	2
309	к одному	10	2
310	что является	2	2
311	не происходит	2	2
312	его к	6	2
313	мы должны	15	2
314	в построении	2	2
315	остается в	2	2
316	вступает в	3	2
317	этого момента	2	2
318	не имеют	2	2
319	вслед за	4	2
320	каждый из	2	2
321	а потом	2	2
322	включает в	2	2
323	в каждом	2	2
324	едва ли	6	2
325	также не	2	2
326	мышления и	39	2
327	друг друга	7	2
328	сами по	4	2
329	с достаточной	2	2
330	другого в	2	2
331	к области	2	2
332	и при	3	2
333	возникает в	2	2
334	в основном	6	2
335	самом деле	4	2
336	решающую роль	5	2
337	с таким	4	2
338	одной и	6	2
339	представления о	2	2
340	в чем	2	2
341	этого понятия	3	2
342	не являются	4	2
343	по существу	4	2
344	мы видели	8	2
345	в центр	3	2
346	развития в	4	2
347	в него	4	2
348	и тех	2	2
349	это обстоятельство	4	2
350	со всей	5	2
351	с самого	6	2
352	или по	2	2
353	собой и	2	2
354	те же	6	2
355	говорит и	2	2
356	говорит об	2	2
357	вообще в	2	2
358	мы его	2	2
359	в готовом	3	2
360	же не	3	2
361	речь идет	4	2
362	и другого	2	2
363	не представляет	4	2
364	самого начала	6	2
365	в историческом	2	2
366	что с	8	2
367	в собственном	12	2
368	в значении	2	2
369	все это	8	2
370	который в	4	2
371	этого слова	13	2
372	своего развития	9	2
373	же как	10	2
374	вовсе не	5	2
375	совпадают с	5	2
376	речи не	5	2
377	собой не	2	2
378	не могли	3	2
379	ключом к	4	2
380	тех же	2	2
381	том чтобы	2	2
382	с другими	3	2
383	тем более	2	2
384	т.е в	2	2
385	должно быть	3	2
386	что она	7	2
387	в новое	2	2
388	установку на	2	2
389	мы можем	13	2
390	на него	2	2
391	как их	2	2
392	целый ряд	4	2
393	на деле	6	2
394	если бы	12	2
395	связаны с	4	2
396	в первый	2	2
397	и той	7	2
398	что как	3	2
399	не обладает	2	2
400	в языке	3	2
401	ни было	2	2
402	для того	14	2
403	и их	4	2
404	с этой	6	2
405	такой же	4	2
406	не по	2	2
407	себе и	2	2
408	одновременно с	2	2
409	нас в	4	2
410	заключает в	3	2
411	стадии развития	4	2
412	речи и	11	2
413	на этот	5	2
414	у него	3	2
415	значение в	5	2
416	ее в	2	2
417	поэтому в	3	2
418	не приводит	2	2
419	на то	7	2
420	в роли	4	2
421	с понятием	4	2
422	ни один	5	2
423	различные формы	2	2
424	и другой	4	2
425	видеть в	4	2
426	отношения между	6	2
427	и с	5	2
428	путь к	3	2
429	целом и	2	2
430	но для	2	2
431	но на	3	2
432	из которых	6	2
433	всякий раз	2	2
434	в настоящем	2	2
435	к общему	2	2
436	не знаем	2	2
437	в поведении	7	2
438	в случае	3	2
439	является не	6	2
440	случае если	2	2
441	и только	4	2
442	нельзя не	2	2
443	во всем	7	2
444	в нашем	2	2
445	одним и	5	2
446	а как	2	2
447	на основе	29	2
448	с помощью	64	2
449	как с	4	2
