N	2gram	Bakhtin_KF	Analitik
141	тот же	3	5
142	я не	6	5
143	и здесь	7	5
144	к этому	2	5
145	бы быть	5	5
146	с ее	2	5
147	и смерти	2	5
148	мира в	6	5
149	для того	3	5
150	и их	6	5
151	тем что	3	5
152	ни в	12	5
153	в котором	24	5
154	все они	2	4
155	его к	2	4
156	и ее	2	4
157	в области	2	4
158	в каждом	3	4
159	эстетического субъекта	2	4
160	отношение к	6	4
161	как к	2	4
162	а как	2	4
163	были бы	2	4
164	свою жизнь	2	4
165	его и	2	4
166	о нем	4	4
167	смысла в	2	4
168	к нему	12	4
169	потому что	2	4
170	ему в	2	4
171	в чем	4	4
172	однако что	2	4
173	и другого	3	4
174	с ними	4	4
175	того чтобы	2	4
176	то ни	2	4
177	жизнь и	2	4
178	лишь при	3	4
179	бы и	3	4
180	по своему	3	4
181	но это	6	4
182	в составе	2	4
183	сознания в	2	4
184	ни было	4	4
185	не должен	3	4
186	не должно	3	4
187	в акте	3	4
188	в своих	4	4
189	жизни как	5	4
190	этом смысле	3	4
191	подхода к	2	4
192	не было	8	4
193	бы не	3	4
194	это и	3	4
195	и есть	10	4
196	основе своей	2	4
197	дело здесь	2	4
198	на основе	7	4
199	на самом	3	3
200	вопрос о	2	3
201	от него	3	3
202	для нее	9	3
203	один и	3	3
204	человека и	3	3
205	включает в	2	3
206	может иметь	2	3
207	ведь это	2	3
208	в виду	3	3
209	имеют место	2	3
210	в момент	3	3
211	тем как	3	3
212	и за	2	3
213	с тем	2	3
214	на первом	2	3
215	она не	2	3
216	гораздо более	2	3
217	мира и	4	3
218	в ней	3	3
219	и я	6	3
220	из его	3	3
221	бы то	2	3
222	принципиально не	5	3
223	для этого	2	3
224	независимо от	3	3
225	дело в	2	3
226	должно быть	6	3
227	всех этих	3	3
228	это было	2	3
229	и тот	3	3
230	и может	3	3
231	в жизни	2	3
232	где он	3	3
233	смысл и	6	3
234	ни к	2	3
235	при условии	2	3
236	есть лишь	5	3
237	поскольку он	3	3
238	в единое	2	3
239	оно не	2	3
240	к содержанию	2	3
241	от своей	5	3
242	если не	2	3
243	тогда когда	3	3
244	ко всему	5	3
245	а для	2	3
246	в категориях	4	3
247	момент его	9	3
248	раз и	2	3
249	жизни и	8	3
250	научного мышления	2	3
251	слова в	2	3
252	быть не	2	3
253	смысла и	2	3
254	мира не	3	2
255	я его	2	2
256	могло бы	4	2
257	для нас	4	2
258	в процессе	2	2
259	человек и	2	2
260	к себе	2	2
261	а лишь	3	2
262	и эти	2	2
263	только по	2	2
264	события в	3	2
265	ее и	6	2
266	случае мы	2	2
267	к чему	3	2
268	это только	2	2
269	не остается	2	2
270	ни одно	5	2
271	героя это	2	2
272	значимость и	2	2
273	быть в	4	2
274	и эстетический	2	2
275	тому что	2	2
276	только с	3	2
277	в ту	2	2
278	другое дело	2	2
279	выход из	2	2
280	что этот	3	2
281	и просто	2	2
282	существенно что	2	2
283	вступить в	2	2
284	там где	5	2
285	войти в	3	2
286	здесь мы	4	2
287	всех своих	4	2
288	во всей	4	2
289	отсюда и	3	2
290	но эта	6	2
291	с этого	2	2
292	в мир	2	2
293	других людей	3	2
294	что это	4	2
295	бы он	2	2
296	ним и	3	2
297	я уже	2	2
298	место и	2	2
299	бытия и	10	2
300	ни был	2	2
301	эмоционально-волевым тоном	5	2
302	этого мира	3	2
303	время и	5	2
304	другого и	2	2
305	и конечно	2	2
306	думать что	2	2
307	но лишь	7	2
308	и та	3	2
309	себя за	2	2
310	не живет	2	2
311	та же	3	2
312	но ведь	5	2
313	со всеми	2	2
314	не по	4	2
315	приобщается к	2	2
316	а все	3	2
317	но всегда	2	2
318	от его	5	2
319	культуры и	5	2
320	нет и	3	2
321	себя не	3	2
322	не имеет	6	2
323	всей своей	2	2
324	в данный	3	2
325	он может	2	2
326	в эстетическом	4	2
327	к ним	4	2
328	еще более	2	2
329	есть на	2	2
330	или иным	2	2
331	было и	2	2
332	но я	2	2
333	не могу	3	2
334	ценностного центра	4	2
335	ближе к	3	2
336	которой он	2	2
337	может не	2	2
338	этих моментов	2	2
339	данный момент	3	2
340	и только	7	2
341	как его	4	2
342	смысловой значимости	2	2
