N	2gram	Losev_Prob	StatiiOP
402	заметить что	2	3
403	и как	4	3
404	только при	10	3
405	существуют в	2	3
406	разного рода	4	3
407	в голову	2	3
408	даже и	33	3
409	имеет ничего	3	3
410	не говоря	2	3
411	не то	2	3
412	смысле слова	19	3
413	нельзя сказать	3	3
414	совсем не	4	3
415	здесь не	11	3
416	не будет	3	3
417	но эта	4	3
418	то не	2	3
419	и самый	3	3
420	этот раз	3	3
421	первую очередь	3	3
422	и ее	7	3
423	эти слова	2	3
424	этом случае	8	3
425	бы то	5	3
426	в содержании	2	3
427	бы в	3	3
428	все время	2	3
429	то и	9	3
430	и до	3	3
431	в нашей	4	3
432	гораздо больше	2	3
433	а к	2	3
434	однако и	2	3
435	особенно в	2	3
436	только потому	3	3
437	при таком	2	3
438	искусства и	3	3
439	бы не	2	3
440	которая не	3	3
441	смысле что	4	3
442	если я	3	3
443	и нужно	2	3
444	если и	2	3
445	медного всадника	4	3
446	себе отчет	3	3
447	во всей	3	3
448	эту вещь	2	3
449	является и	2	3
450	ни для	2	3
451	что из	2	3
452	является в	3	3
453	не значит	3	3
454	их в	2	3
455	когда он	2	3
456	но на	2	3
457	произведения и	2	3
458	но что	3	3
459	он и	3	3
460	это можно	2	3
461	так чтобы	2	3
462	то или	5	3
463	или иное	3	3
464	от нее	2	3
465	столько же	2	3
466	это же	4	3
467	то ни	7	3
468	отчет в	4	3
469	более или	2	3
470	i и	2	3
471	отношения к	3	3
472	не к	2	3
473	что при	5	3
474	что является	2	2
475	в таких	3	2
476	тем самым	9	2
477	ни о	8	2
478	я могу	3	2
479	для самого	2	2
480	ни была	2	2
481	для всех	3	2
482	в нее	2	2
483	не имеют	4	2
484	и говорить	2	2
485	скупой рыцарь	2	2
486	да еще	3	2
487	есть только	5	2
488	еще на	2	2
489	те или	9	2
490	в литературе	3	2
491	именно так	4	2
492	эти два	2	2
493	что их	2	2
494	бы мы	2	2
495	на какие	2	2
496	а это	6	2
497	значит и	4	2
498	а во-вторых	2	2
499	в настоящее	4	2
500	эту комедию	2	2
501	едва ли	8	2
502	состоит из	6	2
503	были бы	5	2
504	от себя	2	2
505	у них	2	2
506	и при	2	2
507	действительности и	2	2
508	и ни	5	2
509	отличие от	3	2
510	здесь о	2	2
511	по своему	6	2
512	мы видели	2	2
513	и этот	3	2
514	нам в	2	2
515	и она	2	2
516	но только	10	2
517	а только	9	2
518	с полным	4	2
519	жизнь в	3	2
520	на себе	5	2
521	иначе и	2	2
522	на первом	2	2
523	настоящее время	4	2
524	только тем	2	2
525	между собой	3	2
526	жизнь и	3	2
527	ведь если	3	2
528	не требует	2	2
529	точно так	5	2
530	то его	2	2
531	для них	4	2
532	в разных	4	2
533	уже давно	3	2
534	и когда	4	2
535	в зависимости	3	2
536	опять-таки не	2	2
537	с теми	2	2
538	и всей	2	2
539	как нечто	9	2
540	той или	22	2
541	одновременно и	4	2
542	и может	4	2
543	это значит	12	2
544	но вот	4	2
545	бы только	2	2
546	о каком	2	2
547	что если	3	2
548	и можно	3	2
549	только тогда	2	2
550	лучше сказать	2	2
551	бы быть	5	2
552	которая является	2	2
553	но уже	4	2
554	какой бы	2	2
555	лет назад	2	2
556	и от	11	2
557	никак не	13	2
558	в контексте	3	2
559	значение этого	2	2
560	тут же	12	2
561	когда мы	24	2
562	бы он	2	2
563	исключительно в	2	2
564	то он	3	2
565	это вовсе	5	2
566	и еще	2	2
567	мере не	2	2
568	только к	4	2
569	их с	2	2
570	с ней	5	2
571	на свете	2	2
572	поэтому и	3	2
573	с ее	5	2
574	дело с	3	2
575	в изображении	2	2
576	за ним	2	2
577	сравнении с	4	2
578	зависимости от	3	2
579	и той	2	2
580	нет здесь	2	2
581	д и	5	2
582	ни было	5	2
583	слова как	3	2
584	говорят о	4	2
585	между собою	5	2
586	самого же	2	2
587	чем не	4	2
588	каждый раз	7	2
589	в известной	3	2
590	в пределах	3	2
591	дело когда	2	2
592	в отличие	2	2
593	указания на	4	2
594	она является	3	2
595	он является	5	2
596	значение в	3	2
597	всей его	2	2
598	он может	2	2
599	каждой из	2	2
600	как иначе	6	2
601	самые разнообразные	2	2
602	хотя это	2	2
603	но к	2	2
604	сразу же	2	2
605	ней же	4	2
606	к одной	2	2
607	входит в	3	2
608	имеем в	4	2
609	это то	3	2
610	на нем	3	2
611	зрения на	2	2
612	тоже по	2	2
613	о в	2	2
614	является вполне	2	2
615	произведения в	2	2
616	как она	2	2
617	свидетельствует о	2	2
618	мы в	6	2
619	с их	2	2
620	сам по	11	2
621	здесь только	7	2
622	только о	3	2
623	но этот	2	2
624	же самое	20	2
625	не считать	4	2
626	иной раз	5	2
627	жизни но	2	2
628	свое собственное	2	2
629	чем же	7	2
630	ли можно	2	2
631	другом случае	2	2
632	быть и	3	2
633	все в	4	2
634	мы и	5	2
635	имеем дело	2	2
636	указание на	2	2
