N	2gram	Bakhtin_Pr	Psycholo
244	не было	5	11
245	конечно не	7	11
246	данном случае	3	10
247	от него	3	10
248	все те	2	10
249	здесь мы	3	10
250	не так	3	10
251	том и	2	10
252	это было	3	10
253	отличается от	3	10
254	не является	2	10
255	и их	7	10
256	но как	4	10
257	в одной	9	10
258	и у	6	10
259	в их	5	10
260	нам кажется	4	10
261	в данном	3	10
262	должно быть	4	10
263	смысл и	2	10
264	именно на	2	10
265	сами по	4	10
266	ее в	2	10
267	и от	3	10
268	бы не	3	9
269	вопрос о	4	9
270	тем самым	3	9
271	и следовательно	7	9
272	и ее	5	9
273	на его	7	9
274	и по	4	9
275	на него	4	9
276	и наконец	5	9
277	но все	8	9
278	не есть	2	9
279	роль в	2	9
280	если же	3	9
281	в чем	2	9
282	ответ на	2	9
283	так сказать	8	9
284	по этому	2	9
285	точно так	2	9
286	можно сказать	3	9
287	из его	4	9
288	с ее	5	9
289	героя и	11	9
290	его и	4	9
291	в отличие	3	9
292	он все	2	8
293	в процессе	4	8
294	смысле этого	2	8
295	и другими	6	8
296	именно потому	3	8
297	из которого	2	8
298	что же	5	8
299	и во	2	8
300	кажется что	4	8
301	и эта	3	8
302	себе и	3	8
303	и более	2	8
304	в сознании	4	8
305	художественного творчества	3	8
306	заставляет его	2	8
307	он может	4	8
308	бы и	6	8
309	о нем	16	8
310	в произведении	4	8
311	с другом	4	8
312	он в	3	8
313	место в	2	8
314	относится к	2	8
315	только то	3	8
316	по преимуществу	3	8
317	в драме	5	8
318	со всей	2	8
319	к нему	13	8
320	жизнь и	3	8
321	друг с	4	8
322	ни на	2	8
323	этом смысле	12	8
324	в полном	2	7
325	не как	15	7
326	от себя	2	7
327	шекспира и	2	7
328	же мы	2	7
329	одно из	2	7
330	от этого	2	7
331	они не	5	7
332	только при	3	7
333	ни одного	4	7
334	здесь в	3	7
335	ее с	3	7
336	еще раз	3	7
337	только один	2	7
338	лежит в	3	7
339	себя и	4	7
340	за ним	2	7
341	все что	6	7
342	же в	3	7
343	в нашем	3	7
344	а как	8	7
345	во все	5	7
346	есть нечто	2	7
347	к ним	3	7
348	мысли и	5	7
349	в особенности	2	7
350	слова в	4	7
351	совпадает с	3	7
352	в каждом	11	7
353	в отношении	3	6
354	в плане	5	6
355	к этим	2	6
356	нисколько не	2	6
357	отношение к	4	6
358	для художественного	2	6
359	людей и	2	6
360	а только	3	6
361	а потому	4	6
362	за пределы	10	6
363	слова и	2	6
364	вот что	2	6
365	его с	2	6
366	не все	2	6
367	как не	9	6
368	в себя	3	6
369	рядом с	16	6
370	оно не	2	6
371	в музыке	4	6
372	друг к	4	6
373	у меня	4	6
374	не дает	4	6
375	даже в	7	6
376	которые в	2	6
377	не потому	4	6
378	или же	2	6
379	ничем не	2	6
380	для понимания	5	6
381	эти три	2	6
382	только с	2	6
383	в русской	3	6
384	от других	2	6
385	образом в	2	6
386	да и	3	6
387	то и	2	6
388	х годов	2	6
389	истинный смысл	2	6
390	всех этих	3	6
391	сама по	3	6
392	к другу	4	6
393	одного и	2	6
394	нами в	5	6
395	что я	2	6
396	уже не	14	6
397	приводит к	4	6
398	заметить что	2	6
399	говорить о	3	6
400	что дело	2	5
401	человека и	2	5
402	мысли в	2	5
403	все равно	3	5
404	между ними	4	5
405	ни одной	3	5
406	точку зрения	9	5
407	в каждой	3	5
408	в один	2	5
409	на вопрос	2	5
410	художественного построения	3	5
411	лучшем случае	3	5
412	она и	3	5
413	это очень	4	5
414	все они	4	5
415	это делает	2	5
416	только для	2	5
417	он приводит	3	5
418	все остальное	2	5
419	но они	4	5
420	сам автор	4	5
421	социальной жизни	2	5
422	в другой	4	5
423	им в	4	5
424	которые он	3	5
425	не знает	5	5
426	бы то	3	5
427	чем в	3	5
428	здесь с	3	5
429	его к	4	5
430	или не	2	5
431	образом все	2	5
432	тем как	4	5
433	в романе	12	5
434	его не	2	5
435	который мы	2	5
436	для такого	2	5
437	целом ряде	3	5
438	подход к	2	5
439	по выражению	2	5
440	во всей	2	5
441	поэтического творчества	2	5
442	и еще	2	5
443	конечно в	2	5
444	он как	4	5
445	себя в	5	5
446	в словах	2	5
447	не значит	4	5
448	человека в	8	5
449	нет ни	5	5
450	и сам	5	5
451	нет и	4	5
452	оно может	2	5
453	в творчестве	6	5
454	в смысле	4	5
455	в лучшем	3	5
456	дано в	3	5
457	однако не	2	5
458	так чтобы	3	5
459	ни одна	2	5
460	отношения к	4	5
461	своих героев	5	5
462	высшей степени	2	4
463	нигде не	6	4
464	с теорией	2	4
465	ее и	2	4
466	материал и	2	4
467	начала и	3	4
468	одном из	3	4
469	должна была	4	4
470	к другому	2	4
471	не по	3	4
472	никак нельзя	2	4
473	для своего	2	4
474	благодаря этому	2	4
475	однако в	2	4
476	и вне	2	4
477	в уста	3	4
478	ли он	2	4
479	в истории	3	4
480	из одного	4	4
481	в первом	3	4
482	которую он	2	4
483	который в	2	4
484	автор не	5	4
485	это вовсе	2	4
486	не на	6	4
487	как у	4	4
488	или как	5	4
489	его жизни	2	4
490	где она	2	4
491	все еще	2	4
492	имеем в	2	4
493	для его	4	4
494	если не	2	4
495	из всего	2	4
496	что образ	2	4
497	находится в	2	4
498	идет не	6	4
499	уже говорили	2	4
500	бы как	2	4
501	что герой	3	4
502	но для	2	4
503	по отношению	17	4
504	но эта	4	4
505	плана в	2	4
506	что может	2	4
507	только он	2	4
508	в свете	4	4
509	его жизнь	2	4
510	весь этот	2	4
511	с которой	4	4
512	мне кажется	2	4
513	себя как	5	4
514	здесь не	2	4
515	с ними	3	4
516	вот почему	3	4
517	и смерти	7	4
518	в первой	3	4
519	с которыми	2	4
520	как например	2	4
521	в противоположность	3	4
522	именно и	2	4
523	человек и	2	4
524	отношении к	3	4
525	в пределах	13	4
526	хотел бы	2	4
527	в мире	10	4
528	автора и	7	4
529	стало быть	2	4
530	произведения и	2	4
531	форму и	2	4
532	бы тот	2	4
533	перед ним	2	4
534	же время	10	4
535	не о	3	3
536	как же	5	3
537	его на	2	3
538	но ведь	4	3
539	одним из	11	3
540	он знает	3	3
541	ни было	4	3
542	для себя	5	3
543	из тех	3	3
544	как можно	3	3
545	друг от	2	3
546	то они	2	3
547	значение для	2	3
548	слова а	3	3
549	зрения и	2	3
550	не из	3	3
551	с героем	2	3
552	героя а	5	3
553	со всем	2	3
554	а есть	3	3
555	уже и	2	3
556	жизни а	2	3
557	она является	2	3
558	можно найти	3	3
559	как нам	2	3
560	ним и	4	3
561	на котором	3	3
562	какой бы	2	3
563	мы слышим	2	3
564	бы быть	3	3
565	его как	6	3
566	и нет	2	3
567	которая не	2	3
568	переходит к	2	3
569	к себе	2	3
570	творчества и	2	3
571	кроме того	3	3
572	по своим	4	3
573	превращается в	4	3
574	быть только	3	3
575	к той	2	3
576	то он	3	3
577	ни один	5	3
578	на почве	5	3
579	от друга	2	3
580	отношения между	3	3
581	о них	2	3
582	из самого	2	3
583	но с	4	3
584	все в	7	3
585	мы и	2	3
586	мире в	3	3
587	подходит к	5	3
588	зрения на	12	3
589	и прежде	2	3
590	для меня	2	3
591	вступает в	5	3
592	сознании и	3	3
593	и сделать	2	3
594	за счет	2	3
595	героя в	9	3
596	как таковой	2	3
597	слово в	3	3
598	здесь нет	3	3
599	творчества в	3	3
600	ко всем	2	3
601	с такими	2	3
602	и оно	2	3
603	жизнь в	2	3
604	дело идет	12	3
605	быть в	2	3
606	мы его	2	3
607	на ее	2	3
608	смысл его	2	3
609	тем более	2	3
610	совершенно иное	2	3
611	под этим	2	3
612	он сам	9	3
613	с другими	11	3
614	которым она	2	3
615	в этот	2	3
616	котором мы	2	3
617	и самое	4	3
618	него в	2	3
619	героев и	7	3
620	не столько	3	3
621	нее в	2	3
622	отношению к	17	3
623	точек зрения	5	3
624	романа в	8	3
625	во что	2	3
626	найти в	2	3
627	их и	3	3
628	он и	9	3
629	то ни	3	3
630	можем сказать	2	3
631	романа как	3	3
632	же и	2	3
633	в форме	8	3
634	в высшей	2	3
635	переходим к	2	3
636	точкой зрения	3	2
637	в книге	4	2
638	лежат в	2	2
639	другими словами	2	2
640	о человеке	2	2
641	во времени	4	2
642	в построении	5	2
643	или к	2	2
644	не совпадает	2	2
645	жизни в	3	2
646	как ее	2	2
647	все три	6	2
648	ему не	2	2
649	с героями	3	2
650	к более	2	2
651	этот принцип	3	2
652	на пути	2	2
653	следовательно и	2	2
654	и другом	2	2
655	к герою	6	2
656	но именно	5	2
657	это как	2	2
658	к идее	4	2
659	своей жизни	2	2
660	о двух	2	2
661	свою мысль	2	2
662	разобраться в	2	2
663	всего в	2	2
664	роман в	2	2
665	только у	4	2
666	смысле как	2	2
667	времени в	2	2
668	сводить к	2	2
669	является для	2	2
670	находит свое	2	2
671	материал его	2	2
672	для них	3	2
673	всего романа	3	2
674	о шекспире	2	2
675	переходит в	2	2
676	отметить что	2	2
677	для автора	6	2
678	тем или	2	2
679	отношений и	2	2
680	почти никогда	2	2
681	выходит за	2	2
682	у себя	3	2
683	художественный образ	2	2
684	роман с	2	2
685	то чем	3	2
686	бы он	3	2
687	и показать	3	2
688	время не	3	2
689	автора в	4	2
690	а может	3	2
691	именно этот	2	2
692	в условиях	4	2
693	и со	3	2
694	по крайней	3	2
695	точке зрения	5	2
696	эта форма	4	2
697	этой формы	2	2
698	героев в	4	2
699	за собой	3	2
700	на которой	2	2
701	но у	5	2
702	вводит в	2	2
703	романа и	5	2
704	в обычном	3	2
705	же что	5	2
706	может понять	2	2
707	благодаря чему	2	2
708	не об	6	2
709	человека от	2	2
710	времени отсюда	2	2
711	противоречия и	2	2
712	друг другу	3	2
713	опоры для	2	2
714	и становится	2	2
715	прямо не	2	2
716	у самого	3	2
717	другом случае	2	2
718	одного человека	2	2
719	или иной	3	2
720	для самого	2	2
721	есть с	2	2
722	следовательно что	2	2
723	крайней мере	3	2
724	не раз	3	2
725	и могут	2	2
726	что из	3	2
727	и т.д	2	2
728	есть то	4	2
729	для других	2	2
730	его творчество	4	2
731	ведь это	3	2
732	со своим	4	2
733	не от	2	2
734	на героя	2	2
735	этой работы	2	2
736	не видим	2	2
737	в науке	2	2
738	героя является	2	2
739	изображения в	3	2
740	только она	2	2
741	они и	3	2
742	как предмет	3	2
743	в прошлое	2	2
744	именно к	2	2
745	всего что	2	2
746	и свою	2	2
747	его романа	2	2
748	даже и	2	2
749	и вы	2	2
750	идеи и	2	2
751	наконец в	2	2
752	и герой	2	2
753	той или	3	2
754	имеет значение	2	2
755	мы сказали	2	2
756	его характер	2	2
757	героя о	4	2
758	от них	3	2
759	в начале	3	2
760	бы к	2	2
761	поэтому и	3	2
762	а о	4	2
763	нему и	2	2
764	статьи в	2	2
765	и одновременно	5	2
766	все его	4	2
767	входящих в	2	2
768	природе своей	3	2
769	как автор	2	2
770	как художник	4	2
771	о себе	12	2
772	он есть	5	2
773	ни его	2	2
774	вследствие этого	2	2
775	о мире	6	2
776	входят в	3	2
777	русской литературе	2	2
778	не поддается	3	2
779	на протяжении	3	2
780	в литературе	7	2
781	про себя	3	2
782	него не	4	2
783	они ни	2	2
784	в сфере	4	2
785	время и	2	2
786	толстого и	2	2
787	тут не	2	2
788	был не	2	2
789	и всех	2	2
790	с миром	2	2
791	друг друга	10	2
792	говорит сам	2	2
793	в изображении	2	2
794	что было	4	2
795	таким же	4	2
796	автора или	2	2
797	предисловии к	2	2
798	чем же	2	2
799	не оставляет	4	2
