N	2gram	Vygotskiy_	VeschiIm
148	когда мы	2	6
149	от ее	3	6
150	и все	5	6
151	в нем	6	6
152	между ними	8	6
153	в разных	6	6
154	должны быть	5	6
155	и до	3	6
156	в своей	4	6
157	как мы	24	6
158	одно и	3	6
159	одна из	2	6
160	и вообще	3	6
161	в данном	7	6
162	можно было	7	6
163	и другое	4	6
164	все равно	2	6
165	в сфере	8	6
166	этот вопрос	2	6
167	их в	2	6
168	мы говорим	2	6
169	несмотря на	2	6
170	в той	7	6
171	с точки	31	6
172	от вещи	2	6
173	момент в	3	6
174	в одном	4	6
175	мы должны	7	5
176	в понятии	5	5
177	а это	2	5
178	как к	4	5
179	свою очередь	3	5
180	вместе с	19	5
181	себе в	5	5
182	как это	7	5
183	того же	7	5
184	точка зрения	2	5
185	и без	2	5
186	тогда когда	12	5
187	мы находим	3	5
188	один из	3	5
189	мы видим	10	5
190	в его	7	5
191	хотя и	4	5
192	для этого	4	5
193	в чисто	2	5
194	во всех	9	5
195	в которой	16	5
196	но совершенно	2	5
197	мысли и	13	5
198	об этом	4	5
199	в мысли	7	5
200	и здесь	5	5
201	нет и	4	5
202	подобно тому	2	5
203	что у	4	5
204	что для	3	5
205	все что	7	5
206	в свою	3	5
207	только не	14	5
208	как она	6	5
209	тому как	2	5
210	не содержит	2	5
211	если же	2	5
212	она должна	2	4
213	так же	26	4
214	том как	2	4
215	она может	2	4
216	и притом	4	4
217	в силу	21	4
218	в конце	5	4
219	отношение к	8	4
220	в их	4	4
221	так и	8	4
222	это значило	2	4
223	который мы	6	4
224	что все	6	4
225	в этой	7	4
226	то время	8	4
227	этой точки	4	4
228	того чтобы	26	4
229	то как	3	4
230	в качестве	9	4
231	нельзя было	2	4
232	во всяком	2	4
233	в основе	5	4
234	и от	6	4
235	ее как	2	4
236	слово и	10	4
237	но то	2	4
238	то в	4	4
239	с этим	5	4
240	есть в	5	4
241	как оно	2	4
242	к ней	2	4
243	мы можем	7	4
244	по своей	12	4
245	его и	2	4
246	и о	4	4
247	но только	5	4
248	отношении к	4	4
249	и более	2	4
250	она является	2	4
251	время как	7	4
252	в котором	6	4
253	это совершенно	2	4
254	на этом	4	4
255	находится в	3	4
256	сам по	2	4
257	он не	5	4
258	о которой	2	4
259	собственном смысле	4	4
260	этого метода	2	4
261	однако не	2	4
262	и понимания	2	3
263	от его	2	3
264	перед нами	3	3
265	этого вопроса	3	3
266	что ему	3	3
267	я могу	2	3
268	из того	7	3
269	но как	3	3
270	не является	4	3
271	вопроса о	2	3
272	но даже	2	3
273	в другом	3	3
274	в уме	4	3
275	при переходе	9	3
276	по самому	2	3
277	казалось бы	4	3
278	но именно	3	3
279	оба эти	10	3
280	в виде	2	3
281	только на	5	3
282	в частности	4	3
283	может и	3	3
284	на ее	2	3
285	нужно было	4	3
286	а с	3	3
287	с вещами	2	3
288	по существу	2	3
289	мы видели	10	3
290	к нему	5	3
291	только с	2	3
292	к тому	13	3
293	а только	2	3
294	была бы	3	3
295	одной стороны	7	3
296	другой стороны	3	3
297	нельзя сказать	2	3
298	в целом	7	3
299	же как	14	3
300	вот почему	3	3
301	и во	5	3
302	заключается в	14	3
303	той или	2	3
304	содержится в	5	3
305	и может	2	3
306	к другой	6	3
307	в собственном	4	3
308	от этого	3	3
309	действительности в	3	3
310	говорит что	3	3
311	только что	7	3
312	и самое	2	3
313	что ее	2	3
314	для того	24	3
315	что то	4	3
316	вещей как	2	3
317	себе что	3	3
318	как в	7	3
319	свое выражение	8	3
320	нас в	4	3
321	с одной	7	3
322	к пониманию	4	3
323	остановиться на	4	3
324	случае не	2	3
325	не мог	2	3
326	но все	2	3
327	у него	2	3
328	не имеет	6	3
329	видели что	3	3
330	чем мы	3	3
331	в своих	2	3
332	в самой	3	3
333	оно может	2	3
334	выражение в	6	3
335	из которых	3	3
336	и она	2	3
337	не можем	4	3
338	к другому	5	3
339	из этого	4	3
340	из основных	3	3
341	или в	2	3
342	отношения к	5	3
343	этих двух	4	3
344	имеем дело	2	3
345	мы уже	5	3
346	но он	3	3
347	находим в	2	2
348	данном случае	5	2
349	тем самым	14	2
350	к действительности	2	2
351	тому что	14	2
352	о чем	8	2
353	для нее	3	2
354	для всего	2	2
355	собой если	2	2
356	здесь как	2	2
357	наряду с	2	2
358	которые мы	4	2
359	едва ли	5	2
360	является в	7	2
361	очевидно что	6	2
362	в виду	5	2
363	но эта	2	2
364	от слова	7	2
365	совершенно в	2	2
366	что если	2	2
367	у них	2	2
368	точку зрения	4	2
369	в работах	2	2
370	просто как	2	2
371	на двух	2	2
372	на вопрос	6	2
373	мере в	2	2
374	его от	2	2
375	бы сказать	4	2
376	одно из	6	2
377	совсем не	2	2
378	но эти	2	2
379	на этой	7	2
380	гораздо более	4	2
381	с другом	6	2
382	уже в	3	2
383	не из	2	2
384	по природе	2	2
385	своей собственной	2	2
386	ту же	4	2
387	что на	5	2
388	в определенном	2	2
389	между собой	15	2
390	понятий и	11	2
391	нуждается в	5	2
392	действительность в	2	2
393	себя от	2	2
394	а затем	2	2
395	связи с	4	2
396	того и	2	2
397	же точно	6	2
398	в первом	6	2
399	что эти	3	2
400	признать что	2	2
401	в первой	3	2
402	в состоянии	4	2
403	в одну	2	2
404	еще один	2	2
405	к его	3	2
406	невозможно было	2	2
407	природе слова	3	2
408	одном и	4	2
409	первом случае	5	2
410	одной вещи	2	2
411	что эта	7	2
412	как совершенно	3	2
413	в начале	6	2
414	сразу и	3	2
415	только к	4	2
416	к этому	2	2
417	с ней	3	2
418	это было	2	2
419	с развитием	6	2
420	этом и	2	2
421	друг с	6	2
422	переход от	5	2
423	исходит из	2	2
424	смысле что	3	2
425	стороны и	6	2
426	что здесь	2	2
427	и ничего	2	2
428	в возможности	2	2
429	этом отношении	7	2
430	находятся в	2	2
431	раз в	4	2
432	исходить из	2	2
433	от одного	3	2
434	одного из	2	2
435	себе и	2	2
436	в сферу	3	2
437	моментов в	2	2
438	можно говорить	2	2
439	поэтому в	2	2
440	каждой из	5	2
441	учения о	4	2
442	той и	3	2
443	именно в	9	2
444	зависит от	3	2
445	в слове	11	2
446	и другой	3	2
447	слова в	7	2
448	когда он	2	2
449	но между	2	2
450	и к	11	2
451	для его	2	2
452	функции и	4	2
453	но для	2	2
454	приводит к	10	2
455	но на	3	2
456	что между	2	2
457	о которых	3	2
458	целиком и	3	2
459	для нас	4	2
460	и на	4	2
461	ближе к	2	2
462	и того	3	2
463	от нее	3	2
464	и значения	3	2
465	он сам	2	2
466	только как	2	2
467	с собой	3	2
468	конечно не	2	2
469	является не	4	2
470	и делает	2	2
471	только о	3	2
472	только одно	2	2
473	во всем	4	2
474	только те	3	2
475	но с	4	2
476	хотя это	2	2
477	этом смысле	2	2
478	той же	13	2
479	мы говорили	3	2
480	во втором	5	2
481	учение о	3	2
482	на основе	5	2
483	тем же	8	2
