N	2gram	Vygotskiy_	VLabPisa
319	о его	2	2
320	искусства на	3	2
321	и дальше	3	2
322	и может	3	2
323	только о	3	2
324	он не	8	2
325	и сам	3	2
326	должна быть	3	2
327	не быть	2	2
328	ту же	6	2
329	что при	8	2
330	который в	3	2
331	хотя и	3	2
332	во всяком	9	2
333	до сих	8	2
334	того как	5	2
