N	2gram	Losev_Vlad	Narrotol
271	собственно говоря	4	3
272	только не	2	3
273	казалось что	2	3
274	и что	11	3
275	по его	3	3
276	как на	2	3
277	к своей	2	3
278	нам в	2	3
279	но он	7	3
280	бы с	2	2
281	в каком	3	2
282	в будущем	2	2
283	как было	2	2
284	именно так	2	2
285	глубоко и	2	2
286	в это	6	2
287	даже не	3	2
288	же о	3	2
289	наконец в	3	2
290	или менее	5	2
291	говоря о	2	2
292	что с	3	2
293	столько же	2	2
294	в их	2	2
295	от своего	2	2
296	к своему	4	2
297	после этого	2	2
298	так что	13	2
299	в момент	2	2
300	на основании	3	2
301	и кажется	3	2
302	в произведении	2	2
303	указывает на	2	2
304	она была	2	2
305	в общем	4	2
306	он говорит	2	2
307	не могу	2	2
308	более или	5	2
309	жизнь в	2	2
310	в более	3	2
311	те же	2	2
312	за границу	3	2
313	в году	54	2
314	что же	11	2
315	для них	2	2
316	ли он	2	2
317	именно к	2	2
318	и во	3	2
319	ему было	3	2
320	в сущности	2	2
321	так у	2	2
322	и который	2	2
323	вовсе не	8	2
324	жизни с	2	2
325	не столь	2	2
326	и вообще	12	2
327	и мы	6	2
328	тут же	7	2
329	но все	3	2
330	в россии	7	2
331	церкви и	2	2
332	время в	4	2
333	другой стороны	3	2
334	это в	2	2
335	хотя в	2	2
336	и еще	3	2
337	и через	3	2
338	нас в	2	2
339	его как	2	2
340	на это	2	2
341	бы на	2	2
342	в этот	5	2
343	и личность	2	2
344	на первый	4	2
345	из многочисленных	2	2
346	по своим	3	2
347	все это	7	2
348	тем что	2	2
349	было не	2	2
350	не есть	4	2
351	в особенности	4	2
352	и наконец	2	2
353	человека как	3	2
354	судя по	2	2
355	и есть	2	2
356	одним из	3	2
357	себе не	2	2
358	что иное	2	2
359	его и	2	2
360	с нами	3	2
361	в течение	13	2
362	себе и	2	2
363	но после	2	2
364	во всех	4	2
365	всего на	4	2
366	отношение к	7	2
367	о своих	2	2
368	ни с	6	2
369	а за	3	2
370	но уже	3	2
371	всей его	2	2
372	в последние	3	2
373	когда он	6	2
374	того же	11	2
375	или иначе	3	2
376	будто бы	2	2
377	во многом	3	2
378	а по	3	2
379	и стал	3	2
380	у меня	3	2
381	со своим	5	2
382	с которым	4	2
383	видно что	5	2
384	иное как	2	2
385	раз и	4	2
386	еще более	3	2
387	это был	5	2
388	это и	2	2
389	после смерти	8	2
390	один и	2	2
391	это время	7	2
392	этих двух	2	2
393	чтобы стать	2	2
394	мы будем	4	2
395	мы и	4	2
396	он прямо	2	2
397	ясно что	2	2
