N	2gram	Vygotskiy_	Mirosoze
414	что такое	2	2
415	но к	3	2
416	в смысле	3	2
417	что я	4	2
418	которой он	2	2
419	ни у	2	2
420	это совершенно	3	2
421	что мы	9	2
422	по себе	21	2
423	выйти из	2	2
424	же что	2	2
425	действительной жизни	3	2
426	детскую игру	2	2
427	сам по	4	2
428	и уже	2	2
429	и другой	6	2
430	что эта	4	2
431	бы ни	2	2
432	она в	2	2
433	такой степени	2	2
