N	2gram	Medvedev_V	Istorich
264	и некоторые	2	7
265	не по	2	7
266	для него	9	7
267	для того	3	6
268	из приведенных	3	6
269	можно ли	2	6
270	как говорит	5	6
271	равно как	4	6
272	этой точки	2	6
273	между ними	3	6
274	что все	4	6
275	формы и	2	6
276	от его	2	6
277	имеет свою	3	6
278	к сожалению	2	6
279	даже не	2	6
280	также и	2	6
281	сводится к	3	6
282	видеть в	3	6
283	его от	2	6
284	они и	2	6
285	только о	2	6
286	все его	2	6
287	же и	3	6
288	это только	4	5
289	эти примеры	2	5
290	и социальной	2	5
291	никак не	3	5
292	если они	2	5
293	же говорит	4	5
294	только для	2	5
295	в своих	2	5
296	из себя	2	5
297	показывает как	2	5
298	художественного творчества	19	5
299	вот как	4	5
300	примеров можно	2	5
301	том числе	2	5
302	мира и	3	5
303	для них	2	5
304	ее как	2	5
305	другом месте	2	5
306	бы в	3	5
307	в самых	2	5
308	их и	4	5
309	но даже	3	5
310	в виду	4	5
311	в нашей	4	5
312	отличается от	2	5
313	это делает	3	5
314	самый факт	2	5
315	них не	4	5
316	например у	2	5
317	попал в	3	5
318	и может	2	5
319	да и	2	5
320	как о	3	5
321	можно утверждать	4	5
322	к этим	2	4
323	связанное с	2	4
324	все они	2	4
325	ни с	2	4
326	одном из	4	4
327	во всей	2	4
328	в результате	5	4
329	как раз	4	4
330	он сам	2	4
331	в пользу	2	4
332	очевидно что	7	4
333	человека и	3	4
334	и формы	2	4
335	и этот	2	4
336	могло бы	2	4
337	но вот	2	4
338	который в	2	4
339	мысль о	2	4
340	иметь в	2	4
341	что например	3	4
342	отнюдь не	4	4
343	и через	2	4
344	еще и	2	4
345	говорит об	2	4
346	о его	2	4
347	нет никаких	2	4
348	только то	2	4
349	в самом	4	4
350	на основании	8	3
351	это настолько	2	3
352	этом же	2	3
353	представить себе	2	3
354	при всей	2	3
355	так сказать	2	3
356	и весь	2	3
357	нет ни	2	3
358	и быть	2	3
359	понимать как	2	3
360	стороны в	2	3
361	чтобы не	2	3
362	на эти	2	3
363	в другую	3	3
364	говорит и	8	3
365	всех других	3	3
366	что даже	2	3
367	в противоположность	3	3
368	должно быть	2	3
369	него в	3	3
370	всего сказанного	2	3
371	в системе	2	3
372	этих способностей	2	3
373	начиная с	2	3
374	этому поводу	7	3
375	отметить что	2	3
376	но то	2	3
377	только не	2	3
378	внимание на	2	3
379	является не	4	3
380	к его	2	3
381	в науке	2	3
382	у некоторых	2	3
383	видно из	3	3
384	даже и	3	3
385	что так	2	3
386	говорит в	3	3
387	бы не	2	3
388	несколько примеров	2	3
389	и подобных	4	3
390	в комнату	3	3
391	момент в	3	3
392	не о	2	2
393	образов и	4	2
394	например что	3	2
395	в каждом	2	2
396	отношении что	2	2
397	естественно что	3	2
398	или меньшей	3	2
399	числе и	2	2
400	этом и	2	2
401	представления об	2	2
402	лишь в	2	2
403	частности в	2	2
404	часто не	2	2
405	для его	4	2
406	эти вопросы	2	2
407	сообщает о	2	2
408	эти явления	2	2
409	основываясь на	2	2
410	или наконец	2	2
411	этого рода	2	2
412	а во-вторых	2	2
413	т п	9	2
414	и социальные	2	2
415	сюжета и	2	2
416	говорит следующее	4	2
417	приведенных выше	4	2
418	самого себя	2	2
419	как например	2	2
420	как процесс	2	2
421	начнем с	2	2
422	при всем	3	2
423	в конечном	7	2
424	том отношении	2	2
425	нам остается	2	2
426	на время	2	2
427	в процессе	17	2
428	др в	3	2
429	многие из	2	2
430	много и	2	2
431	по одному	2	2
432	этому вопросу	2	2
433	меньшей степени	2	2
434	конечном итоге	2	2
435	всех его	2	2
436	такое понимание	2	2
437	пока еще	2	2
438	не следует	8	2
439	производства в	2	2
440	в последнем	2	2
441	что для	4	2
442	того или	2	2
443	он пишет	9	2
444	то о	2	2
445	следует понимать	5	2
446	в сознании	4	2
447	например не	2	2
448	этот процесс	3	2
449	а о	2	2
450	а для	2	2
451	думается что	6	2
452	нет и	3	2
453	большей или	3	2
454	говорить о	2	2
455	чем же	4	2
456	в большей	2	2
457	подчеркнуть что	2	2
