N	2gram	Propp_Russ	Komedia
264	в пределах	2	4
265	нас в	2	4
266	ко времени	3	4
267	том чтобы	3	4
268	не случайно	2	4
269	далеко не	5	4
270	должна была	6	4
271	их в	7	4
272	в поле	18	4
273	этой же	2	4
274	по его	2	4
275	из других	2	4
276	на улицу	2	3
277	своему происхождению	2	3
278	следует признать	2	3
279	и потому	3	3
280	детей и	3	3
281	вплоть до	4	3
282	должно было	5	3
283	их к	2	3
284	с той	2	3
285	не был	3	3
286	должен быть	2	3
287	того в	3	3
288	что именно	3	3
289	на все	3	3
290	том же	6	3
291	в году	5	3
292	ни одно	2	3
293	только на	4	3
294	такое же	2	3
295	представления о	2	3
296	в руки	2	3
297	а с	6	3
298	видно что	8	3
299	на две	3	3
300	от этого	2	3
301	в эту	3	3
302	для этой	3	3
303	она не	4	3
304	его и	2	3
305	состоит в	18	3
306	и за	2	3
307	таким же	4	3
308	по этому	4	3
309	на них	4	3
310	для них	5	3
311	в виде	10	3
312	на землю	2	3
313	с ними	6	3
314	представляют собой	13	3
315	из своей	2	3
316	по свидетельству	2	3
317	интерес к	2	3
318	также что	2	3
319	между двумя	2	3
320	и и	2	3
321	судить по	2	3
322	только как	2	3
323	мы видели	3	3
324	они были	2	3
325	право на	2	3
326	его с	4	3
327	ее на	3	3
328	а к	3	3
329	исходя из	2	3
330	на что	2	3
331	не совсем	6	3
332	с г	2	3
333	так называемой	3	3
334	только для	3	3
335	и из	3	3
336	жизнь и	2	3
337	и более	3	3
338	не с	5	3
339	из наиболее	2	3
340	за пределами	2	3
341	этой цели	2	3
342	или на	11	3
343	связанные с	5	3
344	ироническое отношение	2	3
345	будто бы	10	3
346	в большинстве	2	3
347	и начало	2	3
348	такую же	2	3
349	ко всему	2	3
350	в эти	4	3
351	находится в	3	3
352	в один	2	3
353	не более	2	3
354	в таком	5	3
355	как на	2	3
356	во всем	2	3
357	не к	3	3
358	в нашем	2	3
359	песни в	3	3
360	что сила	3	2
361	сообщает о	5	2
362	перед нами	2	2
363	очевидно что	2	2
364	были у	2	2
365	как можно	3	2
366	показывают что	3	2
367	означает что	2	2
368	дома в	2	2
369	и следовательно	2	2
370	ни одна	2	2
371	с целью	2	2
372	собой и	2	2
373	связанных с	2	2
374	что здесь	4	2
375	а сами	2	2
376	земле и	4	2
377	имело место	2	2
378	ней в	2	2
379	к выводу	3	2
380	у них	2	2
381	и при	2	2
382	в основном	4	2
383	е а	2	2
384	нас не	3	2
385	обычно не	2	2
386	того что	6	2
387	которые как	2	2
388	на которых	2	2
389	этого времени	2	2
390	как уже	6	2
391	что все	2	2
392	к вопросу	2	2
393	vii в	3	2
394	бросается в	3	2
395	судить о	2	2
396	случаях когда	2	2
397	предположить что	5	2
398	а мы	2	2
399	ту же	2	2
400	тех случаях	2	2
401	и те	3	2
402	большинстве случаев	2	2
403	и под	4	2
404	них в	2	2
405	мы видим	2	2
406	и до	3	2
407	и иногда	3	2
408	все эти	5	2
409	чтобы они	4	2
410	себя и	2	2
411	этому вопросу	2	2
412	после обеда	5	2
413	других случаях	4	2
414	что эти	2	2
415	этом случае	9	2
416	для обозначения	2	2
417	дают нам	2	2
418	на поле	3	2
419	чтобы у	2	2
420	нет в	2	2
421	как например	6	2
422	с другими	3	2
423	но это	5	2
424	не все	4	2
425	и так	2	2
426	только с	2	2
427	с ней	7	2
428	дело не	2	2
429	еще до	2	2
430	чтобы сделать	2	2
431	в этот	19	2
432	между прочим	2	2
433	г где	2	2
434	как не	2	2
435	на земле	3	2
436	как по	2	2
437	не означает	2	2
438	в первые	2	2
439	но они	4	2
440	как только	2	2
441	в жизни	2	2
442	почти целиком	2	2
443	этот вопрос	4	2
444	его к	3	2
445	подобно тому	3	2
446	ее в	7	2
447	этому же	3	2
448	не отличаются	2	2
449	№ в	2	2
450	тому как	3	2
451	к жизни	3	2
452	в стороне	2	2
453	к другому	2	2
454	говорит о	3	2
455	мы уже	2	2
456	земли и	5	2
457	после чего	4	2
458	на первый	3	2
459	по всем	3	2
460	в форме	3	2
461	сходство между	2	2
