N	2gram	Trubetskoy	Istorich
125	в своем	3	13
126	и у	8	13
127	не имеет	5	13
128	и если	3	13
129	в себе	6	13
130	после смерти	10	13
131	в русских	2	12
132	одним из	2	12
133	утверждать что	2	12
134	хотя бы	3	12
135	ни один	2	12
136	должно было	2	11
137	связанные с	7	11
138	относится к	2	11
139	главным образом	8	11
140	точки зрения	13	11
141	уже в	2	11
142	на нее	3	11
143	далеко не	4	11
144	ясно что	3	11
145	к которому	2	11
146	но если	2	10
147	вслед за	2	10
148	связанных с	2	10
149	за собой	3	10
150	если не	2	10
151	что эти	3	10
152	к ним	3	10
153	не как	2	10
154	а с	7	10
155	в которой	3	10
156	от них	2	10
157	не было	2	10
158	друг с	5	10
159	и к	5	10
160	тот же	2	9
161	в свою	2	9
162	из этого	2	9
163	из него	2	9
164	не могут	2	9
165	тогда когда	2	9
166	в индии	8	9
167	на этот	4	9
168	более или	5	9
169	жизни и	2	9
170	с другом	5	9
171	но по	3	9
172	или менее	5	9
173	и вместе	4	9
174	на небе	2	9
175	с его	2	9
176	в течение	4	9
177	целый ряд	4	9
178	приводит к	2	9
179	ему в	2	9
180	у них	3	8
181	одно из	2	8
182	но вместе	2	8
183	для этого	2	8
184	только что	2	8
185	именно в	2	8
186	во всяком	6	8
187	большей частью	3	8
188	же самое	2	8
189	и потому	6	8
190	оказывается что	3	8
191	и из	2	8
192	с целью	2	8
193	но с	3	8
194	которые в	2	8
195	или по	2	8
196	магической силы	9	8
197	можно сказать	3	8
198	с другими	4	8
199	не с	2	8
200	конечно не	2	8
201	в конце	6	7
202	и о	3	7
203	с самого	3	7
204	состоит в	2	7
205	того чтобы	5	7
206	если в	3	7
207	вплоть до	2	7
208	в начале	2	7
209	того же	6	7
210	всяком случае	6	7
211	как на	8	7
212	между тем	2	7
213	и при	3	7
214	в эту	2	7
215	те же	2	7
216	ли это	2	7
217	можно только	2	7
218	в китае	2	7
219	в области	9	7
220	образом в	5	7
221	что оно	4	7
222	уже давно	2	7
223	для него	3	7
224	к которым	2	7
225	для того	5	6
226	а после	3	6
227	не потому	2	6
228	ничем не	4	6
229	в другое	2	6
230	этой точки	2	6
231	что все	4	6
232	в русском	2	6
233	самого начала	2	6
234	к сожалению	3	6
235	не могла	2	6
236	из которого	3	6
237	быть и	2	6
238	его от	2	6
239	к жизни	5	6
240	и тогда	4	6
241	тому же	5	6
242	с одним	2	6
243	уже с	3	5
244	только для	2	5
245	из себя	2	5
246	или иное	2	5
247	по своей	2	5
248	в одно	2	5
249	по своему	2	5
250	том числе	5	5
251	но при	2	5
252	к концу	3	5
253	ее с	2	5
254	о котором	2	5
255	несмотря на	6	5
256	очень мало	4	5
257	в виду	2	5
258	не могло	2	5
259	отличается от	2	5
260	них не	2	5
261	или иначе	3	5
262	на все	2	5
263	как о	3	5
264	в таком	3	5
265	можно назвать	2	5
266	но когда	2	5
267	по тому	2	4
268	на пути	2	4
269	людей и	2	4
270	еще на	2	4
271	в разных	2	4
272	и больше	2	4
273	этой задачи	2	4
274	особенно в	2	4
275	в результате	3	4
276	силы и	2	4
277	в пользу	2	4
278	на друга	2	4
279	так или	3	4
280	по сравнению	2	4
281	мысль о	2	4
282	путь к	3	4
283	и сейчас	2	4
284	с точки	6	4
285	а так	3	4
286	и те	3	4
287	в тело	2	4
288	друг на	2	4
289	в самом	4	4
290	они в	2	4
291	так чтобы	2	4
292	влечет за	2	4
293	по своим	2	4
294	что именно	2	4
295	из всех	3	3
296	такое положение	2	3
297	при таком	2	3
298	к одной	2	3
299	сравнению с	2	3
300	и после	2	3
301	и заставляет	2	3
302	с тех	2	3
303	индии в	3	3
304	эти черты	2	3
305	всех других	2	3
306	богом и	2	3
307	бы то	2	3
308	ни было	2	3
309	когда человек	2	3
310	начиная с	2	3
311	бога и	4	3
312	то ни	2	3
313	и нет	3	3
314	из человеческих	2	3
315	время он	2	3
316	только не	2	3
317	к его	2	3
318	для всех	2	3
319	в эпоху	7	3
320	подойти к	3	3
321	в народных	3	3
322	из этой	2	3
323	больше чем	2	3
324	этот факт	2	3
325	этими двумя	2	3
326	тех пор	2	3
327	наконец в	2	2
328	на восток	2	2
329	богов и	5	2
330	эти действия	2	2
331	свидетельствует о	2	2
332	числе и	4	2
333	на западе	3	2
334	связывается с	3	2
335	и связанные	2	2
336	лишь в	5	2
337	и другой	2	2
338	тем и	2	2
339	к богу	3	2
340	одновременно и	2	2
341	выхода из	2	2
342	выступает в	2	2
343	то ясно	2	2
344	к другу	2	2
345	то или	2	2
346	в мире	5	2
347	говорили о	2	2
348	именно из	2	2
349	среди них	2	2
350	перестает быть	2	2
351	не к	2	2
352	взгляд на	2	2
353	должны признать	2	2
354	в процессе	2	2
355	и таким	3	2
356	отличаются от	2	2
357	после его	2	2
358	нами и	2	2
359	общего с	2	2
360	то с	3	2
361	пути к	2	2
362	при жизни	4	2
363	боги и	4	2
364	в самой	2	2
365	требует от	2	2
366	у всех	2	2
367	в рамках	3	2
368	между этими	2	2
369	случае не	3	2
370	не исчерпывается	2	2
371	не должны	2	2
372	ничего общего	2	2
373	никем не	2	2
374	и перед	2	2
375	ни у	2	2
376	учение о	4	2
