N	2gram	Medvedev_F	Vvedenie
127	во всяком	6	5
128	все более	4	4
129	науки а	2	4
130	должен был	3	4
131	в результате	8	4
132	одной стороны	5	4
133	и ее	15	4
134	в области	6	4
135	по отношению	4	4
136	в каждом	3	4
137	должен быть	5	4
138	и история	3	4
139	в особенности	7	4
140	этом отношении	7	4
141	но ведь	4	4
142	как о	8	4
143	еще не	6	4
144	е в	2	4
145	отношению к	4	4
146	в чем	2	4
147	отличие от	2	4
148	в отличие	2	4
149	с одной	5	4
150	к тому	6	4
151	одной из	2	4
152	но все	4	4
153	чтобы понять	2	4
154	и для	5	4
155	не имеет	2	4
156	об искусстве	3	4
157	в котором	2	4
158	в виде	2	4
159	в более	2	4
160	даже и	5	4
161	в одном	2	4
162	из них	5	4
163	или иначе	2	4
164	в себе	4	4
165	как она	5	4
166	и заключается	2	4
167	с точки	17	4
168	в своей	16	4
169	как раз	8	4
170	можно сказать	2	4
171	той же	2	4
172	однако не	5	4
173	никогда не	6	3
174	до конца	9	3
175	одна из	2	3
176	в отношении	3	3
177	историк литературы	3	3
178	научной работы	2	3
179	на нее	2	3
180	в своем	12	3
181	с этим	6	3
182	с историей	2	3
183	так же	5	3
184	в строгом	2	3
185	нисколько не	2	3
186	для этого	6	3
187	к этому	3	3
188	не как	7	3
189	в другом	2	3
190	в значительной	3	3
191	в конце	2	3
192	от того	2	3
193	отношение к	4	3
194	во второй	3	3
195	и здесь	8	3
196	или же	4	3
197	сама по	2	3
198	о литературе	9	3
199	если бы	8	3
200	этого термина	2	3
201	зависимости от	5	3
202	в германии	2	3
203	исследования и	3	3
204	при помощи	2	3
205	в сущности	3	3
206	и вот	2	3
207	этой работы	2	3
208	в этих	3	3
209	язык в	2	3
210	только на	8	3
211	в частности	4	3
212	истории литературы	18	3
213	как в	12	3
214	этой науки	2	3
215	не с	2	3
216	мы видели	5	3
217	как такового	8	3
218	стороны и	4	3
219	можно говорить	2	3
220	со всей	3	3
221	к нему	3	3
222	литературное произведение	10	3
223	и на	10	3
224	язык и	8	3
225	зависит от	2	3
226	именно как	14	3
227	в известной	2	3
228	в ней	15	3
229	входит в	8	3
230	и к	7	3
231	мы говорим	4	3
232	литературы в	8	3
233	на этом	2	3
234	между ними	3	3
235	но что	2	3
236	в в	2	3
237	по этому	2	3
238	науки об	12	3
239	что же	6	3
240	совсем не	2	3
241	здесь не	5	3
242	история литературы	10	3
243	sui generis	2	3
244	же как	3	3
245	вряд ли	2	3
246	при этом	14	3
247	в зависимости	4	3
248	все эти	12	3
249	связи с	12	3
250	не следует	5	3
251	в этой	10	3
252	чем же	3	3
253	в слове	4	3
254	строгом смысле	2	3
255	в работе	2	3
256	направление в	3	3
257	и других	4	3
258	литературы и	6	2
259	в практическом	2	2
260	в языке	5	2
261	и каковы	2	2
262	в создании	2	2
263	литературы с	4	2
264	ничего не	5	2
265	следовательно и	2	2
266	и развития	2	2
267	ко времени	2	2
268	в содержании	7	2
269	у нас	6	2
270	и потому	9	2
271	во всех	9	2
272	и до	8	2
273	время в	4	2
274	все время	7	2
275	но как	2	2
276	же это	2	2
277	для нее	2	2
278	по истории	2	2
279	есть только	3	2
280	должно быть	13	2
281	каждый из	3	2
282	языка а	4	2
283	бы в	6	2
284	действительности в	3	2
285	время не	2	2
286	в форме	2	2
287	в этот	2	2
288	что оно	4	2
289	науку о	2	2
290	не могли	2	2
291	чтобы он	2	2
292	ее от	2	2
293	конце концов	2	2
294	что именно	2	2
295	и те	2	2
296	в связи	11	2
297	свою очередь	6	2
298	что если	2	2
299	у них	3	2
300	слова как	2	2
301	и другие	3	2
302	и чем	3	2
303	и со	3	2
304	в формах	4	2
305	должна была	2	2
306	в работах	3	2
307	так и	24	2
308	том смысле	3	2
309	отношении к	2	2
310	от других	2	2
311	проблемы и	2	2
312	лишь как	7	2
313	и др	8	2
314	на котором	2	2
315	следует что	3	2
316	только так	2	2
317	и должно	4	2
318	она была	3	2
319	языка как	11	2
320	искусства и	5	2
321	есть лишь	3	2
322	значение в	4	2
323	целом ряде	2	2
324	говорит он	7	2
325	тому что	3	2
326	как увидим	2	2
327	на то	2	2
328	могло бы	2	2
329	состоит в	3	2
330	и истории	5	2
331	в своих	3	2
332	ни одна	2	2
333	какой бы	2	2
334	в свою	8	2
335	языка не	2	2
336	и с	17	2
337	к действительности	3	2
338	произведения и	9	2
339	но это	4	2
340	от действительности	3	2
341	он и	3	2
342	не столько	5	2
343	в основу	2	2
344	и совершенно	2	2
345	несмотря на	2	2
346	материалом и	2	2
347	для них	4	2
348	жизни и	10	2
349	в ряду	2	2
350	с теми	2	2
351	смысле и	2	2
352	не было	7	2
353	иной раз	2	2
354	сам по	2	2
355	познания и	4	2
356	из него	2	2
357	мы не	6	2
358	и историю	4	2
359	что они	4	2
360	значение и	4	2
361	по их	2	2
362	к какому	2	2
363	именно на	4	2
364	должна быть	11	2
365	во всем	3	2
366	в дальнейшем	3	2
367	этого слова	4	2
368	если же	4	2
369	художественных произведений	5	2
370	не к	2	2
371	из его	2	2
372	по существу	8	2
373	на языке	2	2
374	этих двух	2	2
375	во втором	7	2
376	учение о	4	2
377	исторического изучения	2	2
378	понятия в	2	2
379	с помощью	13	2
380	быть и	5	2
