N	2gram	Propp_Morf	Analitik
202	в собственном	3	4
203	на самом	4	3
204	вопрос о	10	3
205	в таких	3	3
206	означает что	3	3
207	мы должны	3	3
208	от него	2	3
209	в обоих	2	3
210	с двумя	2	3
211	одному из	3	3
212	героя в	5	3
213	встреча с	2	3
214	и за	2	3
215	см ниже	2	3
216	на котором	4	3
217	с тем	2	3
218	она не	2	3
219	однако все	2	3
220	с героем	2	3
221	между собой	5	3
222	героя а	4	3
223	в тех	8	3
224	связи с	12	3
225	в связи	10	3
226	что они	5	3
227	во время	6	3
228	никто не	4	3
229	случае не	4	3
230	все еще	3	3
231	и больше	2	3
232	из его	2	3
233	бы то	3	3
234	в одну	2	3
235	например в	2	3
236	не от	2	3
237	первом случае	3	3
238	тех же	4	3
239	независимо от	4	3
240	так как	20	3
241	можно было	4	3
242	это было	3	3
243	и тот	2	3
244	только для	2	3
245	с этой	3	3
246	ни к	2	3
247	в какой	3	3
248	на этот	2	3
249	они не	3	3
250	также и	6	3
251	и наоборот	4	3
252	а то	3	3
253	во сне	2	3
254	на то	3	3
255	оно может	4	3
256	оно не	2	3
257	после чего	2	3
258	также может	3	3
259	но с	2	3
260	этих случаях	15	3
261	первый взгляд	3	2
262	в большинстве	3	2
263	в доме	2	2
264	при помощи	12	2
265	с теми	4	2
266	но мы	3	2
267	представляет собою	8	2
268	так же	4	2
269	для нас	2	2
270	в одной	2	2
271	даже не	3	2
272	б в	2	2
273	герой в	2	2
274	к себе	2	2
275	является в	2	2
276	и таким	2	2
277	на пути	4	2
278	что именно	2	2
279	к чему	3	2
280	или с	3	2
281	и при	3	2
282	и иных	2	2
283	или менее	2	2
284	что ни	2	2
285	углом зрения	2	2
286	от других	2	2
287	пока же	4	2
288	из первых	2	2
289	так например	3	2
290	тому что	5	2
291	более или	2	2
292	тех случаях	2	2
293	что этот	2	2
294	получает в	4	2
295	и др	12	2
296	там где	5	2
297	героя к	2	2
298	здесь мы	3	2
299	получает от	2	2
300	в карты	3	2
301	по существу	13	2
302	чем это	2	2
303	отдельных случаях	3	2
304	или нет	2	2
305	мы видим	15	2
306	этого момента	3	2
307	с этого	2	2
308	это еще	2	2
309	лишь после	2	2
310	что это	3	2
311	или не	3	2
312	если они	2	2
313	т е	25	2
314	не будем	5	2
315	утверждать что	3	2
316	таких случаях	2	2
317	а на	3	2
318	собой в	2	2
319	появляется в	2	2
320	другого и	2	2
321	мы можем	5	2
322	в глаза	2	2
323	себя за	2	2
324	прежде чем	5	2
325	на первый	3	2
326	та же	3	2
327	у нас	3	2
328	встречается в	4	2
329	узнает о	3	2
330	не по	2	2
331	к месту	3	2
332	не означает	2	2
333	но они	2	2
334	в отдельных	3	2
335	но если	10	2
336	случаях когда	2	2
337	в ином	3	2
338	обоих случаях	2	2
339	не имеет	2	2
340	вообще не	2	2
341	он может	2	2
342	их в	2	2
343	что при	3	2
344	этот вопрос	4	2
345	если он	2	2
346	подобных случаях	4	2
347	учение о	5	2
348	могут и	2	2
349	может не	2	2
350	к другому	2	2
351	а впоследствии	2	2
352	и только	3	2
353	в форме	6	2
354	мы будем	3	2
355	тем же	2	2
